DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6,005,685;1;2;1;70;2;16;48;200,000;4;;2;8;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;20;1027.118111
6,005,698;1;3;1;70;2;20;44;900,000;4;;2;20;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;2;11;4724;20;1568.3862823
6,005,790;1;6;1;70;2;6;44;700,000;8;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0111;20;1946.0390472
6,005,796;1;1;1;70;2;4;44;600,000;8;;2;4;8;;3;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;20;1544.5394243
6,005,831;1;1;1;70;2;52;48;908,000;4;;2;52;4;;1;2;9;COTIZANTE;2;;;;;;;;;;;1;2;;81;55;55;1;2;11;8121;05;3299.3320414
6,005,853;1;1;1;70;2;42;48;4,000,000;4;;2;84;1;;9;2;1;;1;2;;;1;;;;;;;;2;;64;12;30;1;2;11;6412;05;2242.4232992
6,005,854;1;1;1;70;2;2;48;908,000;8;;2;2;8;;4;2;9;SALUD POR COBERTURA;1;1;;;1;;;;;;;;1;908000;01;62;62;1;1;11;0144;05;2242.4232992
6,005,854;1;2;1;70;2;4;48;908,000;1;;2;8;1;;3;2;9;COTIZANTE POR COBERTURA;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;05;2242.4232992
6,005,867;1;3;1;70;2;12;24;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;1;11;;05;10090.904846
6,005,904;1;4;1;70;2;4;48;98;1;;2;108;1;;9;2;1;;2;;;;;;;;;;;1;2;;38;45;99;1;1;11;3811;47;1034.1186235
6,005,906;1;3;1;70;2;32;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;11;;47;1738.3738044
6,005,926;1;1;1;70;2;52;48;908,000;1;;2;58;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;2;11;9700;47;853.6067771
6,005,928;1;2;1;70;2;12;48;300,000;3;;2;40;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;47;1579.207593
6,005,931;1;4;1;70;2;150;48;908,000;8;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;2;11;;47;595.66654284
6,005,934;1;2;1;70;2;40;48;500,000;3;;2;8;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;47;860.16392101
6,005,950;1;2;1;70;2;48;48;1,000,000;1;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;53;45;1;2;11;4771;47;988.03273026
6,005,959;1;3;1;70;2;8;48;1,100,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;47;965.56073968
6,005,965;1;1;1;70;2;12;48;1,000,000;1;;2;24;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;53;33;1;1;11;4724;47;807.20487421
6,005,973;1;2;1;70;2;52;20;400,000;1;;2;44;1;;9;2;1;;2;;;;;;;;;;;1;2;;90;17;17;1;2;11;9008;47;1876.2505932
6,006,098;1;2;1;70;2;52;24;908,526;1;;2;80;1;;2;2;1;;2;;;;;;;;;;;1;2;;79;44;44;1;2;11;7911;47;2000.3922886
6,006,208;1;2;1;70;2;24;40;600,000;1;;2;200;4;;1;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;2;11;9602;52;2549.4369703
6,006,219;1;2;1;70;2;48;40;300,000;4;;2;20;4;;1;2;8;;2;;;;;;;;;;;1;2;;01;62;62;1;2;11;0161;52;2549.4369703
6,006,223;1;4;1;70;2;24;48;1,000,000;1;;2;24;1;;9;2;7;;2;;;;;;;;;;;1;2;;35;32;32;1;2;11;3513;52;2549.4369703
6,006,225;1;4;1;70;2;24;40;908,516;2;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;39;45;1;2;11;4773;52;2549.4369703
6,006,283;1;1;1;70;2;6;48;908,516;1;;2;8;1;;7;1;1;;2;;;;;;;;;;;1;1;800000;42;95;95;1;1;11;4210;52;1287.5357977
6,006,332;1;1;1;70;2;150;48;908,500;8;;2;400;4;;1;2;1;;2;;;;;;;;;;;1;2;;82;62;97;1;2;11;8299;63;520.03865211
6,006,383;1;3;1;70;2;24;48;908,500;3;;2;40;3;;1;1;5;;2;;;;;;;;;;;1;2;;97;55;59;1;2;11;9700;63;520.03865211
6,006,420;1;3;1;70;2;2;48;500,000;8;;2;7;8;;3;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0121;68;1299.8449839
6,006,422;2;2;2;70;2;24;48;600,000;8;;2;24;8;;2;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;2;11;0121;68;740.41234601
6,006,446;1;3;1;70;2;32;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;2;11;;68;1317.9446553
6,006,515;1;2;1;70;2;12;40;600,000;4;;2;12;6;;2;2;1;;2;;;;;;;;;;;1;2;;01;61;62;1;1;11;0123;73;3514.5915217
6,006,528;1;3;1;70;2;52;48;900,000;8;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;2;11;;73;3194.4317097
6,006,560;1;1;1;70;2;8;24;200,000;1;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;53;55;1;1;11;8121;73;1172.3489825
6,006,562;1;1;1;70;2;2;40;600,000;8;;2;3;8;;2;2;1;;2;;;;;;;;;;;1;1;600000;01;62;62;1;1;11;0111;73;781.02033815
6,006,673;1;2;1;70;2;2;48;908,600;1;;2;2;1;;9;2;1;;2;;;;;;;;;;;1;1;1350000;93;97;33;1;1;11;9329;05;1041.7650104
6,006,673;1;3;1;70;2;8;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;05;1041.7650104
6,006,676;1;2;1;70;2;2;48;1,500,000;1;;2;2;1;;9;2;1;;2;;;;;;;;;;;1;1;1500000;61;03;03;1;1;11;6120;05;1041.7650104
6,006,775;2;1;2;70;2;4;48;1,000,000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;1;98;42;95;95;1;1;11;4210;76;924.04003073
6,006,777;1;2;1;70;2;13;48;908,526;1;;2;110;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;1;11;9700;76;924.04003073
6,006,780;1;1;1;70;2;9;48;908,526;1;;2;9;1;;9;2;6;;2;;;;;;;;;;;1;2;;10;97;97;1;1;11;1089;76;924.04003073
6,006,788;1;2;1;70;2;26;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;11;;76;3973.3721322
6,006,825;1;2;1;70;2;5;48;700,000;1;;2;144;2;;8;2;6;;2;;;;;;;;;;;1;2;;84;45;55;1;1;11;8412;13;6163.1961903
6,006,844;1;2;1;70;2;40;48;500,000;1;;2;208;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;13;1510.3347252
6,006,984;1;1;1;70;2;3;49;500,000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;700000;01;62;62;1;1;11;0161;18;1271.6580047
6,006,988;1;3;1;70;2;5;48;800,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;900000;01;62;62;1;1;11;0161;18;282.59066771
6,006,998;1;1;1;70;2;1;45;500,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;700000;01;62;62;1;1;11;0161;18;783.70408345
6,007,059;1;4;1;70;2;16;48;908,526;1;;2;180;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;45;21;1;2;11;1081;18;282.59066771
6,007,065;1;5;1;70;2;5;45;300,000;4;;2;45;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;18;282.59066771
6,007,071;1;3;1;70;2;12;40;400,000;1;;2;12;3;;2;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;1;11;9700;18;282.59066771
6,007,075;1;1;1;70;2;160;40;600,000;4;;2;160;1;;3;2;9;ES PENSIONADO PERTENECE AL REGIMEN CONTRIBUTIVO;3;;;YA SE ENCUENTRA PENSIONADO;;;;;;;1;;1;200000;01;62;60;1;2;11;0141;18;437.76334886
6,007,076;1;3;1;70;2;5;40;680,000;1;;2;6;1;;2;2;4;;2;;;;;;;;;;;1;1;500000;01;62;62;1;1;11;0141;18;1271.6580047
6,007,079;1;2;1;70;2;4;30;300,000;3;;2;6;3;;2;2;1;;2;;;;;;;;;;;1;1;300000;97;54;54;1;1;11;9700;18;1271.6580047
6,007,083;1;3;1;70;2;8;40;1,000,000;1;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;1;11;4773;18;935.41050083
6,007,086;1;3;1;70;2;6;42;400,000;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;18;1155.8170072
6,007,089;1;1;1;70;2;4;45;600,000;4;;2;2;4;;1;1;1;;2;;;;;;;;;;;1;1;800000;01;62;62;1;1;11;0161;18;1271.6580047
6,007,092;1;3;1;70;2;2;48;908,526;1;;2;2;1;;2;2;2;;2;;;;;;;;;;;1;1;300000;56;45;53;1;1;11;5613;18;282.59066771
6,007,119;1;2;1;70;2;12;48;1,000,000;4;;2;20;1;;3;2;1;;2;;;;;;;1;;;;;1;300000;75;60;06;1;1;11;7500;18;282.59066771
6,007,141;1;3;1;70;2;40;48;900,000;4;;2;12;8;;2;2;1;;2;;;;;;;;;;;1;1;300000;01;62;62;1;2;11;0141;18;1271.6580047
6,007,151;1;3;1;70;2;2;45;500,000;8;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;700000;01;62;62;1;1;11;0161;18;704.577632
6,007,156;1;3;1;70;2;8;48;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;1;11;;18;713.42735495
6,007,170;1;6;1;70;2;48;30;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;2;11;;18;2485.6700179
6,007,236;1;4;1;70;2;74;40;908,300;2;;2;104;1;;3;2;1;;2;;;;;;;;;1;;;2;;86;59;59;1;2;11;8610;19;1221.7014061
6,007,242;1;1;1;70;2;84;40;908,570;2;;2;62;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;11;8413;19;1221.7014061
6,007,248;1;4;1;70;2;52;40;2,600,000;1;;2;84;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;06;06;1;2;11;8621;19;1221.7014061
6,007,249;1;2;1;70;2;24;40;908,300;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;19;1221.7014061
6,007,257;1;2;1;70;2;4;30;98;3;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;54;62;1;1;11;0161;19;5253.3160463
6,007,264;1;5;1;70;2;32;24;600,000;1;;2;72;4;;1;2;4;;2;;;;;;;;;;;1;2;;56;45;45;1;2;11;5619;19;5253.3160463
6,007,267;1;2;1;70;2;6;40;1,200,000;1;;2;208;1;;3;1;3;;2;;;;;;;;;;;1;2;;56;45;53;1;1;11;5611;19;5253.3160463
6,007,270;1;2;1;70;2;102;40;908,560;1;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;77;1;2;11;5619;19;1221.7014061
6,007,272;1;3;1;70;2;8;24;400,000;3;;2;16;3;;1;2;1;;2;;;;;;;;;1;;;2;;97;54;54;1;1;11;9700;19;1221.7014061
6,017,787;1;3;1;70;2;1;48;2,000,000;1;;2;69;1;;9;2;1;;2;;;;;;;;;;;1;2;;94;19;19;1;1;11;9499;70;846.05023524
6,017,788;1;5;1;70;2;48;48;908,526;1;;2;58;1;;9;2;1;;2;;;;;;;;;;;1;2;;84;59;59;1;2;11;8430;70;892.70863327
6,017,791;1;4;1;70;2;6;48;908,526;1;;2;42;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;45;98;1;1;11;4921;70;1974.2352433
6,017,840;1;1;1;70;2;4;48;908,526;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;49;95;32;1;1;11;4921;54;492.81441884
6,017,862;1;7;1;70;2;3;48;600,000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;500000;01;62;62;1;1;11;0161;54;1971.2576754
6,017,862;1;9;1;70;2;2;48;700,000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;450000;01;62;62;1;1;11;0161;54;1971.2576754
6,017,876;1;1;1;70;2;1;54;500,000;4;;2;1;4;;1;2;1;;2;;;;;;;;;;;1;1;800000;01;62;62;1;1;11;0161;54;492.81441884
6,017,881;1;1;1;70;2;3;48;600,000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;450000;01;62;62;1;1;11;0161;54;492.81441884
6,017,884;1;4;1;70;2;2;54;800,000;4;;2;2;4;;1;2;8;;2;;;;;;;;;;;1;1;600000;01;62;62;1;1;11;0161;54;763.29009017
6,017,923;1;3;1;70;2;8;48;908,526;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;1;11;;54;1111.1353887
6,017,925;1;1;1;70;2;2;50;300,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;54;1359.1560492
6,017,942;2;1;2;70;2;3;48;600,000;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;350000;01;62;62;1;1;11;0161;54;492.81441884
6,017,969;1;1;1;70;2;2;50;400,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;01;62;62;1;1;11;0161;54;492.81441884
6,017,978;1;1;1;70;2;4;48;900,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;900000;01;62;62;1;1;11;0161;54;1211.1048819
6,018,006;1;2;1;70;2;4;48;800,000;1;;2;200;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;1;11;8610;54;1369.8333534
6,018,011;1;1;1;70;2;3;48;700,000;1;;2;3;1;;2;2;8;;2;;;;;;;;;;;1;1;600000;41;95;95;1;1;11;4111;54;1968.009251
6,018,117;1;2;1;70;2;52;48;908,526;1;;2;32;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4724;76;924.04003073
6,018,271;1;2;1;70;2;24;48;900,000;1;;2;40;1;;4;2;1;;2;;;;;;;;;;;1;2;;96;32;21;1;2;11;9602;08;3067.9727047
6,018,437;1;4;1;70;2;8;22;400,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;17;2215.3796032
6,018,437;1;5;1;70;2;4;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;17;2215.3796032
6,018,444;1;2;1;70;2;24;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;17;3401.8296716
6,018,477;1;2;1;70;2;4;48;908,526;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;200000;95;79;79;1;1;11;9529;17;1041.7650104
6,021,462;1;3;1;70;2;20;40;800,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;11;;23;2758.3880851
6,021,462;1;4;1;70;2;20;40;500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;11;;23;2758.3880851
6,021,462;1;8;1;70;2;8;40;500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;1;11;;23;2758.3880851
6,021,468;1;3;1;70;2;8;40;500,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;23;2862.0875794
6,021,468;1;4;1;70;2;16;40;900,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;2;11;;23;2862.0875794
6,021,473;1;2;1;70;2;6;60;600,000;3;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;1;11;;23;2202.9946116
6,021,481;2;1;2;70;2;4;42;300,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;120000;01;62;62;1;1;11;0161;23;1872.9558526
6,021,481;2;3;2;70;2;4;40;300,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;90000;01;62;62;1;1;11;0161;23;1872.9558526
6,021,486;1;2;1;70;2;2;48;500,000;8;;2;2;8;;3;2;1;;2;;;;;;;;;;;1;1;480000;01;62;62;1;1;11;0141;23;4882.0589647
6,021,487;1;3;1;70;2;12;48;600,000;8;;1;;;;;;;;;;.;.;;;;;;;;;;.;;62;;1;1;11;;23;2051.2667687
6,021,493;1;1;1;70;2;8;40;600,000;4;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;23;1902.4812349
6,021,493;1;3;1;70;2;10;40;500,000;4;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;23;1902.4812349
6,021,497;1;2;1;70;2;12;48;800,000;3;;2;24;3;;1;1;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;23;1250.4768576
6,021,497;1;4;1;70;2;12;48;600,000;8;;2;16;8;;2;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0141;23;1250.4768576
6,021,501;1;2;1;70;2;12;40;400,000;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;11;9700;23;2277.563158
6,021,502;1;8;1;70;2;32;48;900,000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;85;95;1;2;11;4111;23;1633.6166021
6,021,503;1;3;1;70;2;24;48;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;13;;1;2;11;;23;1250.4768576
6,021,575;1;2;1;70;2;8;48;908,526;1;;2;3;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;62;54;1;1;11;9700;25;1496.2665768
6,021,579;1;3;1;70;2;32;48;908,526;1;;2;16;1;;9;2;4;;2;;;;;;;;;;;1;2;;23;58;97;1;2;11;2392;25;2182.2675388
6,021,677;1;3;1;70;2;26;48;700,000;4;;2;26;1;;6;2;8;;2;;;;;;;;;;;1;2;;42;62;95;1;2;11;4210;25;2341.3942046
6,021,681;1;3;1;70;2;28;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;2;11;;25;4911.2276528
6,021,750;1;3;1;70;2;4;40;800,000;1;;2;99;1;;4;2;3;;2;;;;;;;;;;;1;2;;47;53;45;1;1;11;4771;25;817.97316372
6,021,751;1;2;1;70;2;2;24;300,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;11;;25;1095.7719622
6,021,805;1;1;1;70;2;52;40;1,014,000;1;;2;53;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4792;27;627.58739955
6,021,807;1;1;1;70;2;5;40;1,000,000;1;;2;5;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;40;50;1;1;11;5630;27;2698.6258181
6,021,895;1;1;1;70;2;48;40;1,800,000;2;;2;52;2;;8;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;27;2698.6258181
6,021,934;1;1;1;70;2;48;48;350,000;1;;2;14;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;27;2698.6258181
6,021,962;1;2;1;70;2;2;50;500,000;1;;2;3;1;;3;2;1;;2;;;;;;;;;;;1;1;500000;10;73;45;1;1;11;1081;27;627.58739955
6,022,037;1;3;1;70;2;4;50;800,000;4;;2;5;4;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;27;1287.5357977
6,022,037;1;4;1;70;2;2;48;500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;27;1287.5357977
6,022,092;1;3;1;70;2;12;48;300,000;4;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;11;4921;44;986.61891011
6,022,138;1;1;1;70;2;20;50;300,000;3;;2;30;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;44;932.92643493
6,022,150;1;2;1;70;2;4;48;400,000;8;;2;8;4;;2;2;1;;2;;;;;;;;;;;1;2;;41;62;95;1;1;11;4111;44;2093.4346988
6,022,295;1;1;1;70;2;52;48;908,526;1;;2;53;1;;2;2;1;;2;;;;;;;;;;;1;2;;01;60;60;1;2;11;0123;66;3416.0902559
6,022,295;1;2;1;70;2;48;24;1,500,000;1;;2;25;1;;3;2;1;;2;;;;;;;;;;;1;2;;55;50;50;1;2;11;5511;66;3416.0902559
6,022,299;1;4;1;70;2;12;60;1,200,000;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;1;11;8610;66;3416.0902559
6,022,299;1;5;1;70;2;4;60;908,526;1;;2;8;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;33;1;1;11;4711;66;3416.0902559
6,022,309;1;3;1;70;2;12;24;600,000;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;32;53;1;1;11;5611;66;1041.7650104
6,022,323;1;3;1;70;2;8;48;1,200,000;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;35;85;85;1;1;11;3513;66;1322.1079599
6,033,020;1;2;1;70;2;96;48;1,200,000;1;;2;96;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;39;39;1;2;11;8530;44;363.9595757
6,033,110;1;2;1;70;2;4;48;900,000;1;;2;104;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5630;50;5208.397574
6,033,113;1;2;1;70;2;52;48;800,000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;50;1380.0732609
6,033,116;1;1;1;70;2;74;48;900,000;3;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;1;150000;42;54;99;1;2;11;4290;50;2263.372853
6,033,123;1;1;1;70;2;1;48;1,500,000;1;;2;1;1;;9;2;3;;2;;;;;;;;;;;1;1;1800000;06;85;85;1;1;11;0610;50;4035.3506166
6,033,130;1;1;1;70;2;2;50;800,000;8;;2;2;8;;3;2;8;;2;;;;;;;;;;;1;1;700000;01;62;62;1;1;11;0141;50;3391.5676972
6,033,314;1;3;1;70;2;4;48;908,000;8;;2;4;8;;8;2;4;;2;;;;;;;;;;;1;1;908000;01;62;62;1;1;11;0126;50;1380.0732609
6,033,317;1;1;1;70;2;104;48;1,000,000;1;;2;104;1;;4;2;3;;2;;;;;;;;;;;1;2;;71;19;19;1;2;11;7111;50;3174.7477377
6,033,340;1;1;1;70;2;2;48;1,200,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;49;98;98;1;1;11;4921;50;1050.583747
6,033,341;1;3;1;70;2;12;48;900,000;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0161;50;1380.0732609
6,033,352;1;2;1;70;2;104;48;1,200,000;1;;2;156;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;2;11;5611;50;1773.9642116
6,033,353;1;2;1;70;2;8;48;908,000;1;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;50;1503.7365948
6,033,354;1;3;1;70;2;8;48;908,000;1;;2;12;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;50;1719.514814
6,033,357;1;1;1;70;2;3;48;908,000;4;;2;3;1;;4;2;1;;2;;;;;;;;;;;1;1;1200000;41;95;95;1;1;11;4111;50;2219.3652141
6,035,071;1;3;1;70;2;60;40;1,500,000;1;;2;86;4;;9;2;1;;2;;;;;;;;;;;1;2;;88;19;19;1;2;11;8899;23;2847.8620462
6,035,075;1;3;1;70;2;8;48;500,000;8;;2;10;8;;2;2;1;;2;;;;;;;;;;;1;2;;01;62;62;1;1;11;0141;23;4332.7503979
