DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6,009,472;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;226.5475484
6,009,472;1;3;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;17;226.5475484
6,009,473;1;1;1;80;17;;;;1;3;;2;;;6;;2;2;;2;;1;11;2;17;200.3636819
6,009,474;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;17;175.40312491
6,009,475;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;149.28053475
6,009,475;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;149.28053475
6,009,475;1;3;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;149.28053475
6,009,476;1;1;1;80;17;;;;1;3;;2;;;9;;1;2;;2;;1;11;4;17;166.74742601
6,009,477;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,477;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,478;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;168.75722112
6,009,478;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;168.75722112
6,009,481;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;200.3636819
6,009,481;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;200.3636819
6,009,482;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;157.93634345
6,009,484;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;125.65090323
6,009,484;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;125.65090323
6,009,484;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;125.65090323
6,009,487;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;156.36009675
6,009,487;1;4;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;156.36009675
6,009,489;1;2;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;258.51125462
6,009,489;1;3;1;80;17;1;48;908,526;1;6;;2;;;9;;2;2;;2;;1;11;1.4;17;258.51125462
6,009,490;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;168.75722112
6,009,490;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;168.75722112
6,009,491;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;183.59650437
6,009,491;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;183.59650437
6,009,492;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;225.21673274
6,009,494;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;193.54899562
6,009,494;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;193.54899562
6,009,495;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03286623
6,009,498;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;103.84433747
6,009,498;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;103.84433747
6,009,498;1;3;1;80;17;;;;1;1;;2;;;8;;2;2;;2;;1;11;4;17;103.84433747
6,009,498;1;4;1;80;17;;;;1;1;;2;;;4;;2;2;;2;;1;11;4;17;103.84433747
6,009,499;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;203.68237374
6,009,499;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;203.68237374
6,009,499;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;203.68237374
6,009,500;1;1;1;80;17;;;;1;1;;2;;;8;;2;2;;2;;1;11;2;17;157.93634345
6,009,500;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,502;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;268.40841824
6,009,502;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;17;268.40841824
6,009,502;1;4;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;268.40841824
6,009,503;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;17;172.07591296
6,009,503;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;172.07591296
6,009,504;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;186.21548248
6,009,504;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.3;17;186.21548248
6,009,504;1;4;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;186.21548248
6,009,505;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;172.07591296
6,009,505;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;172.07591296
6,009,505;1;3;1;80;17;1;48;908,526;1;7;;2;;;12;NO TIENE DINERO PARA INSTALAR UN NEGOCIO;2;2;;2;;1;11;2;17;172.07591296
6,009,506;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;161.84385756
6,009,506;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;161.84385756
6,009,506;2;2;2;80;17;;;;1;3;;2;;;9;;1;2;;2;;1;11;1.4;17;161.84385756
6,009,506;2;3;2;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;161.84385756
6,009,510;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;259.60596558
6,009,511;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;200.3636819
6,009,512;1;2;1;80;17;;;;1;7;;2;;;9;;2;2;;2;;1;11;2;17;256.69890323
6,009,512;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;256.69890323
6,009,513;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;213.17243575
6,009,518;1;1;1;80;17;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;17;172.07591296
6,009,518;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;172.07591296
6,009,522;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;258.51125462
6,009,523;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03286623
6,009,525;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;194.13792769
6,009,529;1;1;1;80;17;;;;1;3;;2;;;4;;2;2;;2;;1;11;3;17;245.46639607
6,009,529;1;2;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;245.46639607
6,009,530;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;166.59215216
6,009,531;1;1;1;80;17;;;;1;7;;2;;;4;;2;2;;2;;1;11;2;17;175.40323472
6,009,532;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;103.84433747
6,009,532;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;103.84433747
6,009,532;1;3;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;103.84433747
6,009,532;1;4;1;80;17;;;;1;7;;2;;;1;;2;2;;2;;1;11;4;17;103.84433747
6,009,532;1;5;1;80;17;;;;1;8;;2;;;11;;2;2;;2;;1;11;4;17;103.84433747
6,009,533;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;174.66124132
6,009,533;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;174.66124132
6,009,534;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;125.65090323
6,009,537;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,538;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;17;157.93634345
6,009,538;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;157.93634345
6,009,542;1;1;1;80;17;;;;1;5;;2;;;11;;3;3;;2;;1;11;4;17;213.17243575
6,009,543;1;2;1;80;17;2;;1,000,000;1;2;;2;;;2;;2;2;;2;;1;11;2;17;171.39693352
6,009,544;1;1;1;80;17;1;24;500,000;1;7;;2;;;9;;2;2;;2;;1;11;4;17;241.45157478
6,009,545;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,545;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,547;1;2;1;80;17;;;;1;1;;2;;;11;;2;2;;2;;1;11;2;17;186.21548248
6,009,549;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;299.92951141
6,009,551;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03286623
6,009,553;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;166.59215216
6,009,554;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;184.89318692
6,009,555;1;1;1;80;17;;;;1;8;;2;;;1;;2;2;;2;;1;11;4;17;163.42010426
6,009,555;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;163.42010426
6,009,556;1;1;1;80;17;;;;1;6;;2;;;8;;1;2;;2;;1;11;2;17;166.74742601
6,009,557;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;180.88699553
6,009,560;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;17;225.9897097
6,009,561;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;175.40323472
6,009,562;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;180.88699553
6,009,562;1;3;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;180.88699553
6,009,564;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;208.2774972
6,009,564;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;208.2774972
6,009,564;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;208.2774972
6,009,567;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;250.95015688
6,009,567;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;250.95015688
6,009,567;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;250.95015688
6,009,568;1;1;1;80;17;;;;1;2;;2;;;2;;2;2;;2;;1;11;1.1;17;240.56293742
6,009,569;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;383.2215762
6,009,572;1;1;1;80;17;;;;1;6;;2;;;1;;2;2;;2;;1;11;4;17;165.85015876
6,009,572;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;17;165.85015876
6,009,573;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;213.17243575
6,009,573;1;2;1;80;17;;;;1;8;;1;;4;1;;2;2;;2;;1;11;4;17;213.17243575
6,009,574;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;256.82319352
6,009,575;1;2;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;245.46639607
6,009,576;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;134.30671193
6,009,577;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;259.60596558
6,009,578;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;177.56830368
6,009,580;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.4;17;261.41831698
6,009,580;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;261.41831698
6,009,583;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;17;256.82319352
6,009,584;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;189.54280423
6,009,585;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;144.3855962
6,009,585;1;5;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;144.3855962
6,009,586;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;197.45661954
6,009,589;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;183.31705002
6,009,591;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,591;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,592;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;139.79047274
6,009,592;1;4;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;139.79047274
6,009,594;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;186.21548248
6,009,594;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;186.21548248
6,009,596;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,600;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;234.64551841
6,009,602;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,602;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,603;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;17;157.93634345
6,009,605;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;213.17243575
6,009,607;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03286623
6,009,608;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;165.17117931
6,009,609;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;199.03286623
6,009,613;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;166.59215216
6,009,614;1;2;1;80;17;;;;1;3;;2;;;11;;2;2;;2;;1;11;4;17;268.12549711
6,009,615;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;174.66124132
6,009,615;1;2;1;80;17;;;;1;3;;2;;;5;;1;1;2;2;;1;11;4;17;174.66124132
6,009,615;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;174.66124132
6,009,616;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;299.3715629
6,009,617;1;5;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;283.78003698
6,009,619;1;1;1;80;17;;;;1;4;;2;;;11;;2;2;;2;;1;11;4;17;172.07591296
6,009,619;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;172.07591296
6,009,623;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;180.88699553
6,009,626;1;1;1;80;17;;;;1;7;;2;;;8;;3;3;;2;;1;11;4;17;157.93634345
6,009,627;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;142.22052724
6,009,627;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;142.22052724
6,009,628;1;1;1;80;17;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;17;157.93634345
6,009,628;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;17;157.93634345
6,009,630;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;151.0316098
6,009,630;1;3;1;80;17;;;;1;7;;2;;;5;;2;2;;2;;1;11;2;17;151.0316098
6,009,631;1;2;1;80;17;1;35;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;17;205.37043484
6,009,631;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;205.37043484
6,009,632;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;2;17;157.93634345
6,009,632;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,634;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;153.0414049
6,009,634;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;153.0414049
6,009,634;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;153.0414049
6,009,635;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;197.45661954
6,009,636;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;153.93867216
6,009,636;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;153.93867216
6,009,638;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;142.22052724
6,009,638;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;17;142.22052724
6,009,638;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;142.22052724
6,009,639;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;157.93634345
6,009,639;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,641;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;172.07591296
6,009,642;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;211.18455956
6,009,643;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;200.3636819
6,009,644;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;199.03286623
6,009,645;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;190.37705753
6,009,645;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;190.37705753
6,009,646;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;256.69890323
6,009,646;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;256.69890323
6,009,647;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;134.30671193
6,009,648;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03286623
6,009,649;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,649;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,650;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;199.03286623
6,009,651;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;17;159.26715911
6,009,651;1;4;1;80;17;;;;1;2;;2;;;2;;2;2;;2;;1;11;2;17;159.26715911
6,009,652;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;268.86749051
6,009,653;1;1;1;80;17;;;;1;3;;2;;;11;;2;2;;2;;1;11;3;17;199.03275643
6,009,653;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;199.03275643
6,009,655;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;197.45661954
6,009,656;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,656;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,657;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;17;157.93634345
6,009,657;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,658;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;209.8537439
6,009,660;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;231.90712872
6,009,660;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;231.90712872
6,009,663;1;2;1;80;17;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;17;179.57809878
6,009,663;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;179.57809878
6,009,663;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;179.57809878
6,009,664;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;172.07591296
6,009,664;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;172.07591296
6,009,664;1;3;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;172.07591296
6,009,665;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;209.8537439
6,009,667;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;155.94846726
6,009,667;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;155.94846726
6,009,668;1;2;1;80;17;;;;1;4;;2;;;4;;1;1;1;2;;1;11;3;17;240.12927921
6,009,668;1;4;1;80;17;;;;1;6;;2;;;1;;2;2;;2;;1;11;3;17;240.12927921
6,009,669;1;3;1;80;17;;;;1;8;;2;;;8;;2;2;;2;;1;11;3;17;139.79047274
6,009,669;1;4;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;139.79047274
6,009,671;1;1;1;80;17;;;;1;1;;2;;;3;;2;2;;2;;1;11;4;17;194.13792769
6,009,671;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;194.13792769
6,009,672;1;1;1;80;17;;;;1;4;;2;;;4;;3;3;;2;;1;11;3;17;157.93634345
6,009,672;1;2;1;80;17;;;;1;4;;2;;;4;;1;2;;2;;1;11;4;17;157.93634345
6,009,673;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;208.2774972
6,009,673;1;4;1;80;17;;;;1;2;;2;;;2;;2;2;;2;;1;11;1.2;17;208.2774972
6,009,674;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;157.93634345
6,009,674;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;157.93634345
6,009,675;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;166.74742601
6,009,675;1;2;1;80;17;;;;1;8;;2;;;9;;2;2;;2;;1;11;4;17;166.74742601
6,009,676;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;190.37705753
6,009,676;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;190.37705753
6,009,677;1;2;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;195.71406458
6,009,678;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;125.65090323
6,009,680;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;218.5095526
6,009,682;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;207.07086203
6,009,682;1;3;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;207.07086203
6,009,684;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;208.2774972
6,009,684;1;4;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;208.2774972
6,009,685;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;200.3636819
6,009,686;1;2;1;80;17;;;;1;3;;2;;;9;;2;1;1;2;;1;11;1.2;17;324.10358281
6,009,688;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;200.3636819
6,009,690;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;232.64912212
6,009,692;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;116.83982067
6,009,692;1;2;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;116.83982067
6,009,692;1;3;1;80;17;;;;1;7;;2;;;8;;2;2;;2;;1;11;2;17;116.83982067
6,009,693;1;1;1;80;17;;;;2;;;;2;;;.;3;3;;2;;1;11;;17;199.03286623
6,009,695;1;1;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;17;166.59215216
6,009,697;1;1;1;80;17;;;;2;;;;2;;;.;3;3;;2;;1;11;;17;199.03286623
6,009,698;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;142.22052724
6,009,699;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;219.09837487
6,009,700;1;6;1;80;17;;;600,000;2;;;;2;;;.;2;2;;2;;1;11;;17;310.55283556
6,009,704;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;169.301661
6,009,704;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;17;169.301661
6,009,705;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;285.6656516
6,009,705;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;285.6656516
6,009,710;1;5;1;80;17;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.4;17;230.63921721
6,009,711;1;1;1;80;17;;;;1;7;;2;;;8;;2;2;;2;;1;11;4;17;199.03286623
6,009,712;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;166.74742601
6,009,713;1;2;1;80;17;;;;1;7;;2;;;9;;2;2;;2;;1;11;2;17;232.03993911
6,009,713;1;5;1;80;17;1;48;908,526;1;6;;2;;;9;;2;2;;2;;1;11;3;17;232.03993911
6,009,714;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;172.07591296
6,009,714;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;172.07591296
6,009,715;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;201.58710122
6,009,717;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;172.07591296
6,009,718;1;1;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;199.03286623
6,009,720;1;1;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;195.86081834
6,009,720;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;195.86081834
6,009,720;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;195.86081834
6,009,720;1;4;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;195.86081834
6,009,721;1;2;1;80;17;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;17;202.52875085
6,009,721;1;3;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;202.52875085
6,009,721;1;4;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;202.52875085
6,009,722;1;1;1;80;17;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;17;125.65090323
6,009,723;1;2;1;80;17;;;;2;;;;2;;;.;2;2;;2;;1;11;;17;188.80081083
6,009,723;1;3;1;80;17;;;;2;;;;2;;;.;;;;2;;1;11;;17;188.80081083
6,009,723;1;4;1;80;17;;;;1;3;;2;;;11;;2;2;;2;;1;11;1.3;17;188.80081083
