DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;P5070;DPTO;ORDEN;fex_c_2011
973763;1;4;3;1;1;1;1;3;1;;;35000000;250000;;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;1;1;2;2;1;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;575.429.967.787.418
973764;1;4;2;1;1;1;1;3;4;;;;280000;;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;482.166.738.396.227
973765;1;2;1;1;1;1;1;3;1;;;98;300000;;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;491.499.077.233.465
973766;1;3;2;1;1;1;1;3;3;;;;;220000;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;1;8;1;8;1;583.979.375.113.106
973767;1;4;3;1;1;1;1;3;1;;;25000000;250000;;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;435.144.265.521.376
973768;1;4;2;1;1;1;1;3;1;;;25000000;250000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;446.752.492.428.602
973769;1;4;3;1;1;1;1;3;1;;;98;250000;;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;538.789.460.065.223
973770;1;3;2;1;1;1;1;3;1;;;98;300000;;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;552.592.169.107.481
973771;1;4;3;1;1;1;1;3;3;;;;;650000;2;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;339.880.249.318.618
973772;1;6;5;1;1;1;1;3;1;;;98;500000;;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;30.745.313.162.091
973773;1;5;3;1;1;1;1;3;3;;;;;1100000;2;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;597.927.990.100.428
973774;1;4;3;1;1;1;1;3;4;;;;600000;;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;373.461.937.459.275
973776;1;3;2;1;1;1;1;3;1;;;28000000;250000;;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;632.900.785.159.834
973777;1;3;2;1;1;1;1;3;1;;;25000000;200000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;562.126.038.556.717
973778;1;4;3;1;1;1;1;3;1;;;35000000;300000;;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;536.956.902.238.255
973779;1;3;1;1;1;1;1;3;1;;;25000000;200000;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;1;8;1;8;1;482.406.658.692.448
973780;1;3;2;1;2;1;1;3;1;;;28000000;250000;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;532.479.255.361.703
973780;2;2;1;1;2;1;1;3;4;;;;150000;;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;;;;;;;;;;;1;1;8;;8;1;532.479.255.361.703
973780;3;2;1;1;2;1;1;3;4;;;;120000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;;;;;;;;;;;1;1;8;;8;1;532.479.255.361.703
973780;4;2;1;1;2;1;1;3;4;;;;150000;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;;;;;;;;;;;1;1;8;;8;1;532.479.255.361.703
973781;1;3;2;1;1;1;1;3;3;;;;;180000;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;549.856.066.008.557
973782;1;4;3;1;1;1;1;3;1;;;28000000;250000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;671.521.635.988.862
973783;1;4;3;1;1;1;1;3;2;;380000;150000000;800000;;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;443.355.286.731.575
973785;1;5;2;1;1;1;1;3;3;;;;;500000;2;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;535.124.344.411.288
973786;1;4;3;1;1;1;1;3;1;;;38000000;320000;;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;1;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;522.553.592.608.915
973787;1;4;3;1;1;1;1;3;3;;;;;250000;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;536.552.136.777.856
973788;1;4;3;1;1;1;1;3;3;;;;;250000;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;446.752.492.428.602
973789;1;1;1;1;1;1;1;3;6;CUIDA EL NEGOCIO;;;150000;;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;586.051.853.236.295
973790;1;3;2;1;1;1;1;3;3;;;;;180000;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;1;3;1;1;8;1;8;1;490.957.456.269.573
973791;1;4;3;1;1;1;1;3;1;;;65000000;380000;;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;518.567.150.723.804
973793;1;2;2;1;1;1;1;3;3;;;;;100000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;1;1;8;4;8;1;595.921.891.322.149
973795;1;2;2;6;;1;1;5;1;;;12000000;80000;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;1;1;8;2;8;1;505.651.102.167.586
973796;1;5;4;1;1;1;1;3;3;;;;;300000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;336.926.373.864.611
973797;1;4;3;1;1;1;1;3;1;;;35000000;300000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;1;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;399.140.783.365.667
973798;1;3;2;1;1;1;1;3;4;;;;180000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;536.956.902.238.255
973799;1;3;2;1;1;1;1;3;3;;;;;250000;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;3;7;1;1;8;1;8;1;62.109.102.764.061
973800;1;5;2;1;2;1;1;3;4;;;;150000;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;1;8;1;8;1;701.316.273.053.188
973800;2;5;2;1;1;1;1;3;1;;;8000000;150000;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;8;;8;1;701.316.273.053.188
973801;1;4;3;1;1;1;1;3;1;;;30000000;350000;;1;2;2;2;1;1;1;2;2;2;1;2;1;1;1;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;528.745.881.028.057
973802;1;4;3;1;1;1;1;3;1;;;30000000;300000;;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;1;2;2;2;1;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;577.262.525.614.385
973803;1;2;1;1;1;1;1;3;3;;;;;150000;1;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;3;3;1;1;8;1;8;1;560.293.480.729.749
973804;1;4;3;1;1;1;1;3;1;;;15000000;180000;;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;509.556.138.117.743
973805;1;2;1;1;1;1;1;3;3;;;;;190000;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;3;3;1;1;8;1;8;1;419.603.013.003.308
973806;1;4;3;1;1;1;1;3;4;;;;250000;;1;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;446.309.162.185.581
973807;1;1;1;1;1;1;1;3;3;;;;;100000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;2;1;4;1;1;1;1;1;1;3;1;1;8;1;8;1;597.338.753.912.344
973808;1;4;3;1;1;1;1;3;1;;;20000000;250000;;1;2;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;1;3;1;1;8;1;8;1;478.501.622.742.292
973809;1;5;2;1;2;1;1;3;3;;;;;2000000;2;2;2;1;1;2;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;647.054.200.345.392
973809;2;5;2;1;2;1;1;3;3;;;;;100000;2;2;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;;;;;;;;;;;1;1;8;;8;1;647.054.200.345.392
973810;1;3;2;1;1;1;1;3;1;;;25000000;300000;;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;432.600.467.494.481
973812;1;3;2;1;1;1;1;3;3;;;;;500000;1;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;1;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;536.552.136.777.856
973814;1;3;2;1;1;1;1;3;4;;;;300000;;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;547.000.481.275.421
973815;1;3;2;1;1;1;1;3;1;;;30000000;300000;;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;572.186.242.855.571
973816;1;5;3;1;1;1;1;3;1;;;40000000;350000;;1;2;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;434.433.025.321.448
973818;1;3;2;1;1;1;1;3;1;;;10000000;150000;;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;1;8;1;8;1;650.274.595.504.869
973819;1;4;2;1;1;1;1;3;3;;;;;330000;2;1;2;1;1;1;1;1;1;2;1;1;1;2;2;1;1;2;2;1;2;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;432.906.942.234.009
973820;1;4;3;1;1;1;1;3;1;;;40000000;380000;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;2;1;1;1;2;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;572.169.617.593.882
973821;1;4;3;1;1;1;1;3;1;;;38000000;380000;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;2;1;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;6.210.246.482.957
973822;1;4;3;1;1;1;1;3;2;;800000;65000000;450000;;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;3.069.931.761.162
973823;1;4;3;1;1;1;1;3;3;;;;;360000;1;2;2;1;1;1;1;2;2;2;2;2;1;1;2;1;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;8;1;8;1;526.979.702.545.999
973824;1;3;1;1;1;1;1;3;3;;;;;460000;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;5;7;1;1;8;1;8;1;495.404.113.183.621
973825;1;4;3;1;1;1;1;3;3;;;;;360000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;5;7;1;1;8;1;8;1;475.581.048.915.683
973826;1;6;2;1;1;1;1;3;1;;;350000000;1000000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;2;1;4;1;1;1;1;1;5;3;1;1;8;1;8;1;450.657.528.378.759
973827;1;3;2;1;1;1;1;3;1;;;15000000;200000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;2;2;1;1;1;4;1;1;1;1;1;1;1;1;1;8;1;8;1;538.384.694.604.823
973828;1;4;3;1;1;1;1;3;1;;;12000000;200000;;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;1;3;1;1;8;1;8;1;615.033.890.488.557
973829;1;3;2;1;1;1;1;3;4;;;;150000;;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;3;1;1;8;1;8;1;643.163.910.322.122
973831;1;5;4;1;1;1;1;3;1;;;200000000;900000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;1;1;4;1;1;1;1;1;5;3;1;1;8;1;8;1;420.740.955.892.036
973833;1;6;5;1;1;1;1;3;5;;;;450000;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;1;1;1;2;1;1;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;389.446.520.220.364
973835;1;5;4;1;1;1;1;3;3;;;;;380000;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;4;3;1;1;8;1;8;1;499.322.392.867.576
973836;1;4;3;1;1;1;1;3;1;;;14000000;150000;;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;1;8;1;8;1;544.835.407.916.677
973837;1;3;2;1;1;1;1;3;1;;;8000000;100000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;1;3;1;1;8;1;8;1;501.394.870.990.765
973838;1;5;4;1;1;1;1;3;1;;;70000000;400000;;1;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;643.394.780.176.773
973840;1;2;1;1;2;1;1;3;4;;;;25000;;2;2;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;8;1;8;1;643.782.920.375.484
