DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4212186;1;1;1;10;1;2;9;1955;61;1;6;1; ; ;1;2;82734;2;1;2; ;3;5; ; ;2;5;12;68;939,257910344948
4212186;1;2;1;10;2;2;1;1979;37;3;6;1; ; ;1;3;86182;2;1;2; ;5;11;2; ;2;11;12;68;939,257910344948
4212186;1;3;1;10;2;1;1;2016;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;12;68;939,257910344948
4212186;1;4;1;10;4;2;6;1933;83;5;5;1; ; ;1;5; ;2;1;2; ;3;2; ; ;2;2;12;68;939,257910344948
4212186;1;5;1;10;5;1;8;1952;64;5;5;1; ; ;1;2;82734;2;1;2; ;3;5; ; ;2;5;12;68;939,257910344948
4212186;1;6;1;10;5;1;8;2011;5;5; ;1; ; ;1;5; ;2;1;1;2;2;0; ; ;2;0;12;68;939,257910344948
4212187;1;1;1;10;1;1;3;1965;51;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;68;802,669695700659
4212187;1;2;1;10;2;2;4;1970;46;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;68;802,669695700659
4212187;1;3;1;10;3;2;12;1993;23;3;6;1; ; ;1;1;27578;2;1;2; ;5;11;2; ;2;11;12;68;802,669695700659
4212187;1;4;1;10;3;1;4;2013;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;68;802,669695700659
4212187;2;1;2;10;2;1;12;1962;53;1;3;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;5;12;68;802,669695700659
4212187;2;2;2;10;2;2;9;1968;48;2;3;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;5;12;68;802,669695700659
4212188;1;1;1;10;1;1;9;1955;61;1;3;1; ; ;1;1;40000;2;1;2; ;3;3; ; ;2;3;12;68;575,522542253473
4212188;1;2;1;10;2;2;5;1962;54;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ; ;2;3;12;68;575,522542253473
4212188;1;3;1;10;3;2;10;1925;91;5;5;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;12;68;575,522542253473
4212188;1;4;1;10;4;2;5;1962;54;5;4;2;1;12; ; ; ;1;1;2; ;3;5; ; ;2;5;12;68;575,522542253473
4212189;1;1;1;10;1;1;3;1977;39;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;68;946,410337301508
4212189;1;2;1;10;2;2;12;1977;38;2;3;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;12;68;946,410337301508
4212189;1;3;1;10;3;1;11;1998;18;3;6;1; ; ;3; ; ;2;1;1;2;6;2;2;2;2;13;12;68;946,410337301508
4212189;1;4;1;10;1;1;5;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;12;68;946,410337301508
4212190;1;1;1;10;1;2;11;1990;26;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;11;12;68;1148,54577605208
4212190;1;2;1;10;2;1;10;1981;35;2;3;1; ; ;1;1;48000;2;1;2; ;3;5; ; ;2;5;12;68;1148,54577605208
4212190;1;3;1;10;1;1;6;2008;8;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;12;68;1148,54577605208
4212191;1;1;1;10;1;1;2;1978;38;1;2;2;1;1; ; ; ;2;1;2; ;3;5; ; ;2;5;12;68;928,223839927776
4212191;1;2;1;10;2;2;5;1976;40;2;2;2;1;1; ; ; ;2;1;2; ;4;9; ; ;2;9;12;68;928,223839927776
4212191;1;3;1;10;3;2;7;1996;20;3;6;2;1;1; ; ; ;2;1;1;2;6;2;2;2;2;13;12;68;928,223839927776
4212191;1;4;1;10;2;1;10;1999;17;3;6;2;1;1; ; ; ;2;1;1;1;5;10;1; ;2;10;12;68;928,223839927776
4212192;1;1;1;10;1;2;9;1951;65;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;68;989,352071766107
4212193;1;1;1;10;1;1;12;1956;60;1;4;1; ; ;1;3;86182;2;1;2; ;3;5; ; ;2;5;12;68;1532,15013017608
4212193;1;2;1;10;1;1;4;2008;8;3; ;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;12;68;1532,15013017608
4212193;1;3;1;10;1;1;12;2010;6;3; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;0;12;68;1532,15013017608
4212193;1;4;1;10;4;2;4;1958;58;5;4;2;2; ; ; ; ;1;1;2; ;3;5; ; ;2;5;12;68;1532,15013017608
4212194;1;1;1;10;1;1;1;1966;50;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;12;68;575,522542253473
4212194;1;2;1;10;2;2;11;1963;53;2;3;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;0;12;68;575,522542253473
4212194;1;3;1;10;3;2;6;1983;33;3;6;1; ; ;1;1;27578;2;1;2; ;5;11;2; ;2;11;12;68;575,522542253473
4212194;1;4;1;10;4;2;12;2002;14;4;6;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;12;68;575,522542253473
4212194;1;5;1;10;2;1;10;2004;12;4;6;1; ; ;1;5; ;2;1;1;1;4;0; ; ;2;5;12;68;575,522542253473
4212194;1;6;1;10;2;2;5;2006;10;4;6;1; ; ;1;5; ;2;1;1;1;3;4; ; ;2;4;12;68;575,522542253473
4212194;1;7;1;10;7;1;3;1986;30;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;12;68;575,522542253473
4212194;1;8;1;10;8;1;3;1968;48;5;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;68;575,522542253473
4212195;1;1;1;10;1;1;4;1976;40;1;2;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;12;68;1766,23832515802
4212195;1;2;1;10;2;2;9;1989;27;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;68;1766,23832515802
4212195;1;3;1;10;1;1;1;2007;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;12;68;1766,23832515802
4212195;1;4;1;10;1;2;12;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;68;1766,23832515802
4212196;1;1;1;10;1;1;2;1973;43;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;68;1317,99321486295
4212196;1;2;1;10;2;2;4;1980;36;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;68;1317,99321486295
4212196;1;3;1;10;2;2;7;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;12;68;1317,99321486295
4215889;1;1;1;10;1;1;3;1970;46;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1857,56414151356
4215889;1;2;1;10;2;2;5;1972;44;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;1857,56414151356
4215889;1;3;1;10;2;1;10;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;12;19;1857,56414151356
4215889;1;4;1;10;4;1;6;1991;25;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1857,56414151356
4215889;1;5;1;10;5;2;12;1993;22;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1857,56414151356
4215889;1;6;1;10;5;2;3;2013;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;1857,56414151356
4215889;1;7;1;10;5;1;8;2015;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1857,56414151356
4215890;1;1;1;10;1;1;8;1967;49;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1763,91846594641
4215890;1;2;1;10;2;2;7;1973;43;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;12;19;1763,91846594641
4215890;1;3;1;10;3;2;5;1993;23;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;12;19;1763,91846594641
4215890;1;4;1;10;3;2;10;2010;6;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;12;19;1763,91846594641
4215890;1;5;1;10;3;1;1;2014;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1763,91846594641
4215890;1;6;1;10;2;1;1;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;12;19;1763,91846594641
4215890;1;7;1;10;2;1;4;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;12;19;1763,91846594641
4215891;1;1;1;10;1;1;12;1986;29;1;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1146,3511565728
4215891;1;2;1;10;2;2;12;1996;19;2;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1146,3511565728
4215892;1;1;1;10;1;1;5;1979;37;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;1351,96694957848
4215892;1;2;1;10;2;2;6;1986;30;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;12;19;1351,96694957848
4215892;1;3;1;10;1;1;3;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;12;19;1351,96694957848
4215892;1;4;1;10;1;1;4;2013;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;1351,96694957848
4215893;1;1;1;10;1;1;6;1960;56;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;662,301344913269
4215893;1;2;1;10;2;1;5;1957;59;5;6;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;662,301344913269
4215894;1;1;1;10;1;1;8;1975;41;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1023,15072901544
4215894;1;2;1;10;2;2;12;1972;43;2;3;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;12;19;1023,15072901544
4215894;1;3;1;10;3;2;3;1994;22;3;6;1; ; ;3; ; ;2;1;2; ;6;1;2;2;2;12;12;19;1023,15072901544
4215894;1;4;1;10;3;1;11;2016;0;4; ;2;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1023,15072901544
4215894;1;5;1;10;5;2;3;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;12;19;1023,15072901544
4215894;1;6;1;10;2;1;2;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;12;19;1023,15072901544
4215895;1;1;1;10;1;1;5;1968;48;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;1024,61592894601
4215895;1;2;1;10;4;2;4;1970;46;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;1024,61592894601
4215895;1;3;1;10;3;1;5;1995;21;3;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1024,61592894601
4215895;1;4;1;10;4;2;9;1996;20;3;6;1; ; ;3; ; ;2;1;1;1;6;1;2;2;2;12;12;19;1024,61592894601
4215896;1;1;1;10;1;1;4;1989;27;1;2;1; ; ;3; ; ;1;1;2; ;6;2;3; ;2;13;12;19;1309,29406692375
4215896;1;2;1;10;2;2;11;1995;21;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1309,29406692375
4215896;1;3;1;10;2;1;6;2015;1;3; ;1; ; ;3; ; ;1; ; ; ; ; ; ; ;2; ;12;19;1309,29406692375
4215897;1;1;1;10;1;1;10;1976;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1089,39903371221
4215897;1;2;1;10;2;2;7;1971;45;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;1089,39903371221
4215898;1;1;1;10;1;1;12;1940;76;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;558,744292885923
4215898;1;2;1;10;4;2;8;1955;61;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;558,744292885923
4215898;1;3;1;10;3;1;1;1992;24;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;12;19;558,744292885923
4215898;1;4;1;10;4;2;8;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;12;19;558,744292885923
4215899;1;1;1;10;1;2;4;1971;45;1;2;1; ; ;3; ; ;1;1;2; ;4;7; ; ;2;7;12;19;1664,29346043108
4215899;1;2;1;10;2;1;2;1970;46;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1664,29346043108
4215899;1;3;1;10;3;2;12;1998;18;3;6;1; ; ;3; ; ;1;1;1;1;5;10;1; ;2;10;12;19;1664,29346043108
4215899;1;4;1;10;4;1;2;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;12;19;1664,29346043108
4215899;1;5;1;10;1;1;4;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;12;19;1664,29346043108
4215899;1;6;1;10;1;2;6;2011;5;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;0;12;19;1664,29346043108
4215900;1;1;1;10;1;1;1;1952;64;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;558,744292885923
4215900;1;2;1;10;2;2;8;1957;59;2;2;1; ; ;3; ; ;1;1;2; ;3;1; ; ;2;1;12;19;558,744292885923
4215900;1;3;1;10;2;2;12;1985;30;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;558,744292885923
4215900;1;4;1;10;4;2;10;1998;18;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;12;19;558,744292885923
4215901;1;1;1;10;1;1;2;1953;63;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;584,177148030475
4215901;1;2;1;10;2;2;12;1957;58;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;584,177148030475
4215902;1;1;1;10;1;1;10;1957;59;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;683,802153545799
4215902;1;2;1;10;2;2;4;1959;57;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;683,802153545799
4215902;1;3;1;10;3;1;2;1995;21;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;683,802153545799
4215903;1;1;1;10;1;1;7;1976;40;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1351,96694957848
4215903;1;2;1;10;2;2;11;1979;37;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1351,96694957848
4215903;1;3;1;10;1;1;4;1999;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1351,96694957848
4215903;1;4;1;10;1;1;11;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1351,96694957848
4215905;1;1;1;10;1;2;7;1954;62;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;584,177148030475
4215905;1;2;1;10;2;1;3;1952;64;2;2;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;12;19;584,177148030475
4215906;1;1;1;10;2;1;2;1936;80;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;558,744292885923
4215906;1;2;1;10;2;2;4;1965;51;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;558,744292885923
4215906;1;3;1;10;2;2;3;1999;17;4;6;1; ; ;9; ; ;2;1;1;1;5;10;1; ;2;10;12;19;558,744292885923
4215906;1;4;1;10;4;2;11;2002;14;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;12;19;558,744292885923
4215907;1;1;1;10;1;2;5;1944;72;1;5;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;12;19;811,770768459763
4215909;1;1;1;10;1;1;11;1989;27;1;2;2;1;36; ; ; ;1;1;2; ;3;2; ; ;2;2;12;19;1310,75926685433
4215910;1;1;1;10;1;1;6;1977;39;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;1005,04144954224
4215910;1;2;1;10;1;2;9;1944;72;5;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;1005,04144954224
4215911;1;1;1;10;1;2;4;1943;73;1;5;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;12;19;590,410535317645
4215911;1;2;1;10;2;2;11;1973;43;3;6;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;12;19;590,410535317645
4215912;1;1;1;10;1;2;1;1968;48;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;703,376632949564
4215912;1;2;1;10;2;2;5;1994;22;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;703,376632949564
4215912;1;3;1;10;1;1;8;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;703,376632949564
4215912;1;4;1;10;1;1;6;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;12;19;703,376632949564
4215912;1;5;1;10;1;1;3;1937;79;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;703,376632949564
4215913;1;1;1;10;1;1;2;1961;55;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;867,784743231087
4215913;1;2;1;10;2;2;5;1966;50;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ; ;2;2;12;19;867,784743231087
4215913;1;3;1;10;3;1;11;1997;19;3;6;1; ; ;3; ; ;1;1;2; ;4;6; ; ;2;6;12;19;867,784743231087
4215913;1;4;1;10;4;1;5;2001;15;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;867,784743231087
4215914;1;1;1;10;1;1;1;1969;47;1;2;9; ; ; ; ; ;9;1;2; ;3;4; ; ;2;4;12;19;1187,55883929696
4215914;1;2;1;10;2;2;8;1972;44;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1187,55883929696
4215914;1;3;1;10;2;1;1;1994;22;3;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;1187,55883929696
4215914;1;4;1;10;4;2;4;1994;22;5;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1187,55883929696
4215914;1;5;1;10;2;1;11;2007;9;4; ;1; ; ;9; ; ;2;1;1;1;3;1; ; ;2;1;12;19;1187,55883929696
4215915;1;1;1;10;1;1;11;1982;34;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;1729,07656519728
4215915;1;2;1;10;2;2;12;1984;31;2;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;1729,07656519728
4215915;1;3;1;10;1;1;10;2008;8;3; ;1; ; ;3; ; ;1;1;1;1;3;1; ; ;2;1;12;19;1729,07656519728
4215915;1;4;1;10;1;2;12;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1729,07656519728
4215916;1;1;1;10;2;1;7;1982;34;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;12;19;760,58281314916
4215916;1;2;1;10;2;2;8;1988;28;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;760,58281314916
4215916;1;3;1;10;2;2;11;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;12;19;760,58281314916
4215916;1;4;1;10;2;2;12;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;12;19;760,58281314916
4215917;1;1;1;10;1;1;6;1965;51;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1310,75926685433
4215919;1;1;1;10;1;1;8;1960;56;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;12;19;889,894965342557
4215920;1;1;1;10;2;1;11;1988;28;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;12;19;1828,70157071261
4215920;1;2;1;10;2;2;8;1990;26;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1828,70157071261
4215920;1;3;1;10;2;1;7;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;12;19;1828,70157071261
4215920;1;4;1;10;2;2;9;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;12;19;1828,70157071261
4215920;1;5;1;10;2;1;7;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;1828,70157071261
4215921;1;1;1;10;2;1;4;1962;54;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;760,58281314916
4215921;1;2;1;10;2;2;7;1968;48;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;760,58281314916
4215921;1;3;1;10;3;2;8;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;12;19;760,58281314916
4215921;1;4;1;10;2;2;8;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;12;19;760,58281314916
4215922;1;1;1;10;1;2;5;1949;67;1;6;1; ; ;3; ; ;1;1;2; ;3;1; ; ;2;1;12;19;811,770768459763
4215923;1;1;1;10;1;2;5;1959;57;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1009,55557955984
4215923;1;2;1;10;1;1;11;1992;24;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1009,55557955984
4215923;1;3;1;10;1;1;6;1995;21;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;12;19;1009,55557955984
4215923;1;4;1;10;4;2;3;1994;22;3;4;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;12;19;1009,55557955984
4215923;1;5;1;10;4;1;9;2013;3;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;12;19;1009,55557955984
4215924;1;1;1;10;1;1;3;1949;67;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;777,447829112955
4215924;1;2;1;10;2;2;6;1953;63;2;3;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;12;19;777,447829112955
4215924;1;3;1;10;3;1;6;1982;34;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;777,447829112955
4215925;1;1;1;10;1;1;4;1958;58;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;12;19;584,177148030475
4215925;1;2;1;10;2;2;12;1947;69;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;12;19;584,177148030475
4215926;1;1;1;10;2;1;3;1969;47;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1189,02403922753
4215926;1;2;1;10;2;2;11;1979;37;2;3;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;12;19;1189,02403922753
4215926;1;3;1;10;2;1;6;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;12;19;1189,02403922753
4215927;1;1;1;10;1;1;12;1942;74;1;3;1; ; ;3; ; ;1;1;2; ;3;1; ; ;2;1;12;19;558,744292885923
4215927;1;2;1;10;2;2;3;1964;52;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;12;19;558,744292885923
4215927;1;3;1;10;2;2;11;2004;12;3;6;1; ; ;3; ; ;1;1;1;1;4;0; ; ;2;5;12;19;558,744292885923
4215928;1;1;1;10;1;1;9;1981;35;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;12;19;1566,13365484633
4215928;1;2;1;10;2;2;4;1982;34;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;12;19;1566,13365484633
4215928;1;3;1;10;2;2;5;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;1566,13365484633
4215929;1;1;1;10;1;1;9;1958;58;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;12;19;558,744292885923
4215929;1;2;1;10;2;2;11;1961;55;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;12;19;558,744292885923
4215929;1;3;1;10;3;2;4;1996;20;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;12;19;558,744292885923
4215929;1;4;1;10;3;1;2;2015;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;12;19;558,744292885923
4215929;1;5;1;10;5;2;11;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;12;19;558,744292885923
4215929;1;6;1;10;2;1;4;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;12;19;558,744292885923
4215930;1;1;1;10;1;1;5;1980;36;1;2;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;12;19;1351,96694957848
