DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,clase,MES,DPTO,AREA,fex_c_2011
2776165,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,26.341.998.323.192
2776167,1,1,1,95,1,,1,1,,975000,650000,2,2,,,,,,,,,,,,,1,9,73,73,202.713.318.641.118
2776167,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,202.713.318.641.118
2776167,1,3,1,95,2,,,,,,,,1,2,2,,,,,1500000,2,1,2,,2,1,9,73,73,202.713.318.641.118
2776168,1,1,1,95,2,,,,,,,,1,1,2,,,,1200000,,2,2,2,,2,1,9,73,73,279.260.894.917.805
2776168,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,279.260.894.917.805
2776168,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,279.260.894.917.805
2776169,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,270.113.446.271.122
2776169,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,270.113.446.271.122
2776169,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,270.113.446.271.122
2776169,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,270.113.446.271.122
2776171,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,246.439.083.278.331
2776171,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,246.439.083.278.331
2776171,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,246.439.083.278.331
2776171,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,246.439.083.278.331
2776172,1,1,1,95,1,,2,1,,1800000,,2,1,2,2,,,,,3000000,2,1,2,,2,1,9,73,73,181.481.822.136.795
2776173,1,1,1,95,2,,,,,,,,1,2,2,,,,,12000000,2,1,2,,2,1,9,73,73,232.441.062.145.709
2776173,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,232.441.062.145.709
2776174,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,222.898.193.145.836
2776174,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,222.898.193.145.836
2776174,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,222.898.193.145.836
2776175,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,9,73,73,350.361.638.959.518
2776175,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,350.361.638.959.518
2776176,1,1,1,95,1,,1,1,,800000,200000,2,2,,,,,,,,,,,,,1,9,73,73,250.135.738.290.726
2776176,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,250.135.738.290.726
2776176,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,250.135.738.290.726
2776176,1,4,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,9,73,73,250.135.738.290.726
2776177,1,1,1,95,1,,2,2,260000,,,1,2,,,,,,,,,,,,,1,9,73,73,227.643.369.003.854
2776177,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,227.643.369.003.854
2776177,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,227.643.369.003.854
2776179,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,301.092.367.357.333
2776179,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,301.092.367.357.333
2776179,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,301.092.367.357.333
2776179,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,301.092.367.357.333
2776180,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,19.862.385.421.784
2776180,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,19.862.385.421.784
2776180,1,3,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,9,73,73,19.862.385.421.784
2776180,1,5,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,9,73,73,19.862.385.421.784
2776182,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,9,73,73,21.315.662.880.928
2776183,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,258.662.464.241.598
2776183,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,73,73,258.662.464.241.598
2776184,1,1,1,95,2,,,,,,,,1,2,2,4800000,,,,,2,2,1,,2,1,9,66,66,226.415.749.076.847
2776186,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,261.303.102.207.151
2776186,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,261.303.102.207.151
2776186,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,261.303.102.207.151
2776188,1,1,1,95,1,,2,1,,535600,,2,1,2,2,3000000,,2000000,,,1,2,1,,2,1,9,66,66,235.913.832.223.691
2776190,1,1,1,95,2,,,,,,,,1,2,2,2000000,,,,1800000,2,1,1,,2,1,9,66,66,733.085.791.978.603
2776190,1,2,1,95,2,,,,,,,,1,2,2,1500000,,,,,2,2,1,,2,1,9,66,66,733.085.791.978.603
2776191,1,1,1,95,2,,,,,,,,1,1,2,,,,900000,600000,2,1,2,,2,1,9,66,66,828.546.960.709.166
2776191,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,828.546.960.709.166
2776191,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,828.546.960.709.166
2776191,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,828.546.960.709.166
2776192,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,66,66,190.947.361.930.705
2776192,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,190.947.361.930.705
2776192,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,190.947.361.930.705
2776192,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,190.947.361.930.705
2776194,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,228.409.514.839.033
2776194,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,228.409.514.839.033
2776195,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,213.805.727.700.624
2776195,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,9,66,66,213.805.727.700.624
2776196,1,1,1,95,1,,2,1,,800000,,2,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776196,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776197,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,527.947.213.358.279
2776197,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,527.947.213.358.279
2776197,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,527.947.213.358.279
2776197,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,527.947.213.358.279
2776197,1,5,1,95,2,,,,,,,,1,1,2,,,,720000,,2,2,2,,2,1,9,66,66,527.947.213.358.279
2776198,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,543.502.405.237.813
2776198,1,2,1,95,2,,,,,,,,1,1,2,,,,900000,,2,2,2,,2,1,9,66,66,543.502.405.237.813
2776198,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,543.502.405.237.813
2776199,1,1,1,95,2,,,,,,,,1,2,2,,,,,5000000,2,1,2,,2,1,9,66,66,776.897.153.393.831
2776199,1,2,1,95,2,,,,,,,,1,2,2,,,,,3560000,2,1,2,,2,1,9,66,66,776.897.153.393.831
2776200,1,1,1,95,1,,2,1,,1550000,,2,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776200,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776201,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776201,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,208.540.650.318.147
2776202,1,1,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,500000,1,1,9,66,66,53.337.032.815.229
2776202,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,9,66,66,53.337.032.815.229
2776203,1,1,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,98,1,1,9,66,66,736.603.057.052.641
2776203,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,736.603.057.052.641
2776204,1,1,1,95,1,,1,2,,,360000,2,2,,,,,,,,,,,,,1,9,66,66,226.415.749.076.847
2776205,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,234.089.293.692.519
2776205,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,234.089.293.692.519
2776205,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,234.089.293.692.519
2776205,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,234.089.293.692.519
2776206,1,1,1,95,1,,2,1,,2000000,,2,2,,,,,,,,,,,,,1,9,11,11,240.180.037.014.861
2776206,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,11,11,240.180.037.014.861
2776207,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,2.494.676.346.511
2776207,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,2.494.676.346.511
2776208,1,1,1,95,2,,,,,,,,1,2,2,,,,,7200000,2,1,2,,2,1,9,66,66,172.816.935.091.908
2776208,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,172.816.935.091.908
2776208,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,172.816.935.091.908
2776209,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,20.084.199.495.835
2776209,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,20.084.199.495.835
2776209,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,66,66,20.084.199.495.835
2776210,1,1,1,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,1,9,15,15,83.062.081.309.248
2776210,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,83.062.081.309.248
2776210,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,83.062.081.309.248
2776211,1,1,1,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,1,9,15,15,78.616.716.115.423
2776211,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,78.616.716.115.423
2776212,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,811.502.491.353.126
2776212,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,811.502.491.353.126
2776212,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,811.502.491.353.126
2776212,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,811.502.491.353.126
2776213,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,78.616.716.115.423
2776213,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,78.616.716.115.423
2776214,1,1,1,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,1,9,15,15,857.732.158.932.819
2776214,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,857.732.158.932.819
2776214,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,857.732.158.932.819
2776214,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,857.732.158.932.819
2776215,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,974.413.499.893.676
2776215,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,974.413.499.893.676
2776216,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,687.140.365.339.307
2776216,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,687.140.365.339.307
2776216,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,687.140.365.339.307
2776216,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,687.140.365.339.307
2776216,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,687.140.365.339.307
2776217,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,109.667.676.960.948
2776217,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,109.667.676.960.948
2776217,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,109.667.676.960.948
2776218,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,144.759.983.438.924
2776218,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,144.759.983.438.924
2776219,1,1,1,95,1,,1,2,,,300000,2,2,,,,,,,,,,,,,1,9,15,15,603.565.068.739.871
2776219,1,2,1,95,1,,2,1,,800000,,2,2,,,,,,,,,,,,,1,9,15,15,603.565.068.739.871
2776219,1,3,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,9,15,15,603.565.068.739.871
2776220,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,134.494.818.319.241
2776220,1,2,1,95,2,,,,,,,,1,1,2,,,,240000,,2,2,2,,2,1,9,23,23,134.494.818.319.241
2776221,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,156.241.388.863.401
2776221,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,156.241.388.863.401
2776221,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,156.241.388.863.401
2776222,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,153.216.039.942.589
2776222,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,153.216.039.942.589
2776224,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,902.746.486.099.636
2776224,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,902.746.486.099.636
2776224,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,15,15,902.746.486.099.636
2776225,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,15.340.837.122.746
2776225,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,23,23,15.340.837.122.746
2776226,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.382.430.602.611
2776226,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.382.430.602.611
2776227,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.189.874.206.499
2776227,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,163.189.874.206.499
2776228,1,1,1,95,1,,2,1,,3850000,,2,2,,,,,,,,,,,,,1,9,17,17,176.515.283.987.863
2776229,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,171.894.576.201.675
2776229,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,171.894.576.201.675
2776230,1,1,1,95,1,,2,1,,1132000,,2,2,,,,,,,,,,,,,1,9,17,17,158.564.711.915.648
2776230,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,158.564.711.915.648
2776230,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,158.564.711.915.648
2776230,1,4,1,95,2,,,,,,,,1,2,2,,,,,5400000,2,1,2,,2,1,9,17,17,158.564.711.915.648
2776231,1,1,1,95,2,,,,,,,,1,2,2,,,,,6000000,2,1,2,,2,1,9,17,17,175.255.783.182.379
2776231,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,175.255.783.182.379
2776232,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,169.964.159.010.074
2776232,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.964.159.010.074
2776232,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,169.964.159.010.074
2776233,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.799.651.086.905
2776233,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.799.651.086.905
2776233,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.799.651.086.905
2776233,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.799.651.086.905
2776233,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,204.799.651.086.905
2776234,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,174.096.000.199.973
2776235,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,155.414.298.851.411
2776235,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,155.414.298.851.411
2776236,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,149.984.521.257.661
2776236,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,149.984.521.257.661
2776237,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,194.874.953.219.092
2776237,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,194.874.953.219.092
2776238,1,1,1,95,2,,,,,,,,1,2,2,,,,,3000000,2,1,2,,2,1,9,27,27,873.942.446.277.274
2776239,1,1,1,95,2,,,,,,,,1,2,2,,,,,2000000,2,1,2,,2,1,9,27,27,114.511.328.745.373
2776239,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,114.511.328.745.373
2776240,1,1,1,95,2,,,,,,,,1,1,2,,,,360000,1600000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776241,1,1,1,95,2,,,,,,,,1,2,2,,,,,2400000,2,1,2,,2,1,9,27,27,873.942.446.277.274
2776242,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,279.295.923.769.202
2776242,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,279.295.923.769.202
2776242,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,279.295.923.769.202
2776243,1,1,1,95,2,,,,,,,,1,1,2,,,,1200000,2400000,2,1,2,,2,1,9,27,27,114.511.328.745.373
2776243,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,9,27,27,114.511.328.745.373
2776243,1,6,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,114.511.328.745.373
2776244,1,1,1,95,2,,,,,,,,1,2,2,,,,,700000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776244,1,3,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776244,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,279.295.923.769.202
2776245,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776245,1,2,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776245,1,3,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,1,9,27,27,279.295.923.769.202
2776246,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,9,27,27,364.652.471.992.358
2776246,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,364.652.471.992.358
2776247,1,1,1,95,2,,,,,,,,1,1,2,,,,350000,2400000,2,1,2,,2,1,9,27,27,114.511.328.745.373
2776247,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,114.511.328.745.373
2776247,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,114.511.328.745.373
2776247,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,27,27,114.511.328.745.373
2776248,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,143.348.389.875.531
2776248,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,143.348.389.875.531
2776249,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,165.536.439.602.251
2776249,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,165.536.439.602.251
2776250,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,9,17,17,158.985.314.624.461
2776250,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,158.985.314.624.461
2776250,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,158.985.314.624.461
2776250,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,158.985.314.624.461
2776251,1,1,1,95,1,,1,1,,535600,300000,2,2,,,,,,,,,,,,,1,9,17,17,205.214.953.759.525
2776251,1,2,1,95,2,,,,,,,,1,2,2,,,,,1404000,2,1,2,,2,1,9,17,17,205.214.953.759.525
2776251,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,205.214.953.759.525
2776252,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,155.281.445.466.159
2776252,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,155.281.445.466.159
2776252,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,155.281.445.466.159
2776253,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,22.021.341.601.005
2776253,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,22.021.341.601.005
2776253,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,22.021.341.601.005
2776253,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,22.021.341.601.005
2776254,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,153.033.450.661.886
2776254,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,153.033.450.661.886
2776254,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,153.033.450.661.886
2776254,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,153.033.450.661.886
2776254,1,5,1,95,2,,,,,,,,1,2,2,,,,,240000,2,1,2,,2,1,9,17,17,153.033.450.661.886
2776255,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.492.521.571.879
2776255,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.492.521.571.879
2776255,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.492.521.571.879
2776255,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,9,17,17,176.492.521.571.879
2776255,1,6,1,95,2,,,,,,,,1,2,2,,,,,400000,2,1,2,,2,1,9,17,17,176.492.521.571.879
