DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;AREA;DPTO;ORDEN;fex_c_2011
1994106;1;5;2;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;3;1;01;68;68;1;463,772270900675
1994124;1;4;2;1;1;1;1;1;3;2; ;400000;55000000;400000; ;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;68;68;1;477,750213652103
1994125;1;4;3;1;1;1;1;1;3;4; ; ; ;350000; ;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;3;1;01;68;68;1;464,124001786738
1994126;1;4;2;1;1;1;1;1;4;4; ; ; ;250000; ;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;3;1;01;68;68;1;611,687633362399
1994146;1;1;1;1;2;1;1;6; ;3; ; ; ; ;100000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;4;1;2;1;1;1;4;7;1;01;68;68;1;500,407902465113
1994147;1;1;1;1;2;1;1;6; ;3; ; ; ; ;250000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;4;1;2;1;1;1;4;7;1;01;68;68;1;501,784263787421
1994148;1;3;2;1;2;1;1;1;3;3; ; ; ; ;250000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;4;7;1;01;68;68;1;402,830369942001
1994149;1;4;2;1;1;1;1;1;3;4; ; ; ;350000; ;1;2;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;68;68;1;450,837234657381
2004935;1;5;2;1;1;1;1;1;1;4; ; ; ;300000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1100,80310093666
2005534;1;5;4;1;1;1;1;1;3;1; ; ;45000000;220000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1086,89192188621
2005535;1;5;3;1;1;1;1;1;3;1; ; ;45000000;350000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1602,76747507607
2005536;1;3;1;1;1;1;1;1;4;3; ; ; ; ;310000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1293,75720217957
2005537;1;4;3;1;1;1;1;1;3;1; ; ;80000000;350000; ;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;3;2;1;01;05;05;1;666,325454736881
2005538;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;828,005217435133
2005539;1;3;2;1;1;1;1;2;4;1; ; ;50000000;250000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1014,79413973617
2005540;1;1;1;1;1;1;1;1;1;4; ; ; ;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;924,180977054902
2005541;1;4;3;1;1;1;1;1;1;1; ; ;70000000;300000; ;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;900,267867863774
2005542;1;4;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;748,626284161683
2005543;1;2;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1143,71423637357
2005544;1;3;1;1;1;1;1;1;4;3; ; ; ; ;220000;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1293,75720217957
2005545;1;5;4;1;1;1;1;1;3;1; ; ;35000000;150000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;896,323112988895
2005546;1;4;3;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;693,271370266764
2005547;1;4;2;1;1;1;1;1;3;1; ; ;85000000;350000; ;1;2;1;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1109,15168304861
2005548;1;4;3;1;1;1;1;1;3;2; ;400000;95000000;450000; ;1;2;1;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1114,36575808754
2005549;1;4;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;2;1;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;962,724174385447
2005550;1;3;1;1;1;1;1;1;3;4; ; ; ;120000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;951,618564400751
2005551;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;675,049038612093
2005552;1;3;2;1;1;1;1;1;3;1; ; ;70000000;200000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;948,849244190479
2005553;1;3;1;1;1;1;1;1;4;3; ; ; ; ;290000;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1268,33814972519
2005554;1;4;3;1;1;1;1;1;3;1; ; ;30000000;250000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1395,51222370101
2005555;1;5;3;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1079,6593119558
2005556;1;5;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;2;2;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1143,71423637357
2005557;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;2;1;1;2;2;1;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1096,93010088237
2005558;1;3;2;1;1;1;1;1;3;1; ; ;18000000;150000; ;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1041,15200375596
2005559;1;5;2;1;1;1;1;1;3;1; ; ;120000000;500000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;880,003427965268
2005560;1;4;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;875,635489858899
2005561;1;4;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;2;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;1647,00144994307
2005563;1;3;3;1;1;1;1;1;3;1; ; ;25000000;250000; ;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1159,57775554634
2005564;1;4;3;1;1;1;1;1;3;3; ; ; ; ;270000;1;2;1;2;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;728,361844263177
2005565;1;3;2;1;1;1;1;1;3;1; ; ;20000000;120000; ;1;2;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;589,274949206494
2005566;1;4;3;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;1;1;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;875,635489858899
2005567;1;1;1;1;1;1;1;1;4;3; ; ; ; ;120000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;920,307977000612
2005568;1;5;1;1;1;1;1;6; ;4; ; ; ;400000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1184,01878540891
2005569;1;2;1;1;1;1;1;1;1;3; ; ; ; ;220000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1293,75720217957
2005570;1;2;2;1;1;1;1;1;4;3; ; ; ; ;147000;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;972,306187530747
2005571;1;3;1;1;1;1;1;1;1;1; ; ;40000000;250000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;3;2;1;01;05;05;1;893,878358160236
2005572;1;2;1;1;1;1;1;1;4;3; ; ; ; ;180000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1201,45444261409
2005573;1;3;1;1;1;1;1;6; ;3; ; ; ; ;300000;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1184,01878540891
2005574;1;2;2;1;1;1;1;1;3;3; ; ; ; ;100000;1;1;1;2;1;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1001,65466581678
2005575;1;3;2;1;1;1;1;1;3;1; ; ;20000000;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;935,286587039598
2005576;1;4;3;1;1;1;1;1;3;1; ; ;150000000;150000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1123,45283318076
2005577;1;4;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;1;1;2;1;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1148,9283114125
2005578;1;3;2;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;960,762065271341
2005579;1;2;1;1;1;1;1;1;4;3; ; ; ; ;130000;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1024,83231873233
2005580;1;5;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;941,616634260073
2005581;1;4;2;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;2;1;2;2;2;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;914,142798058742
2005582;1;1;1;1;1;1;1;1;3;3; ; ; ; ;50000;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;893,878358160236
2005583;1;4;3;1;1;1;1;1;3;1; ; ;100000000;350000; ;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;797,207660488388
2005584;1;4;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;1;1;1;2;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1449,23553708046
2005585;1;1;1;1;1;1;1;2;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;4;1;2;1;2;1;1;1;2;2;1;01;05;05;1;862,567770760097
2005586;1;1;1;1;1;1;1;2;1;3; ; ; ; ;140000;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;4;1;2;1;1;1;3;2;1;01;05;05;1;924,180977054902
2005587;1;3;2;1;1;1;1;1;1;3; ; ; ; ;300000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;786,102050503692
2005588;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;05;05;1;951,618564400751
2005589;1;4;2;1;1;1;1;1;1;3; ; ; ; ;320000;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;951,618564400751
2005590;1;2;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;05;05;1;1236,01699593905
2005591;1;4;3;1;1;1;1;1;3;1; ; ;50000000;250000; ;1;2;1;2;2;1;2;2;2;1;2;1;2;2;1;2;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;2;1;01;05;05;1;879,508489913189
2005592;1;4;3;1;1;1;1;1;3;1; ; ;90000000;300000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;1;1;1;2;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;778,118655254488
2005593;1;4;3;1;1;1;1;1;3;1; ; ;35000000;170000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;01;05;05;1;1272,61341319871
2005594;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1173,98060641275
2005595;1;7;3;1;1;1;1;1;1;1; ; ;65000000;400000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1028,17739811517
2005596;1;2;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;1;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1236,01699593905
2005597;1;3;2;1;1;1;1;1;4;4; ; ; ;305000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;1;2;1;2;1;1;1;2;2;1;01;05;05;1;1098,03378072639
2005600;1;3;1;1;1;1;1;1;3;1; ; ;33000000;250000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;05;05;1;1117,13507829781
2005601;1;5;1;1;1;1;1;6; ;4; ; ; ;700000; ;1;1;1;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;2;1;1;1;4;2;1;01;05;05;1;1184,01878540891
2005602;1;4;3;1;1;1;1;1;4;4; ; ; ;180000; ;1;1;1;1;1;1;2;2;2;2;2;2;1;2;2;1;1;1;1;2;2;1;2;3;4;1;2;1;1;1;2;2;1;01;05;05;1;1035,93792871703
2005604;1;3;2;1;1;1;1;1;4;2; ;700000;50000000;400000; ;1;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;3;4;1;2;1;1;1;3;2;1;01;05;05;1;1082,0446043014
2005605;1;6;2;1;1;1;1;1;3;1; ; ;50000000;300000; ;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;1;1;1;3;4;1;1;1;1;1;3;2;1;01;05;05;1;969,920895185151
2005606;1;3;1;1;1;1;1;1;4;1; ; ;60000000;300000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;3;4;1;2;1;1;1;3;2;1;01;05;05;1;969,920895185151
2005607;1;5;1;1;1;1;1;1;1;4; ; ; ;400000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;3;4;1;2;1;1;1;3;2;1;01;05;05;1;924,180977054902
2005609;1;4;2;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;1;1;1;2;1;1;2;3;4;1;1;1;1;1;3;2;1;01;05;05;1;1128,24068828251
2005610;1;2;2;1;1;1;1;1;1;4; ; ; ;150000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;05;05;1;942,957709244714
2005611;1;2;2;1;1;1;1;1;1;4; ; ; ;100000; ;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;3;4;1;2;1;1;1;2;2;1;01;05;05;1;951,618564400751
2005612;1;5;2;1;1;1;1;1;1;1; ; ;40000000;250000; ;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;05;05;1;1146,54301906691
2005613;1;4;3;1;1;1;1;1;1;2; ;57000;8000000;200000; ;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;05;05;1;736,641708260233
2005614;1;5;3;1;1;1;1;1;3;2; ;600000;92000000;650000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;4;2;1;01;05;05;1;1119,57983312647
2005615;1;3;2;1;1;1;1;1;4;3; ; ; ; ;140000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1201,45444261409
2005616;1;5;4;1;1;1;1;1;4;1; ; ;30000000;200000; ;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;1;2;3;4;1;2;1;1;1;1;2;1;01;05;05;1;1254,55633298824
2005617;1;3;2;1;1;1;1;1;1;1; ; ;15000000;130000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;935,286587039598
2005618;1;3;2;1;1;1;1;1;1;4; ; ; ;120000; ;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;1119,57983312647
2005619;1;4;3;1;1;1;1;1;4;4; ; ; ;250000; ;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;05;05;1;803,525415371337
2005621;1;5;3;1;1;1;1;1;4;3; ; ; ; ;700000;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;3;4;1;2;1;1;1;4;2;1;01;05;05;1;1138,43144321975
2005622;1;5;3;1;1;1;1;1;4;3; ; ; ; ;400000;1;1;1;1;1;2;2;2;2;1;1;2;2;1;2;1;1;1;1;2;2;1;2;3;4;1;2;1;1;1;3;2;1;01;05;05;1;1109,15168304861
2005623;1;5;3;1;1;1;1;1;3;1; ; ;70000000;700000; ;1;1;1;2;2;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;1;2;3;4;1;1;1;1;1;4;2;1;01;05;05;1;972,306187530747
2005624;1;5;3;1;1;1;1;1;1;4; ; ; ;650000; ;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;2;3;4;1;2;1;1;1;4;2;1;01;05;05;1;757,749608110388
2005625;1;5;3;1;1;1;1;1;4;1; ; ;45000000;500000; ;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;2;1;1;2;3;4;1;2;1;1;1;3;2;1;01;05;05;1;1294,86088202358
2005626;1;6;5;1;1;1;1;1;3;1; ; ;90000000;400000; ;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;2;1;01;05;05;1;725,592524052904
