DIRECTORIO;AREA;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;P5070;DPTO;ORDEN;fex_c_2011
612008;13;1;2;1;1;1;1;1;4;4;;;;150000;;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;1;2;1;2;1;2;1;1;1;3;3;1;1;1;13;1;277.136.113.523.913
612009;13;1;4;3;1;1;1;1;3;1;;;80000000;450000;;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;320.094.964.834.771
612010;13;1;3;2;1;1;1;1;3;3;;;;;318000;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;3;3;1;1;1;13;1;285.635.611.417.859
612011;13;1;4;1;1;1;1;1;3;1;;;70000000;350000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;266.283.261.165.175
612012;13;1;2;1;1;1;1;1;3;3;;;;;260000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;3;3;1;1;1;13;1;321.867.567.220.217
612013;13;1;3;1;1;1;1;1;3;1;;;30000000;450000;;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;1;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;302.783.689.604.676
612014;13;1;3;2;1;1;1;1;3;1;;;30000000;300000;;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;212.482.357.467.632
612015;13;1;4;2;1;1;1;1;3;1;;;25000000;250000;;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;171.029.215.538.699
612016;13;1;3;2;1;1;1;1;3;3;;;;;150000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;2;1;1;1;1;1;2;3;1;1;1;13;1;254.396.265.107.107
612018;13;1;4;3;1;1;1;1;3;3;;;;;350000;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;13;1;529.860.174.935.549
612019;13;1;4;2;1;1;1;1;3;3;;;;;300000;2;1;2;1;1;1;1;2;1;2;1;1;2;1;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;626.719.609.302.402
612020;13;1;6;3;1;1;1;1;3;1;;;98;400000;;2;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;637.369.476.122.885
612021;13;1;5;3;1;1;1;1;3;1;;;98;350000;;1;1;2;1;1;1;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;222.999.884.160.394
612022;13;1;3;2;1;1;1;1;3;3;;;;;220000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;1;1;13;1;336.099.653.068.008
612023;13;1;6;4;1;1;1;1;3;4;;;;500000;;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;151.331.019.946.419
612024;13;1;3;2;1;1;1;1;3;3;;;;;300000;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;3;13;1;447.750.916.961.557
612026;13;1;2;1;1;1;1;1;3;3;;;;;210000;2;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;1;13;1;344.097.146.992.964
612027;13;1;3;2;1;1;1;1;3;1;;;40000000;250000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;1;1;2;1;4;1;1;1;1;1;3;3;1;1;3;13;1;271.038.070.661.042
612029;13;1;2;1;1;1;1;1;3;3;;;;;350000;2;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;1;1;13;1;313.359.804.651.201
612031;13;1;3;2;1;1;1;1;3;1;;;35000000;200000;;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;565.073.778.550.686
612032;13;1;2;1;1;1;1;1;3;3;;;;;200000;2;1;2;2;2;2;1;2;2;2;1;1;1;2;2;2;1;2;1;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;13;1;590.090.048.162.024
612033;13;1;3;2;1;1;1;1;3;1;;;35000000;300000;;1;1;1;1;1;1;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;13;1;252.333.947.866.526
612035;13;1;3;2;1;1;1;1;3;1;;;45000000;350000;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;254.396.265.107.107
612036;13;1;4;3;1;1;1;1;3;1;;;98;300000;;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;300.529.727.792.046
612040;13;1;3;2;1;1;1;1;3;3;;;;;200000;2;2;2;2;1;1;1;2;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;206.200.485.181.587
612041;13;1;3;2;1;1;1;1;3;3;;;;;280000;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;13;1;228.234.030.219.847
612042;13;1;3;2;1;1;1;1;3;3;;;;;170000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;1;1;1;1;2;3;1;1;1;13;1;360.495.948.712.304
612043;13;1;4;3;1;1;1;1;3;4;;;;250000;;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1;4;1;1;1;1;1;2;3;1;1;1;13;1;261.746.096.194.511
612046;13;1;3;2;2;1;1;1;3;1;;;30000000;150000;;2;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;1;2;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;1;1;13;1;256.458.582.347.687
612047;13;1;4;2;1;1;1;1;3;1;;;50000000;350000;;1;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;303.374.190.752.362
612048;13;1;3;2;1;1;1;1;3;3;;;;;350000;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;3;1;1;1;1;1;2;3;1;1;1;13;1;284.326.174.310.524
612049;13;1;5;3;1;1;1;1;3;1;;;55000000;300000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;2;3;1;1;1;13;1;25.929.007.139.523
612050;13;1;4;3;1;1;1;1;3;1;;;6000000;300000;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;1;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;280.240.634.776.855
612051;13;1;3;2;1;1;1;1;3;4;;;;300000;;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;4;1;1;1;1;1;3;3;1;1;1;13;1;218.248.416.321.007
612052;13;1;4;3;1;1;1;1;3;1;;;35000000;300000;;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;3;3;1;1;1;13;1;254.396.265.107.107
612116;17;1;1;1;1;1;1;1;3;3;;;;;400000;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;7;1;1;1;1;1;5;2;1;1;1;17;1;129.437.673.182.883
612117;17;1;3;2;1;1;1;1;3;1;;;80000000;800000;;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;2;2;1;2;1;2;1;7;1;1;1;1;1;5;2;1;1;1;17;1;21.660.671.811.192
612118;17;1;4;1;1;1;1;1;3;1;;;110000000;600000;;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;5;2;1;1;1;17;1;15.599.229.086.996
612119;17;1;3;2;1;1;1;1;3;1;;;50000000;500000;;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;7;1;1;1;1;1;5;2;1;1;1;17;1;145.000.412.777.313
612120;17;1;4;3;1;1;1;1;3;3;;;;;450000;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;152.900.312.109.187
612121;17;1;5;4;1;1;1;1;3;1;;;98;400000;;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;1;6;1;1;1;1;1;3;2;1;1;1;17;1;131.758.997.403.951
612122;17;1;3;2;1;1;1;1;3;1;;;40000000;170000;;1;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;179.394.117.181.663
612123;17;1;3;2;1;1;1;1;3;1;;;18000000;150000;;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;214.426.578.670.647
612124;17;1;3;1;1;1;1;1;3;1;;;90000000;800000;;1;1;1;2;1;2;1;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;7;1;1;1;1;1;5;2;1;1;1;17;1;14.781.930.930.322
612125;17;1;4;1;1;1;1;1;4;1;;;98;600000;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;4;1;2;1;1;1;6;2;1;1;1;17;1;145.000.412.777.313
612126;17;1;1;1;1;1;1;1;4;2;;370000;40000000;450000;;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;7;1;2;1;1;1;6;2;1;1;1;17;1;174.373.926.990.296
612127;17;1;4;3;1;1;1;1;4;3;;;;;300000;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;4;4;1;2;1;1;1;3;2;1;1;1;17;1;196.491.266.857.939
612128;17;1;5;3;1;1;1;1;3;1;;;90000000;500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;4;1;1;1;1;1;6;2;1;1;1;17;1;170.487.978.744.091
612129;17;1;4;3;1;1;1;1;3;3;;;;;250000;1;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;214.426.578.670.647
612130;17;1;4;3;1;1;1;1;3;3;;;;;250000;2;1;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;3;2;1;1;1;17;1;188.262.070.562.118
612131;17;1;3;1;1;1;1;1;3;3;;;;;650000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;7;1;1;1;1;1;6;2;1;1;1;17;1;154.475.910.460.077
612132;17;1;6;4;1;1;1;1;3;1;;;70000000;500000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;150.589.962.213.872
612133;17;1;3;2;1;1;1;1;3;1;;;32000000;180000;;1;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;5;1;1;1;1;1;2;2;1;1;1;17;1;125.236.032.753.398
612134;17;1;4;3;1;1;1;1;3;3;;;;;170000;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;4;1;1;1;1;1;2;2;1;1;1;17;1;157.101.952.538.672
612135;17;1;4;1;1;1;1;1;4;3;;;;;800000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;1;5;1;2;1;1;1;6;2;1;1;1;17;1;154.475.910.460.077
612136;17;1;4;1;1;1;1;1;3;1;;;35000000;250000;;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;3;1;1;1;1;1;3;2;1;1;1;17;1;145.000.412.777.313
612137;17;1;4;2;1;1;1;1;4;3;;;;;650000;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;1;2;1;4;1;2;1;1;1;5;2;1;1;1;17;1;157.912.531.186.727
612138;17;1;2;1;1;1;1;1;4;3;;;;;430000;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;7;1;2;1;1;1;5;2;1;1;1;17;1;145.134.049.283.618
612139;17;1;5;1;1;1;1;1;4;1;;;80000000;600000;;1;1;2;2;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;7;1;2;1;1;1;5;2;1;1;1;17;1;145.134.049.283.618
612140;17;1;3;1;1;1;1;1;3;1;;;25000000;180000;;2;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;145.134.049.283.618
612141;17;1;4;3;1;1;1;1;4;3;;;;;680000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;1;2;1;5;1;2;1;1;1;5;2;1;1;1;17;1;113.510.997.789.919
612142;17;1;4;3;1;1;1;1;3;3;;;;;700000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;2;1;7;1;1;1;1;1;5;2;1;1;1;17;1;228.202.714.454.614
612143;17;1;3;2;1;1;1;1;4;3;;;;;160000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;1;2;2;1;2;1;3;1;2;1;1;1;3;2;1;1;1;17;1;188.869.614.864.428
612144;17;1;5;3;1;1;1;1;4;3;;;;;200000;1;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;1;1;3;1;2;1;1;1;2;2;1;1;1;17;1;227.205.060.573.756
612145;17;1;4;3;1;1;1;1;3;1;;;25000000;200000;;1;1;2;1;1;1;1;1;2;1;1;2;1;2;1;2;2;1;2;1;2;1;1;1;3;1;1;1;1;1;2;2;1;1;1;17;1;173.114.020.822.685
612146;17;1;1;1;1;1;1;1;4;4;;;;98;;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;6;2;1;1;1;17;1;14.781.930.930.322
612147;17;1;4;1;1;1;1;1;3;3;;;;;600000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;2;2;1;1;2;1;6;1;1;1;1;1;6;2;1;1;1;17;1;145.134.049.283.618
612148;17;1;5;3;1;1;1;1;4;3;;;;;310000;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;1;1;4;1;2;1;1;1;3;2;1;1;1;17;1;168.770.772.773.069
612151;17;1;5;2;1;1;1;1;3;4;;;;80000;;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;3;1;1;1;1;1;2;2;1;1;1;17;1;108.370.777.042.944
612152;17;1;1;1;1;1;1;1;4;3;;;;;160000;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;1;1;17;1;136.094.274.339.741
612153;17;1;3;2;1;1;1;1;3;1;;;18000000;150000;;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;2;2;2;1;1;17;1;144.671.115.813.366
612154;17;1;4;1;1;1;1;1;3;1;;;20000000;150000;;1;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;17;1;145.134.049.283.618
612155;17;1;3;2;1;1;1;1;3;3;;;;;200000;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;159.629.737.157.749
612156;17;1;7;4;1;1;1;1;3;4;;;;300000;;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;3;1;1;1;1;1;3;2;1;1;1;17;1;119.365.605.523.561
612157;17;1;5;2;1;1;1;1;3;1;;;28000000;280000;;1;1;2;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;3;1;1;1;1;1;2;2;1;1;1;17;1;145.000.412.777.313
612158;17;1;1;1;1;2;1;1;;3;;;;;105000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;3;1;2;1;1;1;2;2;1;1;6;17;1;167.583.689.327.134
612159;17;1;1;1;1;1;1;1;2;4;;;;50000;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;17;1;14.781.930.930.322
612160;17;1;4;4;1;1;1;1;3;3;;;;;130000;2;1;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;3;1;1;1;1;1;2;2;1;1;1;17;1;259.039.767.576.706
612161;17;1;2;2;1;1;1;1;3;4;;;;200000;;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;19.038.599.527.431
612162;17;1;5;2;1;1;1;1;3;1;;;70000000;400000;;1;1;2;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;2;1;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;188.869.614.864.428
612163;17;1;1;1;1;1;1;1;4;4;;;;100000;;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;1;1;17;1;175.483.588.659.008
612164;17;1;1;1;1;1;1;1;4;3;;;;;150000;2;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;17;1;150.445.351.381.814
612165;17;1;4;3;1;1;1;1;3;1;;;25000000;250000;;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;1;2;1;2;1;6;1;1;1;1;1;2;2;1;1;1;17;1;151.327.716.970.223
612166;17;1;4;2;1;1;1;1;3;1;;;100000000;650000;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;4;1;1;1;1;1;6;2;1;1;1;17;1;179.394.117.181.663
612167;17;1;4;1;1;1;1;1;3;1;;;100000000;700000;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;2;1;7;1;1;1;1;1;6;2;1;1;1;17;1;145.134.049.283.618
612168;17;1;5;2;1;1;1;1;3;1;;;15000000;80000;;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;17;1;20.190.456.983.978
612169;17;1;3;1;1;1;1;1;3;1;;;15000000;100000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;2;1;2;1;6;1;1;1;1;1;2;2;1;1;1;17;1;174.240.290.483.991
612170;17;1;2;1;1;1;1;1;3;4;;;;100000;;2;1;2;2;1;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;17;1;231.804.781.695.615
612170;17;2;4;3;1;2;1;1;3;1;;;10000000;80000;;2;1;2;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;1;1;;17;1;231.804.781.695.615
612171;17;1;3;2;1;1;1;1;3;2;;280000;35000000;200000;;1;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;854.399.996.929.603
612172;17;1;4;3;1;1;1;1;3;3;;;;;250000;1;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;175.349.952.152.703
612173;17;1;2;2;1;2;1;1;4;3;;;;;115000;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;3;1;6;1;2;1;1;1;2;2;1;1;1;17;1;188.869.614.864.428
612174;17;1;1;1;1;2;1;1;4;3;;;;;90000;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;4;6;1;2;1;1;1;2;2;1;1;1;17;1;18.221.301.370.757
612175;17;1;3;3;1;1;1;1;4;3;;;;;120000;1;1;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;17;1;169.880.434.441.781
612176;17;1;4;2;1;1;1;1;3;2;;290000;38000000;200000;;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;136.094.274.339.741
612177;17;1;3;2;1;1;1;1;3;2;;210000;32000000;250000;;2;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;2;2;1;2;1;4;1;1;1;1;1;3;2;1;1;1;17;1;201.648.096.767.537
612178;17;1;5;3;1;1;1;1;3;1;;;10000000;150000;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;1;3;1;1;1;1;1;2;2;1;1;1;17;1;113.510.997.789.919
612179;17;1;6;5;1;1;1;1;3;1;;;55000000;400000;;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;1;4;4;1;1;1;1;1;2;2;1;1;1;17;1;187.160.380.007.232
612180;17;1;2;1;1;1;1;1;3;3;;;;;60000;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;2;2;1;1;1;17;1;183.729.394.117.452
612181;17;1;3;3;1;1;1;1;4;4;;;;180000;;1;1;2;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;2;1;1;1;17;1;232.615.360.343.671
612183;17;1;7;6;1;1;1;1;3;1;;;25000000;180000;;1;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;1;1;4;1;1;1;1;1;2;2;1;1;1;17;1;213.385.700.730.362
612184;17;1;3;2;1;1;1;1;3;2;;300000;35000000;300000;;2;2;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;2;2;2;1;2;1;7;1;1;1;1;1;3;2;1;1;1;17;1;136.094.274.339.741
612185;17;1;2;1;1;1;1;1;3;1;;;98;150000;;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;17;1;154.475.910.460.077
612186;17;1;5;3;1;1;1;1;4;2;;400000;40000000;380000;;1;1;2;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;1;2;1;1;1;4;1;1;1;1;1;3;2;1;1;1;17;1;188.262.070.562.118
612187;17;1;4;2;1;1;1;1;3;1;;;25000000;150000;;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;1;2;1;3;1;1;1;1;1;2;2;1;1;1;17;1;127.862.074.831.993
