DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;INI;DPTO;AREA;fex_c_2011
612026;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;13;13;344.097.146.992.964
612026;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;344.097.146.992.964
612027;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;271.038.070.661.042
612031;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;13;13;565.073.778.550.686
612032;1;2;80;1;4;7;;2;;2;;;;;9;2;1;1;13;13;590.090.048.162.024
612033;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;252.333.947.866.526
612035;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
612035;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
612035;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
612036;1;2;80;1;2;4;;3;;2;;;;;10;2;1;1;13;13;300.529.727.792.046
612036;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;300.529.727.792.046
612040;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;206.200.485.181.587
612041;1;1;80;1;4;2;;2;;2;;;;;1;2;1;1;13;13;228.234.030.219.847
612041;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;228.234.030.219.847
612042;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;360.495.948.712.304
612043;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;261.746.096.194.511
612043;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;261.746.096.194.511
612046;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;256.458.582.347.687
612046;1;5;80;2;;;;2;;2;;2;;.;;;1;1;13;13;256.458.582.347.687
612047;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;13;13;303.374.190.752.362
612047;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;303.374.190.752.362
612048;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;13;13;284.326.174.310.524
612048;1;6;80;2;;;;2;;2;;2;;.;;;1;1;13;13;284.326.174.310.524
612049;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;13;13;25.929.007.139.523
612049;1;4;80;1;3;2;;2;;2;;;;;9;2;1;1;13;13;25.929.007.139.523
612050;1;1;80;1;4;4;;3;;2;;;;;8;2;1;1;13;13;280.240.634.776.855
612050;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;280.240.634.776.855
612051;1;2;80;2;;;;2;;2;;2;;.;;;1;1;13;13;218.248.416.321.007
612051;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;218.248.416.321.007
612052;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;13;13;254.396.265.107.107
612052;1;3;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
612052;1;4;80;2;;;;2;;2;;2;;.;;;1;1;13;13;254.396.265.107.107
612053;1;1;80;2;;;;2;;2;;2;;.;;;1;1;15;15;398.800.163.737.392
612053;1;2;80;1;1;1;;2;;1;80000;;;;2;2;1;1;15;15;398.800.163.737.392
612053;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;15;15;398.800.163.737.392
612053;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;398.800.163.737.392
612060;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;564.269.691.171.488
612060;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;564.269.691.171.488
612061;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;73.432.257.465.906
612063;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;757.913.853.378.802
612063;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;757.913.853.378.802
612071;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;949.398.911.077.507
612072;1;1;80;1;4;6;;2;;2;;;;;8;2;1;1;15;15;169.625.595.095.919
612074;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;15;15;499.532.875.426.524
612074;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;499.532.875.426.524
612074;1;5;80;2;;;;2;;2;;2;;.;;;1;1;15;15;499.532.875.426.524
612075;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;369.469.073.976.998
612076;1;2;80;1;2;2;;2;;2;;;;;9;2;1;1;15;15;949.398.911.077.507
612077;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;15;15;542.223.895.832.733
612077;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;15;15;542.223.895.832.733
612078;1;2;80;1;1;4;;3;;2;;;;;10;2;1;1;15;15;147.787.629.590.799
612078;1;4;80;1;2;1;;2;;2;;;;;2;2;1;1;15;15;147.787.629.590.799
612079;1;1;80;1;4;4;;3;;2;;;;;1;2;1;1;15;15;542.223.895.832.733
612079;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;542.223.895.832.733
612080;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;961.712.765.293.281
612080;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;961.712.765.293.281
612081;1;1;80;1;3;1;;2;;2;;;1;;2;1;1;1;15;15;230.806.411.025.291
612081;1;2;80;1;2;1;;2;;2;;;;;2;2;1;1;15;15;230.806.411.025.291
612082;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;102.059.298.854.966
612082;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;102.059.298.854.966
612082;1;5;80;2;;;;2;;2;;2;;.;;;1;1;15;15;102.059.298.854.966
612083;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;15;15;989.690.124.427.676
612083;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;989.690.124.427.676
612085;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;15;15;635.965.448.598.429
612086;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;741.952.515.156.317
612087;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;79.395.027.619.682
612087;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;79.395.027.619.682
612089;1;1;80;1;1;1;;2;;2;;;;;2;2;1;1;15;15;561.255.323.969.166
612090;1;1;80;1;3;1;;2;;2;;;;;2;2;1;1;15;15;383.572.499.984.337
612090;1;2;80;1;1;1;;2;;2;;;;;2;2;1;1;15;15;383.572.499.984.337
612093;1;2;80;1;3;6;;2;;2;;;;;9;2;1;1;15;15;100.139.667.211.801
612093;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;100.139.667.211.801
612098;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;94.186.952.824.529
612099;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;645.986.341.151.838
612099;1;5;80;2;;;;2;;2;;2;;.;;;1;1;15;15;645.986.341.151.838
612100;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;15;15;669.601.867.534.826
612100;1;2;80;1;4;4;;3;;2;;;;;10;2;1;1;15;15;669.601.867.534.826
612100;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;669.601.867.534.826
612101;1;2;80;1;4;2;;2;;2;;;4;;9;1;1;1;15;15;578.890.048.399.103
612103;1;1;80;1;3;1;;2;;2;;;;;2;2;1;1;15;15;534.405.561.570.088
612104;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;786.336.444.320.292
612105;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;665.829.578.199.829
612105;1;4;80;2;;;;2;;2;;2;;.;;;1;1;15;15;665.829.578.199.829
612105;1;5;80;1;4;3;;2;;2;;;;;4;2;1;1;15;15;665.829.578.199.829
612106;1;1;80;1;3;4;;3;;2;;;;;10;2;1;1;15;15;877.148.821.121.056
612106;1;2;80;1;3;4;;3;;2;;;;;10;2;1;1;15;15;877.148.821.121.056
612107;1;1;80;2;;;;2;;2;;2;;.;;;1;1;15;15;383.572.499.984.337
612107;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;383.572.499.984.337
612108;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;742.686.189.625.747
612108;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;742.686.189.625.747
612109;1;1;80;1;2;1;;2;;2;;;;;2;2;1;1;15;15;189.297.020.308.045
612110;1;1;80;2;;;;2;;2;;2;;.;;;1;1;15;15;369.469.073.976.998
612110;1;3;80;1;3;2;;2;;2;;;;;9;2;1;1;15;15;369.469.073.976.998
612110;1;8;80;2;;;;2;;2;;2;;.;;;1;1;15;15;369.469.073.976.998
612111;1;1;80;2;;;;2;;2;;2;;.;;;1;1;15;15;738.938.147.953.996
612111;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;738.938.147.953.996
612111;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;738.938.147.953.996
612113;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;15;15;848.127.975.479.594
612113;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;848.127.975.479.594
612114;1;2;80;2;;;;2;;2;;2;;.;;;1;1;15;15;952.397.169.659.099
612114;1;3;80;2;;;;2;;2;;2;;.;;;1;1;15;15;952.397.169.659.099
612116;1;2;80;1;1;7;;2;;2;;;;;2;2;1;1;17;17;129.437.673.182.883
612117;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;21.660.671.811.192
612117;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;21.660.671.811.192
612118;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;15.599.229.086.996
612120;1;1;80;1;2;4;;3;;2;;;;;11;2;1;1;17;17;152.900.312.109.187
612120;1;4;80;1;4;4;;3;;2;;;;;11;2;1;1;17;17;152.900.312.109.187
612121;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;131.758.997.403.951
612121;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;131.758.997.403.951
612121;1;3;80;1;2;4;;3;;2;;;;;11;2;1;1;17;17;131.758.997.403.951
612121;1;4;80;1;4;0;;2;;2;;;1;;1;1;1;1;17;17;131.758.997.403.951
612122;1;1;80;1;3;4;;3;;2;;;;;11;2;1;1;17;17;179.394.117.181.663
612122;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;179.394.117.181.663
612122;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;17;17;179.394.117.181.663
612123;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;214.426.578.670.647
612125;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.000.412.777.313
612125;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;145.000.412.777.313
612127;1;2;80;1;1;7;;2;;2;;;1;;6;1;1;1;17;17;196.491.266.857.939
612128;1;3;80;2;;;;2;;2;;1;1;;2;;1;1;17;17;170.487.978.744.091
612128;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;170.487.978.744.091
612129;1;3;80;1;1;5;;2;;1;20000;;;;2;2;1;1;17;17;214.426.578.670.647
612132;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;150.589.962.213.872
612132;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;150.589.962.213.872
612133;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;125.236.032.753.398
612134;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;157.101.952.538.672
612134;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;157.101.952.538.672
612136;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.000.412.777.313
612136;1;2;80;1;4;3;;3;;2;;;;;4;2;1;1;17;17;145.000.412.777.313
612137;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;157.912.531.186.727
612138;1;1;80;2;;;;3;;2;;2;;.;;;1;1;17;17;145.134.049.283.618
612139;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.134.049.283.618
612141;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;113.510.997.789.919
612141;1;4;80;1;4;8;EDAD;2;;2;;;;;8;2;1;1;17;17;113.510.997.789.919
612142;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;228.202.714.454.614
612143;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;188.869.614.864.428
612144;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;227.205.060.573.756
612145;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;173.114.020.822.685
612145;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;173.114.020.822.685
612145;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;173.114.020.822.685
612145;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;173.114.020.822.685
612147;1;1;80;1;3;4;;3;;2;;;;;11;2;1;1;17;17;145.134.049.283.618
612148;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;168.770.772.773.069
612148;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;168.770.772.773.069
612151;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;108.370.777.042.944
612152;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;136.094.274.339.741
612152;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;136.094.274.339.741
612153;1;2;80;1;4;7;;2;;2;;;;;9;2;1;1;17;17;144.671.115.813.366
612153;1;4;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;144.671.115.813.366
612154;1;1;80;2;;;;2;;2;;2;;.;;;1;1;17;17;145.134.049.283.618
612155;1;1;80;2;;;;2;;2;;2;;.;;;1;1;17;17;159.629.737.157.749
612156;1;1;80;1;4;2;;3;;2;;;;;9;2;1;1;17;17;119.365.605.523.561
612156;1;4;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;119.365.605.523.561
612156;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;119.365.605.523.561
612157;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.000.412.777.313
612157;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;145.000.412.777.313
612158;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;167.583.689.327.134
612160;1;2;80;1;1;8;RECORTE DE TRABAJO;2;;1;60000;;;;6;2;1;1;17;17;259.039.767.576.706
612160;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;259.039.767.576.706
612160;1;4;80;1;1;6;;2;;2;;;;;11;2;1;1;17;17;259.039.767.576.706
612160;1;6;80;2;;;;2;;2;;2;;.;;;1;1;17;17;259.039.767.576.706
612162;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;188.869.614.864.428
612164;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;17;17;150.445.351.381.814
612165;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;151.327.716.970.223
612165;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;151.327.716.970.223
612166;1;1;80;1;4;7;;2;;2;;;4;;11;1;1;1;17;17;179.394.117.181.663
612166;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;179.394.117.181.663
612167;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;145.134.049.283.618
612168;1;2;80;1;4;7;;2;;2;;;;;7;2;1;1;17;17;20.190.456.983.978
612170;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;17;17;231.804.781.695.615
612170;2;5;80;1;1;7;;2;;2;;;1;ESTA AVERIGUANDO CON AMIGOS;12;1;1;1;17;17;231.804.781.695.615
612171;1;2;80;1;4;5;;2;;2;;;;;9;2;1;1;17;17;854.399.996.929.603
612172;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;175.349.952.152.703
612172;1;4;80;1;4;3;;2;;2;;;;POR DISCAPACIDAD;12;2;1;1;17;17;175.349.952.152.703
612173;1;3;80;1;1;1;;2;;2;;;;;2;2;1;1;17;17;188.869.614.864.428
612175;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;169.880.434.441.781
612176;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;136.094.274.339.741
612177;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;201.648.096.767.537
612178;1;1;80;1;4;8;MOTIVOS DE VIAJE;2;;2;;;;;9;2;1;1;17;17;113.510.997.789.919
612179;1;4;80;1;2;7;;2;;2;;;2;;2;1;1;1;17;17;187.160.380.007.232
612181;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;232.615.360.343.671
612181;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;232.615.360.343.671
612181;1;7;80;2;;;;2;;2;;2;;.;;;1;1;17;17;232.615.360.343.671
612183;1;7;80;2;;;;2;;2;;2;;.;;;1;1;17;17;213.385.700.730.362
612183;1;8;80;1;4;3;;2;;2;;;;;4;2;1;1;17;17;213.385.700.730.362
612184;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;136.094.274.339.741
612186;1;2;80;1;4;2;;2;;2;;;1;;9;1;1;1;17;17;188.262.070.562.118
612187;1;2;80;1;2;7;;2;;2;;;2;;9;1;1;1;17;17;127.862.074.831.993
612187;1;4;80;2;;;;3;;2;;2;;.;;;1;1;17;17;127.862.074.831.993
612188;1;2;80;1;4;6;;2;;2;;;;;9;2;1;1;17;17;137.477.018.243.318
612193;1;1;80;2;;;;2;;2;;2;;.;;;1;1;17;17;145.134.049.283.618
612194;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;267.297.173.442.924
612194;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;267.297.173.442.924
612194;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;267.297.173.442.924
612195;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;16.443.549.583.728
612196;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;154.475.910.460.077
612197;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;15.599.229.086.996
612198;1;1;80;2;;;;3;;2;;2;;.;;;1;1;17;17;126.752.413.163.281
612198;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;126.752.413.163.281
612199;1;1;80;1;1;7;;2;;2;;;;;2;2;1;1;17;17;112.572.417.472.429
612199;1;2;80;1;1;7;;2;;2;;;;;2;2;1;1;17;17;112.572.417.472.429
612199;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;112.572.417.472.429
612200;1;2;80;1;4;0;;2;;2;;;;;11;2;1;1;17;17;174.240.290.483.991
612202;1;1;80;1;4;4;;3;;2;;;;;10;2;1;1;17;17;125.102.396.247.093
612202;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;125.102.396.247.093
612203;1;2;80;1;3;7;;2;;2;;;;;9;2;1;1;17;17;144.671.115.813.366
612204;1;1;80;1;2;7;;2;;2;;;;;8;2;1;1;17;17;183.249.851.484.578
612204;1;4;80;1;4;2;;2;;2;;;;;9;2;1;1;17;17;183.249.851.484.578
612205;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;225.889.361.347.372
612205;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;225.889.361.347.372
612205;1;4;80;2;;;;2;;2;;2;;.;;;1;1;17;17;225.889.361.347.372
612205;1;5;80;2;;;;2;;2;;2;;.;;;1;1;17;17;225.889.361.347.372
612207;1;3;80;2;;;;2;;2;;2;;.;;;1;1;17;17;166.152.701.808.301
612207;1;5;80;1;1;7;;2;;2;;;;;1;2;1;1;17;17;166.152.701.808.301
612208;1;2;80;2;;;;2;;2;;2;;.;;;1;1;17;17;176.999.969.068.891
612209;1;1;80;1;1;2;;2;;2;;;;;9;2;1;1;18;18;680.967.602.359.866
612209;1;3;80;1;1;3;;2;;1;300000;;;;4;2;1;1;18;18;680.967.602.359.866
612210;1;1;80;1;4;3;;2;;2;;;;;4;2;1;1;18;18;677.104.876.728.422
612211;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;540.426.077.652.406
612211;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;540.426.077.652.406
612213;1;2;80;1;1;8;CAMBIO DE DOMICILIO;2;;2;;;;;9;2;1;1;18;18;775.225.186.469.162
612213;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;775.225.186.469.162
612213;1;5;80;1;4;8;CAMBIO DE DOMICILIO;2;;2;;;;;9;2;1;1;18;18;775.225.186.469.162
612214;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;577.027.058.791.804
612214;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;577.027.058.791.804
612215;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;579.154.215.135.008
612216;1;1;80;1;2;7;;2;;2;;;;;9;2;1;1;18;18;678.641.326.861.496
612216;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;678.641.326.861.496
612217;1;2;80;1;4;3;;2;;2;;;;;4;2;1;1;18;18;478.200.091.328.976
612220;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;72.988.938.911.398
612220;1;4;80;1;1;3;;2;;2;;;;;4;2;1;1;18;18;72.988.938.911.398
612221;1;2;80;1;1;7;;2;;2;;;;;9;2;1;1;18;18;847.033.922.157.562
612222;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;527.770.428.021.289
612222;1;4;80;1;1;7;;2;;1;180000;;;ESTA EN EMBARAZO;12;2;1;1;18;18;527.770.428.021.289
612223;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;726.560.626.654.103
612223;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;726.560.626.654.103
612224;1;1;80;1;4;3;;2;;2;;;;;8;2;1;1;18;18;677.104.876.728.422
612225;1;2;80;1;4;6;;2;;2;;;;;9;2;1;1;18;18;769.136.395.433.144
612225;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;769.136.395.433.144
612226;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;859.631.464.004.792
612226;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;859.631.464.004.792
612227;1;1;80;1;3;2;;3;;2;;;;;9;2;1;1;18;18;525.260.127.702.757
612229;1;3;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;723.642.280.200.276
612229;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;723.642.280.200.276
612230;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;483.429.618.946.168
612231;1;1;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;742.317.282.813.883
612232;1;2;80;2;;;;2;;2;;2;;.;;;1;1;18;18;415.656.303.439.732
612232;1;3;80;2;;;;2;;2;;2;;.;;;1;1;18;18;415.656.303.439.732
612232;1;4;80;2;;;;2;;2;;2;;.;;;1;1;18;18;415.656.303.439.732
612233;1;5;80;2;;;;2;;2;;2;;.;;;1;1;18;18;815.673.798.904.998
612233;1;6;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;815.673.798.904.998
612235;1;2;80;1;1;7;;2;;1;80000;;;;9;2;1;1;18;18;75.184.328.914.029
612237;1;2;80;1;1;3;;1;1;1;250000;;;;4;2;1;1;18;18;678.641.326.861.496
612239;1;2;80;1;4;2;;2;;2;;;;;9;2;1;1;18;18;776.043.648.610.507
612240;1;1;80;1;2;3;;2;;2;;;;;4;2;1;1;18;18;693.550.839.529.131
