DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P6016,P6020,P6030,P6030S1,P6030S3,P6050,P6060,P6060S1,P6070,P6081S1,P6081,P6082,P6083S1,P6083,P6084,P6085,P6071S1,P6071,P6085S1,P6090,P6140,P6150,P6100,P6110,P6120,P6125,P6992,P6992S1,P6160,P6170,P6175,P6180,P6180S1,P6180S2,P6190,P6190S1,P6200,P6200S1,P6210,P6210S1,P6220,P6177,P6177S1,P6040,DPTO,fex_c_2011
611999,1,2,5,10,2,1,1,12,1948,5,2,,4,,3,2,,3,2,2,,,,1,,,1,1,44000,2,,.,1,2,,,,,,,,,6,5,4,,,59,5,818.924.389.429.445
612000,1,1,5,10,1,2,1,11,1958,1,2,,4,,2,2,,2,2,2,,,,2,2,,,,,2,8,TIENE PREPAGADA,1,2,,,,,,,,,6,2,2,,,49,5,736.927.942.486.402
612001,1,1,5,10,1,1,1,7,1957,1,2,,3,,3,3,,3,3,2,2,1,,1,,,1,1,200000,2,,.,1,2,,,,,,,,,6,5,4,,,50,5,715.400.382.362.216
612001,1,2,5,10,2,2,1,9,1961,2,2,,3,,3,2,,2,2,2,1,1,,1,,,1,1,200000,2,,.,1,2,,,,,,,,,6,5,4,,,46,5,715.400.382.362.216
612001,1,3,5,10,1,2,1,2,1996,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,4,0,,,,12,5,715.400.382.362.216
612001,1,4,5,10,1,1,1,12,1997,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,3,,,,10,5,715.400.382.362.216
612001,1,5,5,10,5,2,1,9,1971,6,2,,6,,3,2,,3,2,2,,,,1,,,1,4,,2,,.,1,2,,,,,,,,,4,8,,,,36,5,715.400.382.362.216
612002,1,1,5,10,1,1,1,7,1933,1,2,,3,,3,3,,3,4,2,2,1,,1,,,1,2,70000,2,,.,1,2,,,,,,,,,5,10,1,,,74,5,818.924.389.429.445
612002,1,2,5,10,2,2,1,7,1936,2,2,,3,,3,5,,3,2,2,1,1,,1,,,1,2,70000,2,,.,1,2,,,,,,,,,3,5,,,,71,5,818.924.389.429.445
612004,1,1,13,10,1,2,1,4,1944,1,2,,4,,3,1,,2,1,2,,,,1,,,2,5,,2,,.,1,2,,,,,,,,,4,6,,,,63,13,350.369.675.761.602
612004,1,2,13,10,2,1,1,10,1969,3,2,,6,,2,3,1,1,,1,,,2,2,2,,,,,2,1,,1,2,,,,,,,,,3,5,,,,38,13,350.369.675.761.602
612004,1,3,13,10,3,2,1,9,1978,3,2,,6,,2,3,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,29,13,350.369.675.761.602
612004,1,4,13,10,4,2,1,11,1982,3,2,,6,,2,3,1,1,,2,,,,2,2,,,,,2,1,,1,2,,,,,,,,,5,11,2,,,25,13,350.369.675.761.602
612005,1,1,13,10,1,2,1,2,1957,1,2,,4,,3,2,,3,2,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,5,4,,,51,13,432.372.198.160.853
612005,1,2,13,10,2,2,1,11,1988,7,2,,6,,2,3,,2,5,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,1,2,,,19,13,432.372.198.160.853
612006,1,1,13,10,1,2,1,1,1953,1,2,,4,,3,1,,3,1,1,,,2,2,1,60,,,,2,1,,1,2,,,,,,,,,4,6,,,,55,13,620.367.035.786.091
612006,1,2,13,10,1,2,1,6,1987,3,2,,6,,2,2,1,1,,1,,,2,2,1,60,,,,2,1,,1,2,,,,,,,,,5,11,2,3,,20,13,620.367.035.786.091
612006,1,3,13,10,3,2,1,6,1984,3,2,,4,,2,2,1,1,,1,,,2,2,1,60,,,,2,1,,1,2,,,,,,,,,4,9,,14,,23,13,620.367.035.786.091
612006,1,4,13,10,1,1,1,9,2002,4,2,,,,2,3,3,1,,1,,,2,2,1,24,,,,2,1,,2,1,1,2,,,2,,2,,2,0,,,,5,13,620.367.035.786.091
612006,1,5,13,10,1,2,1,9,2005,4,2,,,,2,3,3,1,,1,,,2,2,2,,,,,2,1,,,,,,,,,,,,,,,,,2,13,620.367.035.786.091
612008,1,1,13,10,1,2,1,3,1969,1,2,,4,,3,2,,2,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,39,13,277.136.113.523.913
612008,1,2,13,10,1,2,1,8,1990,3,2,,6,,2,3,1,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,5,10,1,,,17,13,277.136.113.523.913
612008,1,3,13,10,1,1,1,8,1991,3,2,,6,,2,3,1,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,16,13,277.136.113.523.913
612008,1,4,13,10,4,2,1,3,1987,3,2,,2,,2,3,1,1,,1,5,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,8,,14,,20,13,277.136.113.523.913
612008,1,5,13,10,5,1,1,12,1981,5,2,,2,,2,2,,2,2,1,4,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,8,,,,26,13,277.136.113.523.913
612008,1,6,13,10,4,2,1,4,2007,4,2,,,5,1,,4,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,0,13,277.136.113.523.913
612009,1,1,13,10,1,1,1,1,1938,1,2,,2,,3,1,,3,1,2,2,1,,1,,,1,2,305000,2,,.,1,2,,,,,,,,,4,6,,,,70,13,320.094.964.834.771
612009,1,2,13,10,2,2,1,5,1969,2,2,,2,,2,2,,2,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,7,,,,38,13,320.094.964.834.771
612009,1,3,13,10,3,1,1,11,1987,3,2,,6,,2,3,2,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,3,,20,13,320.094.964.834.771
612009,1,4,13,10,1,2,1,8,1991,3,2,,6,,2,3,2,1,,1,,,2,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,5,10,1,,,16,13,320.094.964.834.771
612009,1,5,13,10,1,1,1,8,1995,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,4,0,,,,12,13,320.094.964.834.771
612009,1,6,13,10,1,1,1,8,1997,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,5,,,,10,13,320.094.964.834.771
612009,1,7,13,10,1,1,1,10,1999,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,2,,,,8,13,320.094.964.834.771
612010,1,1,13,10,1,2,1,4,1934,1,2,,5,,3,1,6,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,4,6,,,,73,13,285.635.611.417.859
612010,1,2,13,10,2,1,1,3,1967,3,2,,2,,3,3,1,1,,1,3,1,2,1,,,1,1,18500,2,,.,1,2,,,,,,,,,5,11,2,,,40,13,285.635.611.417.859
612010,1,3,13,10,3,2,1,5,1984,5,2,,2,,2,3,,2,2,2,2,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,14,,23,13,285.635.611.417.859
612010,1,4,13,10,1,2,1,8,1991,4,2,,6,2,1,,,2,3,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,5,11,1,,,16,13,285.635.611.417.859
612010,1,5,13,10,3,2,1,3,2007,4,2,,,2,1,,3,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,0,13,285.635.611.417.859
612010,1,6,13,10,1,2,1,12,1913,5,2,,5,,3,1,,3,1,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,3,,,,94,13,285.635.611.417.859
612011,1,1,13,10,1,1,1,2,1928,1,2,,3,,3,2,,3,2,2,2,1,,1,,,1,2,57700,2,,.,1,2,,,,,,,,,3,5,,,,80,13,266.283.261.165.175
612011,1,2,13,10,2,2,1,9,1932,2,2,,3,,3,2,,3,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,7,,,,75,13,266.283.261.165.175
612012,1,1,13,10,1,1,1,3,1979,1,2,,2,,2,2,,2,2,1,2,1,1,1,,,1,1,18800,2,,.,1,2,,,,,,,,,5,11,2,,,29,13,321.867.567.220.217
612012,1,2,13,10,2,2,1,7,1979,2,2,,2,,2,2,,2,2,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,6,2,2,,,28,13,321.867.567.220.217
612012,1,3,13,10,2,2,1,2,2003,3,2,,,1,1,,2,1,,1,,,1,1,,,1,5,,2,,.,2,1,1,2,,,2,,2,,2,1,,,,5,13,321.867.567.220.217
612013,1,1,13,10,1,1,1,11,1940,1,2,,5,,3,2,,3,2,2,,,,1,,,1,2,130000,2,,.,1,2,,,,,,,,,4,7,,,,67,13,302.783.689.604.676
612014,1,1,13,10,1,2,1,4,1940,1,2,,4,,3,2,,3,2,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,67,13,212.482.357.467.632
612014,1,2,13,10,2,2,1,11,1973,3,2,,4,,2,2,1,1,,1,,,2,1,,,1,1,18800,2,,.,1,2,,,,,,,,,5,11,2,,,34,13,212.482.357.467.632
612014,1,3,13,10,1,1,1,10,1991,4,2,,6,,2,3,2,1,,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,4,8,,,,16,13,212.482.357.467.632
612015,1,1,13,10,1,2,1,9,1950,1,2,,4,,2,1,7,1,,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,57,13,171.029.215.538.699
612015,1,2,13,10,2,2,1,11,1982,3,2,,6,,2,2,1,1,,2,,,,1,,,1,1,18800,2,,.,1,2,,,,,,,,,5,11,2,,,25,13,171.029.215.538.699
612015,1,3,13,10,3,2,1,8,1980,5,2,,2,,2,3,,2,2,1,,2,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,27,13,171.029.215.538.699
612015,1,4,13,10,3,2,1,6,2003,4,2,,,,2,3,3,1,,1,,,1,1,,,3,,,2,,.,2,1,1,2,,,2,,2,,2,0,,,,4,13,171.029.215.538.699
612015,1,5,13,10,3,2,1,5,2005,4,2,,,,2,3,3,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,2,13,171.029.215.538.699
612015,1,6,13,10,3,2,1,8,1930,5,2,,4,,3,1,,3,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,77,13,171.029.215.538.699
612016,1,1,13,10,1,1,1,12,1959,1,2,,2,,2,1,,2,1,1,2,1,2,1,,,1,1,18800,2,,.,1,2,,,,,,,,,5,11,2,,,48,13,254.396.265.107.107
612016,1,2,13,10,2,2,1,4,1968,2,2,,2,,2,2,,2,2,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,4,6,,,,39,13,254.396.265.107.107
612016,1,3,13,10,3,2,1,2,1988,3,2,,6,1,1,,2,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,6,0,2,,,20,13,254.396.265.107.107
612016,1,4,13,10,1,1,1,1,1993,3,2,,6,1,1,,2,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,5,10,1,,,15,13,254.396.265.107.107
612018,1,1,13,10,1,1,1,8,1951,1,2,,3,,3,2,,2,2,2,2,1,,1,,,1,2,57000,2,,.,1,2,,,,,,,,,4,9,,,,56,13,529.860.174.935.549
612018,1,2,13,10,2,2,1,3,1960,2,2,,3,,2,2,,3,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,47,13,529.860.174.935.549
612018,1,3,13,10,3,2,1,10,1984,3,2,,6,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,1,1,,,23,13,529.860.174.935.549
612018,1,4,13,10,1,1,1,4,2000,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,3,2,,,,7,13,529.860.174.935.549
612019,1,1,13,10,1,1,1,9,1979,1,2,,2,,2,3,,2,3,1,2,1,2,1,,,1,1,24000,2,,.,1,2,,,,,,,,,5,11,2,,,28,13,626.719.609.302.402
612019,1,2,13,10,2,2,1,10,1981,2,2,,2,,2,2,,2,2,1,1,1,1,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,1,1,,,26,13,626.719.609.302.402
612019,1,3,13,10,2,1,1,6,2002,3,2,,,1,1,,,2,6,2,,,,1,,,3,,,2,,.,2,1,2,2,,,2,,2,,2,0,,,,5,13,626.719.609.302.402
612020,1,1,13,10,1,2,1,8,1943,1,2,,4,,2,6,,2,1,1,,,3,1,,,1,2,57000,2,,.,1,2,,,,,,,,,4,9,,,,64,13,637.369.476.122.885
612020,1,2,13,10,2,1,1,3,1971,3,2,,6,,2,5,1,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,6,5,4,,,37,13,637.369.476.122.885
612020,1,3,13,10,3,1,1,11,1980,3,2,,6,,2,5,1,1,,2,,,,1,,,1,5,,2,,.,1,1,2,2,,,2,,2,,6,2,1,,,27,13,637.369.476.122.885
612021,1,1,13,10,1,1,1,8,1960,1,2,,2,,3,2,6,1,,1,2,1,2,1,,,1,1,16000,2,,.,1,2,,,,,,,,,3,4,,,,47,13,222.999.884.160.394
612021,1,2,13,10,2,2,1,12,1967,2,2,,2,,2,1,,2,1,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,4,9,,,,40,13,222.999.884.160.394
612021,1,3,13,10,3,2,1,9,1986,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,1,,.,1,1,2,2,,,2,,2,,6,1,1,,,21,13,222.999.884.160.394
612021,1,4,13,10,4,1,1,6,1988,3,2,,6,1,1,,2,1,,1,,,1,1,,,1,1,16000,2,,.,1,1,1,2,,,2,,2,,6,2,1,,,19,13,222.999.884.160.394
612021,1,5,13,10,2,1,1,10,1993,3,2,,6,1,1,,2,1,,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,4,7,,,,14,13,222.999.884.160.394
612021,1,6,13,10,6,2,1,8,1942,5,2,,5,,3,6,,3,6,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,65,13,222.999.884.160.394
612022,1,1,13,10,1,2,1,3,1982,1,2,,2,,2,1,,2,2,1,2,1,1,2,2,,,,,2,6,,1,2,,,,,,,,,4,6,,,,25,13,336.099.653.068.008
612022,1,2,13,10,2,1,1,3,1979,2,2,,2,,2,2,,2,2,1,1,1,1,2,2,,,,,2,6,,1,2,,,,,,,,,3,4,,,,28,13,336.099.653.068.008
612022,1,3,13,10,1,1,1,8,1998,3,2,,,,2,2,1,1,,1,,,1,2,2,,,,,2,6,,1,1,1,2,,,2,,2,,3,2,,,,9,13,336.099.653.068.008
612022,1,4,13,10,1,2,1,10,2005,3,2,,,2,1,,1,1,,1,,,1,1,,,3,,,2,,.,,,,,,,,,,,,,,,,2,13,336.099.653.068.008
612022,1,5,13,10,5,2,1,9,1986,5,2,,6,,2,3,,2,3,2,,,,2,2,,,,,2,3,,1,1,2,2,,,2,,2,,6,1,1,,,21,13,336.099.653.068.008
612023,1,1,13,10,1,2,1,6,1947,1,2,,4,,3,2,2,1,,2,,,,1,,,1,1,98,2,,.,1,2,,,,,,,,,6,5,4,,,60,13,151.331.019.946.419
612023,1,2,13,10,2,2,1,1,1924,5,2,,5,,3,6,,3,6,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,3,3,,,,84,13,151.331.019.946.419
612023,1,3,13,10,3,2,1,9,1969,6,2,,3,,2,1,,2,1,1,,2,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,38,13,151.331.019.946.419
612023,1,4,13,10,4,1,1,9,1989,7,2,,6,,2,2,,2,2,1,,,1,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,6,1,1,,,18,13,151.331.019.946.419
612023,1,5,13,10,5,2,1,10,1990,7,2,,6,,2,2,,2,2,1,,,1,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,6,0,1,,,17,13,151.331.019.946.419
612024,1,1,13,10,1,1,1,2,1945,1,2,,3,,3,1,,3,1,1,2,1,2,1,,,1,1,20000,2,,.,1,2,,,,,,,,,4,9,,,,63,13,447.750.916.961.557
612024,1,2,13,10,2,2,1,8,1953,2,2,,3,,3,1,,3,1,1,1,1,2,1,,,1,5,,2,,.,1,2,,,,,,,,,4,8,,,,54,13,447.750.916.961.557
612026,1,1,13,10,1,1,1,12,1964,1,2,,3,,3,3,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,9,,,,43,13,344.097.146.992.964
612026,1,2,13,10,2,2,1,4,1971,2,2,,3,,2,3,,2,3,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,5,10,1,,,36,13,344.097.146.992.964
612026,1,3,13,10,2,1,1,10,1995,3,2,,6,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,4,6,,,,12,13,344.097.146.992.964
612026,1,4,13,10,2,1,1,5,1998,3,2,,,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,3,3,,,,9,13,344.097.146.992.964
612027,1,1,13,10,1,2,1,6,1951,1,2,,4,,3,1,,3,1,1,,,2,1,,,1,3,57000,2,,.,1,2,,,,,,,,,5,11,2,,,56,13,271.038.070.661.042
612027,1,2,13,10,2,1,1,10,1989,3,2,,6,,2,2,1,1,,1,,,1,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,6,1,2,,,18,13,271.038.070.661.042
612029,1,1,13,10,1,1,1,4,1957,1,2,,3,,2,1,,2,1,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,2,,,,50,13,313.359.804.651.201
612029,1,2,13,10,2,2,1,7,1962,2,2,,3,,3,1,,3,1,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,3,,,,45,13,313.359.804.651.201
612029,1,3,13,10,2,1,1,3,1999,3,2,,,1,1,,2,1,,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,3,2,,,,8,13,313.359.804.651.201
612031,1,1,13,10,1,2,1,12,1933,1,2,,5,,3,1,,3,1,1,,,2,1,,,1,2,98,2,,.,1,2,,,,,,,,,3,5,,,,74,13,565.073.778.550.686
612031,1,2,13,10,2,1,1,5,1968,3,2,,6,,3,3,1,1,,1,,,2,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,5,11,2,,,39,13,565.073.778.550.686
612032,1,1,13,10,1,1,1,12,1971,1,2,,2,,2,4,,2,3,2,2,1,,1,,,1,1,18500,2,,.,1,2,,,,,,,,,6,3,3,,,36,13,590.090.048.162.024
612032,1,2,13,10,2,2,1,11,1976,2,2,,2,,2,2,,2,2,1,1,1,2,1,,,1,5,,2,,.,1,2,,,,,,,,,5,11,2,,,31,13,590.090.048.162.024
612032,1,3,13,10,2,2,1,1,2007,3,2,,,1,1,,2,1,,2,,,,1,,,1,5,,2,,.,,,,,,,,,,,,,,,,1,13,590.090.048.162.024
612033,1,1,13,10,1,2,1,12,1957,1,2,,4,,2,2,,2,2,2,,,,1,,,1,1,85000,2,,.,1,2,,,,,,,,,6,5,4,,,50,13,252.333.947.866.526
612033,1,2,13,10,2,1,1,4,1982,3,2,,6,,2,4,1,1,,2,,,,1,,,1,5,,2,,.,1,2,,,,,,,,,6,5,4,,,25,13,252.333.947.866.526
612033,1,3,13,10,3,2,1,12,1985,3,2,,6,,2,4,1,1,,2,,,,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,6,3,2,,,22,13,252.333.947.866.526
612035,1,1,13,10,1,1,1,3,1955,1,2,,3,,3,6,,2,6,1,2,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,6,5,4,,,53,13,254.396.265.107.107
612035,1,2,13,10,2,2,1,9,1959,2,2,,3,,3,6,,2,2,1,1,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,5,11,2,,,48,13,254.396.265.107.107
612035,1,3,13,10,3,1,1,4,1985,3,2,,6,1,1,,2,1,,1,,,2,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,6,4,2,,,22,13,254.396.265.107.107
612035,1,4,13,10,4,2,1,12,1986,3,2,,6,1,1,,2,1,,1,,,2,2,2,,,,,2,2,,1,1,1,2,,,2,,2,,6,2,2,,,21,13,254.396.265.107.107
612036,1,1,13,10,1,2,1,9,1954,1,2,,3,,3,6,,2,2,2,1,1,,1,,,1,1,35000,2,,.,1,2,,,,,,,,,6,5,4,,,53,13,300.529.727.792.046
612036,1,2,13,10,2,1,1,9,1953,2,2,,3,,3,6,,2,6,2,1,1,,1,,,1,2,98,2,,.,1,2,,,,,,,,,6,5,4,,,54,13,300.529.727.792.046
612036,1,3,13,10,3,1,1,1,1977,3,2,,6,2,1,,1,1,,2,,,,2,2,,,,,2,2,,1,2,,,,,,,,,6,5,4,,,31,13,300.529.727.792.046
612036,1,4,13,10,4,1,1,1,1985,3,2,,6,1,1,,1,1,,2,,,,2,2,,,,,2,2,,1,1,1,2,,,2,,2,,6,4,2,,,23,13,300.529.727.792.046
612040,1,1,13,10,1,2,1,12,1957,1,2,,4,,2,2,,3,2,1,,,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,50,13,206.200.485.181.587
612040,1,2,13,10,2,2,1,8,1986,5,2,,6,,2,3,,3,3,1,,,1,1,,,3,,,2,,.,1,1,2,2,,,2,,2,,6,4,3,,,21,13,206.200.485.181.587
612040,1,3,13,10,3,2,1,10,1987,5,2,,6,,2,3,,3,3,1,,,1,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,6,4,2,,,20,13,206.200.485.181.587
612041,1,1,13,10,1,2,1,5,1969,1,2,,2,,3,2,,2,2,1,,2,1,1,,,3,,,2,,.,1,2,,,,,,,,,4,6,,,,38,13,228.234.030.219.847
612041,1,2,13,10,1,1,1,5,1992,3,2,,6,,2,2,1,1,,1,,,1,2,2,,,,,2,6,,1,1,1,2,,,2,,2,,4,8,,,,15,13,228.234.030.219.847
612042,1,1,13,10,1,1,1,8,1964,1,2,,2,,3,2,,2,2,1,2,1,1,1,,,1,1,98,2,,.,1,2,,,,,,,,,5,11,2,,,43,13,360.495.948.712.304
612042,1,2,13,10,2,2,1,3,1980,2,2,,2,,2,2,,3,2,1,1,1,1,1,,,1,5,,2,,.,1,2,,,,,,,,,3,5,,,,27,13,360.495.948.712.304
612042,1,3,13,10,2,2,1,6,1997,3,2,,6,1,1,,2,1,,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,4,,,,10,13,360.495.948.712.304
612042,1,4,13,10,2,2,1,9,1999,3,2,,,1,1,,2,1,,1,,,2,1,,,1,5,,2,,.,1,1,1,2,,,2,,2,,3,2,,,,8,13,360.495.948.712.304
612042,1,5,13,10,2,2,1,2,2004,3,2,,,1,1,,2,1,,1,,,2,1,,,1,5,,2,,.,2,1,1,2,,,2,,2,,2,0,,,,4,13,360.495.948.712.304
612043,1,1,13,10,1,1,1,6,1956,1,2,,2,,3,2,,2,2,1,2,1,2,1,,,3,,,2,,.,1,2,,,,,,,,,3,4,,,,51,13,261.746.096.194.511
612043,1,2,13,10,2,2,1,9,1957,2,2,,2,,3,2,,2,2,1,1,1,2,1,,,3,,,2,,.,2,2,,,,,,,,,1,0,,,,50,13,261.746.096.194.511
612043,1,3,13,10,3,1,1,12,1987,3,2,,6,1,1,,2,1,,1,,,2,1,,,3,,,2,,.,1,1,1,2,,,2,,2,,6,3,2,,,20,13,261.746.096.194.511
612043,1,4,13,10,4,2,1,2,1983,3,2,,4,1,1,,2,1,,1,,,2,1,,,3,,,2,,.,1,2,,,,,,,,,6,5,4,,,25,13,261.746.096.194.511
612043,1,5,13,10,4,1,1,9,2006,4,2,,,,2,4,4,1,,1,,,2,1,,,3,,,2,,.,,,,,,,,,,,,,,,,1,13,261.746.096.194.511
612046,1,1,13,10,1,1,1,12,1963,1,2,,2,,3,3,,2,2,1,2,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,44,13,256.458.582.347.687
612046,1,2,13,10,2,2,1,6,1962,2,2,,2,,2,2,,3,2,1,1,1,1,1,,,3,,,2,,.,1,2,,,,,,,,,3,5,,,,45,13,256.458.582.347.687
612046,1,3,13,10,3,1,1,10,1986,3,2,,6,,2,6,2,1,,1,,,1,1,,,1,1,20700,2,,.,1,2,,,,,,,,,5,11,2,9,,21,13,256.458.582.347.687
612046,1,4,13,10,2,1,1,5,1990,3,2,,6,1,1,,2,1,,1,,,1,2,2,,,,,2,1,,1,1,1,2,,,2,,2,,5,10,1,,,17,13,256.458.582.347.687
612046,1,5,13,10,2,2,1,12,1994,3,2,,6,1,1,,2,1,,1,,,1,2,2,,,,,2,6,,1,1,1,2,,,2,,2,,4,6,,,,13,13,256.458.582.347.687
612047,1,1,13,10,1,1,1,2,1957,1,2,,3,,3,2,,3,2,2,2,1,,1,,,1,1,98,2,,.,1,2,,,,,,,,,6,5,4,,,51,13,303.374.190.752.362
612047,1,2,13,10,2,2,1,1,1962,2,2,,3,,3,3,,3,2,2,1,1,,1,,,1,5,,2,,.,1,2,,,,,,,,,4,8,,,,46,13,303.374.190.752.362
