DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;P7510S7A1;P7510S7;DPTO;AREA;fex_c_2011
632122;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632122;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;971.138.373.678.528
632123;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;497.548.592.071.697
632123;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;497.548.592.071.697
632123;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;497.548.592.071.697
632123;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;497.548.592.071.697
632123;1;5;95;2;;;;;;;;1;2;;2;;;;;;750000;2;1;2;1;;2;8;98;497.548.592.071.697
632124;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;830.520.473.103.714
632124;1;2;95;2;;;;;;;;1;2;;2;;;;;;1500000;2;1;2;1;;2;8;98;830.520.473.103.714
632125;1;1;95;2;;;;;;;;1;2;;2;;;;;;3000000;2;1;2;1;;2;8;98;640.140.170.608.655
632125;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;640.140.170.608.655
632125;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;640.140.170.608.655
632125;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;640.140.170.608.655
632126;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;525.146.438.639.243
632126;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;525.146.438.639.243
632126;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;525.146.438.639.243
632126;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;525.146.438.639.243
632126;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;525.146.438.639.243
632127;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;728.031.178.469.943
632127;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;728.031.178.469.943
632128;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;8;98;613.877.482.608.091
632131;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;764.975.674.574.498
632131;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;764.975.674.574.498
632131;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;764.975.674.574.498
632131;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;764.975.674.574.498
632131;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;764.975.674.574.498
632132;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;382.257.012.097.281
632132;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;382.257.012.097.281
632132;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;382.257.012.097.281
632133;1;1;95;1;;2;1;;520000;;2;2;;;;;;;;;;;;;1;;;8;98;432.058.198.479.859
632133;1;2;95;2;;;;;;;;1;2;;2;;;;;;3600000;2;1;2;1;;2;8;98;432.058.198.479.859
632133;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;432.058.198.479.859
632134;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632134;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632134;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632134;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;804.203.380.165.772
632136;1;1;95;2;;;;;;;;1;2;;2;;;;;;720000;2;1;2;1;;2;8;98;638.578.610.008.801
632136;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;638.578.610.008.801
632136;1;3;95;2;;;;;;;;1;2;;2;;;;;;500000;2;1;2;1;;2;8;98;638.578.610.008.801
632136;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;638.578.610.008.801
632136;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;638.578.610.008.801
632137;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;679.367.876.199.928
632137;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;679.367.876.199.928
632137;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;679.367.876.199.928
632138;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;860.456.666.803.525
632138;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;860.456.666.803.525
632138;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;860.456.666.803.525
632138;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;860.456.666.803.525
632138;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;860.456.666.803.525
632139;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;615.931.995.782.365
632139;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;615.931.995.782.365
632139;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;615.931.995.782.365
632139;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;615.931.995.782.365
632139;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;615.931.995.782.365
632141;1;1;95;1;;2;1;;403000;;2;1;2;;2;;;;;;2400000;2;1;2;1;;2;8;98;520.306.918.766.059
632142;1;1;95;1;;2;1;;890000;;2;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632142;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632142;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632142;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632142;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632142;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632143;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;603.448.086.604.066
632143;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;603.448.086.604.066
632143;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;603.448.086.604.066
632143;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;603.448.086.604.066
632145;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;886.773.759.741.467
632145;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;886.773.759.741.467
632145;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;886.773.759.741.467
632146;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632146;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632146;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632146;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632146;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632147;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;109.175.234.900.901
632147;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;109.175.234.900.901
632147;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;109.175.234.900.901
632148;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;113.205.583.712.408
632148;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;113.205.583.712.408
632148;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;113.205.583.712.408
632148;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;113.205.583.712.408
632148;2;1;95;2;;;;;;;;1;2;;2;;;;;;300000;2;1;2;1;;2;8;98;113.205.583.712.408
632149;1;1;95;2;;;;;;;;1;2;;2;;;;;;2400000;2;1;2;1;;2;8;98;379.189.744.766.022
632149;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632149;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632149;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632150;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;485.064.682.893.397
632150;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;485.064.682.893.397
632150;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;485.064.682.893.397
632150;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;485.064.682.893.397
632152;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;945.454.340.653.218
632152;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;945.454.340.653.218
632152;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;945.454.340.653.218
632152;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;945.454.340.653.218
632153;1;1;95;1;;2;1;;496000;;2;2;;;;;;;;;;;;;1;;;8;98;651.486.195.674.391
632153;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;651.486.195.674.391
632153;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;651.486.195.674.391
632153;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;651.486.195.674.391
632154;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;978.587.658.414.228
632154;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;978.587.658.414.228
632155;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;1.078.649.658.774
632155;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;1.078.649.658.774
632156;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;791.401.094.825.127
632156;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;791.401.094.825.127
632157;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;725.603.884.195.946
632157;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;725.603.884.195.946
632158;1;1;95;1;;2;1;;1400000;;2;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632158;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632158;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632158;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632158;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632158;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632159;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;787.069.471.806.605
632159;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;787.069.471.806.605
632159;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;787.069.471.806.605
632160;1;1;95;2;;;;;;;;1;2;;2;;;;;;3500000;2;1;2;1;;2;8;98;737.202.321.361.648
632160;1;2;95;2;;;;;;;;1;2;;2;;;;;;5800000;2;1;2;1;;2;8;98;737.202.321.361.648
632160;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;737.202.321.361.648
632160;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;737.202.321.361.648
632160;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;737.202.321.361.648
632161;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;592.766.278.500.074
632161;1;2;95;1;;2;1;;900000;;2;2;;;;;;;;;;;;;1;;;8;98;592.766.278.500.074
632161;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;592.766.278.500.074
632161;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;592.766.278.500.074
632163;1;1;95;1;;2;1;;1800000;;2;1;2;;2;6500000;;;;;;2;2;1;1;;2;8;98;379.189.744.766.022
632163;1;2;95;2;;;;;;;;1;2;;2;;;;;;3400000;2;1;2;1;;2;8;98;379.189.744.766.022
632164;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;938.582.808.123.044
632164;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;938.582.808.123.044
632164;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;938.582.808.123.044
632164;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;938.582.808.123.044
632178;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;118.842.083.622.976
632178;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;118.842.083.622.976
632180;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632180;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632180;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632180;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632180;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632180;1;8;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;123.082.842.732.242
632181;1;1;95;1;;1;2;;;80000;2;1;2;;2;;;;;;720000;2;1;2;1;;2;8;98;564.076.296.225.513
632182;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;712.071.105.330.666
632182;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;712.071.105.330.666
632182;1;3;95;2;;;;;;;;1;2;;2;;;;;;1800000;2;1;2;1;;2;8;98;712.071.105.330.666
632182;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;712.071.105.330.666
632183;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;579.345.212.102.722
632183;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;579.345.212.102.722
632184;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632184;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632184;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632184;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632186;1;1;95;2;;;;;;;;1;2;;2;;;;;;900000;2;1;2;1;;2;8;98;379.189.744.766.022
632186;1;2;95;2;;;;;;;;1;2;;2;;;;;;720000;2;1;2;1;;2;8;98;379.189.744.766.022
632187;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;931.823.890.830.525
632187;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;931.823.890.830.525
632187;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;931.823.890.830.525
632187;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;931.823.890.830.525
632187;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;931.823.890.830.525
632188;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;447.945.895.413.776
632188;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;447.945.895.413.776
632188;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;447.945.895.413.776
632188;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;447.945.895.413.776
632189;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;620.329.582.863.266
632189;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;620.329.582.863.266
632192;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632192;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632192;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632192;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;90.911.996.907.354
632193;1;1;95;2;;;;;;;;1;2;;2;;;;1800000;;;1;2;2;1;;2;8;98;623.114.589.562.175
632193;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;623.114.589.562.175
632194;1;1;95;2;;;;;;;;1;2;;2;;;;;;4200000;2;1;2;1;;2;8;98;520.306.918.766.059
632195;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;65.824.511.296.691
632195;1;2;95;2;;;;;;;;1;2;;2;;;;;;1800000;2;1;2;1;;2;8;98;65.824.511.296.691
632195;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;65.824.511.296.691
632196;1;1;95;1;;2;1;;920000;;2;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632196;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632196;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632196;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632196;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;929.038.884.131.616
632197;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;806.988.386.864.681
632197;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;806.988.386.864.681
632197;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;806.988.386.864.681
632197;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;806.988.386.864.681
632198;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;763.219.009.405.228
632198;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;763.219.009.405.228
632198;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;763.219.009.405.228
632198;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;763.219.009.405.228
632199;1;1;95;2;;;;;;;;1;2;;2;;;;;;1440000;2;1;2;1;;2;8;98;379.189.744.766.022
632199;1;2;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;379.189.744.766.022
632200;1;1;95;1;;2;1;;612000;;2;2;;;;;;;;;;;;;1;;;8;98;494.142.567.147.226
632200;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;494.142.567.147.226
632200;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;494.142.567.147.226
632200;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;494.142.567.147.226
632202;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632202;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632203;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;838.110.457.471.452
632203;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;838.110.457.471.452
632203;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;838.110.457.471.452
632203;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;838.110.457.471.452
632204;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;379.189.744.766.022
632204;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632204;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632205;1;1;95;1;;2;1;;710000;;2;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632205;1;8;95;2;;;;;;;;1;2;;2;;;;;;1440000;2;1;2;1;;2;8;98;611.954.700.033.515
632205;1;9;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;611.954.700.033.515
632206;1;1;95;2;;;;;;;;1;2;;2;;;;;;1200000;2;1;2;1;;2;8;98;428.811.396.255.644
632206;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;428.811.396.255.644
632206;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;428.811.396.255.644
632207;1;1;95;1;;1;2;187000;;200000;1;1;2;;2;;;;;;1440000;2;1;2;1;;2;8;98;850.081.675.736.878
632207;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;850.081.675.736.878
632207;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;850.081.675.736.878
632208;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;784.284.465.107.696
632208;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;784.284.465.107.696
632208;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;784.284.465.107.696
632209;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632209;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632209;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632209;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632209;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632209;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;11.951.253.485.849
632213;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632213;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632213;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632213;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632214;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;781.857.170.833.699
632214;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;781.857.170.833.699
632214;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;781.857.170.833.699
632215;1;1;95;2;;;;;;;;1;2;;2;;;;;;1800000;2;1;2;1;;2;8;98;379.189.744.766.022
632215;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632216;1;1;95;2;;;;;;;;1;2;;2;;;;;;600000;2;1;2;1;;2;8;98;717.535.818.403.539
632216;1;2;95;2;;;;;;;;1;2;;2;;;;;;720000;2;1;2;1;;2;8;98;717.535.818.403.539
632216;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;717.535.818.403.539
632216;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;717.535.818.403.539
632216;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;717.535.818.403.539
632216;1;6;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;717.535.818.403.539
632216;1;7;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;717.535.818.403.539
632218;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;543.784.600.067.714
632218;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;543.784.600.067.714
632218;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;543.784.600.067.714
632218;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;543.784.600.067.714
632219;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;996.379.684.092.668
632219;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;996.379.684.092.668
632220;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;735.621.162.837.682
632220;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;735.621.162.837.682
632220;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;735.621.162.837.682
632220;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;735.621.162.837.682
632221;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;613.877.482.608.091
632222;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;566.130.809.399.787
632222;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;566.130.809.399.787
632222;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;566.130.809.399.787
632222;1;4;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;566.130.809.399.787
632222;1;5;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;566.130.809.399.787
632223;1;1;95;2;;;;;;;;1;2;;2;;;;;;1440000;2;1;2;1;;2;8;98;84.765.438.146.288
632223;1;2;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;84.765.438.146.288
632223;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;84.765.438.146.288
632224;1;1;95;1;;2;1;;1400000;;2;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632224;1;2;95;1;;2;1;;1500000;;2;2;;;;;;;;;;;;;1;;;8;98;379.189.744.766.022
632225;1;1;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;638.383.505.439.384
632225;1;2;95;2;;;;;;;;1;2;;2;;;;;;2800000;2;1;2;1;;2;8;98;638.383.505.439.384
632225;1;3;95;2;;;;;;;;2;;;;;;;;;;;;;1;;;8;98;638.383.505.439.384
