DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;CLASE;ESC;MES;DPTO;fex_c_2011
4168002;1;2;1;10;2;2;9;1987;29;2;2;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;5;10;68;1921,86603845072
4168002;1;3;1;10;2;2;2;2010;6;3; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;2;0;10;68;1921,86603845072
4168002;1;4;1;10;2;1;5;2012;4;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ; ;2;0;10;68;1921,86603845072
4168002;2;1;2;10;1;1;3;1978;38;1;4;1; ; ;1;1;36000;2;1;2; ;3;4; ; ;2;4;10;68;1921,86603845072
4168002;2;2;2;10;2;2;5;2004;12;3;6;1; ; ;1;5; ;2;1;1;1;4;6; ; ;2;6;10;68;1921,86603845072
4168002;2;3;2;10;1;1;11;2006;9;3; ;1; ; ;1;5; ;2;1;1;1;3;2; ; ;2;2;10;68;1921,86603845072
4168003;1;1;1;10;1;2;12;1968;47;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;68;565,996516693492
4168003;1;2;1;10;2;1;6;1960;56;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;68;565,996516693492
4168003;1;3;1;10;3;1;5;1990;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;68;565,996516693492
4168003;1;4;1;10;4;2;9;1998;18;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;2;11;10;68;565,996516693492
4168003;1;5;1;10;5;2;12;1937;78;5;5;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;10;68;565,996516693492
4168004;1;1;1;10;1;1;1;1956;60;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;68;979,892763531011
4168004;1;2;1;10;2;2;1;1956;60;2;2;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;68;979,892763531011
4168004;1;3;1;10;1;1;2;1981;35;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;68;979,892763531011
4168005;1;1;1;10;1;2;11;1964;51;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;68;969,930067322807
4168005;1;2;1;10;2;1;11;1995;20;3;6;1; ; ;1;1;27578;2;1;2; ;4;9; ; ;2;9;10;68;969,930067322807
4168005;1;3;1;10;3;1;2;1998;18;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;10;68;969,930067322807
4168006;1;1;1;10;1;1;10;1955;61;1;3;1; ; ;1;1;32000;2;1;2; ;3;5; ; ;2;5;10;68;1179,04433535998
4168007;1;1;1;10;1;1;3;1979;37;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;68;1142,52597474166
4168007;1;2;1;10;2;2;7;1977;39;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;68;1142,52597474166
4168007;1;3;1;10;3;1;6;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;8;10;68;1142,52597474166
4168007;1;4;1;10;4;1;10;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;68;1142,52597474166
4168007;1;5;1;10;2;2;7;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;68;1142,52597474166
4171683;1;1;1;10;1;1;5;1952;64;1;2;1; ; ;3; ; ;1;1;2; ;3;1; ; ;2;1;10;52;890,646580467969
4171683;1;2;1;10;2;2;8;1965;51;2;2;1; ; ;1;1;25400;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171683;1;3;1;10;3;2;9;2002;14;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;7;10;52;890,646580467969
4171684;1;1;1;10;1;2;8;1957;59;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171684;1;2;1;10;2;1;5;1983;33;3;6;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171685;1;1;1;10;1;2;9;1964;52;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171685;1;2;1;10;2;1;5;1997;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171686;1;1;1;10;1;1;7;1995;21;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;3562,58632187188
4171686;1;2;1;10;2;2;10;1996;20;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;3562,58632187188
4171686;1;3;1;10;2;2;9;2013;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;3562,58632187188
4171687;1;1;1;10;1;1;10;1983;33;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;890,646580467969
4171687;1;2;1;10;2;2;2;1985;31;2;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171687;1;3;1;10;3;2;12;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;52;890,646580467969
4171688;1;1;1;10;3;1;4;1965;51;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1466,33089842942
4171688;1;2;1;10;2;2;7;1965;51;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;1466,33089842942
4171688;1;3;1;10;3;1;1;2001;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;52;1466,33089842942
4171689;1;1;1;10;1;1;7;1945;71;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171689;1;2;1;10;2;2;1;1942;74;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171690;1;1;1;10;1;1;11;1936;79;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;52;890,646580467969
4171690;1;2;1;10;2;2;6;1938;78;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;52;890,646580467969
4171690;1;3;1;10;2;2;5;1958;58;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171690;1;4;1;10;4;2;7;1999;17;4;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;10;52;890,646580467969
4171691;1;1;1;10;1;1;2;1926;90;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1791,98133889864
4171691;1;2;1;10;2;2;8;1951;65;2;3;1; ; ;3; ; ;1;1;2; ;3;1; ; ;2;1;10;52;1791,98133889864
4171691;1;3;1;10;3;1;11;1973;42;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1791,98133889864
4171691;1;4;1;10;4;2;1;2008;8;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;2;10;52;1791,98133889864
4171692;1;1;1;10;1;1;12;1940;75;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171692;1;2;1;10;2;2;2;1953;63;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171692;1;3;1;10;3;1;8;1972;44;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;890,646580467969
4171693;1;1;1;10;1;1;6;1960;56;1;4;1; ; ;1;5; ;2;1;2; ;3;1; ; ;2;1;10;52;2625,2670812961
4171694;1;1;1;10;1;2;2;1984;32;1;5;1; ; ;3; ; ;1;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171694;1;2;1;10;2;1;9;2002;14;3;6;1; ; ;3; ; ;1;1;1;1;4;7; ; ;2;7;10;52;890,646580467969
4171695;1;1;1;10;1;1;12;1968;47;1;2;1; ; ;1;3;95000;2;1;2; ;4;7; ; ;2;7;10;52;2518,29040660474
4171695;1;2;1;10;2;2;11;1974;41;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;52;2518,29040660474
4171695;1;3;1;10;3;1;6;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ; ;2;7;10;52;2518,29040660474
4171695;1;4;1;10;2;1;4;2011;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;0;10;52;2518,29040660474
4171696;1;1;1;10;1;2;11;1974;41;1;5;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171696;1;2;1;10;2;2;3;1998;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171713;1;1;1;10;1;1;12;1981;34;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;2374,31838371517
4171713;1;2;1;10;2;2;1;1984;32;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;2374,31838371517
4171713;1;3;1;10;3;1;3;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;52;2374,31838371517
4171713;1;4;1;10;2;2;1;2012;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;2374,31838371517
4171714;1;1;1;10;1;1;2;1979;37;1;2;1; ; ;3; ; ;2;2;2; ;3;1; ; ;2;1;10;52;1854,56952081874
4171714;1;2;1;10;2;2;6;1975;41;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1854,56952081874
4171714;1;3;1;10;3;1;9;1998;18;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1854,56952081874
4171714;1;4;1;10;4;2;7;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;52;1854,56952081874
4171715;1;1;1;10;1;1;3;1943;73;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171715;1;2;1;10;2;2;6;1947;69;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171715;1;3;1;10;3;1;1;1980;36;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;52;890,646580467969
4171715;1;4;1;10;4;1;11;1983;32;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171715;1;5;1;10;5;2;2;1987;29;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171715;1;6;1;10;5;2;10;2007;8;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;52;890,646580467969
4171716;1;1;1;10;1;2;4;1989;27;1;2;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;52;890,646580467969
4171716;1;2;1;10;1;1;4;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;52;890,646580467969
4171717;1;1;1;10;1;1;9;1939;77;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;1234,94387380415
4171717;1;2;1;10;2;2;1;1954;62;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1234,94387380415
4171717;1;3;1;10;3;1;3;2006;10;4;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;52;1234,94387380415
4171718;1;1;1;10;1;2;5;1974;42;1;5;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;52;1027,19156456498
4171718;1;2;1;10;2;1;12;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1027,19156456498
4171718;1;3;1;10;1;2;10;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;1027,19156456498
4171719;1;1;1;10;1;2;7;1947;69;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171720;1;1;1;10;2;1;3;1990;26;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;2996,90973957903
4171720;1;2;1;10;2;2;4;1993;23;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;2996,90973957903
4171721;1;1;1;10;1;1;4;1965;51;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;2310,30481878958
4171721;1;2;1;10;2;2;5;1973;43;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;2310,30481878958
4171721;1;3;1;10;2;1;1;1998;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;52;2310,30481878958
4171721;1;4;1;10;2;1;2;1936;80;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;2310,30481878958
4171739;1;1;1;10;1;1;3;1992;24;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1546,94042746141
4171739;1;2;1;10;2;2;12;1990;25;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;1546,94042746141
4171739;1;3;1;10;3;2;12;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;52;1546,94042746141
4171740;1;1;1;10;1;2;9;1946;70;1;5;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171740;1;2;1;10;2;2;9;1989;27;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171740;1;3;1;10;2;2;3;2007;9;4; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;52;890,646580467969
4171740;1;4;1;10;1;2;4;2005;11;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;4;10;52;890,646580467969
4171741;1;1;1;10;1;2;7;1965;51;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;890,646580467969
4171741;1;2;1;10;2;2;9;1988;28;3;6;1; ; ;3; ; ;1;1;2; ;4;6; ; ;2;6;10;52;890,646580467969
4171741;1;3;1;10;3;2;6;1998;18;3;6;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;52;890,646580467969
4171742;1;1;1;10;1;1;12;1943;72;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;3469,24100165625
4171742;1;2;1;10;1;1;12;1923;92;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;3469,24100165625
4171743;1;1;1;10;1;1;10;1979;37;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;3562,58632187188
4171743;1;2;1;10;2;2;7;1981;35;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;3562,58632187188
4171743;1;3;1;10;3;1;4;1998;18;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;3562,58632187188
4171743;1;4;1;10;4;2;5;2000;16;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;7;10;52;3562,58632187188
4171743;1;5;1;10;5;2;12;2014;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;52;3562,58632187188
4171743;1;6;1;10;6;1;9;1998;18;5;6;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;6;10;52;3562,58632187188
4171744;1;1;1;10;1;1;3;1966;50;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;10;52;3150,79562849382
4171744;1;2;1;10;2;2;12;1971;44;2;3;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;10;52;3150,79562849382
4171744;1;3;1;10;3;2;6;1995;21;3;6;1; ; ;1;1;98;2;1;2; ;5;11;2; ;2;11;10;52;3150,79562849382
4171744;1;4;1;10;3;2;3;2016;0;4; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2; ;10;52;3150,79562849382
4171744;1;5;1;10;5;1;12;1997;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;52;3150,79562849382
4171744;1;6;1;10;6;2;3;2000;16;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ; ;2;9;10;52;3150,79562849382
4171745;1;1;1;10;1;1;1;1933;83;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171745;1;2;1;10;2;2;3;1940;76;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171746;1;1;1;10;1;2;6;1952;64;1;3;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;9;10;52;890,646580467969
4171746;1;2;1;10;1;1;3;1934;82;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;890,646580467969
4171746;1;3;1;10;1;1;8;1969;47;3;6;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171746;1;4;1;10;4;2;8;1985;31;3;3;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;890,646580467969
4171747;1;1;1;10;1;1;11;1957;58;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1482,92686253581
4171747;1;2;1;10;2;2;8;1962;54;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1482,92686253581
4171747;1;3;1;10;3;1;7;1993;23;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1482,92686253581
4171748;1;1;1;10;1;1;10;1973;43;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ; ;2;5;10;52;2242,80814320807
4171748;1;2;1;10;2;2;1;1982;34;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;2242,80814320807
4171748;1;3;1;10;3;1;1;1998;18;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;52;2242,80814320807
4171748;1;4;1;10;4;2;12;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ; ;2;8;10;52;2242,80814320807
4171748;1;5;1;10;5;2;3;2002;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;6;10;52;2242,80814320807
4171749;1;1;1;10;1;1;9;1985;31;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;2518,29040660474
4171749;1;2;1;10;2;2;11;1987;28;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;2518,29040660474
4171749;1;3;1;10;3;1;9;2006;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;3;10;52;2518,29040660474
4171749;1;4;1;10;4;1;10;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2; ;10;52;2518,29040660474
4171750;1;1;1;10;1;2;5;1969;47;1;4;1; ; ;3; ; ;1;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171750;1;2;1;10;2;1;8;1991;25;3;4;2;1;12; ; ; ;1;1;2; ;3;5; ; ;2;5;10;52;890,646580467969
4171751;1;1;1;10;1;2;5;1956;60;1;5;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;52;890,646580467969
4171752;1;1;1;10;1;1;12;1944;71;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171752;1;2;1;10;2;2;8;1958;58;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171760;1;1;1;10;1;1;4;1945;71;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171760;1;2;1;10;2;2;10;1948;68;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171760;1;3;1;10;3;1;4;1980;36;3;6;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171761;1;1;1;10;1;1;2;1975;41;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;1195,99040727014
4171761;1;2;1;10;2;2;4;1985;31;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1195,99040727014
4171761;1;3;1;10;2;2;4;2009;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;1;10;52;1195,99040727014
4171763;1;1;1;10;1;1;5;1980;36;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1466,33089842942
4171763;1;2;1;10;2;2;3;1980;36;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;1466,33089842942
4171763;1;3;1;10;3;1;9;2003;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ; ;2;5;10;52;1466,33089842942
4171764;1;1;1;10;1;2;12;1927;88;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171767;1;1;1;10;1;1;2;1968;48;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;890,646580467969
4171767;1;2;1;10;2;2;7;1972;44;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;890,646580467969
4171767;1;3;1;10;3;2;8;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;52;890,646580467969
4171768;1;1;1;10;1;1;8;1986;30;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;5;10;52;1195,99040727014
4171768;1;2;1;10;2;2;10;1988;28;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;1195,99040727014
4171768;1;3;1;10;3;2;10;2007;8;3; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;1195,99040727014
4171769;1;1;1;10;1;1;3;1929;87;1;3;1; ; ;3; ; ;1;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
4171769;1;2;1;10;2;2;12;1930;85;2;3;1; ; ;3; ; ;1;2;2; ;1;0; ; ;2;0;10;52;890,646580467969
4171770;1;1;1;10;1;1;12;1972;43;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;1064,48016676304
4171770;1;2;1;10;2;2;9;1977;39;2;2;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;4;10;52;1064,48016676304
4171770;1;3;1;10;3;2;9;1996;20;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;11;10;52;1064,48016676304
4171770;1;4;1;10;4;2;4;1999;17;3;6;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;10;10;52;1064,48016676304
4171771;1;1;1;10;1;1;1;1967;49;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;1;10;52;890,646580467969
4171771;1;2;1;10;2;2;7;1968;48;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;2;10;52;890,646580467969
4171772;1;1;1;10;1;1;7;1983;33;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;3;10;52;890,646580467969
