DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;INI;MES;DPTO;fex_c_2011
4171784;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;52;1854,56952081874
4171785;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;10;52;3562,58632187188
4171791;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;1;100000;1;10;52;890,646580467969
4171791;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;890,646580467969
4171792;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;890,646580467969
4171794;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1027,19156456498
4171795;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1854,56952081874
4171795;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1854,56952081874
4171799;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;52;890,646580467969
4171800;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1546,94042746141
4171806;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;52;3658,03945178384
4171806;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;3658,03945178384
4171810;1;1;1;80;2;1;1;8; ;2; ; ;9; ;2; ;1;30000;1;10;52;3455,42566106895
4171810;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;3455,42566106895
4171810;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;3455,42566106895
4171810;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;3455,42566106895
4171827;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;2990,84176903303
4171829;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171829;1;2;1;80;2;1;4;3; ;2; ; ;8; ;2; ;2; ;1;10;52;1010,46755802144
4171830;1;5;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;52;3574,68027651995
4171832;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;52;2237,82880364824
4171832;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;2237,82880364824
4171832;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;2237,82880364824
4171835;1;2;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;52;2104,06953328005
4171835;1;4;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;52;2104,06953328005
4171837;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171839;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;4041,87023208577
4171853;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1010,46755802144
4171854;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171856;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1010,46755802144
4171857;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;2431,22543207813
4171858;1;3;1;80;2;1;3;2; ;2; ; ;9; ;2; ;2; ;1;10;52;1975,31268686475
4171858;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;1975,31268686475
4171859;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;1010,46755802144
4171859;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;1010,46755802144
4171861;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171861;1;2;1;80;2;1;3;4; ;2; ; ;8; ;2; ;2; ;1;10;52;1010,46755802144
4171863;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1797,35943981907
4171864;1;1;1;80;2;1;1;7; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171864;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;1010,46755802144
4171865;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171866;1;2;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;52;4041,87023208577
4171868;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171869;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;52;1356,89007598991
4171874;1;5;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171874;1;6;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;10;52;1010,46755802144
4171876;1;1;1;80;2;1;2;4; ;2; ; ;8; ;2; ;2; ;1;10;52;1010,46755802144
4171876;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;52;1010,46755802144
4171883;1;4;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;10;52;3297,55186249401
4171886;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;52;1663,60016945089
4171887;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ;1;10;52;1010,46755802144
4171889;1;2;1;80;2;1;1;6; ;2; ; ;9; ;2; ;2; ;1;10;52;1520,23102579313
4173196;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1332,82181694547
4173197;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1478,99008685816
4173197;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1478,99008685816
4173198;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;753,966204968702
4173198;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;10;66;753,966204968702
4173199;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1255,26950756772
4173201;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;779,920711975569
4173201;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;779,920711975569
4173201;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;779,920711975569
4173202;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1162,29510147353
4173204;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1177,05953600407
4173204;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1177,05953600407
4173205;1;3;1;80;2;2; ; ; ; ;1;1;1; ;2; ;2; ;1;10;66;778,16162250202
4173207;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1707,5441428924
4173208;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1285,64708716221
4173209;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;810,298291570062
4173211;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1425,13890216052
4173212;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;1;10;66;901,513608190699
4173212;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;901,513608190699
4173212;1;5;1;80;2;1;2;8; ;2; ; ;9; ;2; ;2; ;1;10;66;901,513608190699
4173213;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1026,09426057703
4173214;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1172,57228659709
4173215;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1772,99602742877
4173220;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1488,45719978362
4173220;1;4;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1488,45719978362
4173221;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1285,64708716221
4173222;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1553,49845695759
4173222;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1553,49845695759
4173222;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1553,49845695759
4173222;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1553,49845695759
4173224;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;10;66;931,296614765017
4173226;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;926,93769242167
4173226;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;926,93769242167
4173227;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1177,05953600407
4173230;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;995,716680982537
4173230;1;3;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;66;995,716680982537
4173231;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1181,85654151842
4173232;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;929,107409257624
4173233;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;986,432426061199
4173233;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;986,432426061199
4173234;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1353,19367049521
4173235;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;985,197649767724
4173236;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1623,56847533431
4173237;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;996,514935878638
4173238;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;913,805775514974
4173239;1;1;1;80;2;1;4;4; ;2; ; ;10; ;3; ;2; ;1;10;66;1129,93997715406
4173239;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;1129,93997715406
4173240;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;66;892,304409294486
4173243;1;1;1;80;2;1;3;6; ;2; ; ;11; ;2; ;2; ;1;10;66;830,271242271813
4173244;1;1;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;10;66;1301,46615650274
4173245;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1279,92500383612
4173246;1;2;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;10;66;1590,91102482928
4173248;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1020,74828330993
4173248;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1020,74828330993
4173248;1;4;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;66;1020,74828330993
4173249;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;655,845011529219
4173249;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;655,845011529219
4173250;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;66;1006,73880243434
4173252;1;1;1;80;2;1;4;5; ;2; ; ;8; ;3; ;2; ;1;10;66;1328,11026765823
4173252;1;2;1;80;2;1;4;5; ;2; ; ;9; ;3; ;2; ;1;10;66;1328,11026765823
4173253;1;1;1;80;2;1;4;5; ;2; ; ;10; ;3; ;2; ;1;10;66;1279,92500383612
4173253;1;2;1;80;2;1;4;9;NO DESEA TRABAJAR;2; ; ;8; ;2; ;2; ;1;10;66;1279,92500383612
4173254;1;1;1;80;2;1;4;5; ;2; ; ;8; ;3; ;2; ;1;10;66;1268,60771772521
4173255;1;1;1;80;2;1;2;4; ;2; ; ;4; ;3; ;2; ;1;10;66;1279,92500383612
4173256;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;991,372566792293
4173256;1;5;1;80;2;1;4;4; ;2; ; ;8; ;2; ;2; ;1;10;66;991,372566792293
4173257;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;892,304409294486
4173258;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1519,51915057653
4173258;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;66;1519,51915057653
4173261;1;1;1;80;2;1;2;7; ;2; ; ;11; ;2; ;2; ;1;10;05;2814,41036377164
4173263;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;3238,87163906405
4173267;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;05;3223,79202943489
4173269;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;10;05;1784,40073303449
4173269;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;1784,40073303449
4173269;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;1784,40073303449
4173275;1;1;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;1;10;05;3381,53117979621
4173277;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;10;05;3917,2873191368
4173279;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;2645,07377033959
4173279;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;2645,07377033959
4173279;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;2645,07377033959
4173280;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;2100,20835176505
4173281;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;3155,28276526245
4173281;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;3155,28276526245
4173281;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;3155,28276526245
4173306;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;3658,07217203049
4173306;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;3658,07217203049
4173307;1;2;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;10;05;2229,66814801732
4173307;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;2229,66814801732
4173310;1;2;1;80;2;1;1;6; ;2; ; ;9; ;2; ;2; ;1;10;05;2229,66814801732
4173310;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;2229,66814801732
4173311;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;3238,87163906405
4173311;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;3238,87163906405
4173312;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;3530,06163353783
4173312;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;05;3530,06163353783
4173322;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;05;2175,84164949054
4173322;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;05;2175,84164949054
4173323;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;05;3252,07138354394
4175816;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;27;5488,76738906476
4175816;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;27;5488,76738906476
4175817;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;27;2058,71325788894
4175817;1;3;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;1;10;27;2058,71325788894
4175819;1;1;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ;1;10;27;5488,76738906476
4175820;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;27;1372,19184726619
4175822;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;27;1372,19184726619
4175823;1;2;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;27;1372,19184726619
4175824;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;27;1372,19184726619
4175824;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;27;1372,19184726619
4175824;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;27;1372,19184726619
4175912;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;63;3238,87163906405
4175912;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;3238,87163906405
4175913;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;1638,80926398083
4175914;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;63;3198,24488501716
4175916;1;3;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;63;2490,06682966959
4175918;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;63;3252,07138354394
4175919;1;4;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;63;2645,07377033959
4175934;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;1838,22723156127
4175935;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;2051,27590161514
4175935;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;2051,27590161514
4175938;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;2797,91887232404
4175939;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;1712,63348530051
4175940;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ;1;10;63;1638,80926398083
4175940;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;1638,80926398083
4175940;1;6;1;80;2;2; ; ; ; ;1;2;5; ;2; ;2; ;1;10;63;1638,80926398083
4175941;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;3749,08063398691
4175942;1;1;1;80;2;1;4;3; ;1; ;4;4; ;2; ;2; ;1;10;63;3252,07138354394
4175954;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;2918,32301560617
4175955;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ;1;10;63;3749,08063398691
4175955;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;3749,08063398691
4175956;1;1;1;80;2;1;2;4; ;2; ; ;9; ;2; ;2; ;1;10;63;3645,22160841619
4175956;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;3645,22160841619
4175957;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;10;63;1921,81610536287
4175957;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;1921,81610536287
4175958;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;3749,08063398691
4175959;1;2;1;80;2;1;4;9;CAMBIO DE CIUDAD;2; ; ;7; ;2; ;2; ;1;10;63;2645,07377033959
4175959;1;3;1;80;2;2; ; ; ; ;1;1;2; ;2; ;2; ;1;10;63;2645,07377033959
4175959;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;2645,07377033959
4175960;1;3;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ;1;10;63;3466,82936201401
4175960;1;4;1;80;2;2; ; ; ; ;1;3;9; ;2; ;2; ;1;10;63;3466,82936201401
4175963;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;1;10;63;4251,87004075495
4175964;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ;1;10;63;2739,87714294018
