DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7495,P7500,P7500S1,P7500S2,P7500S3A1,P7500S2A1,P7500S1A1,P7500S3,P7505,P7510S3,P7510S6,P7510S2A1,P7510S6A1,P7510S5A1,P7510S3A1,P7510S1A1,P7510S5,P7510S1,P7510S2,P7510S7A1,P7510S7,clase,MES,DPTO,AREA,fex_c_2011
2636259,1,1,1,95,1,,2,1,,1500000,,2,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636259,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636259,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636259,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636260,1,1,1,95,1,,2,1,,1000000,,2,2,,,,,,,,,,,,,1,3,15,15,392.689.393.939.396
2636260,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,392.689.393.939.396
2636260,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,392.689.393.939.396
2636260,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,392.689.393.939.396
2636261,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636261,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636261,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636261,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,101.578.098.312.411
2636262,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,619.124.668.147.898
2636262,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,619.124.668.147.898
2636262,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,619.124.668.147.898
2636262,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,619.124.668.147.898
2636263,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,670.453.033.255.903
2636263,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,670.453.033.255.903
2636264,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,3,15,15,100.337.035.997.857
2636264,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,100.337.035.997.857
2636264,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,15,15,100.337.035.997.857
2636265,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,235.157.923.471.229
2636265,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,235.157.923.471.229
2636267,1,1,1,95,1,,1,2,650000,,2500000,1,2,,,,,,,,,,,,,1,3,73,73,18.388.213.807.292
2636267,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,18.388.213.807.292
2636268,1,1,1,95,1,,1,2,,,500000,2,2,,,,,,,,,,,,,1,3,73,73,262.439.682.546.141
2636268,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,262.439.682.546.141
2636268,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,262.439.682.546.141
2636269,1,1,1,95,1,,1,2,,,600000,2,1,2,2,,,,,2400000,2,1,2,,2,1,3,73,73,218.079.263.310.641
2636270,1,1,1,95,1,,1,2,,,250000,2,2,,,,,,,,,,,,,1,3,73,73,221.539.459.736.189
2636270,1,2,1,95,1,,1,2,,,200000,2,2,,,,,,,,,,,,,1,3,73,73,221.539.459.736.189
2636271,1,1,1,95,2,,,,,,,,1,2,2,,,,,14000000,2,1,2,,2,1,3,73,73,180.679.112.168.333
2636271,1,2,1,95,1,,2,2,100000,,,1,2,,,,,,,,,,,,,1,3,73,73,180.679.112.168.333
2636271,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,180.679.112.168.333
2636273,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,3,73,73,19.050.166.364.551
2636273,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,19.050.166.364.551
2636273,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,19.050.166.364.551
2636274,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,200.186.430.591.269
2636274,1,2,1,95,1,,1,2,,,150000,2,2,,,,,,,,,,,,,1,3,73,73,200.186.430.591.269
2636275,1,1,1,95,1,,1,1,,1800000,400000,2,1,2,2,,,,,600000,2,1,2,,2,1,3,73,73,144.233.853.811.043
2636275,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,144.233.853.811.043
2636275,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,144.233.853.811.043
2636275,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,144.233.853.811.043
2636275,1,5,1,95,2,,,,,,,,1,2,2,,,,,1800000,2,1,2,,2,1,3,73,73,144.233.853.811.043
2636276,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,242.885.519.366.378
2636277,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,204.163.824.138.096
2636277,1,2,1,95,1,,1,2,,,600000,2,2,,,,,,,,,,,,,1,3,73,73,204.163.824.138.096
2636278,1,1,1,95,2,,,,,,,,1,2,1,,120000,,,,2,2,2,,2,1,3,73,73,193.704.689.550.097
2636278,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,193.704.689.550.097
2636279,1,1,1,95,1,,2,1,,1100000,,2,2,,,,,,,,,,,,,1,3,73,73,193.704.689.550.097
2636279,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,193.704.689.550.097
2636280,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,210.645.565.179.268
2636280,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,210.645.565.179.268
2636281,1,1,1,95,1,,2,2,134000,,,1,2,,,,,,,,,,,,,1,3,73,73,200.704.762.559.833
2636281,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,200.704.762.559.833
2636281,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,200.704.762.559.833
2636282,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,211.419.932.821.508
2636282,1,2,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,3,73,73,211.419.932.821.508
2636282,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,211.419.932.821.508
2636283,1,1,1,95,1,,2,1,,945422,,2,2,,,,,,,,,,,,,1,3,73,73,197.979.058.534.428
2636284,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,20.390.778.846.442
2636284,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,20.390.778.846.442
2636285,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,276.868.327.913.323
2636285,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,276.868.327.913.323
2636285,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,276.868.327.913.323
2636285,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,73,73,276.868.327.913.323
2636286,1,1,1,95,2,,,,,,,,1,2,2,,,,,500000,2,1,2,,2,1,3,66,66,216.969.994.642.193
2636286,1,2,1,95,2,,,,,,,,1,2,2,1800000,,,,,2,2,1,,2,1,3,66,66,216.969.994.642.193
2636286,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,216.969.994.642.193
2636286,1,4,1,95,2,,,,,,,,1,1,2,,,,800000,,2,2,2,,2,1,3,66,66,216.969.994.642.193
2636287,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,202.730.370.511.633
2636288,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,22.725.725.457.947
2636288,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,22.725.725.457.947
2636289,1,1,1,95,2,,,,,,,,1,2,2,,,,,5000000,2,1,2,,2,1,3,66,66,262.854.864.251.123
2636294,1,1,1,95,1,,1,1,,1200000,180000,2,2,,,,,,,,,,,,,1,3,66,66,158.391.301.226.182
2636294,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,158.391.301.226.182
2636294,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,158.391.301.226.182
2636294,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,158.391.301.226.182
2636295,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,235.579.193.395.871
2636295,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,235.579.193.395.871
2636296,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636296,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636296,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636296,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636296,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636296,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,281.296.367.280.824
2636299,1,1,1,95,1,,2,1,,822000,,2,2,,,,,,,,,,,,,1,3,66,66,228.960.677.879.251
2636304,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,295.074.785.558.824
2636304,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,295.074.785.558.824
2636304,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,295.074.785.558.824
2636306,1,1,1,95,1,,2,1,,535000,,2,2,,,,,,,,,,,,,1,3,66,66,278.621.819.494.806
2636307,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,126.763.934.016.237
2636307,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,126.763.934.016.237
2636307,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,126.763.934.016.237
2636307,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,126.763.934.016.237
2636308,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,242.882.584.555.175
2636308,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,242.882.584.555.175
2636309,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,175.454.699.656.381
2636309,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,175.454.699.656.381
2636310,1,1,1,95,2,,,,,,,,1,1,2,,,,450000,,2,2,2,,2,1,3,66,66,21.762.805.445.434
2636310,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,21.762.805.445.434
2636310,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,21.762.805.445.434
2636310,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,21.762.805.445.434
2636312,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,235.579.193.395.871
2636312,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,235.579.193.395.871
2636313,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,277.576.456.007.172
2636313,1,2,1,95,2,,,,,,,,1,1,2,,,,360000,60000,2,1,2,,2,1,3,66,66,277.576.456.007.172
2636314,1,1,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,3,66,66,277.576.456.007.172
2636314,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,66,66,277.576.456.007.172
2636316,1,1,1,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,3,54,54,308.573.170.937.456
2636316,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,54,54,308.573.170.937.456
2636316,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,54,54,308.573.170.937.456
2636318,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,54,54,303.682.282.880.059
2636318,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,54,54,303.682.282.880.059
2636325,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,54,54,375.815.323.874.449
2636328,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,19,19,783.569.522.525.218
2636328,1,2,1,95,1,,2,1,,98,,2,2,,,,,,,,,,,,,1,3,19,19,783.569.522.525.218
2636329,1,1,1,95,1,,2,1,,1500000,,2,2,,,,,,,,,,,,,1,3,19,19,110.892.832.031.206
2636329,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,19,19,110.892.832.031.206
2636330,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,399.750.167.509.975
2636330,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,399.750.167.509.975
2636330,1,3,1,95,2,,,,,,,,1,1,2,,,,90000,,2,2,2,,2,1,3,68,68,399.750.167.509.975
2636331,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,389.187.212.241.845
2636331,1,2,1,95,2,,,,,,,,1,1,2,,,,500000,,2,2,2,,2,1,3,68,68,389.187.212.241.845
2636332,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,531.675.270.544.971
2636332,1,2,1,95,2,,,,,,,,1,1,2,,,,960000,,2,2,2,,2,1,3,68,68,531.675.270.544.971
2636333,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,536.387.555.192.454
2636333,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,536.387.555.192.454
2636334,1,1,1,95,1,,1,2,,,380000,2,2,,,,,,,,,,,,,1,3,68,68,357.601.768.798.008
2636334,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,357.601.768.798.008
2636334,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,357.601.768.798.008
2636334,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,357.601.768.798.008
2636336,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,405.743.283.337.579
2636336,1,2,1,95,1,,1,1,,535600,150000,2,2,,,,,,,,,,,,,1,3,68,68,405.743.283.337.579
2636336,1,3,1,95,2,,,,,,,,1,2,2,,,,,,2,2,2,560000,1,1,3,68,68,405.743.283.337.579
2636336,1,4,1,95,2,,,,,,,,1,2,1,,60000,,,,2,2,2,,2,1,3,68,68,405.743.283.337.579
2636336,2,1,2,95,1,,2,1,,535600,,2,2,,,,,,,,,,,,,1,3,68,68,405.743.283.337.579
2636337,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,465.570.762.837.731
2636337,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,465.570.762.837.731
2636339,1,1,1,95,1,,2,1,,3200000,,2,2,,,,,,,,,,,,,1,3,68,68,453.294.956.470.018
2636339,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,453.294.956.470.018
2636340,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,443.349.984.553.266
2636340,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,443.349.984.553.266
2636340,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,443.349.984.553.266
2636341,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,395.742.756.593.662
2636341,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,395.742.756.593.662
2636342,1,1,1,95,1,,1,1,,600000,800000,2,1,2,2,,,,,10000000,2,1,2,,2,1,3,68,68,479.074.498.494.394
2636344,1,1,1,95,2,,,,,,,,1,2,2,,,,,2100000,2,1,2,,2,1,3,68,68,469.168.587.594.607
2636344,1,2,1,95,2,,,,,,,,1,2,2,,,,,4200000,2,1,2,,2,1,3,68,68,469.168.587.594.607
2636345,1,1,1,95,2,,,,,,,,1,2,1,1500000,120000,,,3000000,2,1,1,,2,1,3,68,68,418.866.681.585.216
2636345,1,2,1,95,2,,,,,,,,1,2,2,1200000,,,,6000000,2,1,1,,2,1,3,68,68,418.866.681.585.216
2636346,1,1,1,95,2,,,,,,,,1,2,2,,,,,1500000,2,1,2,,2,1,3,68,68,405.208.996.757.613
2636346,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,405.208.996.757.613
2636346,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,405.208.996.757.613
2636346,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,405.208.996.757.613
2636346,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,68,68,405.208.996.757.613
2636347,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,256.058.358.980.303
2636347,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,256.058.358.980.303
2636347,1,3,1,95,2,,,,,,,,1,1,2,,,,600000,280000,2,1,2,,2,1,3,41,41,256.058.358.980.303
2636348,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,283.495.710.697.856
2636349,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,302.762.968.436.469
2636349,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,302.762.968.436.469
2636350,1,1,1,95,2,,,,,,,,1,1,2,,,,900000,,2,2,2,,2,1,3,41,41,279.392.541.384.774
2636350,1,2,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,3,41,41,279.392.541.384.774
2636350,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,279.392.541.384.774
2636351,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,233.333.021.723.237
2636351,1,2,1,95,2,,,,,,,,1,2,2,,,,,200000,2,1,2,,2,1,3,41,41,233.333.021.723.237
2636352,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,265.247.878.396.663
2636352,1,2,1,95,2,,,,,,,,1,2,2,,,,,600000,2,1,2,,2,1,3,41,41,265.247.878.396.663
2636353,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,241.238.826.954.844
2636353,1,2,1,95,2,,,,,,,,1,1,2,,,,600000,,2,2,2,,2,1,3,41,41,241.238.826.954.844
2636353,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,241.238.826.954.844
2636353,1,4,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,41,41,241.238.826.954.844
2636354,1,1,1,95,1,,1,2,,,100000,2,2,,,,,,,,,,,,,1,3,18,18,564.435.301.424.952
2636354,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,18,18,564.435.301.424.952
2636354,1,3,1,95,2,,,,,,,,1,2,2,,,,,1200000,2,1,2,,2,1,3,18,18,564.435.301.424.952
2636359,1,1,1,95,2,,,,,,,,1,1,2,,,,1800000,600000,2,1,2,,2,1,3,18,18,599.868.248.540.169
2636359,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,18,18,599.868.248.540.169
2636360,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,18,18,717.013.812.602.101
2636361,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,18,18,571.832.297.354.908
2636362,1,1,1,95,2,,,,,,,,1,2,2,,,,,4800000,2,1,2,,2,1,3,18,18,363.630.353.120.857
2636362,1,2,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,3,18,18,363.630.353.120.857
2636362,1,3,1,95,2,,,,,,,,1,2,2,,,,,3600000,2,1,2,,2,1,3,18,18,363.630.353.120.857
2636366,1,1,1,95,1,,2,1,,1258000,,2,2,,,,,,,,,,,,,1,3,17,17,126.423.402.311.825
2636366,1,2,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,126.423.402.311.825
2636366,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,126.423.402.311.825
2636367,1,1,1,95,1,,2,1,,8575000,,2,2,,,,,,,,,,,,,1,3,17,17,17.336.724.418.638
2636367,1,2,1,95,2,,,,,,,,1,2,2,1500000,,,,,2,2,1,,2,1,3,17,17,17.336.724.418.638
2636367,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,17.336.724.418.638
2636367,1,4,1,95,2,,,,,,,,1,2,2,1800000,,,,,2,2,1,,2,1,3,17,17,17.336.724.418.638
2636367,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,17.336.724.418.638
2636367,1,7,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,17.336.724.418.638
2636368,1,1,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,120.277.314.050.134
2636368,1,2,1,95,1,,1,2,,,340000,2,2,,,,,,,,,,,,,1,3,17,17,120.277.314.050.134
2636368,1,3,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,120.277.314.050.134
2636368,1,5,1,95,2,,,,,,,,2,,,,,,,,,,,,,1,3,17,17,120.277.314.050.134
