DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S2;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S2A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;DPTO;fex_c_2011
1096577;1;6;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;15; ; ; ; ; ; ;05;3216,20467462692
1096578;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;3; ;15; ; ; ; ; ; ;05;2966,38935033752
1096580;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;1609,94119471353
1096580;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;21; ;15; ; ; ; ; ; ;05;1609,94119471353
1096581;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2198,39743009359
1096581;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ;05;2198,39743009359
1096582;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2589,58158018946
1096582;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;05;2589,58158018946
1096582;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2589,58158018946
1096583;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2867,05043017247
1096583;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;05;2867,05043017247
1096583;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2867,05043017247
1096583;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;05;2867,05043017247
1096895;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;44;1237,02236979335
1096895;1;2;1;90; ;2; ;1;2;1;2;1;2;2;2;2; ; ;1; ;35; ;14; ; ; ; ;44;1237,02236979335
1096895;1;3;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;1; ; ; ; ; ; ;44;1237,02236979335
1096895;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;1; ;14; ; ; ; ; ; ;44;1237,02236979335
1096895;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;1; ; ; ; ; ; ;44;1237,02236979335
1096896;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;50; ; ; ; ; ; ;44;722,452091047686
1096896;1;5;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ;44;722,452091047686
1096897;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;1; ;14; ; ; ; ; ; ;44;1321,99149524719
1096897;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;1; ;35; ; ; ; ; ; ;44;1321,99149524719
1096898;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;44;1380,21579206095
1096898;1;2;1;90; ;2; ;1;2;1;2;1;2;2;2;2; ; ;14; ;50; ;21; ; ; ; ;44;1380,21579206095
1096899;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;14; ; ; ; ; ; ;44;1302,69288018214
1096899;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;45; ; ; ; ; ; ;44;1302,69288018214
1096900;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;30; ; ; ;14; ; ; ; ; ; ;44;1277,9420189418
1096900;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;35; ; ; ; ; ; ;44;1277,9420189418
1096900;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;44;1277,9420189418
1096900;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;44;1277,9420189418
1096900;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;44;1277,9420189418
1096900;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;44;1277,9420189418
1096901;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;44;1292,1288526606
1096901;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ;44;1292,1288526606
1096901;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;44;1292,1288526606
1096901;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;44;1292,1288526606
1096902;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;14; ; ; ; ; ; ;44;893,088919270063
1096902;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;21; ; ; ; ; ; ;44;893,088919270063
1096902;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;45; ; ; ; ; ; ;44;893,088919270063
1096929;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;852,457607603327
1096929;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;47;852,457607603327
1096929;1;3;1;90; ;2; ;1;2;1;1;2;2;2;2;2; ; ;7; ;21;21; ; ; ; ; ;47;852,457607603327
1096929;2;1;2;90; ;1; ;2;2;1;2;2;2;2;2;2;3; ; ; ;7; ; ; ; ; ; ;47;852,457607603327
1096929;2;2;2;90; ;2; ;1;2;1;1;2;2;2;2;2; ; ;7; ;14;7; ; ; ; ; ;47;852,457607603327
1096930;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;47;804,534532578133
1096931;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;7; ; ; ; ; ; ; ; ;47;871,570824965746
1096931;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;28; ; ; ; ; ; ; ; ;47;871,570824965746
1096931;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;4; ; ; ; ; ; ; ; ;47;871,570824965746
1096932;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;738,080590275695
1096932;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;28; ;14; ; ; ; ; ; ;47;738,080590275695
1096932;1;3;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;21; ; ; ; ; ; ;47;738,080590275695
1096932;1;4;1;90; ;1; ;1;2;1;2;2;2;2;2;2;5; ;5; ;4; ; ; ; ; ; ;47;738,080590275695
1096932;1;7;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;3; ;3; ; ; ; ; ; ;47;738,080590275695
1096933;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;592,572686096804
1096933;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;10; ;28; ;21; ; ; ; ; ; ;47;592,572686096804
1096933;1;3;1;90; ;1; ;1;2;1;2;1;2;2;2;2;7; ;3; ;21; ;2; ; ; ; ;47;592,572686096804
1096934;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;849,093149028384
1096935;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;35; ;28; ; ; ; ; ; ;47;785,184631156278
1096935;1;2;1;90; ;2; ;2;2;2;2;1;2;2;2;2; ; ; ; ; ; ;4; ; ; ; ;47;785,184631156278
1096936;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;3; ;3; ; ; ; ; ; ;47;886,495494172589
1096936;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;10; ;14; ;14; ; ; ; ; ; ;47;886,495494172589
1096936;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;5; ; ; ; ; ; ; ; ;47;886,495494172589
1096936;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;5; ;5; ; ; ; ; ; ; ; ;47;886,495494172589
1096936;1;6;1;90; ;1; ;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ; ;47;886,495494172589
1096938;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;47;742,624950915838
1096938;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ;47;742,624950915838
1096940;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;1;5; ;7; ;7; ; ; ; ; ;21;47;854,365284672916
1096940;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;3; ;7; ;14; ; ; ; ; ; ;47;854,365284672916
1096940;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;4; ; ; ; ; ; ; ; ;47;854,365284672916
1096940;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;21; ;4; ; ; ; ; ; ; ; ;47;854,365284672916
1096941;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;7; ;21; ; ; ; ; ; ;47;952,047823100763
1096941;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;7; ;14; ; ; ; ; ; ;47;952,047823100763
1096942;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;5; ; ; ; ; ; ; ; ;47;1022,1494751635
1096942;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;21; ; ; ; ; ; ; ; ;47;1022,1494751635
1096942;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;1022,1494751635
1096942;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;4; ; ; ; ; ; ; ; ;47;1022,1494751635
1096942;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;47;1022,1494751635
1096942;1;6;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;1022,1494751635
1096943;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;874,611835423786
1096943;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;35; ;28; ; ; ; ; ; ;47;874,611835423786
1096943;2;1;2;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;5; ; ; ; ; ; ;47;874,611835423786
1096943;2;2;2;90; ;1; ;1;2;1;2;2;2;2;2;2;10; ;28; ;28; ; ; ; ; ; ;47;874,611835423786
1096944;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;4; ; ; ; ; ; ; ; ;47;714,579352738567
1096944;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;28; ; ; ; ; ; ; ; ;47;714,579352738567
1096944;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;714,579352738567
1096945;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;20; ;7; ;28; ; ; ; ; ; ;47;686,581094182337
1096945;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;14; ;21; ; ; ; ; ; ;47;686,581094182337
1096946;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;47;960,635737826442
1096946;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ;47;960,635737826442
1096947;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;47;688,314038652404
1096947;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;47;688,314038652404
1096950;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;14; ;21; ; ; ; ; ; ;47;726,943559217652
1096950;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;7; ;7; ; ; ; ; ; ;47;726,943559217652
1096951;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;917,46185662105
1096951;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;14; ; ; ; ; ; ;47;917,46185662105
1096951;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;917,46185662105
1096951;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;47;917,46185662105
1096951;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;47;917,46185662105
1096952;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ; ;47;705,124965777855
1096952;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;21; ; ; ; ; ; ;47;705,124965777855
1096952;1;5;1;90; ;1; ;2;2;2;2;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ; ;47;705,124965777855
1096953;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ;47;810,583473007407
1096953;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;47;810,583473007407
1096953;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;24; ;28; ; ; ; ; ; ;47;810,583473007407
1096954;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;49; ; ; ; ; ; ;47;910,511302817511
1096954;1;2;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;910,511302817511
1096954;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;14; ; ; ; ; ; ;47;910,511302817511
1096954;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;910,511302817511
1096955;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;5; ; ; ; ; ; ; ; ;47;895,956331267229
1096955;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;28; ; ; ; ; ; ; ; ;47;895,956331267229
1096955;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;18; ;20; ; ; ; ; ; ;47;895,956331267229
1096955;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;7; ;5; ; ; ; ; ; ; ; ;47;895,956331267229
1096956;1;1;1;90; ;1; ;2;2;1;2;2;2;2;2;2;5; ; ; ;4; ; ; ; ; ; ;47;854,365284672916
1096956;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;5; ;14; ;10; ; ; ; ; ; ;47;854,365284672916
1096956;1;3;1;90; ;1; ;2;2;1;2;2;2;2;2;2;4; ; ; ;4; ; ; ; ; ; ;47;854,365284672916
1096956;1;4;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;7; ;4; ; ; ; ; ; ;47;854,365284672916
1096957;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;900,811831276737
1096957;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;5; ;14; ;7; ; ; ; ; ; ;47;900,811831276737
1096957;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ; ;47;900,811831276737
1096957;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;47;900,811831276737
1096957;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;900,811831276737
1096958;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;805,721522863971
1096958;1;2;1;90; ;1; ;1;2;2;2;1;2;2;2;2;5; ;7; ; ; ;2; ; ; ; ;47;805,721522863971
1096958;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;5; ; ; ; ; ; ; ; ;47;805,721522863971
1096960;1;1;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;14; ;28; ; ; ; ; ; ;47;806,690156510099
1096960;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;7; ;7; ; ; ; ; ; ;47;806,690156510099
1096960;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;3; ;4; ; ; ; ; ; ;47;806,690156510099
1096961;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;814,50718254867
1096961;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;5; ;21; ; ; ; ; ; ; ; ;47;814,50718254867
1096961;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;47;814,50718254867
1096961;1;4;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;814,50718254867
1096962;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;47;934,002463931223
1096963;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;3; ;4; ; ; ; ; ; ;47;938,848693681672
1096963;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;21; ;28; ; ; ; ; ; ;47;938,848693681672
1096963;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;14; ;7; ; ; ; ; ; ; ; ;47;938,848693681672
1096963;1;4;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;7; ; ; ; ; ; ; ; ;47;938,848693681672
1096964;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;5; ;6; ; ; ; ; ; ;47;869,442464538725
1096964;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;14; ; ; ; ; ; ;47;869,442464538725
1096964;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ;47;869,442464538725
1096965;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;1118,45993156814
1096965;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;14; ;21; ;42; ; ; ; ; ; ;47;1118,45993156814
1096966;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;826,319391016653
1096966;1;2;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;14; ; ; ; ; ; ; ; ;47;826,319391016653
1096966;1;3;1;90; ;1; ;1;2;2;2;2;2;2;2;2;10; ;7; ; ; ; ; ; ; ; ;47;826,319391016653
1096966;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;47;826,319391016653
1096966;1;5;1;90; ;1; ;1;2;2;2;2;2;2;2;2;4; ;5; ; ; ; ; ; ; ; ;47;826,319391016653
1096968;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;7; ; ; ; ; ; ; ; ; ; ;47;706,762326699995
1096968;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;35; ; ; ; ; ; ;47;706,762326699995
1096973;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ;47;984,571509356908
1096974;1;1;1;90; ;1; ;1;2;1;2;2;2;2;2;2;21; ;14; ;7; ; ; ; ; ; ;47;1014,72708096478
1096974;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;7; ;28; ;28; ; ; ; ; ; ;47;1014,72708096478
1097014;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;836,497966797561
1097014;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;47;836,497966797561
1097014;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;836,497966797561
1097014;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;47;836,497966797561
1097014;1;5;1;90; ;2; ;1;2;1;1;2;2;2;2;2; ; ;26; ;12;18; ; ; ; ; ;47;836,497966797561
1097014;1;6;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;836,497966797561
1097014;1;7;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;836,497966797561
1097015;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;845,743136123728
1097015;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;19; ; ; ; ; ; ; ; ;47;845,743136123728
1097015;1;3;1;90; ;1; ;2;2;2;2;2;2;2;2;2;4; ; ; ; ; ; ; ; ; ; ;47;845,743136123728
1097016;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;950,2575076755
1097016;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;30; ;16; ; ; ; ; ; ;47;950,2575076755
1097016;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ;47;950,2575076755
1097016;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;9; ; ; ; ; ; ; ; ;47;950,2575076755
1097017;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;769,954482196055
1097017;1;2;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;769,954482196055
1097017;1;3;1;90; ;1; ;1;2;1;1;2;2;2;2;2;3; ;25; ;18;12; ; ; ; ; ;47;769,954482196055
1097017;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;47;769,954482196055
1097018;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;1074,92518791588
1097018;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;30; ;20; ; ; ; ; ; ;47;1074,92518791588
1097018;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;47;1074,92518791588
1097018;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ;47;1074,92518791588
1097018;1;5;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;1074,92518791588
1097018;1;8;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;1074,92518791588
1097018;1;9;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;20; ;40; ; ; ; ; ; ;47;1074,92518791588
1097019;1;1;1;90; ;1; ;1;2;2;2;2;2;2;2;2;3; ;6; ; ; ; ; ; ; ; ;47;875,358463114547
1097019;1;2;1;90; ;1; ;1;2;2;2;2;2;1;2;2;3; ;10; ; ; ; ; ;2; ; ;47;875,358463114547
1097020;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;4; ; ; ; ; ; ;47;707,628798935028
1097020;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;4; ;30; ;20; ; ; ; ; ; ;47;707,628798935028
1097021;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;976,532557616826
1097021;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;47;976,532557616826
1097021;1;3;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;976,532557616826
1097021;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;47;976,532557616826
1097021;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;47;976,532557616826
1097023;1;1;1;90; ;1; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;47;415,274638716433
1097023;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;2; ;30; ;10; ; ; ; ; ; ;47;415,274638716433
1097023;1;3;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;40; ; ; ; ; ; ;47;415,274638716433
1097023;1;4;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;10; ;18; ; ; ; ; ; ;47;415,274638716433
1097023;1;5;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;5; ; ; ; ; ; ;47;415,274638716433
1097024;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;768,890265002001
1097024;1;2;1;90; ;2; ;1;2;2;1;2;2;2;2;2; ; ;20; ; ;25; ; ; ; ; ;47;768,890265002001
1097024;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ;47;768,890265002001
1097025;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;908,67619693635
1097025;1;2;1;90; ;1; ;1;2;1;2;2;2;2;2;2;2; ;30; ;18; ; ; ; ; ; ;47;908,67619693635
1097025;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;12; ; ; ; ; ; ; ; ;47;908,67619693635
1097025;1;4;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;47;908,67619693635
1097026;1;1;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ;47;742,624950915838
1097026;1;2;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ;47;742,624950915838
1097027;1;1;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;869,015839771125
1097027;1;2;1;90; ;2; ;1;2;1;2;2;2;2;2;2; ; ;25; ;18; ; ; ; ; ; ;47;869,015839771125
1097027;1;3;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;8; ; ; ; ; ; ; ; ;47;869,015839771125
1097027;1;4;1;90; ;2; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;47;869,015839771125
1097027;1;5;1;90; ;2; ;1;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ;47;869,015839771125
1097028;1;1;1;90; ;2; ;2;2;1;2;2;2;2;2;2; ; ; ; ;6; ; ; ; ; ; ;47;705,895854464961
