Directorio;Secuencia_p;Orden;Regis;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7490;P7490s1;Clase;Dpto;Area;Fex_c_2011
216261;2;2;80;1;4;3; ;3; ; ; ; ; ;1;05;05;727,147296322201
216262;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;836,18849751805
216265;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;880,820615886583
216267;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;585,240712230473
216267;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;585,240712230473
216268;2;1;80;1;1;3; ;1;1;2; ;2; ;1;05;05;894,440004704801
216268;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;894,440004704801
216268;2;5;80;1;4;3; ;2; ; ; ; ; ;1;05;05;894,440004704801
216270;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;637,342048880174
216271;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;880,211830364785
216272;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;701,249296952328
216273;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;651,142258772517
216276;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;1007,44200258012
216276;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;1007,44200258012
216277;2;4;80;1;3;5; ;2; ; ; ; ; ;1;05;05;959,576186640273
216279;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;826,979891752079
216280;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;930,983460164986
216280;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;930,983460164986
216283;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;597,183221051655
216283;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;597,183221051655
216284;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;650,751261394833
216285;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;825,904185436285
216286;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;584,560096640248
216286;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;584,560096640248
216286;2;7;80;1;4;2; ;2; ; ; ; ; ;1;05;05;584,560096640248
216288;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;640,466949313069
216289;2;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;856,463410121151
216290;2;1;80;1;3;4; ;3; ; ; ; ; ;1;05;05;900,704531112002
216291;2;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;705,210093631797
216292;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;813,57067923742
216292;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;813,57067923742
216293;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;847,254804355181
216294;2;2;80;1;3;4; ;3; ; ; ; ; ;1;05;05;661,63674715784
216294;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;661,63674715784
216294;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;661,63674715784
216295;2;2;80;1;4;3; ;2; ; ; ; ; ;1;05;05;824,245988696868
216297;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;586,84401332268
216298;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;826,588894374396
216299;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;774,020636930699
216299;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;774,020636930699
216299;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;774,020636930699
216300;2;1;80;1;4;3; ;3; ; ; ; ; ;1;05;05;747,422208925302
216300;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;747,422208925302
216301;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;705,210093631797
216302;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;671,026173997935
216303;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;728,156401802343
216303;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;728,156401802343
216304;2;2;80;1;9;2; ;1;2;2; ;2; ;1;05;05;889,466919648686
216305;2;2;80;1;1;7; ;2; ; ; ; ; ;1;05;05;856,463410121151
216306;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;803,971076093767
216306;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;803,971076093767
216307;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;781,353257813137
216307;2;3;80;1;2;6; ;2; ; ; ; ; ;1;05;05;781,353257813137
216307;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;781,353257813137
216308;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;722,446895057411
216309;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,20324564293
216309;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,20324564293
216309;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,20324564293
216309;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;764,20324564293
216310;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;816,91336781443
216311;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;900,704531112002
216312;2;1;80;1;1;7; ;2; ; ; ; ; ;1;05;05;867,138719580599
216312;2;2;80;1;1;7; ;2; ; ; ; ; ;1;05;05;867,138719580599
216314;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;839,859675984977
216314;2;2;80;1;4;4; ;3; ; ; ; ; ;1;05;05;839,859675984977
216315;2;1;80;1;9;2; ;2; ; ; ; ; ;1;05;05;1191,0032538198
216315;2;4;80;1;1;0; ;2; ; ; ; ; ;1;05;05;1191,0032538198
216315;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1191,0032538198
216317;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,478158246032
216317;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,478158246032
216317;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,478158246032
216317;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,478158246032
216318;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1169,19035848432
216318;2;3;80;1;4;4; ;3; ; ; ; ; ;1;05;05;1169,19035848432
216318;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1169,19035848432
216318;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1169,19035848432
216318;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1169,19035848432
216319;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1469,86684414018
216319;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1469,86684414018
216322;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;1679,71935196995
216322;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1679,71935196995
216322;2;3;80;1;4;4; ;3; ; ; ; ; ;1;05;05;1679,71935196995
216322;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1679,71935196995
216324;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1410,42018726359
216325;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1762,87744797809
216326;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1410,42018726359
216330;2;2;80;1;1;2; ;2; ; ; ; ; ;1;05;05;846,863806977498
216331;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;841,279896160523
216333;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;621,418930334225
216333;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;621,418930334225
216334;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,017358339622
216335;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;831,213372222874
216335;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;831,213372222874
216336;2;2;80;1;1;2; ;2; ; ; ; ; ;1;05;05;606,391826817625
216337;2;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;493,117145150982
216337;3;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;493,117145150982
216338;2;2;80;1;1;6; ;2; ; ; ; ; ;1;05;05;973,876191048717
216338;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;973,876191048717
216340;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1066,33377542611
216342;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;640,075951935386
216343;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;846,863806977498
216344;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;693,245383060325
216345;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;931,045967652752
216346;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;831,213372222874
216346;2;2;80;1;4;5; ;2; ; ; ; ; ;1;05;05;831,213372222874
216348;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;6;80;1;3;7; ;2; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;8;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;9;80;1;3;7; ;2; ; ; ; ; ;1;05;05;1083,67605546196
216348;2;10;80;1;2;7; ;2; ; ; ; ; ;1;05;05;1083,67605546196
216349;2;2;80;1;3;3; ;2; ; ; ; ; ;1;05;05;924,781441245552
216349;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;924,781441245552
216349;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;924,781441245552
216349;2;5;80;1;2;0; ;2; ; ; ; ; ;1;05;05;924,781441245552
216349;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;924,781441245552
216350;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;867,138719580599
216352;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216352;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216352;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216353;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;638,781327687797
216353;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;638,781327687797
216353;2;5;80;1;4;2; ;2; ; ; ; ; ;1;05;05;638,781327687797
216353;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;638,781327687797
216354;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;797,647560691471
216355;2;1;80;1;3;6; ;2; ; ; ; ; ;1;05;05;479,754416154254
216355;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;479,754416154254
216355;2;3;80;1;3;2; ;2; ; ; ; ; ;1;05;05;479,754416154254
216355;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;479,754416154254
216355;2;7;80;2; ; ; ; ; ; ; ; ; ;1;05;05;479,754416154254
216356;2;2;80;1;1;7; ;2; ; ; ; ; ;1;05;05;847,254804355181
216356;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;847,254804355181
216357;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;712,847291913757
216358;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;705,210093631797
216359;2;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;669,559470304457
216360;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;727,538293699884
216360;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;727,538293699884
216361;2;1;80;1;4;6; ;2; ; ; ; ; ;1;05;05;621,418930334225
216361;2;2;80;1;4;6; ;2; ; ; ; ; ;1;05;05;621,418930334225
216363;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;788,320641339143
216363;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;788,320641339143
216364;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;827,370889129763
216364;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;827,370889129763
216367;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;387,350626260462
216368;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;856,463410121151
216369;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;781,353257813137
216369;2;3;80;1;1;7; ;2; ; ; ; ; ;1;05;05;781,353257813137
216369;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;781,353257813137
216370;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;847,254804355181
216370;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;847,254804355181
216372;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;605,124627455891
216372;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;605,124627455891
216373;2;1;80;1;1;7; ;1;1;2; ;1;5000000;1;05;05;606,782824195308
216373;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;606,782824195308
216375;2;1;80;1;4;5; ;2; ; ; ; ; ;1;05;05;543,951282438949
216376;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1749,54972687959
216376;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1749,54972687959
216376;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1749,54972687959
216377;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;1926,32523774769
216380;2;3;80;1;1;7; ;2; ; ; ; ; ;1;05;05;1756,55605005945
216382;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1768,65448627015
216382;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1768,65448627015
216384;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;1360,95160585782
216384;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1360,95160585782
216385;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;1357,77375763331
216386;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1321,47153953607
216386;2;4;80;1;1;7; ;2; ; ; ; ; ;1;05;05;1321,47153953607
216387;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1201,80619180556
216387;2;5;80;1;1;7; ;2; ; ; ; ; ;1;05;05;1201,80619180556
216388;2;3;80;1;4;4; ;3; ; ; ; ; ;1;05;05;923,650839282548
216388;2;4;80;1;4;2; ;2; ; ; ; ; ;1;05;05;923,650839282548
216389;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;621,418930334225
216389;2;2;80;1;3;0; ;1;2;2; ;2; ;1;05;05;621,418930334225
216390;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;506,677544974104
216391;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;688,235175163238
216391;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;688,235175163238
216392;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;846,863806977498
216394;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;845,788100661703
216396;2;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;621,418930334225
216397;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;856,463410121151
216398;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;761,722213333746
216398;2;2;80;1;4;4; ;3; ; ; ; ; ;1;05;05;761,722213333746
216398;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;761,722213333746
216400;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;761,078345210036
216400;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;761,078345210036
216401;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;838,545993105312
216402;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,087160868348
216402;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;784,087160868348
216406;2;4;80;1;4;2; ;2; ; ; ; ; ;1;05;05;734,479917204639
216407;2;1;80;1;2;6; ;2; ; ; ; ; ;1;05;05;1429,39042218374
216407;2;4;80;1;2;7; ;2; ; ; ; ; ;1;05;05;1429,39042218374
216408;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;1042,68673434762
216408;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1042,68673434762
216409;2;1;80;1;4;6; ;2; ; ; ; ; ;1;05;05;621,418930334225
216413;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;648,017358339622
216415;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;537,627767036654
216416;2;1;80;1;2;6; ;2; ; ; ; ; ;1;05;05;660,350864538487
216416;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;660,350864538487
216417;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;881,438723989043
216418;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;610,743620874777
216420;2;2;80;1;1;2; ;2; ; ; ; ; ;1;05;05;804,36207347145
216420;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216420;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216421;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;803,971076093767
216421;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;803,971076093767
216422;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;621,418930334225
216422;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;621,418930334225
216424;2;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;836,18849751805
216425;2;1;80;1;4;2; ;2; ; ; ; ; ;1;05;05;711,86209892401
216425;2;3;80;1;3;1; ;2; ; ; ; ; ;1;05;05;711,86209892401
216425;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;711,86209892401
216425;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;711,86209892401
216433;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;900,095745590203
216434;2;4;80;1;4;0; ;2; ; ; ; ; ;1;05;05;580,869105128022
216435;2;1;80;1;3;2; ;2; ; ; ; ; ;1;05;05;741,72202476103
216438;2;2;80;1;2;6; ;2; ; ; ; ; ;1;05;05;740,454825399297
216438;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;740,454825399297
216439;2;2;80;1;1;0; ;1;1;2; ;1;2000000;1;05;05;916,683455756542
216439;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;916,683455756542
216439;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;916,683455756542
216440;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;780,770232312589
216440;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;780,770232312589
216441;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;846,863806977498
216442;2;1;80;1;3;4; ;3; ; ; ; ; ;1;05;05;993,141998171676
216442;2;2;80;1;2;2; ;2; ; ; ; ; ;1;05;05;993,141998171676
216443;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;743,07041486815
216445;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216445;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;804,36207347145
216446;2;1;80;1;1;5; ;2; ; ; ; ; ;1;05;05;564,226195042051
216447;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;836,18849751805
216449;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;701,249296952328
216450;2;1;80;1;1;3; ;1;1;1;408000;1;1600000;1;05;05;691,649693808674
216450;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;691,649693808674
216452;2;2;80;1;4;0; ;2; ; ; ; ; ;1;05;05;876,524627928023
216452;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;876,524627928023
216452;3;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;876,524627928023
216453;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;856,463410121151
216454;2;1;80;1;1;3; ;2; ; ; ; ; ;1;05;05;950,929882878171
216456;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;982,933609506224
216456;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;982,933609506224
216456;2;6;80;2; ; ; ; ; ; ; ; ; ;1;05;05;982,933609506224
216457;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;836,18849751805
216458;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;605,124627455891
216458;2;2;80;1;3;0; ;2; ; ; ; ; ;1;05;05;605,124627455891
216458;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;605,124627455891
216459;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1210,24925491178
216459;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1210,24925491178
216460;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;1210,24925491178
216460;2;3;80;1;1;1; ;2; ; ; ; ; ;1;05;05;1210,24925491178
216461;2;1;80;1;4;3; ;2; ; ; ; ; ;1;05;05;2199,75893927959
216461;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;2199,75893927959
216462;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1662,42674444575
216464;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1215,71706102221
216465;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1340,69111681542
216466;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1296,03471667924
216468;2;2;80;1;4;0; ;2; ; ; ; ; ;1;05;05;1462,25581209394
216468;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1462,25581209394
216468;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1462,25581209394
216469;2;2;80;1;4;2; ;2; ; ; ; ; ;1;05;05;1522,93868517544
216469;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1522,93868517544
216469;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1522,93868517544
216469;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1522,93868517544
216470;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1323,27349431568
216470;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1323,27349431568
216470;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1323,27349431568
216472;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;2000,94923810823
216473;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1441,14182034776
216473;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1441,14182034776
216475;2;5;80;1;4;6; ;2; ; ; ; ; ;1;05;05;757,097735485268
216476;2;2;80;1;3;2; ;2; ; ; ; ; ;1;05;05;867,138719580599
216481;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1734,2774391612
216483;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1426,47657858288
216485;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;831,213372222874
216485;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;831,213372222874
216487;2;3;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1256,26688622841
216495;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;705,210093631797
216496;2;2;80;2; ; ; ; ; ; ; ; ; ;1;05;05;815,913584914948
216497;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;900,704531112002
216498;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;1057,66735434629
216500;2;1;80;2; ; ; ; ; ; ; ; ; ;1;05;05;734,870914582322
216500;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;734,870914582322
216502;2;1;80;1;4;4; ;3; ; ; ; ; ;1;05;05;941,287960666506
216502;2;3;80;1;1;7; ;2; ; ; ; ; ;1;05;05;941,287960666506
216502;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;941,287960666506
216502;2;5;80;2; ; ; ; ; ; ; ; ; ;1;05;05;941,287960666506
216506;2;4;80;2; ; ; ; ; ; ; ; ; ;1;05;05;763,072643679926
216507;2;2;80;2; ; ; ; ; ; ; ; ; ;1;27;98;528,850755276768
216507;2;3;80;2; ; ; ; ; ; ; ; ; ;1;27;98;528,850755276768
216508;2;2;80;2; ; ; ; ; ; ; ; ; ;1;27;98;1343,00835030774
216508;2;3;80;2; ; ; ; ; ; ; ; ; ;1;27;98;1343,00835030774
216514;2;1;80;1;4;3; ;2; ; ; ; ; ;1;27;98;1892,54402635082
216514;2;2;80;1;4;2; ;2; ; ; ; ; ;1;27;98;1892,54402635082
216514;2;3;80;2; ; ; ; ; ; ; ; ; ;1;27;98;1892,54402635082
216515;2;3;80;2; ; ; ; ; ; ; ; ; ;1;27;98;1109,40289853683
