DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,DPTO,fex_c_2011
676604,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,69.548.914.831.648
676605,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,653.328.804.019.573
676606,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,611.274.289.344.673
676606,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,611.274.289.344.673
676607,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,147.075.102.263.345
676607,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,147.075.102.263.345
676607,1,7,5,80,2,,,,2,,1,60000,2,,.,,,1,5,147.075.102.263.345
676608,1,2,5,80,1,4,7,,2,,2,,,,,9,2,1,5,159.271.270.021.876
676610,1,5,5,80,1,1,0,,2,,2,,,,,1,2,1,5,227.154.618.434.397
676611,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,858.305.783.409.063
676613,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,816.145.439.112.156
676614,1,1,5,80,1,4,0,,2,,1,50000,,,,1,2,1,5,383.444.564.958.938
676614,1,7,5,80,2,,,,2,,2,,2,,.,,,1,5,383.444.564.958.938
676614,1,8,5,80,2,,,,2,,2,,2,,.,,,1,5,383.444.564.958.938
676617,1,3,5,80,1,1,7,,2,,2,,,,,2,2,1,5,79.023.015.853.266
676617,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,79.023.015.853.266
676622,1,1,5,80,1,4,3,,2,,2,,,,,4,2,1,5,836.458.404.497.296
676623,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,881.780.719.957.231
676623,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,881.780.719.957.231
676628,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,683.553.487.582.926
676628,1,7,5,80,2,,,,2,,2,,2,,.,,,1,5,683.553.487.582.926
676631,1,1,5,80,1,1,6,,2,,2,,,1,,8,1,1,5,648.172.147.426.206
676631,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,648.172.147.426.206
676631,1,4,5,80,1,3,1,,2,,2,,,2,EMBARAZO,12,1,1,5,648.172.147.426.206
676632,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,95.228.815.143.977
676633,1,3,5,80,1,4,2,,2,,2,,,,,8,2,1,5,664.088.495.938.105
676635,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,928.875.125.290.768
676635,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,928.875.125.290.768
676638,1,1,5,80,1,2,7,,2,,2,,,,,4,2,1,5,748.811.030.369.304
676639,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,713.751.364.220.745
676639,1,2,5,80,1,4,3,,2,,2,,,,,4,2,1,5,713.751.364.220.745
676640,1,8,5,80,2,,,,2,,2,,2,,.,,,1,5,844.657.869.149.682
676640,1,9,5,80,2,,,,2,,2,,2,,.,,,1,5,844.657.869.149.682
676643,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,650.120.354.123.327
676647,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,753.329.610.641.283
676650,1,2,5,80,1,3,7,,2,,2,,,,,4,2,1,5,60.633.347.713.746
676650,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,60.633.347.713.746
676652,1,1,5,80,1,4,3,,2,,2,,,,,4,2,1,5,134.514.417.778.903
676652,1,4,5,80,1,2,7,,2,,2,,,,,9,2,1,5,134.514.417.778.903
676652,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,134.514.417.778.903
676653,1,1,5,80,1,3,4,,3,,2,,,,,8,2,1,5,153.223.001.388.048
676654,1,2,5,80,1,4,5,,2,,2,,,,,7,2,1,5,154.818.184.887.451
676654,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,154.818.184.887.451
676654,1,4,5,80,1,1,7,,2,,2,,,,NO TIENE LIBRETA MILITAR,12,2,1,5,154.818.184.887.451
676655,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,141.330.137.214.479
676656,1,3,5,80,1,1,7,,2,,2,,,,,8,2,1,5,611.274.289.344.673
676656,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,611.274.289.344.673
676658,1,1,5,80,1,4,3,,2,,2,,,,,8,2,1,5,571.513.864.751.575
676658,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,571.513.864.751.575
676659,1,2,5,80,1,2,2,,2,,2,,,,,1,2,1,5,900.360.298.083.963
676661,1,4,5,80,1,1,7,,2,,2,,,,,2,2,1,5,630.978.185.619.417
676662,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,813.554.497.058.309
676663,1,1,5,80,1,4,7,,3,,2,,,,,10,2,1,5,672.470.972.523.483
676664,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,114.558.030.628.434
676666,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,820.157.653.944.291
676666,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,820.157.653.944.291
676669,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,888.318.807.728.402
676670,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,858.065.023.059.592
676671,1,2,5,80,1,3,5,,2,,2,,,,SE  ESTA  CAPACITANDO,12,2,1,5,816.145.439.112.156
676671,1,3,5,80,2,,,,2,,2,,1,1,CAMBIO DE DOMICILIO,12,,1,5,816.145.439.112.156
676672,1,2,5,80,1,1,5,,2,,2,,,,,1,2,1,5,77.149.998.238.341
676672,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,77.149.998.238.341
676674,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,124.144.967.529.278
676676,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,201.795.019.704.816
676679,1,1,5,80,2,,,,3,,2,,2,,.,,,1,5,795.920.560.745.695
676679,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,795.920.560.745.695
676679,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,795.920.560.745.695
676679,1,6,5,80,1,1,8,EMBARAZO,2,,2,,,,EMBARAZO,12,2,1,5,795.920.560.745.695
676679,2,2,5,80,2,,,,2,,2,,2,,.,,,1,5,795.920.560.745.695
676680,1,1,5,80,1,1,3,,2,,2,,,,,4,2,1,5,739.381.854.924.354
676682,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,713.751.364.220.745
676682,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,713.751.364.220.745
676684,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,77.149.998.238.341
676684,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,77.149.998.238.341
676685,1,1,5,80,1,4,5,,3,,2,,,,,9,2,1,5,896.148.881.839.433
676685,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,896.148.881.839.433
676685,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,896.148.881.839.433
676685,1,9,5,80,2,,,,2,,2,,2,,.,,,1,5,896.148.881.839.433
676686,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,861.933.111.588.681
676686,1,3,5,80,1,4,0,,1,2,2,,,,,8,2,1,5,861.933.111.588.681
676692,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,950.979.159.853.544
676692,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,950.979.159.853.544
676692,1,3,5,80,1,4,3,,2,,2,,,,,4,2,1,5,950.979.159.853.544
676694,1,2,5,80,1,4,2,,2,,1,20000,,,,9,2,1,5,726.854.525.654.663
676694,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,726.854.525.654.663
676695,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,884.269.486.957.782
676695,1,4,5,80,1,2,5,,2,,2,,,1,,7,1,1,5,884.269.486.957.782
676697,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,916.890.151.677.261
676697,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,916.890.151.677.261
676698,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,855.714.841.355.216
676700,1,1,5,80,1,4,7,,2,,2,,,,,9,2,1,5,141.506.127.734.408
676700,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,141.506.127.734.408
676701,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,160.820.789.751.319
676702,1,2,5,80,2,,,,2,,2,,1,1,,7,,1,5,107.323.161.659.318
676702,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,107.323.161.659.318
676702,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,107.323.161.659.318
676703,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,142.905.097.439.676
676704,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,133.976.006.093.927
676705,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,754.953.469.184.322
676706,1,1,5,80,1,4,3,,2,,2,,,,,8,2,1,5,110.661.247.756.397
676706,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,110.661.247.756.397
676706,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,110.661.247.756.397
676706,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,110.661.247.756.397
676708,1,2,5,80,1,3,3,,1,2,2,,,,,4,2,1,5,706.650.686.072.397
676709,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,916.890.151.677.261
676710,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,643.125.505.596.986
676710,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,643.125.505.596.986
676712,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,623.315.779.700.234
676714,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,582.978.629.564.897
676714,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,582.978.629.564.897
676714,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,582.978.629.564.897
676714,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,582.978.629.564.897
676714,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,582.978.629.564.897
676715,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,11.977.884.059.024
676715,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,11.977.884.059.024
676715,1,6,5,80,2,,,,2,,2,,2,,.,,,1,5,11.977.884.059.024
676717,1,1,5,80,1,4,4,,3,,2,,,,,8,2,1,5,78.512.650.064.282
676717,1,2,5,80,1,4,4,,3,,2,,,,,8,2,1,5,78.512.650.064.282
676722,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,714.525.487.198.382
676724,1,1,5,80,1,4,2,,2,,2,,,,,9,2,1,5,882.050.587.416.422
676724,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,882.050.587.416.422
676725,1,1,5,80,1,4,3,,2,,2,,,,,4,2,1,5,751.003.591.573.444
676725,1,2,5,80,1,1,7,,2,,2,,,,,9,2,1,5,751.003.591.573.444
676726,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,111.341.742.215.337
676726,1,5,5,80,1,4,2,,2,,2,,,,,8,2,1,5,111.341.742.215.337
676727,1,2,5,80,1,4,2,,3,,2,,,,,9,2,1,5,812.162.866.238.273
676727,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,812.162.866.238.273
676727,1,4,5,80,1,4,4,,3,,2,,,,,10,2,1,5,812.162.866.238.273
676728,1,2,5,80,1,4,2,,2,,2,,,,,8,2,1,5,77.149.998.238.341
676728,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,77.149.998.238.341
676729,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,636.284.223.183.258
676730,1,7,5,80,2,,,,2,,2,,2,,.,,,1,5,9.205.565.845.992
676730,1,9,5,80,2,,,,2,,2,,2,,.,,,1,5,9.205.565.845.992
676731,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,655.539.463.818.068
676731,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,655.539.463.818.068
676733,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,702.483.996.842.821
676734,1,1,5,80,1,4,2,,3,,2,,,,,9,2,1,5,870.579.041.793.779
676734,1,2,5,80,1,1,8,NO  TUVO   RECURSOS   PARA   CONTINUAR  CON  EL   NEGOCIO,2,,2,,,,ESPERA  PRESTAR   PLATA   PARA   CONTINUAR,12,2,1,5,870.579.041.793.779
676734,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,870.579.041.793.779
676734,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,870.579.041.793.779
676734,1,6,5,80,1,4,7,,2,,2,,,,,11,2,1,5,870.579.041.793.779
676735,1,1,5,80,1,4,2,,3,,2,,,,,9,2,1,5,805.942.140.689.569
676735,1,2,5,80,1,4,4,,3,,2,,,,,10,2,1,5,805.942.140.689.569
676735,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,805.942.140.689.569
676736,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,857.425.830.809.419
676737,1,3,5,80,1,4,3,,2,,2,,,,,9,2,1,5,651.319.567.384.118
676738,1,2,5,80,1,4,4,,3,,2,,,,,10,2,1,5,642.952.591.187.758
676740,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,738.844.776.112.877
676743,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,161.012.437.617.985
676744,1,1,5,80,1,4,2,,2,,2,,,,,8,2,1,5,119.119.369.092.539
676745,2,3,5,80,2,,,,2,,2,,2,,.,,,1,5,744.639.627.888.752
676746,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,905.694.961.601.166
676748,1,1,5,80,2,,,,3,,2,,2,,.,,,1,5,694.609.195.716.835
676748,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,694.609.195.716.835
676748,1,3,5,80,1,1,6,,2,,2,,,1,POR HORARIOS DE ESTUDIO INCOMPATIBLES CON TRABAJOS,12,1,1,5,694.609.195.716.835
676749,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,713.751.364.220.745
676749,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,713.751.364.220.745
676750,1,3,5,80,1,1,1,,2,,2,,,,,2,2,1,5,804.103.948.756.595
676750,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,804.103.948.756.595
676751,1,1,5,80,2,,,,3,,2,,2,,.,,,1,5,69.044.250.648.726
676757,1,2,5,80,1,4,2,,2,,2,,,3,,6,1,1,5,845.384.340.453.858
676757,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,845.384.340.453.858
676758,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,739.271.312.051.371
676763,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,662.273.015.931.499
676765,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,867.154.529.056.666
676766,1,3,5,80,1,4,0,,3,,2,,,,,9,2,1,5,66.226.296.084.992
676766,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,66.226.296.084.992
676766,1,6,5,80,1,3,1,,2,,2,,,,,2,2,1,5,66.226.296.084.992
676767,1,1,5,80,1,4,6,,2,,2,,,,,4,2,1,5,766.115.006.940.239
676768,1,1,5,80,1,4,4,,2,,2,,,,,10,2,1,5,962.163.887.997.658
676768,1,2,5,80,1,4,4,,2,,2,,,,,10,2,1,5,962.163.887.997.658
676769,1,1,5,80,1,4,3,,3,,2,,,,,4,2,1,5,608.065.839.448.427
676769,1,2,5,80,2,,,,3,,2,,2,,.,,,1,5,608.065.839.448.427
676769,1,3,5,80,1,1,1,,2,,2,,,,,2,2,1,5,608.065.839.448.427
676769,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,608.065.839.448.427
676772,1,2,5,80,1,4,3,,2,,2,,,,,9,2,1,5,919.501.176.486.065
676773,1,2,5,80,1,4,8,FORMO PAREJA,2,,2,,,,,9,2,1,5,100.984.489.186.614
676778,1,5,5,80,2,,,,2,,2,,2,,.,,,1,5,912.824.578.818.718
676779,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,837.815.605.402.666
676779,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,837.815.605.402.666
676780,1,3,5,80,1,1,1,,2,,2,,,,,2,2,1,5,706.133.432.109.841
676781,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,110.893.635.523.914
676781,1,6,5,80,1,3,8,EMBARAZO,2,,2,,,,,9,2,1,5,110.893.635.523.914
676784,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,914.556.941.129.684
676784,1,3,5,80,1,1,1,,2,,2,,,,,2,2,1,5,914.556.941.129.684
676785,1,1,5,80,1,4,8,SE CASO,3,,2,,,,,9,2,1,5,134.494.194.504.697
676785,1,2,5,80,2,,,,2,,2,,1,2,,2,,1,5,134.494.194.504.697
676786,1,1,5,80,1,4,8,SE CANSO DE TRABAJAR,2,,2,,,,,8,2,1,5,130.857.408.670.581
676786,1,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,130.857.408.670.581
676787,1,2,5,80,1,3,4,,3,,2,,,,,10,2,1,5,864.526.508.957.767
676787,1,3,5,80,1,2,1,,2,,2,,,,,2,2,1,5,864.526.508.957.767
676788,1,1,5,80,1,4,2,,3,,2,,,,,9,2,1,5,714.525.487.198.382
676791,1,1,5,80,1,1,3,,2,,1,1300000,,,,11,2,1,5,106.843.941.939.192
676792,1,1,5,80,1,4,3,,3,,2,,,,,4,2,1,5,661.387.721.501.251
676792,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,661.387.721.501.251
676792,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,661.387.721.501.251
676793,1,1,5,80,1,2,5,,2,,2,,,1,,9,1,1,5,623.315.779.700.234
676793,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,623.315.779.700.234
676794,1,1,5,80,1,4,2,,2,,2,,,,,9,2,1,5,798.735.632.919.214
676798,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,662.161.844.478.888
676804,1,6,5,80,2,,,,2,,1,70000,2,,.,,,1,5,591.379.370.719.891
676806,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,620.724.837.646.388
676807,1,1,5,80,1,1,5,,3,,2,,,,,6,2,1,5,897.875.185.652.123
676807,1,2,5,80,1,2,2,,2,,2,,,,,5,2,1,5,897.875.185.652.123
676809,1,2,5,80,1,1,2,,2,,2,,,,,9,2,1,5,903.137.671.867.497
676814,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,774.090.924.437.257
676814,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,774.090.924.437.257
676815,1,1,5,80,1,1,7,,3,,2,,,,,11,2,1,5,65.506.116.633.054
676816,1,2,5,80,1,1,3,,2,,2,,,,,4,2,1,5,858.199.953.787.056
676817,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,662.161.844.478.888
676817,1,2,5,80,1,4,2,,2,,2,,,,EL  ESPOSO  NO LA DEJA  Y DEBE  CUIDAR A LA  MAMA,12,2,1,5,662.161.844.478.888
676818,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,707.530.638.672.041
676821,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,713.751.364.220.745
676822,1,1,5,80,1,1,3,,2,,2,,,,,4,2,1,5,706.650.686.072.397
676822,1,2,5,80,1,2,2,,2,,2,,,,EL ACCIDENTE  DEL  ESPOSO,12,2,1,5,706.650.686.072.397
676823,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,86.097.732.757.059
676828,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,846.158.463.431.494
676828,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,846.158.463.431.494
676829,1,1,5,80,2,,,,2,,2,,2,,.,,,1,5,65.506.116.633.054
676829,1,2,5,80,1,4,5,,1,1,2,,,,,11,2,1,5,65.506.116.633.054
676830,1,2,5,80,1,4,2,,2,,2,,,,,4,2,1,5,864.526.508.957.767
676832,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,70.587.656.309.476
676832,1,2,5,80,1,4,4,,3,,2,,,,,10,2,1,5,70.587.656.309.476
676833,1,1,5,80,1,4,3,,2,,2,,,,,4,2,1,5,714.525.487.198.382
676834,1,2,5,80,1,1,6,,2,,2,,,,,11,2,1,5,804.103.948.756.595
676834,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,804.103.948.756.595
676834,1,4,5,80,2,,,,2,,2,,2,,.,,,1,5,804.103.948.756.595
676835,1,1,5,80,1,4,4,,3,,2,,,,,10,2,1,5,713.751.364.220.745
676835,1,2,5,80,1,4,4,,3,,2,,,,,10,2,1,5,713.751.364.220.745
676836,1,2,5,80,1,2,2,,2,,2,,,,,9,2,1,5,81.827.117.914.585
676836,2,2,5,80,1,4,2,,2,,2,,,,,9,2,1,5,81.827.117.914.585
676836,2,3,5,80,2,,,,2,,2,,2,,.,,,1,5,81.827.117.914.585
676836,2,4,5,80,2,,,,2,,2,,2,,.,,,1,5,81.827.117.914.585
676837,1,1,5,80,1,4,2,,2,,2,,,,,9,2,1,5,61.300.665.165.564
676837,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,61.300.665.165.564
676839,1,5,5,80,1,1,5,,2,,1,200000,,,,11,2,1,5,475.520.364.119.436
676839,1,9,5,80,2,,,,2,,2,,1,1,,9,,1,5,475.520.364.119.436
676840,1,2,5,80,1,3,2,,2,,2,,,,,9,2,1,5,947.131.494.846.404
676840,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,947.131.494.846.404
676840,1,6,5,80,1,4,7,,2,,2,,,,,9,2,1,5,947.131.494.846.404
676841,1,2,5,80,1,3,3,,2,,2,,,,,7,2,1,5,800.738.883.725.111
676845,1,2,5,80,1,2,3,,2,,2,,,,ESPERA A  RECUPERARSE (NO  CAMINA),12,2,1,5,798.735.632.919.214
676845,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,798.735.632.919.214
676846,1,1,5,80,1,4,4,,3,,2,,,,ESTA    CANSADA  SOLO DESEA PASEAR,12,2,1,5,713.751.364.220.745
676846,1,2,5,80,1,3,6,,2,,2,,,,NO DESEA  TRABAJAR,12,2,1,5,713.751.364.220.745
676847,1,3,5,80,2,,,,2,,2,,2,,.,,,1,5,888.318.807.728.402
676848,1,1,5,80,2,,,,2,,2,,1,3,,9,,1,5,754.953.469.184.322
676848,1,2,5,80,2,,,,2,,2,,2,,.,,,1,5,754.953.469.184.322
676852,1,2,8,80,1,4,2,,2,,2,,,,,9,2,1,8,518.309.278.331.529
676852,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,518.309.278.331.529
676853,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,473.716.484.024.485
676853,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,473.716.484.024.485
676854,1,2,8,80,1,3,2,,2,,2,,,,,9,2,1,8,512.010.158.950.992
676855,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,503.690.958.531.237
676855,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,503.690.958.531.237
676855,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,503.690.958.531.237
676856,1,1,8,80,1,4,4,,2,,2,,,,,10,2,1,8,496.101.905.236.433
676856,1,3,8,80,2,,,,2,,2,,1,4,,9,,1,8,496.101.905.236.433
676856,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,496.101.905.236.433
676856,1,5,8,80,2,,,,2,,2,,2,,.,,,1,8,496.101.905.236.433
676857,1,1,8,80,1,2,4,,3,,2,,,,,10,2,1,8,473.590.592.782.557
676857,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,473.590.592.782.557
676858,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,439.340.474.402.521
676859,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,503.816.849.773.165
676859,1,4,8,80,1,4,0,,2,,2,,,,,9,2,1,8,503.816.849.773.165
676860,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,446.907.659.101.926
676860,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,446.907.659.101.926
676861,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,600.676.561.046.687
676863,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,486.751.983.619.324
676866,1,2,8,80,1,2,2,,2,,2,,,,,9,2,1,8,567.114.744.109.128
676866,2,2,8,80,2,,,,2,,2,,2,,.,,,1,8,567.114.744.109.128
676867,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,473.716.484.024.485
676869,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,583.821.631.694.229
676869,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,583.821.631.694.229
676870,1,2,8,80,1,3,2,,2,,2,,,,,9,2,1,8,547.432.371.377.207
676870,1,3,8,80,1,4,4,,3,,2,,,,,10,2,1,8,547.432.371.377.207
676871,1,1,8,80,1,4,4,,3,,2,,,,,10,2,1,8,481.038.125.896.793
676871,1,2,8,80,2,,,,2,,2,,2,,.,,,1,8,481.038.125.896.793
676871,1,3,8,80,2,,,,2,,2,,2,,.,,,1,8,481.038.125.896.793
676871,1,4,8,80,2,,,,2,,2,,2,,.,,,1,8,481.038.125.896.793
