DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
5584547;1;3;1;70;76;24;48;908526;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;2;4781;10;76;957.17402093
5584547;1;4;1;70;76;52;48;908526;1;;2;156;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;10;76;957.17402093
5584553;1;1;1;70;76;4;40;2500000;4;;2;5;5;;2;2;4;;2;;;;;;;;;;;1;1;1300000;43;03;87;1;1;4322;10;76;921.23965936
5584711;1;2;1;70;05;60;48;5000000;1;;2;60;1;;9;2;3;;2;;;;;;;;;;;1;2;;64;21;21;1;2;6412;10;05;985.02206633
5584714;1;1;1;70;05;48;48;1014000;1;;2;48;1;;7;2;7;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4754;10;05;1208.3706552
5584718;1;2;1;70;05;14;24;908526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;38;45;1;2;4719;10;05;1446.2752464
5584720;1;3;1;70;11;24;48;908600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;10;11;2583.2826335
5584722;1;2;1;70;13;4;48;400000;3;;2;96;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;54;55;1;1;8412;10;13;561.15863768
5584728;1;5;1;70;13;28;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;77;;1;2;;10;13;450.27972995
5584733;1;1;1;70;13;12;48;800000;4;;2;12;4;;1;2;2;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4921;10;13;404.96436816
5584736;1;1;1;70;13;12;48;1000000;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;33;37;87;1;1;3311;10;13;511.38079942
5584753;1;2;1;70;17;25;48;908526;1;;2;25;1;;9;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;2;5611;10;17;199.95749023
5584754;1;1;1;70;17;16;48;908526;1;;2;16;1;;6;2;2;;2;;;;;;;;;;;1;2;;01;53;53;1;2;0121;10;17;185.53034737
5584762;1;1;1;70;17;48;48;1500000;1;;2;48;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;19;77;1;2;1089;10;17;185.53034737
5584814;1;3;1;70;23;20;48;800000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;2;;10;23;178.53402479
5584816;1;2;1;70;23;2;48;908526;1;;2;2;1;;7;2;1;;2;;;;;;;;;;;1;1;800000;41;95;95;1;1;4111;10;23;195.34336513
5584877;1;1;1;70;50;4;48;920000;1;;2;210;4;;1;2;1;;2;;;;;;;;;;;1;2;;73;33;59;1;1;7310;10;50;156.59339925
5584879;1;1;1;70;50;12;40;900000;1;;2;52;4;;1;2;4;;2;;;;;;;;;;;1;2;;95;85;85;1;1;9522;10;50;367.47978464
5584880;1;1;1;70;50;120;48;1500000;1;;2;102;1;;9;2;1;;2;;;;;;;;;;;1;2;;96;59;59;1;2;9609;10;50;156.59339925
5584880;1;3;1;70;50;18;30;900000;1;;2;32;1;;2;2;1;;2;;;;;;;;;;;1;2;;69;39;39;1;2;6910;10;50;156.59339925
5584890;1;1;1;70;50;16;48;1000000;4;;2;105;4;;9;2;1;;3;;;YA ES PENSION;;;;;;;1;;2;;84;58;58;1;2;8423;10;50;423.92162633
5584895;1;3;1;70;50;3;48;900000;1;;2;208;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;1;5630;10;50;156.59339925
5584896;1;1;1;70;50;52;48;1200000;1;;2;52;1;;9;2;1;;3;;;PENSION;;;;;;;1;;2;;84;58;58;1;2;8412;10;50;236.9367461
5584901;1;4;1;70;52;4;48;908526;4;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4921;10;52;121.56199932
5584904;1;2;1;70;52;4;48;908526;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;908526;43;45;95;1;1;4330;10;52;180.91860475
5584904;1;3;1;70;52;4;48;908526;5;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;41;54;1;1;9700;10;52;180.91860475
5584907;1;2;1;70;52;50;40;2000000;1;;2;50;1;;8;2;2;;2;;;;;;;;;;;1;2;;42;02;02;1;2;4210;10;52;166.59039713
5584919;1;1;1;70;52;3;48;908526;1;;2;3;1;;4;2;3;;1;2;;;;;;;;;;1;1;908526;46;39;97;1;1;4620;10;52;256.4609862
5584920;1;1;1;70;52;5;48;908526;1;;2;5;1;;2;2;8;;2;;;;;;;;;;;1;2;;31;95;81;1;1;3110;10;52;256.4609862
5584924;1;3;1;70;54;2;48;1014980;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;;10;54;437.42788021
5584928;1;4;1;70;54;18;48;908000;4;;2;18;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;41;32;1;2;4754;10;54;250.66088498
5584996;1;1;1;70;68;24;48;3000000;1;;2;24;1;;7;2;3;;3;;;;;;;;;;;1;2;;41;95;95;1;2;4111;10;68;510.13888221
5585007;1;2;1;70;73;48;40;900000;1;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8551;10;73;353.2164132
5585013;1;1;1;70;73;20;48;2000000;1;;2;20;1;;9;2;3;;2;;;;;;;;;;;1;2;;46;44;44;1;2;4631;10;73;368.30464707
5585024;1;1;1;70;76;4;48;908526;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;908526;17;45;39;1;1;1709;10;76;1664.0386533
5585025;1;2;1;70;76;48;48;900000;1;;2;48;4;;2;2;8;;2;;;;;;;;;;;1;2;;00;62;95;1;2;0000;10;76;1318.6131172
5585030;1;1;1;70;76;52;48;908526;1;;2;75;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;10;76;1207.2880073
5585031;1;2;1;70;76;5;48;908526;4;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;1;100000;85;13;13;1;1;8559;10;76;1121.7318595
5585185;1;1;1;70;05;60;48;4000000;1;;2;60;1;;9;2;1;;1;1;;;;;1;1;;;;;2;;20;21;21;1;2;2021;10;05;1180.58449
5585206;1;4;1;70;17;96;48;908526;1;;2;96;1;;8;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;10;17;143.50941069
5585378;1;3;1;70;73;52;48;1000000;1;;2;20;1;;4;2;4;;2;;;;;;;;;;;1;2;;41;12;44;1;2;4111;10;73;255.62141059
5585381;1;2;1;70;73;84;48;1500000;1;;2;84;1;;4;2;2;;2;;;;;;;;;;;1;2;;69;12;12;1;2;6910;10;73;223.62994999
5585827;1;2;1;70;05;3;48;908526;1;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;81;45;54;1;1;8121;10;05;1048.1463904
5585833;1;2;1;70;05;32;48;1200000;1;;2;32;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;03;03;1;2;4773;10;05;1279.5338323
5585835;1;4;1;70;05;40;48;908526;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;39;38;1;2;8220;10;05;674.65832464
5585835;1;5;1;70;05;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;05;674.65832464
5585839;1;6;1;70;05;3;40;908526;1;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;45;45;1;1;5619;10;05;1400.2106323
5585845;1;3;1;70;05;52;40;980000;1;;2;40;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4711;10;05;883.87198119
5585850;1;1;1;70;05;24;48;908526;1;;2;16;2;;9;2;8;;2;;;;;;;;;;;1;2;;84;58;58;1;2;8423;10;05;985.02206633
5585851;1;2;1;70;05;60;48;908526;3;;2;208;1;;9;2;1;;2;;;;;;;;;;;1;2;;38;54;99;1;2;3811;10;05;1348.395089
5585852;1;3;1;70;05;8;48;908526;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;07;03;70;1;1;0722;10;05;957.08109316
5585852;1;4;1;70;05;20;24;908526;1;;2;20;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;58;1;2;8422;10;05;957.08109316
5585879;1;1;1;70;05;40;48;908526;1;;2;42;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;53;59;1;2;4724;10;05;1105.2163605
5585897;1;2;1;70;05;104;40;908526;1;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;2;9602;10;05;1597.5256335
5585898;1;1;1;70;05;104;48;300000;1;;2;900;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;05;995.16828998
5585898;1;2;1;70;05;52;84;600000;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;2;;97;99;95;1;2;9700;10;05;995.16828998
5585909;1;1;1;70;05;20;48;908526;1;;2;20;1;;7;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;10;05;1044.096246
5585914;1;2;1;70;05;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;05;1362.0880471
5585919;1;3;1;70;05;24;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;2;;10;05;1334.6193033
5585954;1;3;1;70;05;4;48;908526;1;;2;16;1;;2;2;3;;2;;;;;;;;;;;1;2;;95;45;79;1;1;9529;10;05;1271.4949793
5585974;1;5;1;70;05;12;48;908526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;07;54;71;1;1;0722;10;05;3234.1336098
5585974;1;6;1;70;05;12;48;908526;1;;2;12;1;;8;2;1;;2;;;;;;;;;;;1;2;;82;30;30;1;1;8220;10;05;3234.1336098
5585989;1;2;1;70;05;52;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;10;05;1665.6733092
5585990;1;1;1;70;05;40;48;908526;3;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;400000;88;54;54;1;2;8891;10;05;3118.9997448
5585992;1;2;1;70;05;150;48;908526;4;;2;152;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;10;05;2298.5929511
5586006;1;1;1;70;05;8;48;908526;1;;2;24;4;;2;2;1;;2;;;;;;;;;;;1;2;;10;84;77;1;1;1081;10;05;898.16172147
5586007;1;3;1;70;05;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;05;1107.22057
5586010;1;2;1;70;05;36;48;908526;1;;2;36;1;;7;2;1;;2;;;;;;;;;;;1;2;;94;45;39;1;2;9499;10;05;1117.305358
5586013;1;1;1;70;05;24;48;1000000;1;;2;50;1;;9;2;1;;2;;;;;;;;;;;1;2;;79;44;44;1;2;7911;10;05;1058.2311783
5586013;1;2;1;70;05;48;48;900000;1;;2;72;1;;9;2;1;;2;;;;;;;;;;;1;2;;79;44;44;1;2;7911;10;05;1058.2311783
5586019;1;1;1;70;05;8;48;908526;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;14;45;45;1;1;1410;10;05;881.86777159
5586045;1;4;1;70;05;2;48;908526;1;;2;2;1;;3;2;1;;2;;;;;;;;;;;1;1;800000;56;39;45;1;1;5619;10;05;1283.5839768
5586068;1;4;1;70;08;84;48;1000000;1;;2;84;1;;5;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;10;08;574.38080158
5586069;1;13;1;70;08;3;42;600000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;45;1;1;4721;10;08;503.99650891
5586071;1;2;1;70;08;12;40;900000;1;;2;108;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4723;10;08;649.36693179
5586089;1;3;1;70;08;16;48;1200000;1;;2;17;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8621;10;08;519.28664319
5586100;1;3;1;70;08;8;48;906000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;1;;10;08;745.9087864
5586115;1;6;1;70;08;8;48;1400000;1;;2;8;1;;9;2;2;;2;;;;;;;;;;;1;2;;10;02;70;1;1;1020;10;08;574.93864976
5586117;1;2;1;70;08;52;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;12;;1;2;;10;08;770.70876874
5586119;1;1;1;70;08;12;48;908526;1;;2;104;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4921;10;08;541.11139816
5586122;1;2;1;70;08;52;48;900000;1;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;64;33;33;1;2;6499;10;08;703.2798169
5586129;1;2;1;70;08;36;48;910000;1;;2;156;1;;9;2;2;;2;;;;;;;;;;;1;2;;64;45;44;1;2;6412;10;08;615.72032525
5586133;1;3;1;70;08;48;48;900000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;23;95;83;1;2;2310;10;08;684.32289638
5586160;1;3;1;70;08;48;48;900000;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;45;38;1;2;8220;10;08;670.78575466
5586162;1;3;1;70;08;3;40;1800000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;21;21;1;1;4711;10;08;651.55602632
5586174;1;3;1;70;08;52;48;1500000;1;;2;53;1;;9;2;1;;2;;;;;;;;;;;1;2;;84;12;12;1;2;8412;10;08;725.19166943
5586177;1;2;1;70;08;78;48;1000000;1;;2;78;1;;6;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;10;08;791.11211636
5586182;1;6;1;70;08;52;52;1200000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;10;08;588.31881019
5586182;1;7;1;70;08;12;48;900000;1;;2;15;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;45;33;1;1;5611;10;08;588.31881019
5586190;1;2;1;70;08;90;48;1200000;1;;2;90;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;32;39;1;2;4210;10;08;689.63450264
5586202;1;2;1;70;08;48;24;400000;1;;2;48;1;;5;2;2;;2;;;;;;;;;;;1;2;;55;11;33;1;2;5511;10;08;566.5915613
5586206;1;2;1;70;08;8;24;600000;4;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4752;10;08;627.27821145
5586207;1;5;1;70;08;24;48;900000;1;;2;24;1;;6;2;1;;2;;;;;;;;;;;1;2;;49;97;97;1;2;4923;10;08;691.08743582
5586215;1;1;1;70;08;52;40;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;;10;08;682.24197439
5586218;1;2;1;70;08;24;48;908526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;58;45;1;2;4722;10;08;542.04093862
5586222;1;1;1;70;08;4;48;900000;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;10;08;381.44700606
5586222;1;2;1;70;08;8;48;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;;10;08;381.44700606
5586223;1;3;1;70;08;8;24;450000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4781;10;08;588.29008122
5586227;1;6;1;70;08;12;48;910000;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;39;98;1;1;4921;10;08;662.23949367
5586235;2;1;2;70;08;4;48;1000000;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;47;38;45;1;1;4771;10;08;691.98174121
5586237;1;3;1;70;08;8;48;4000000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;20;;1;1;;10;08;519.93764937
5586248;2;1;2;70;08;3;48;850000;1;;2;2;1;;4;2;4;;2;;;;;;;;;;;1;1;650000;10;53;45;1;1;1081;10;08;552.05351325
5586260;1;2;1;70;08;56;48;1200000;1;;2;58;1;;9;2;7;;2;;;;;;;;;;;1;2;;82;38;38;1;2;8220;10;08;690.015483
5586261;1;1;1;70;08;56;48;2000000;1;;2;54;4;;9;2;2;;2;;;;;;;;;;;1;2;;84;12;12;1;2;8412;10;08;722.50954524
5586265;1;2;1;70;08;52;48;908526;1;;2;78;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4754;10;08;649.36693179
5586270;1;1;1;70;08;32;48;1500000;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;33;97;93;1;2;3311;10;08;432.24125619
5586270;1;3;1;70;08;8;48;900000;1;;2;9;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;39;39;1;1;4921;10;08;432.24125619
5586271;1;4;1;70;08;52;48;900000;1;;2;53;1;;4;2;7;;2;;;;;;;;;;;1;2;;41;95;58;1;2;4112;10;08;721.0881379
5586308;1;3;1;70;11;60;48;1200000;1;;2;60;1;;6;2;8;;2;;;;;;;;;;;1;2;;10;03;39;1;2;1012;10;11;2806.7974293
5586309;1;3;1;70;11;12;48;1500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;10;11;3189.7252731
5586310;1;1;1;70;11;8;48;1200000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;37;45;1;1;4759;10;11;3287.895759
5586311;1;2;1;70;11;36;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;;10;11;3670.0996502
5586322;1;4;1;70;11;24;48;908526;4;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;31;93;93;1;2;3110;10;11;3485.8321082
5586344;1;3;1;70;11;8;35;908526;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4741;10;11;3201.0616825
5586369;1;1;1;70;11;104;48;2500000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;10;11;2830.1942006
5586377;1;3;1;70;11;96;48;908528;1;;2;96;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;10;11;3423.8822807
5586387;1;2;1;70;11;52;60;908000;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4772;10;11;3187.9253603
5586391;1;3;1;70;11;24;48;908526;1;;2;1;1;;1;2;1;;2;;;;;;;;;;;1;1;98;97;98;98;1;2;9700;10;11;3693.3531018
5586409;1;3;1;70;11;54;48;1200000;1;;2;56;4;;4;2;1;;2;;;;;;;;;;;1;2;;74;16;16;1;2;7420;10;11;3016.7941404
5586413;1;2;1;70;11;12;48;908526;1;;2;12;1;;2;2;4;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4921;10;11;3988.5609666
5586446;1;1;1;70;11;12;48;908000;1;;2;12;1;;9;2;3;;2;;;;;;;;;;;1;2;;01;95;62;1;1;0112;10;11;4361.0594833
5586446;1;3;1;70;11;2;48;908000;1;;2;4;1;;9;2;8;;2;;;;;;;;;;;1;2;;41;97;95;1;1;4111;10;11;4361.0594833
5586447;1;1;1;70;11;73;30;908526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;55;57;1;2;4759;10;11;3016.7941404
5586447;1;2;1;70;11;4;48;908526;1;;2;1;4;;1;2;1;;2;;;;;;;;;;;1;1;100000;49;58;97;1;1;4921;10;11;3016.7941404
5586447;1;3;1;70;11;12;48;908526;1;;2;12;1;;5;2;1;;2;;;;;;;;;;;1;2;;78;55;55;1;1;7820;10;11;3016.7941404
5586447;1;4;1;70;11;3;48;908526;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;11;3016.7941404
5586449;1;3;1;70;11;36;48;908000;1;;2;4;1;;4;2;2;;2;;;;;;;;;;;1;1;75000;56;45;53;1;2;5611;10;11;3485.8321082
5586455;1;2;1;70;11;96;48;908526;1;;2;96;4;;3;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;10;11;4640.2501564
5586460;1;1;1;70;11;24;48;908526;1;;2;24;4;;2;2;1;;2;;;;;;;;;;;1;2;;45;87;84;1;2;4520;10;11;2842.6363251
5586463;1;1;1;70;11;72;48;908526;1;;2;72;1;;7;2;8;;2;;;;;;;;;;;1;2;;56;55;55;1;2;5619;10;11;2125.2835736
5586464;1;1;1;70;11;52;48;1800000;2;;2;52;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;8414;10;11;2670.8109076
5586472;1;2;1;70;11;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;34;;1;2;;10;11;2682.9332416
5586484;1;1;1;70;11;36;48;908526;1;;2;36;1;;9;2;1;;2;;;;;;;;;;;1;2;;09;39;39;1;2;0910;10;11;2125.2835736
5586485;1;1;1;70;11;6;60;1200000;1;;2;6;4;;1;2;2;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4921;10;11;3892.5384859
5586537;1;1;1;70;11;8;48;2000000;1;;2;28;4;;2;2;1;;1;2;;;;;;;;;;1;2;;73;21;16;1;1;7310;10;11;5206.5451623
5586540;1;2;1;70;11;4;48;908526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;2;;10;59;45;1;1;1081;10;11;3964.0729577
5586567;1;3;1;70;13;84;48;1500000;1;;2;84;4;;1;2;1;;2;;;;;;;;;;;1;2;;62;08;08;1;2;6201;10;13;516.2148175
5586568;1;2;1;70;13;104;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;84;;1;2;;10;13;525.74140042
5586572;1;4;1;70;13;16;48;908000;1;;2;16;1;;5;2;1;;2;;;;;;;;;;;1;2;;55;32;32;1;2;5511;10;13;475.59782922
5586574;1;2;1;70;13;8;40;600000;3;;2;8;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;13;549.77058208
5586578;1;2;1;70;13;36;40;908526;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;39;39;1;2;8621;10;13;488.10787248
5586597;1;2;1;70;13;32;48;908526;1;;2;32;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;53;40;1;2;4724;10;13;458.72307147
5586597;1;7;1;70;13;4;48;908526;1;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;500000;97;53;54;1;1;9700;10;13;458.72307147
5586608;1;3;1;70;13;48;48;1000000;1;;2;48;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;97;97;1;2;4711;10;13;536.35987522
5586609;1;3;1;70;13;5;48;908526;1;;2;5;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;58;58;1;1;8422;10;13;532.25712234
5586616;1;3;1;70;13;20;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;10;13;338.32904026
5586617;1;3;1;70;13;32;48;900000;1;;2;32;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;37;98;1;2;4921;10;13;516.2148175
5586625;1;1;1;70;13;72;48;1000000;4;;2;72;1;;9;2;4;;2;;;;;;;;;;;1;2;;80;62;58;1;2;8010;10;13;519.95694371
5586633;1;3;1;70;13;48;48;908000;1;;2;72;1;;7;2;1;;2;;;;;;;;;;;1;2;;86;39;39;1;2;8621;10;13;666.99036325
5586650;1;3;1;70;13;52;48;908526;1;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;56;58;58;1;2;5630;10;13;408.00625402
5586651;1;3;1;70;13;3;48;2000000;1;;2;4;4;;9;2;1;;2;;;;;;;;;;;1;1;2000000;84;19;19;1;1;8412;10;13;345.19903569
5586653;1;1;1;70;13;40;48;1000000;4;;2;48;4;;3;2;2;;2;;;;;;;;;;;1;2;;90;17;17;1;2;9007;10;13;518.07683468
5586656;1;1;1;70;13;12;48;908576;1;;2;24;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;45;97;1;1;4711;10;13;484.18543294
5586666;1;2;1;70;13;24;48;908526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;37;98;1;2;4921;10;13;617.6522773
5586674;1;2;1;70;13;52;48;750000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;13;532.43743568
5586682;1;2;1;70;13;16;48;900000;1;;2;48;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4771;10;13;393.7900619
5586682;1;3;1;70;13;12;48;908000;1;;2;96;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4771;10;13;393.7900619
5586704;1;1;1;70;13;20;48;908526;1;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;28;39;39;1;2;2819;10;13;484.18543294
5586706;1;1;1;70;13;24;48;1400000;1;;2;24;1;;6;2;4;;2;;;;;;;;;;;1;2;;77;97;97;1;2;7730;10;13;562.42503423
5586878;1;2;1;70;17;4;48;908526;1;;2;4;1;;2;2;4;;2;;;;;;;;;;;1;1;800000;47;45;45;1;1;4761;10;17;156.20008447
5586889;1;1;1;70;17;96;48;908526;1;;2;96;3;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;8121;10;17;273.65975325
5586901;1;1;1;70;17;48;48;908526;1;;2;48;1;;9;2;1;;2;;;;;;1;;;;;;2;;28;37;37;1;2;2819;10;17;205.10669103
5586906;1;3;1;70;17;8;48;908526;1;;2;8;1;;9;2;8;;2;;;;;;;;;;;1;2;;82;34;34;1;1;8220;10;17;311.61771616
5586916;1;1;1;70;17;8;48;908526;1;;2;2;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;17;173.1146953
5586928;1;2;1;70;17;64;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;2;;10;17;233.75192367
5586929;1;1;1;70;17;20;48;908526;1;;2;208;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;97;99;1;2;4111;10;17;276.32148608
5586934;1;4;1;70;17;48;48;908526;1;;2;48;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;10;17;255.78094709
5586937;1;1;1;70;17;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;77;;1;1;;10;17;238.39143032
5586965;1;3;1;70;17;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;10;17;133.86852236
5586975;1;3;1;70;17;4;48;908526;1;;2;4;1;;7;2;1;;2;;;;;;;;;;;1;2;;61;34;34;1;1;6190;10;17;234.61121879
5586984;1;3;1;70;17;40;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;98;;1;2;;10;17;196.33570544
5587374;1;3;1;70;23;17;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;37;;1;2;;10;23;124.11804213
5587377;1;2;1;70;23;24;48;908526;1;;2;50;1;;4;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;10;23;149.40456838
5587385;1;1;1;70;23;52;48;908526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;85;98;1;2;4771;10;23;325.09185559
5587385;1;2;1;70;23;52;48;908526;3;;2;156;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;10;23;325.09185559
5587385;1;3;1;70;23;8;48;900000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;1;9602;10;23;325.09185559
5587385;1;4;1;70;23;8;40;400000;3;;2;8;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;10;23;325.09185559
