DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5570772;1;3;1;70;20;1;16;48;908000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;20;109.27589843
5570772;1;6;1;70;20;1;20;50;900000;1;;2;40;1;;5;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;10;4921;20;109.27589843
5570776;1;3;1;70;20;1;12;50;700000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;1;10;;20;216.39609903
5570792;1;3;1;70;20;1;48;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;10;;20;216.39609903
5570793;1;1;1;70;20;1;12;48;900000;1;;2;48;1;;4;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4754;20;205.37402896
5570794;1;1;1;70;20;1;20;48;1200000;1;;2;20;4;;2;2;1;;2;;;;;;;;;;;1;2;;56;59;53;1;2;10;5611;20;149.93534115
5570794;1;5;1;70;20;1;18;48;908000;1;;2;30;4;;2;2;8;;2;;;;;;;;;;;1;2;;96;57;57;1;2;10;9602;20;149.93534115
5570796;1;1;1;70;20;1;48;48;1500000;1;;2;48;1;;9;2;1;;2;;;;;;;;;1;;;2;;64;44;44;1;2;10;6412;20;240.42446687
5570799;1;1;1;70;20;1;2;48;900000;1;;2;2;1;;6;2;1;;2;;;;;;;;;;;1;1;908000;46;98;98;1;1;10;4631;20;272.59643389
5570800;1;1;1;70;20;1;96;30;908526;1;;2;20;1;;9;2;1;;2;;;;;;;;;1;;;2;;85;13;13;1;2;10;8530;20;200.525066
5570800;1;3;1;70;20;1;12;48;908526;1;;2;12;4;;2;2;1;;2;;;;;;;;;;;1;2;;46;95;45;1;1;10;4663;20;200.525066
5570806;1;2;1;70;20;1;48;48;908526;2;;2;144;1;;9;2;1;;2;;;;;;;;;1;;;2;;88;13;13;1;2;10;8891;20;256.4769597
5570807;1;3;1;70;20;1;32;50;1200000;1;;2;32;1;;3;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;10;4923;20;223.75438961
5570808;1;1;1;70;20;1;48;40;400000;3;;2;48;1;;3;2;1;;2;;;;;;;;;;;1;1;40000;56;54;97;1;2;10;5619;20;202.24711691
5570821;1;2;1;70;20;1;144;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;12;;1;2;10;;20;291.6149944
5570821;1;3;1;70;20;1;48;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;10;;20;291.6149944
5570821;1;4;1;70;20;1;48;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;2;10;;20;291.6149944
5570821;1;11;1;70;20;1;48;40;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;20;291.6149944
5570821;1;12;1;70;20;1;16;40;908526;1;;2;48;4;;3;2;1;;2;;;;;;;;;;;1;1;98;56;53;53;1;2;10;5619;20;291.6149944
5570828;1;4;1;70;20;1;28;48;1200000;1;;2;28;1;;5;2;8;;2;;;;;;;;;;;1;2;;47;03;02;1;2;10;4752;20;163.60562793
5570831;1;2;1;70;20;1;12;50;1000000;1;;2;12;4;;2;2;1;;2;;;;;;;;;;;1;1;98;01;05;05;1;1;10;0111;20;240.71116455
5570834;1;1;1;70;20;1;48;48;20000000;1;;2;48;4;;1;2;4;;2;;;;;;;;;;;1;2;;33;87;87;1;2;10;3311;20;253.60223478
5570845;1;1;1;70;20;1;8;48;908000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4771;20;238.89450153
5570854;1;1;1;70;23;1;32;48;800000;3;;2;32;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;10;9700;23;165.60422839
5570854;1;4;1;70;23;1;48;48;908526;1;;2;96;1;;6;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4752;23;165.60422839
5570858;1;2;1;70;23;1;3;48;800000;1;;2;3;1;;4;2;1;;2;;;;;;;;;;;1;1;700000;56;53;53;1;1;10;5611;23;165.54231167
5570858;1;3;1;70;23;1;29;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;23;165.54231167
5570866;2;2;2;70;23;1;54;48;908526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;85;54;59;1;2;10;8559;23;159.78463138
5570869;1;3;1;70;23;1;86;48;1100000;1;;2;98;1;;7;2;1;;2;;;;;;;;;;;1;2;;88;13;13;1;2;10;8891;23;167.41767224
5570869;1;4;1;70;23;1;27;48;908526;1;;2;127;1;;7;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;10;8610;23;167.41767224
5570877;1;2;1;70;23;1;38;48;1400000;1;;2;43;4;;1;2;1;;2;;;;;;;;;;;1;2;;69;12;12;1;2;10;6910;23;134.70329332
5570881;1;4;1;70;23;1;48;48;908716;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;2;10;;23;113.31081716
5570882;1;1;1;70;23;1;8;48;800000;1;;2;8;1;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;10;4111;23;196.23104494
5570898;1;2;1;70;23;1;28;40;1400000;1;;2;97;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;10;8559;23;209.41167213
5570906;1;1;1;70;23;1;30;48;1200000;1;;2;160;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;03;03;1;2;10;4711;23;108.31467186
5570909;1;4;1;70;23;1;8;48;908526;1;;2;8;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;58;58;1;1;10;4731;23;373.23740826
5570909;1;5;1;70;23;1;8;48;908526;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;44;03;1;1;10;6190;23;373.23740826
5570909;1;6;1;70;23;1;12;48;900000;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4752;23;373.23740826
5570915;1;3;1;70;23;1;43;48;1400000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;13;95;1;2;10;4111;23;118.59085296
5570917;1;3;1;70;23;1;53;48;908526;1;;2;159;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;32;32;1;2;10;4759;23;196.71855405
5570918;1;2;1;70;23;1;8;48;908526;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;92;15;33;1;1;10;9200;23;118.89992306
5570923;1;1;1;70;23;1;14;48;1400000;1;;2;23;1;;7;2;1;;2;;;;;;;;;;;1;2;;64;08;33;1;2;10;6412;23;202.58011625
5570984;1;1;1;70;;1;12;30;600000;1;;2;42;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;45;1;1;10;5619;76;1577.4386635
5570984;1;3;1;70;;1;16;48;980000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;10;;76;1577.4386635
5571145;1;2;1;70;;1;12;48;960000;1;;2;14;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;77;77;1;1;10;4711;25;2573.6230719
5571149;1;6;1;70;;1;35;48;908526;4;;2;35;4;;1;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;25;5999.3887135
5571149;1;7;1;70;;1;2;84;908526;1;;2;4;1;;7;2;2;;2;;;;;;;;;;;1;1;908526;41;97;97;1;1;10;4111;25;5999.3887135
5571152;1;3;1;70;;1;4;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;10;;25;2856.4528874
5571153;1;2;1;70;;1;2;56;908526;1;;2;2;1;;2;2;8;;2;;;;;;;;;;;1;1;1120000;56;53;53;1;1;10;5611;25;3211.6213518
5571154;1;2;1;70;;1;4;48;500000;4;;2;28;4;;1;2;1;;2;;;;;;;;;;;1;2;;93;18;18;1;1;10;9319;25;1697.088597
5571158;1;3;1;70;;1;24;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;10;;25;2599.5296479
5571159;1;2;1;70;;1;3;48;500000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;10;;25;2426.9170257
5571160;1;2;1;70;;1;12;48;1000000;1;;2;6;1;;3;2;1;;2;;;;;;;;;;;1;2;;32;97;97;1;1;10;3240;25;6788.354388
5571161;1;1;1;70;;1;28;48;900000;1;;2;28;1;;2;2;4;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;25;5243.1104757
5571161;1;2;1;70;;1;28;48;908526;3;;2;104;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;2;10;9700;25;5243.1104757
5571168;1;2;1;70;;1;16;48;908526;1;;2;32;1;;9;2;4;;2;;;;;;;;;;;1;1;15000;01;62;62;1;2;10;0125;25;3521.0748601
5571170;1;2;1;70;;1;8;48;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;1;10;;25;1860.540278
5571171;1;4;1;70;;1;16;48;98;1;;2;20;3;;1;2;4;;2;;;;;;;;;;;1;2;;97;53;54;1;2;10;9700;25;4658.0353014
5571175;1;3;1;70;;1;68;24;480000;1;;2;74;1;;2;2;1;;2;;;;;;;;;;;1;2;;10;45;53;1;2;10;1081;25;3494.0583305
5571179;1;4;1;70;;1;4;24;350000;4;;2;84;1;;8;2;2;;2;;;;;;;;;;;1;2;;56;94;97;1;1;10;5630;25;3055.6892023
5571182;1;2;1;70;;1;24;48;908526;1;;2;52;1;;3;2;6;;2;;;;;;;;;;;1;2;;10;33;33;1;2;10;1081;25;4106.1500344
5571186;1;1;1;70;;1;52;48;908526;1;;2;40;1;;9;2;1;;2;;;;;;;;;;;1;2;;01;97;62;1;2;10;0125;25;5609.8580716
5571192;1;2;1;70;;1;30;50;908526;1;;2;30;1;;2;2;7;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5611;25;1860.540278
5571226;1;2;1;70;;1;28;48;908526;1;;2;28;1;;4;2;2;;2;;;;;;;;;;;1;2;;25;72;72;1;2;10;2592;25;3750.98157
5571232;1;3;1;70;;1;4;48;900000;3;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;10;9700;25;2362.4147886
5571245;1;2;1;70;;1;4;48;908526;1;;2;4;1;;4;2;1;;2;;;;;;;;;;;1;2;;29;83;83;1;1;10;2930;25;3215.7886868
5571257;1;4;1;70;;1;26;48;908526;1;;2;6;1;;4;2;4;;2;;;;;;;;;;;1;2;;46;99;99;1;2;10;4665;25;1987.437944
5571257;1;5;1;70;;1;2;48;908526;1;;2;78;1;;7;2;4;;2;;;;;;;;;;;1;2;;96;55;39;1;1;10;9601;25;1987.437944
5571258;1;3;1;70;;1;104;48;908526;1;;2;120;1;;9;2;1;;2;;;;;;;;;;;1;2;;53;39;39;1;2;10;5310;25;3961.7200732
5571265;1;1;1;70;;1;28;48;1000000;1;;2;32;1;;9;2;2;;2;;;;;;;;;;;1;2;;20;97;97;1;2;10;2022;25;3750.98157
5571281;1;2;1;70;;1;120;48;908526;1;;2;120;4;;6;2;1;;2;;;;;;;;;;;1;2;;86;19;19;1;2;10;8621;25;3522.1318551
5571327;1;2;1;70;;1;8;48;908526;1;;2;24;1;;9;2;2;;2;;;;;;;;;;;1;2;;01;97;97;1;1;10;0125;25;4161.4261681
5571331;1;2;1;70;;1;52;48;908526;1;;2;78;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;58;58;1;2;10;8544;25;3138.889866
5571333;1;3;1;70;;1;52;48;1500000;1;;2;68;1;;4;2;1;;1;2;;;1;;1;;;;;;2;;46;36;39;1;2;10;4659;25;3376.6448988
5571335;1;1;1;70;;1;72;48;908526;4;;2;72;4;;1;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;10;8559;25;2855.9434964
5571338;1;4;1;70;;1;2;48;908526;4;;2;32;1;;9;2;2;;2;;;;;;;;;;;1;2;;01;45;45;1;1;10;0125;25;4504.1211058
5571346;1;3;1;70;;1;104;48;908526;1;;2;78;1;;2;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4711;25;2450.8927408
5571347;1;1;1;70;;1;75;48;1300000;2;;2;75;4;;9;2;5;;2;;;;;;;;;;;1;2;;94;21;39;1;2;10;9499;25;1697.088597
5571349;1;2;1;70;;1;12;40;1800000;1;;2;12;3;;1;2;4;;2;;;;;;;;;;;1;2;;97;07;54;1;1;10;9700;25;3566.7898163
5571352;1;2;1;70;;1;24;16;400000;1;;2;28;1;;3;2;1;;2;;;;;;;;;;;1;2;;10;97;33;1;2;10;1081;25;1762.2950531
5571353;1;2;1;70;;1;52;20;500000;4;;2;78;4;;1;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5619;25;4183.0488551
5571355;1;2;1;70;;1;26;48;908526;1;;2;26;1;;9;2;2;;2;;;;;;;;;;;1;2;;22;97;97;1;2;10;2229;25;3566.7898163
5571376;1;1;1;70;;1;52;48;908526;4;;2;4;4;;3;2;2;;2;;;;;;;;;;;1;2;;68;98;58;1;2;10;6820;25;2599.5296479
5571385;1;2;1;70;;1;8;48;908526;1;;2;12;1;;2;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;1;10;4111;25;3211.6213518
5571399;1;2;1;70;;1;40;24;500000;1;;2;78;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;03;53;1;2;10;5611;25;2472.6319819
5571400;1;2;1;70;;1;12;48;908526;1;;2;16;1;;9;2;6;;2;;;;;;;;;;;1;2;;01;53;62;1;1;10;0125;25;1697.088597
5571425;1;3;1;70;;1;16;16;240000;1;;2;78;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;52;53;1;2;10;5630;25;2856.4528874
5571426;1;1;1;70;;1;52;24;908526;1;;2;52;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5630;25;5315.8419615
5571441;1;4;1;70;;1;2;60;600000;1;;2;3;1;;9;2;2;;2;;;;;;;;;;;1;2;;96;45;44;1;1;10;9603;25;2342.6064084
5571448;1;2;1;70;;1;24;48;908526;1;;2;28;1;;9;2;2;;2;;;;;;;;;;;1;2;;11;98;98;1;2;10;1103;25;3566.7898163
5571490;1;3;1;70;;1;16;48;1400000;1;;2;28;1;;9;2;1;;2;;;;;;;;;;;1;2;;10;32;55;1;2;10;1089;76;1520.3621295
5571491;1;2;1;70;;1;28;40;900000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;10;;76;1434.5446242
5571493;1;2;1;70;;1;40;48;908526;1;;2;26;1;;2;2;4;;2;;;;;;;;;;;1;2;;56;33;55;1;2;10;5611;76;1820.9335988
5571498;1;3;1;70;;1;25;48;908526;2;;2;26;1;;9;2;4;;2;;;;;;;;;;;1;2;;01;39;39;1;2;10;0161;76;663.84427284
5571526;1;2;1;70;;1;104;48;908526;1;;2;104;1;;4;2;2;;2;;;;;;;;;;;1;2;;75;39;39;1;2;10;7500;76;1825.3824016
5571576;1;2;1;70;;1;10;48;1200000;1;;2;10;1;;6;2;1;;2;;;;;;;;;;;1;1;450000;45;84;99;1;1;10;4520;08;2183.3824758
5571587;1;3;1;70;;1;1;50;600000;3;;2;1;3;;1;2;2;;2;;;;;;;;;;;1;1;300000;97;54;54;1;1;10;9700;08;2389.855427
5571592;1;3;1;70;;1;2;48;1200000;1;;2;2;1;;9;2;2;;2;;;;;;;;;;;1;1;545000;36;39;03;1;1;10;3600;08;1003.5076548
5571593;1;3;1;70;;1;52;48;908526;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;64;39;39;1;2;10;6412;08;1218.3230696
5571605;1;1;1;70;;1;8;24;500000;4;;2;94;4;;2;2;1;;2;;;;1;;;;;;;;2;;56;45;45;1;1;10;5619;08;1567.07424
5571735;1;1;1;70;;1;42;45;500000;1;;2;6;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;10;4111;23;4169.6722659
5571739;1;2;1;70;;1;12;48;908526;1;;2;52;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;1;10;8530;23;7480.8908598
5571739;1;3;1;70;;1;8;60;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;10;;23;7480.8908598
5571739;1;7;1;70;;1;2;60;500000;1;;2;624;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;10;4771;23;7480.8908598
5571740;1;5;1;70;;1;20;40;400000;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;10;9700;23;5919.1922037
5571751;1;3;1;70;;1;8;48;500000;3;;2;25;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;10;9700;23;6673.755807
5571753;1;2;1;70;;1;28;48;400000;1;;2;60;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4773;23;5420.5174776
5571757;1;4;1;70;05;1;36;48;908000;1;;2;36;1;;2;2;2;;2;;;;;;;;;;;1;2;;56;39;53;1;2;10;5619;05;1318.9221356
5571757;1;5;1;70;05;1;52;48;908000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;05;1318.9221356
5571797;1;2;1;70;05;1;12;48;1300000;1;;2;12;1;;8;2;2;;2;;;;;;;;;;;1;2;;86;03;59;1;1;10;8691;05;1597.5256335
5571800;1;1;1;70;05;1;52;48;1200000;2;;2;52;5;;2;2;1;;2;;;;;;;;;;;1;2;;56;59;77;1;2;10;5619;05;2868.3724979
5571806;1;1;1;70;05;1;2;48;908526;4;;2;2;5;;2;2;1;;2;;;;1;;;;;;;;1;700000;41;95;93;1;1;10;4111;05;2518.8119635
5571806;1;2;1;70;05;1;2;48;908526;1;;2;2;1;;2;2;1;;2;;;;;;;;;;;1;1;600000;41;93;93;1;1;10;4111;05;2518.8119635
5571807;1;3;1;70;05;1;44;48;908526;1;;2;12;1;;3;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;10;1410;05;1291.9842461
5571809;1;2;1;70;05;1;40;48;908526;1;;2;40;1;;8;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;10;4722;05;2360.859364
5571812;1;2;1;70;05;1;140;48;908000;1;;2;140;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;32;32;1;2;10;8412;05;1208.3706552
5571831;1;2;1;70;05;1;8;48;908600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;1;10;;05;1139.6744829
5571835;1;2;1;70;05;1;4;48;908000;1;;2;104;1;;9;2;2;;2;;;;;;;;;;;1;2;;10;45;45;1;1;10;1081;05;1597.5256335
5571836;1;1;1;70;05;1;110;48;909000;1;;2;110;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;95;95;1;2;10;4729;05;1180.58449
5571845;1;3;1;70;05;1;36;24;500000;1;;2;52;1;;9;2;4;;2;;;;;;;;;;;1;2;;47;39;39;1;2;10;4754;05;1172.3908289
5571853;1;1;1;70;05;1;8;60;908526;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;96;57;57;1;1;10;9602;05;1196.2816577
5571857;1;3;1;70;05;1;20;48;908000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;10;4921;05;1545.9036278
5571861;1;3;1;70;05;1;24;48;908000;1;;2;24;1;;9;2;8;;2;;;;;;;;;;;1;2;;41;58;95;1;2;10;4112;05;1635.8030266
5571882;1;3;1;70;05;1;52;48;1000000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;18;;1;2;10;;05;1405.9372884
5571888;1;3;1;70;05;1;24;48;1200000;1;;2;24;2;;9;2;1;;2;;;;;;;;;;;1;2;;49;45;39;1;2;10;4921;05;1890.5156957
5571888;1;4;1;70;05;1;24;24;464263;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;05;1890.5156957
5571903;1;2;1;70;05;1;52;48;200000;1;;2;52;4;;1;2;8;;2;;;;;;;;;;;1;2;;56;53;53;1;2;10;5619;05;1528.8294612
5571910;1;1;1;70;05;1;36;48;908526;1;;2;134;1;;2;2;1;;2;;;;;;;;;;;1;2;;17;91;91;1;2;10;1702;05;1375.1120693
5571921;1;1;1;70;05;1;4;48;1014000;1;;2;4;1;;5;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;1;10;5611;05;1133.5993078
5571924;1;5;1;70;05;1;20;48;908526;1;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;38;38;1;2;10;8220;05;1256.96371
5571925;1;4;1;70;05;1;24;24;454263;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;10;;05;1048.1463904
5571928;1;2;1;70;05;1;104;48;3000000;1;;2;104;1;;9;2;1;;1;1;;;1;;;;;;;;2;;94;39;39;1;2;10;9411;05;1117.305358
5571933;1;2;1;70;05;1;2;60;908526;1;;2;2;1;;4;2;6;;2;;;;;;;;;;;1;1;900000;41;95;95;1;1;10;4111;05;1048.1463904
5571944;1;1;1;70;05;1;100;48;3500000;1;;2;100;2;;9;2;1;;1;1;;;1;;;;;;;;2;;84;21;31;1;2;10;8413;05;1330.7239669
5571946;1;2;1;70;05;1;8;48;908526;1;;2;8;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;38;45;1;1;10;4771;05;893.95676909
5571948;1;2;1;70;05;1;44;48;1200000;1;;2;44;1;;4;2;2;;2;;;;;;;;;;;1;2;;18;37;37;1;2;10;1811;05;1375.1120693
5571950;1;4;1;70;05;1;4;24;908526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;37;;1;1;10;;05;1283.5839768
5571954;1;2;1;70;05;1;52;48;908526;1;;2;52;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;33;33;1;2;10;5611;05;1208.3706552
5571972;1;2;1;70;05;1;40;48;2000000;1;;2;40;1;;2;2;7;;2;;;;;;;;;;;1;2;;56;77;77;1;2;10;5619;05;761.67347747
5571973;1;1;1;70;05;1;8;48;1400000;1;;2;8;1;;9;2;1;;2;;;;;;;;;;;1;2;;10;97;97;1;1;10;1081;05;1447.3861566
5571974;1;3;1;70;05;1;78;48;1600000;1;;2;78;4;;9;2;7;;2;;;;;;;;;;;1;2;;84;16;19;1;2;10;8412;05;1121.5103103
5571992;1;2;1;70;08;1;52;48;900000;1;;2;52;4;;1;2;8;;2;;;;;;;;;;;1;2;;56;45;45;1;2;10;5619;08;665.60727268
5571997;1;4;1;70;08;1;74;48;950000;1;;2;74;1;;5;2;1;;2;;;;;;;;;;;1;2;;18;92;97;1;2;10;1811;08;601.82722293
5572005;1;3;1;70;08;1;24;48;910000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;31;21;97;1;2;10;3110;08;513.33540883
5572022;1;3;1;70;08;1;8;48;908000;1;;2;53;1;;7;2;2;;2;;;;;;;;;;;1;2;;82;44;44;1;1;10;8220;08;621.57105592
5572039;1;2;1;70;08;1;156;40;500000;3;;2;156;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;2;10;9700;08;479.05430741
5572046;1;2;1;70;08;1;52;40;1200000;1;;2;208;1;;5;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;10;8621;08;771.88238802
5572049;1;1;1;70;08;1;4;48;1200000;1;;2;4;1;;9;2;1;;2;;;;;;;;;;;1;1;1100000;49;98;98;1;1;10;4921;08;669.77027942
5572049;1;2;1;70;08;1;12;24;900000;1;;2;12;4;;4;2;2;;2;;;;;;;;;;;1;2;;14;55;79;1;1;10;1410;08;669.77027942
5572052;1;4;1;70;08;1;6;48;1500000;2;;2;6;2;;9;2;3;;2;;;;;;1;;;;;;2;;84;12;12;1;1;10;8424;08;751.7583543
5572053;1;2;1;70;08;1;12;48;1500000;1;;2;8;1;;6;2;1;;2;;;;;;;;;;;1;2;;49;11;11;1;1;10;4923;08;752.65265969
5572077;1;5;1;70;08;1;52;48;1300000;1;;2;52;1;;4;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;10;8512;08;706.65018471
5572082;1;4;1;70;08;1;12;48;908000;1;;2;12;1;;4;2;8;;2;;;;;;;;;;;1;2;;31;81;81;1;1;10;3110;08;539.44591198
5572084;1;3;1;70;08;1;8;40;2000000;1;;2;20;4;;1;2;4;;2;;;;;;;;;;;1;2;;85;12;13;1;1;10;8559;08;636.12367288
5572120;1;3;1;70;08;1;48;48;900000;4;;2;48;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;10;4921;08;837.61555311
5572126;1;2;1;70;08;1;4;48;1500000;1;;2;6;1;;9;2;2;;2;;;;;;;;;;;1;2;;53;37;45;1;1;10;5320;08;711.21146955
5572127;1;2;1;70;08;1;4;48;300000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;10;;08;694.71366937
5572131;1;2;1;70;08;1;40;48;400000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;2;10;;08;465.39483307
5572135;1;2;1;70;08;1;1;48;908000;1;;2;53;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;45;97;1;1;10;6190;08;727.84617126
