DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,CLASE,P6290,P6290S1,P6230,P6240,P6240S1,P6250,P6260,P6270,P6280,P6300,P6310,P6310S1,P6320,P6330,P6340,P6350,P6351,MES,FT,DPTO,AREA,fex_c_2011
2731629,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,17,17,188.406.657.303.308
2731629,1,2,1,50,1,,,1,6,PASEANDO,2,2,2,2,2,,,,,,,,7,1,17,17,188.406.657.303.308
2731630,1,1,1,50,1,,,1,6,DESCANSANDO,2,1,,,,,,,,,,,7,1,17,17,176.291.114.090.713
2731630,1,2,1,50,1,,,2,4,,2,1,,,,,,,,,,,7,1,17,17,176.291.114.090.713
2731631,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,17.157.994.130.714
2731632,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,138.742.917.255.456
2731633,1,1,1,50,1,,,1,4,,2,2,2,2,1,7,,2,,2,,,7,1,17,17,142.079.266.199.148
2731633,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,142.079.266.199.148
2731633,1,3,1,50,1,,,1,6,ESTABA PASEANDO,2,2,2,2,2,,,,,,,,7,1,17,17,142.079.266.199.148
2731633,1,4,1,50,1,,,1,5,,,,,,,,,,,,,,7,1,17,17,142.079.266.199.148
2731634,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,139.765.640.155.291
2731634,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,17,17,139.765.640.155.291
2731634,1,3,1,50,1,,,3,3,,2,2,2,2,2,,,,,,,,7,1,17,17,139.765.640.155.291
2731635,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,178.593.737.228.649
2731635,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,17,17,178.593.737.228.649
2731636,1,1,1,50,1,,,1,6,CAMINAR,2,1,,,,,,,,,,,7,1,17,17,17.157.994.130.714
2731637,1,1,1,50,1,4,,1,2,,2,2,2,1,,,,,,,,1,7,1,17,17,147.264.934.186.093
2731637,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,147.264.934.186.093
2731638,1,1,1,50,1,,,1,4,,2,2,2,2,1,9,,,,,,,7,1,17,17,133.533.988.634.161
2731638,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,133.533.988.634.161
2731639,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,17,17,143.335.905.802.899
2731640,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,138.742.917.255.456
2731641,1,1,1,50,1,,,1,6,VIAJAR,2,2,2,2,2,,,,,,,,7,1,17,17,139.533.367.881.283
2731641,1,2,1,50,1,,,2,6,VACACIONES,2,2,2,2,2,,,,,,,,7,1,17,17,139.533.367.881.283
2731642,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,172.327.915.146.437
2731642,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,172.327.915.146.437
2731643,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,155.558.630.345.702
2731644,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,327.696.750.004.661
2731645,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,29.151.342.635.393
2731645,1,2,1,50,1,,,1,6,DESCANSAR,2,2,2,2,2,,,,,,,,7,1,17,17,29.151.342.635.393
2731647,1,1,1,50,1,2,,1,3,,2,2,2,1,,,,,,,,1,7,1,17,17,155.558.630.345.702
2731648,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,17,17,143.335.905.802.899
2731650,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,277.485.834.510.912
2731654,1,1,1,50,1,,,1,4,,2,2,2,2,1,9,,,,,,,7,1,17,17,277.485.834.510.912
2731655,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,303.715.845.467.071
2731655,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,303.715.845.467.071
2731657,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,17,17,170.091.029.429.381
2731657,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,17,17,170.091.029.429.381
2731657,1,3,1,50,1,,,3,6,LEER Y CHATEAR,2,2,2,2,2,,,,,,,,7,1,17,17,170.091.029.429.381
2731659,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,237.019.672.668.521
2731659,1,2,1,50,1,,,2,4,,2,2,2,2,1,7,,1,2,,,,7,1,73,73,237.019.672.668.521
2731660,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,214.872.690.541.838
2731660,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,73,73,214.872.690.541.838
2731662,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,332.701.251.349.609
2731662,1,2,1,50,1,1,,2,4,,2,2,2,1,,,,,,,,1,7,1,73,73,332.701.251.349.609
2731662,1,6,1,50,1,,,6,4,,2,2,2,2,2,,,,,,,,7,1,73,73,332.701.251.349.609
2731662,1,7,1,50,1,1,,7,4,,2,2,2,1,,,,,,,,1,7,1,73,73,332.701.251.349.609
2731662,1,8,1,50,1,,,8,1,,,,,,,,,,,,,,7,1,73,73,332.701.251.349.609
2731662,1,9,1,50,1,1,,9,4,,2,2,2,1,,,,,,,,1,7,1,73,73,332.701.251.349.609
2731663,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,141.989.019.748.783
2731663,1,2,1,50,1,,,2,3,,1,,,,,,,,,,,,7,1,73,73,141.989.019.748.783
2731663,1,3,1,50,1,2,,3,3,,2,2,2,1,,,,,,,,1,7,1,73,73,141.989.019.748.783
2731665,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,229.469.853.838.518
2731666,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,233.196.577.071.559
2731666,1,2,1,50,1,,,2,6,RECUPERACION POST PARTO,2,2,2,2,1,10,,,,,,,7,1,73,73,233.196.577.071.559
2731668,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,253.534.573.588.178
2731669,1,1,1,50,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,7,1,73,73,165.494.002.465.448
2731669,1,2,1,50,1,,,2,6,VACACIONES,2,1,,,,,,,,,,,7,1,73,73,165.494.002.465.448
2731670,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,237.815.726.183.628
2731670,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,73,73,237.815.726.183.628
2731670,1,3,1,50,1,,,2,3,,2,2,2,2,2,,,,,,,,7,1,73,73,237.815.726.183.628
2731671,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,164.997.931.252.037
2731671,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,73,73,164.997.931.252.037
2731671,1,3,1,50,1,2,,3,2,,2,2,2,1,,,,,,,,1,7,1,73,73,164.997.931.252.037
2731671,1,4,1,50,1,,,4,3,,2,2,2,2,1,12,,,,,,,7,1,73,73,164.997.931.252.037
2731672,1,1,1,50,1,,,1,6,TEJER MANUALIDADES PARA EL HOGAR,2,2,2,2,2,,,,,,,,7,1,73,73,136.855.905.671.839
2731672,1,2,1,50,1,,,2,6,VACACIONES,2,1,,,,,,,,,,,7,1,73,73,136.855.905.671.839
2731673,1,1,1,50,1,,,1,6,PENSIONADA,2,2,2,2,2,,,,,,,,7,1,73,73,141.684.956.105.325
2731673,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,73,73,141.684.956.105.325
2731674,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,17.396.301.334.169
2731674,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,73,73,17.396.301.334.169
2731675,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,227.684.651.073.947
2731675,1,2,1,50,1,1,,2,2,,2,2,2,1,,,,,,,,1,7,1,73,73,227.684.651.073.947
2731675,1,4,1,50,1,,,4,4,,2,2,2,2,2,,,,,,,,7,1,73,73,227.684.651.073.947
2731676,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,239.370.501.560.116
2731676,1,2,1,50,1,,,1,3,,2,2,2,2,2,,,,,,,,7,1,73,73,239.370.501.560.116
2731678,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,237.019.672.668.521
2731678,1,2,1,50,1,,,2,4,,1,,,,,,,,,,,,7,1,73,73,237.019.672.668.521
2731680,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,233.196.577.071.559
2731680,1,2,1,50,1,,,2,4,,2,2,1,,,,,,,,,,7,1,73,73,233.196.577.071.559
2731681,1,1,1,50,1,,,1,4,,2,2,2,2,1,3,,2,,1,9,1,7,1,73,73,235.547.405.963.154
2731681,1,2,1,50,1,,,1,5,,,,,,,,,,,,,,7,1,73,73,235.547.405.963.154
2731682,1,1,1,50,1,,,1,6,CAMINAR,2,2,2,2,2,,,,,,,,7,1,73,73,180.346.839.151.665
2731683,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,180.337.966.735.918
2731683,1,2,1,50,1,,,2,6,VACACIONES,2,1,,,,,,,,,,,7,1,73,73,180.337.966.735.918
2731683,1,3,1,50,1,,,2,3,,2,2,2,2,2,,,,,,,,7,1,73,73,180.337.966.735.918
2731683,1,4,1,50,1,,,2,3,,2,2,2,2,2,,,,,,,,7,1,73,73,180.337.966.735.918
2731684,1,1,1,50,1,1,,1,4,,2,2,2,1,,,,,,,,1,7,1,73,73,156.841.856.434.999
2731684,1,2,1,50,1,,,2,3,,1,,,,,,,,,,,,7,1,73,73,156.841.856.434.999
2731685,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,73,73,229.373.481.474.596
2731685,1,2,1,50,1,,,2,4,,1,,,,,,,,,,,,7,1,73,73,229.373.481.474.596
2731687,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,73,73,17.396.301.334.169
2731687,1,2,1,50,1,,,2,6,ENFERMO,2,2,2,2,2,,,,,,,,7,1,73,73,17.396.301.334.169
2731688,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,287.610.777.341.229
2731688,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,66,66,287.610.777.341.229
2731688,1,3,1,50,1,,,3,3,,2,2,2,2,2,,,,,,,,7,1,66,66,287.610.777.341.229
2731689,1,1,1,50,1,,,1,6,SE DEDICO A DESCANSAR EN EL HOGAR,1,,,,,,,,,,,,7,1,66,66,262.083.411.609.375
2731689,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,66,66,262.083.411.609.375
2731689,1,3,1,50,1,,,3,1,,,,,,,,,,,,,,7,1,66,66,262.083.411.609.375
2731691,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,66,66,248.529.022.549.253
2731691,1,2,1,50,1,,,2,4,,2,2,2,2,1,10,,,,,,,7,1,66,66,248.529.022.549.253
2731692,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,278.149.238.698.061
2731694,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,211.615.829.741.031
2731694,1,2,1,50,1,,,2,4,,2,2,2,2,1,11,,,,,,,7,1,66,66,211.615.829.741.031
2731694,1,3,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,66,66,211.615.829.741.031
2731695,1,1,1,50,1,,,1,4,,2,2,2,2,1,8,,2,,2,,,7,1,66,66,232.941.728.436.336
2731695,1,2,1,50,1,2,,2,2,,2,2,2,1,,,,,,,,1,7,1,66,66,232.941.728.436.336
2731695,1,3,1,50,1,,,3,1,,,,,,,,,,,,,,7,1,66,66,232.941.728.436.336
2731696,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,317.787.831.850.527
2731696,1,2,1,50,1,,,2,4,,1,,,,,,,,,,,,7,1,66,66,317.787.831.850.527
2731697,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,329.346.147.192.404
2731697,1,2,1,50,1,2,,2,4,,2,2,2,1,,,,,,,,1,7,1,66,66,329.346.147.192.404
2731697,1,3,1,50,1,,,3,6,SE ENCONTRABA ENFERMO EN SU CASA,2,2,2,2,1,11,,,,,,,7,1,66,66,329.346.147.192.404
2731698,1,1,1,50,1,,,1,6,SE DEDICO A VER TELEVISION,2,2,2,2,1,2,,2,,2,,,7,1,66,66,218.349.167.247.575
2731698,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,66,66,218.349.167.247.575
2731698,1,3,1,50,1,,,5,4,,2,2,2,2,2,,,,,,,,7,1,66,66,218.349.167.247.575
2731698,1,4,1,50,1,,,4,1,,,,,,,,,,,,,,7,1,66,66,218.349.167.247.575
2731698,1,5,1,50,1,,,5,1,,,,,,,,,,,,,,7,1,66,66,218.349.167.247.575
2731700,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,278.149.238.698.061
2731701,1,1,1,50,1,,,1,4,,2,2,2,2,1,2,,1,1,,2,1,7,1,66,66,262.561.944.585.144
2731701,1,2,1,50,1,1,,2,4,,2,2,2,1,,,,,,,,1,7,1,66,66,262.561.944.585.144
2731702,1,1,1,50,1,,,1,3,,2,1,,,,,,,,,,,7,1,66,66,269.854.921.244.558
2731702,1,2,1,50,1,,,2,6,HIZO DILIGENCIAS PERSONALES,1,,,,,,,,,,,,7,1,66,66,269.854.921.244.558
2731703,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,66,66,257.818.072.926.912
2731703,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,66,66,257.818.072.926.912
2731705,1,1,1,50,1,,,1,4,,2,2,2,2,2,,,,,,,,7,1,66,66,292.960.977.736.066
2731705,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,66,66,292.960.977.736.066
2731705,1,3,1,50,1,2,,3,2,,2,2,2,1,,,,,,,,1,7,1,66,66,292.960.977.736.066
2731706,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,347.958.278.489.892
2731706,1,2,1,50,1,1,,2,2,,2,2,2,1,,,,,,,,1,7,1,66,66,347.958.278.489.892
2731706,1,3,1,50,1,,,3,3,,2,2,2,2,2,,,,,,,,7,1,66,66,347.958.278.489.892
2731708,1,1,1,50,1,,,1,1,,,,,,,,,,,,,,7,1,66,66,269.854.921.244.558
2731708,1,2,1,50,1,,,2,1,,,,,,,,,,,,,,7,1,66,66,269.854.921.244.558
2731709,1,1,1,50,1,,,1,6,SE DEDICO A DESCANSAR EN HOGAR,2,2,2,2,2,,,,,,,,7,1,66,66,275.114.992.851.177
2731709,1,2,1,50,1,,,2,4,,2,2,2,2,2,,,,,,,,7,1,66,66,275.114.992.851.177
2731709,1,3,1,50,1,,,3,1,,,,,,,,,,,,,,7,1,66,66,275.114.992.851.177
2731709,1,4,1,50,1,,,4,3,,2,2,2,2,2,,,,,,,,7,1,66,66,275.114.992.851.177
