DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,FEX_C,CLASE,P7430,P7440,P7450,P7450S1,P7460,P7470,P7472,P7472S1,P7454,P7456,P7458S1,P7458,P7452,INI,MES,DPTO,AREA,fex_c_2011
2743305,1,4,1,80,114.342.986.269.044,1,2,,,,2,,2,,2,,.,,,1,7,70,70,114.433.624.909.621
2743308,1,1,1,80,656.438.213.611.664,1,2,,,,2,,2,,2,,.,,,1,7,70,70,642.410.423.199.936
2743308,1,2,1,80,656.438.213.611.664,1,1,4,4,,2,,2,,,,,4,2,1,7,70,70,642.410.423.199.936
2743309,1,3,1,80,785.324.246.533.139,1,2,,,,2,,2,,2,,.,,,1,7,70,70,790.153.396.209.581
2743312,1,4,1,80,936.578.802.194.606,1,2,,,,2,,2,,2,,.,,,1,7,70,70,939.413.168.373.178
2743312,1,5,1,80,936.578.802.194.606,1,2,,,,2,,2,,2,,.,,,1,7,70,70,939.413.168.373.178
2743312,1,6,1,80,936.578.802.194.606,1,2,,,,2,,2,,2,,.,,,1,7,70,70,939.413.168.373.178
2743312,1,7,1,80,936.578.802.194.606,1,2,,,,2,,2,,2,,.,,,1,7,70,70,939.413.168.373.178
2743313,1,1,1,80,793.346.226.487.995,1,1,2,2,,2,,2,,,,,2,2,1,7,70,70,789.445.893.655.668
2743315,1,2,1,80,942.293.089.153.854,1,1,2,4,,2,,2,,,,,4,2,1,7,70,70,932.880.876.346.799
2743316,1,3,1,80,864.773.594.914.962,1,2,,,,2,,2,,2,,.,,,1,7,70,70,858.638.420.432.918
2743318,1,1,1,80,732.740.479.700.945,1,2,,,,2,,2,,2,,.,,,1,7,70,70,738.530.074.367.606
2743318,1,2,1,80,732.740.479.700.945,1,1,4,4,,2,,2,,,,,4,2,1,7,70,70,738.530.074.367.606
2743319,1,3,1,80,101.698.914.128.362,1,2,,,,2,,2,,2,,.,,,1,7,70,70,101.525.177.991.385
2743320,1,1,1,80,729.225.644.039.179,1,2,,,,2,,2,,2,,.,,,1,7,70,70,736.693.021.359.798
2743322,1,2,1,80,100.827.576.777.612,1,1,2,6,,2,,2,,,,,1,2,1,7,70,70,100.599.378.180.678
2743325,1,4,1,80,896.257.382.397.578,1,2,,,,2,,2,,2,,.,,,1,7,70,70,901.289.372.785.849
2743326,1,3,1,80,880.843.128.639.831,1,2,,,,2,,2,,2,,.,,,1,7,70,70,87.154.583.700.133
2743328,1,3,1,80,941.503.010.609.456,1,2,,,,2,,2,,2,,.,,,1,7,70,70,951.022.952.234.726
2743329,1,3,1,80,100.157.488.752.587,1,2,,,,2,,2,,2,,.,,,1,7,70,70,985.508.244.129.329
2743330,1,1,1,80,961.118.669.151.569,1,1,4,6,,2,,2,,,,,8,2,1,7,70,70,948.690.405.213.821
2743331,1,1,1,80,815.717.569.169.758,1,1,3,5,,3,,2,,,,,10,2,1,7,70,70,805.102.363.836.256
2743334,1,1,1,80,766.876.441.901.413,1,2,,,,2,,2,,2,,.,,,1,7,70,70,783.398.983.996.724
2743334,1,5,1,80,766.876.441.901.413,1,2,,,,2,,2,,2,,.,,,1,7,70,70,783.398.983.996.724
2743334,2,2,2,80,766.876.441.901.413,1,2,,,,2,,2,,2,,.,,,1,7,70,70,783.398.983.996.724
2743336,1,1,1,80,67.660.156.589.844,1,1,4,4,,2,,2,,,,,4,2,1,7,18,18,669.162.750.547.963
2743339,1,3,1,80,689.292.321.382.034,1,2,,,,2,,2,,2,,.,,,1,7,18,18,695.521.997.598.924
2743340,1,2,1,80,96.785.185.014.944,1,1,2,8,,2,,2,,,,,9,2,1,7,18,18,97.467.032.241.973
2743340,1,3,1,80,96.785.185.014.944,1,1,1,2,,2,,2,,,,,2,2,1,7,18,18,97.467.032.241.973
2743340,1,4,1,80,96.785.185.014.944,1,2,,,,2,,2,,2,,.,,,1,7,18,18,97.467.032.241.973
2743340,1,5,1,80,96.785.185.014.944,1,2,,,,2,,2,,2,,.,,,1,7,18,18,97.467.032.241.973
2743341,1,1,1,80,486.340.887.001.587,1,1,4,6,,2,,2,,,,,8,2,1,7,18,18,468.210.468.387.285
2743343,1,2,1,80,660.237.097.925.268,1,1,1,4,,2,,1,360000,,,,4,2,1,7,18,18,651.666.634.992.246
2743345,1,3,1,80,831.136.800.843.152,1,2,,,,2,,2,,2,,.,,,1,7,18,18,832.314.083.295.842
2743348,1,2,1,80,437.410.149.768.843,1,2,,,,2,,2,,2,,.,,,1,7,18,18,407.987.783.004.192
2743348,1,4,1,80,437.410.149.768.843,1,2,,,,2,,2,,2,,.,,,1,7,18,18,407.987.783.004.192
2743348,1,5,1,80,437.410.149.768.843,1,2,,,,2,,2,,2,,.,,,1,7,18,18,407.987.783.004.192
2743349,1,2,1,80,738.660.828.720.282,1,1,4,8,,2,,2,,,,,9,2,1,7,18,18,737.084.844.902.746
2743349,1,3,1,80,738.660.828.720.282,1,2,,,,2,,2,,2,,.,,,1,7,18,18,737.084.844.902.746
2743350,1,2,1,80,867.024.241.994.218,1,1,4,6,,2,,2,,,,,9,2,1,7,18,18,881.665.968.219.473
2743350,1,4,1,80,867.024.241.994.218,1,1,1,2,,2,,1,250000,,,,2,2,1,7,18,18,881.665.968.219.473
2743350,1,5,1,80,867.024.241.994.218,1,2,,,,2,,2,,2,,.,,,1,7,18,18,881.665.968.219.473
2743351,1,1,1,80,691.944.601.736.905,1,1,4,4,,2,,2,,,,,4,2,1,7,18,18,684.483.532.049.122
2743351,1,2,1,80,691.944.601.736.905,1,2,,,,2,,2,,2,,.,,,1,7,18,18,684.483.532.049.122
2743351,1,4,1,80,691.944.601.736.905,1,2,,,,2,,2,,2,,.,,,1,7,18,18,684.483.532.049.122
2743352,1,3,1,80,326.004.689.331.779,1,1,4,7,,2,,2,,,1,,7,1,1,7,18,18,32.581.711.606.097
2743352,1,6,1,80,326.004.689.331.779,1,2,,,,2,,2,,2,,.,,,1,7,18,18,32.581.711.606.097
2743353,1,2,1,80,919.432.835.626.592,1,1,4,5,,3,,2,,,,,4,2,1,7,18,18,911.008.333.822.184
2743354,1,2,1,80,572.992.337.058.312,1,2,,,,2,,2,,2,,.,,,1,7,18,18,553.661.081.168.091
2743354,1,3,1,80,572.992.337.058.312,1,2,,,,2,,2,,2,,.,,,1,7,18,18,553.661.081.168.091
2743354,1,6,1,80,572.992.337.058.312,1,1,4,4,,2,,2,,,,,11,2,1,7,18,18,553.661.081.168.091
2743356,1,2,1,80,513.717.510.008.488,1,2,,,,2,,2,,2,,.,,,1,7,18,18,507.738.094.126.709
2743357,1,1,1,80,465.868.421.008.292,1,1,1,4,,2,,2,,,,,4,2,1,7,18,18,458.453.840.313.096
2743359,1,4,1,80,733.531.398.565.453,1,2,,,,2,,2,,2,,.,,,1,7,18,18,742.648.998.329.715
2743359,1,6,1,80,733.531.398.565.453,1,2,,,,2,,2,,2,,.,,,1,7,18,18,742.648.998.329.715
2743360,1,2,1,80,371.873.030.547.371,1,2,,,,2,,2,,2,,.,,,1,7,18,18,370.946.008.429.792
2743362,1,1,1,80,590.167.500.766.284,1,1,3,4,,2,,2,,,,,4,2,1,7,18,18,61.357.831.914.259
2743362,1,3,1,80,590.167.500.766.284,1,2,,,,2,,2,,2,,.,,,1,7,18,18,61.357.831.914.259
2743362,1,4,1,80,590.167.500.766.284,1,2,,,,2,,2,,2,,.,,,1,7,18,18,61.357.831.914.259
2743362,1,5,1,80,590.167.500.766.284,1,2,,,,2,,2,,2,,.,,,1,7,18,18,61.357.831.914.259
2743362,1,6,1,80,590.167.500.766.284,1,2,,,,2,,2,,2,,.,,,1,7,18,18,61.357.831.914.259
2743368,1,2,1,80,111.159.895.590.654,1,2,,,,2,,2,,2,,.,,,1,7,18,18,111.301.005.541.833
2743368,2,1,2,80,111.159.895.590.654,1,2,,,,2,,2,,2,,.,,,1,7,18,18,111.301.005.541.833
2743370,1,2,1,80,194.163.106.031.176,1,2,,,,2,,2,,2,,.,,,1,7,18,18,19.402.651.920.494
2743373,1,2,1,80,688.227.224.743.149,1,1,4,3,,2,,2,,,,,9,2,1,7,18,18,690.542.795.513.128
2743375,1,1,1,80,740.875.338.969.649,1,1,1,8,,2,,2,,,,,2,2,1,7,18,18,744.706.217.432.214
2743376,1,3,1,80,652.009.378.663.558,1,2,,,,2,,2,,2,,.,,,1,7,18,18,65.163.423.212.194
2743376,1,4,1,80,652.009.378.663.558,1,2,,,,2,,2,,2,,.,,,1,7,18,18,65.163.423.212.194
2743376,1,6,1,80,652.009.378.663.558,1,1,3,4,,2,,2,,,,,9,2,1,7,18,18,65.163.423.212.194
2743376,1,7,1,80,652.009.378.663.558,1,2,,,,2,,2,,2,,.,,,1,7,18,18,65.163.423.212.194
2743376,1,8,1,80,652.009.378.663.558,1,1,4,8,,2,,2,,,,,4,2,1,7,18,18,65.163.423.212.194
2743380,1,4,1,80,205.248.867.368.162,1,2,,,,2,,2,,2,,.,,,1,7,18,18,210.325.845.307.768
2743380,1,5,1,80,205.248.867.368.162,1,1,2,3,,2,,2,,,,,9,2,1,7,18,18,210.325.845.307.768
2743383,1,1,1,80,878.415.964.320.696,1,1,3,4,,2,,2,,,,,4,2,1,7,18,18,867.220.602.325.523
2743383,1,2,1,80,878.415.964.320.696,1,1,2,4,,2,,2,,,,,8,2,1,7,18,18,867.220.602.325.523
2743385,1,3,1,80,594.231.834.282.228,1,2,,,,2,,2,,2,,.,,,1,7,18,18,603.034.963.629.824
2743388,1,4,1,80,86.956.915.717.211,1,2,,,,2,,2,,2,,.,,,1,7,18,18,878.844.019.216.499
2743393,1,4,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743394,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743398,1,5,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743400,1,1,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743403,1,4,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743404,1,4,1,80,133.568.894.009.222,1,2,,,,2,,2,,2,,.,,,1,7,27,27,119.904.070.641.702
2743407,1,1,1,80,133.568.894.009.222,1,1,4,5,,3,,2,,,,,10,2,1,7,27,27,133.587.903.225.812
2743407,1,2,1,80,133.568.894.009.222,1,1,4,4,,2,,2,,,,,4,2,1,7,27,27,133.587.903.225.812
2743407,1,3,1,80,133.568.894.009.222,1,2,,,,2,,2,,2,,.,,,1,7,27,27,133.587.903.225.812
2743407,1,4,1,80,133.568.894.009.222,1,2,,,,2,,2,,2,,.,,,1,7,27,27,133.587.903.225.812
2743409,1,1,1,80,723.894.460.039.936,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,586.756.426.306.658
2743410,1,3,1,80,855.926.052.034.763,1,2,,,,2,,2,,2,,.,,,1,7,66,,719.079.844.095.324
2743410,1,5,1,80,855.926.052.034.763,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,719.079.844.095.324
2743411,1,3,1,80,127.180.147.766.327,1,2,,,,2,,2,,2,,.,,,1,7,66,,132.946.738.899.927
2743412,1,1,1,80,781.812.385.364.286,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,608.157.947.336.735
2743412,1,2,1,80,781.812.385.364.286,1,2,,,,2,,2,,2,,.,,,1,7,66,,608.157.947.336.735
2743413,1,1,1,80,533.817.786.414.134,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743413,1,2,1,80,533.817.786.414.134,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,509.113.273.975.967
2743413,1,4,1,80,533.817.786.414.134,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743414,1,1,1,80,781.812.385.364.286,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,608.157.947.336.735
2743414,1,2,1,80,781.812.385.364.286,1,1,2,5,,3,,2,,,,,10,2,1,7,66,,608.157.947.336.735
2743415,1,1,1,80,638.608.069.571.638,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743415,1,2,1,80,638.608.069.571.638,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743415,1,3,1,80,638.608.069.571.638,1,1,2,3,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743416,1,2,1,80,945.437.799.925.724,1,2,,,,2,,2,,2,,.,,,1,7,66,,100.925.459.558.536
2743416,1,3,1,80,945.437.799.925.724,1,2,,,,2,,2,,2,,.,,,1,7,66,,100.925.459.558.536
2743416,1,4,1,80,945.437.799.925.724,1,2,,,,2,,2,,2,,.,,,1,7,66,,100.925.459.558.536
2743416,1,5,1,80,945.437.799.925.724,1,2,,,,2,,2,,2,,.,,,1,7,66,,100.925.459.558.536
2743417,1,2,1,80,823.785.104.683.246,1,2,,,,2,,2,,2,,.,,,1,7,66,,917.742.387.039.873
2743417,1,3,1,80,823.785.104.683.246,1,2,,,,2,,2,,2,,.,,,1,7,66,,917.742.387.039.873
2743418,1,1,1,80,83.898.986.477.687,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,928.993.160.003.867
2743418,1,2,1,80,83.898.986.477.687,1,2,,,,2,,2,,2,,.,,,1,7,66,,928.993.160.003.867
2743419,1,1,1,80,723.894.460.039.936,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,586.756.426.306.658
2743420,1,2,1,80,178.355.262.056.142,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,181.130.307.847.408
2743420,1,4,1,80,178.355.262.056.142,1,2,,,,2,,2,,2,,.,,,1,7,66,,181.130.307.847.408
2743421,1,2,1,80,162.193.555.564.085,1,1,3,3,,2,,2,,,,,9,2,1,7,66,,180.648.142.102.188
2743423,1,1,1,80,975.968.119.600.024,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,853.944.142.546.915
2743423,1,2,1,80,975.968.119.600.024,1,2,,,,2,,2,,2,,.,,,1,7,66,,853.944.142.546.915
2743423,1,5,1,80,975.968.119.600.024,1,2,,,,2,,2,,2,,.,,,1,7,66,,853.944.142.546.915
2743423,1,6,1,80,975.968.119.600.024,1,2,,,,2,,2,,2,,.,,,1,7,66,,853.944.142.546.915
2743426,1,1,1,80,723.894.460.039.936,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,586.756.426.306.658
2743427,1,2,1,80,116.604.479.322.583,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,11.516.753.884.324
2743428,1,1,1,80,116.093.568.272.957,1,1,3,7,,2,,2,,,,,9,2,1,7,66,,109.619.174.195.638
2743429,1,1,1,80,829.532.421.886.402,1,1,3,4,,3,,2,,,,,4,2,1,7,66,,843.473.427.795.831
2743429,1,3,1,80,829.532.421.886.402,1,2,,,,2,,2,,2,,.,,,1,7,66,,843.473.427.795.831
2743430,1,2,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743431,1,1,1,80,152.554.339.381.657,1,1,3,5,,3,,2,,,,,10,2,1,7,66,,157.433.119.667.079
2743433,1,1,1,80,179.388.956.414.489,1,2,,,,2,,2,,2,,.,,,1,7,66,,184.334.537.050.383
2743435,1,1,1,80,10.092.217.650.442,1,2,,,,3,,2,,2,,.,,,1,7,66,,877.462.156.449.098
2743435,1,3,1,80,10.092.217.650.442,1,1,3,3,,2,,2,,,,,9,2,1,7,66,,877.462.156.449.098
2743442,1,1,1,80,158.346.131.914.092,1,2,,,,2,,2,,2,,.,,,1,7,66,,159.573.271.770.086
2743463,1,3,1,80,116.604.479.322.583,1,2,,,,2,,2,,2,,.,,,1,7,66,,11.516.753.884.324
2743464,1,3,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743465,1,2,1,80,110.805.734.051.085,1,2,,,,2,,2,,2,,.,,,1,7,66,,100.729.574.167.294
2743467,1,1,1,80,781.812.385.364.286,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,608.157.947.336.735
2743467,1,2,1,80,781.812.385.364.286,1,2,,,,2,,2,,2,,.,,,1,7,66,,608.157.947.336.735
2743469,1,2,1,80,303.565.668.202.777,1,1,4,5,,3,,2,,,,,10,2,1,7,27,27,303.608.870.967.754
2743472,1,2,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743472,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743475,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743475,1,4,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743475,1,5,1,80,303.565.668.202.777,1,1,4,4,,2,,2,,,,,4,2,1,7,27,27,303.608.870.967.754
2743478,1,2,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743478,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743478,1,4,1,80,303.565.668.202.777,1,1,4,4,,2,,2,,,,,4,2,1,7,27,27,303.608.870.967.754
2743480,1,4,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743482,1,1,1,80,109.358.370.740.144,1,1,3,3,,2,,2,,,,,9,2,1,7,66,,100.617.031.898.114
2743484,1,2,1,80,781.812.385.364.286,1,1,1,1,,2,,2,,,,,8,2,1,7,66,,608.157.947.336.735
2743486,1,2,1,80,108.754.164.863.124,1,1,2,2,,2,,2,,,,,2,2,1,7,66,,108.044.530.959.913
2743486,1,3,1,80,108.754.164.863.124,1,2,,,,2,,2,,2,,.,,,1,7,66,,108.044.530.959.913
2743486,1,6,1,80,108.754.164.863.124,1,2,,,,2,,2,,2,,.,,,1,7,66,,108.044.530.959.913
2743487,1,2,1,80,131.595.350.397.573,1,2,,,,2,,2,,1,4,,9,,1,7,66,,134.296.900.734.686
2743487,1,3,1,80,131.595.350.397.573,1,2,,,,2,,2,,2,,.,,,1,7,66,,134.296.900.734.686
2743488,1,1,1,80,591.805.239.129.106,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,509.113.273.975.967
2743488,1,2,1,80,591.805.239.129.106,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,509.113.273.975.967
2743488,1,5,1,80,591.805.239.129.106,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743489,1,3,1,80,509.769.784.060.791,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,509.113.273.975.967
2743491,1,2,1,80,135.852.247.683.272,1,1,1,2,,2,,2,,,,,2,2,1,7,66,,151.403.192.411.651
2743493,1,1,1,80,739.136.920.921.852,1,1,4,1,,2,,2,,,4,,4,1,1,7,66,,509.113.273.975.967
2743493,1,4,1,80,739.136.920.921.852,1,1,2,6,,2,,2,,,,,2,2,1,7,66,,509.113.273.975.967
2743493,1,6,1,80,739.136.920.921.852,1,1,4,1,,2,,2,,,1,,9,1,1,7,66,,509.113.273.975.967
2743494,1,2,1,80,712.919.309.749.554,1,1,1,1,,2,,2,,,,,8,2,1,7,66,,68.446.673.999.698
2743496,1,1,1,80,781.812.385.364.286,1,1,1,8,,2,,2,,,,,8,2,1,7,66,,608.157.947.336.735
2743497,1,1,1,80,509.769.784.060.791,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743497,1,4,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743499,1,1,1,80,509.769.784.060.791,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,509.113.273.975.967
2743499,1,2,1,80,509.769.784.060.791,1,1,4,7,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743499,2,2,2,80,509.769.784.060.791,1,2,,,,2,,2,,1,1,,2,,1,7,66,,509.113.273.975.967
2743500,1,3,1,80,121.892.313.544.455,1,1,1,2,,2,,2,,,,,2,2,1,7,66,,124.057.138.871.583
2743501,1,1,1,80,113.537.541.877.028,1,1,4,5,,3,,2,,,4,,10,1,1,7,66,,106.102.959.001.209
2743501,1,2,1,80,113.537.541.877.028,1,1,3,8,,2,,2,,,,,1,2,1,7,66,,106.102.959.001.209
2743502,1,3,1,80,516.767.124.347.563,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743502,1,4,1,80,516.767.124.347.563,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743503,1,1,1,80,918.168.916.866.649,1,1,4,4,,3,,2,,,,,4,2,1,7,66,,753.617.620.594.538
2743503,1,2,1,80,918.168.916.866.649,1,2,,,,2,,2,,2,,.,,,1,7,66,,753.617.620.594.538
2743503,1,5,1,80,918.168.916.866.649,1,1,3,4,,2,,2,,,,,4,2,1,7,66,,753.617.620.594.538
2743504,1,2,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743506,1,2,1,80,951.303.839.719.854,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,856.060.635.419.022
2743508,1,2,1,80,203.907.913.624.316,1,2,,,,2,,2,,2,,.,,,1,7,66,,203.645.309.590.387
2743508,1,3,1,80,203.907.913.624.316,1,1,2,8,,2,,2,,,,,2,2,1,7,66,,203.645.309.590.387
2743508,1,5,1,80,203.907.913.624.316,1,1,1,2,,2,,2,,,,,2,2,1,7,66,,203.645.309.590.387
2743508,1,6,1,80,203.907.913.624.316,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,203.645.309.590.387
2743508,1,9,1,80,203.907.913.624.316,1,1,3,2,,2,,2,,,,,2,2,1,7,66,,203.645.309.590.387
2743515,1,1,1,80,142.845.539.636.939,1,1,4,7,,2,,2,,,,,8,2,1,7,66,,14.509.053.967.024
2743515,1,2,1,80,142.845.539.636.939,1,1,4,7,,2,,2,,,,,1,2,1,7,66,,14.509.053.967.024
2743515,1,4,1,80,142.845.539.636.939,1,2,,,,2,,2,,2,,.,,,1,7,66,,14.509.053.967.024
2743515,2,2,2,80,142.845.539.636.939,1,1,4,7,,2,,2,,,,,9,2,1,7,66,,14.509.053.967.024
2743515,2,3,2,80,142.845.539.636.939,1,2,,,,2,,2,,1,2,,1,,1,7,66,,14.509.053.967.024
2743526,1,3,1,80,509.769.784.060.791,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,509.113.273.975.967
2743526,1,4,1,80,509.769.784.060.791,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,509.113.273.975.967
2743526,1,5,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743526,1,6,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743526,1,7,1,80,509.769.784.060.791,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743534,1,2,1,80,158.353.084.653.155,1,1,2,4,,2,,2,,,,,2,2,1,7,66,,171.871.084.343.025
2743536,1,1,1,80,509.769.784.060.791,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743536,1,3,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743537,1,2,1,80,509.769.784.060.791,1,1,2,7,,2,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743537,1,3,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743538,1,1,1,80,121.892.313.544.455,1,1,4,7,,2,,2,,,1,,9,1,1,7,66,,124.057.138.871.583
2743538,1,2,1,80,121.892.313.544.455,1,2,,,,2,,2,,2,,.,,,1,7,66,,124.057.138.871.583
2743539,1,2,1,80,116.093.568.272.957,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,109.619.174.195.638
2743541,1,2,1,80,951.303.839.719.854,1,1,4,8,,2,,2,,,,,9,2,1,7,66,,856.060.635.419.022
2743543,1,3,1,80,981.265.480.077.874,1,2,,,,2,,2,,2,,.,,,1,7,66,,953.480.913.830.017
2743543,1,4,1,80,981.265.480.077.874,1,2,,,,2,,2,,2,,.,,,1,7,66,,953.480.913.830.017
2743543,1,6,1,80,981.265.480.077.874,1,1,4,3,,2,,2,,,,,8,2,1,7,66,,953.480.913.830.017
2743545,1,3,1,80,993.914.765.745.718,1,2,,,,2,,2,,2,,.,,,1,7,66,,10.358.924.694.021
2743546,1,3,1,80,867.937.130.995.705,1,1,2,3,,2,,2,,,,,9,2,1,7,66,,931.244.005.387.467
2743551,1,2,1,80,992.171.102.977.633,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,732.792.474.410.315
2743551,1,3,1,80,992.171.102.977.633,1,1,4,5,,3,,2,,,,,10,2,1,7,66,,732.792.474.410.315
2743551,1,4,1,80,992.171.102.977.633,1,1,1,4,,3,,2,,,,,4,2,1,7,66,,732.792.474.410.315
2743552,1,1,1,80,509.769.784.060.791,1,1,3,5,,3,,2,,,,,9,2,1,7,66,,509.113.273.975.967
2743552,1,2,1,80,509.769.784.060.791,1,1,4,3,,2,,2,,,,,4,2,1,7,66,,509.113.273.975.967
2743552,1,3,1,80,509.769.784.060.791,1,2,,,,2,,2,,2,,.,,,1,7,66,,509.113.273.975.967
2743553,1,1,1,80,855.856.524.644.141,1,1,4,4,,3,,2,,,,,4,2,1,7,66,,596.101.718.365.943
2743553,1,2,1,80,855.856.524.644.141,1,1,1,4,,2,,2,,,,,4,2,1,7,66,,596.101.718.365.943
2743554,1,3,1,80,144.704.024.922.199,1,2,,,,2,,2,,2,,.,,,1,7,66,,150.310.111.783.752
2743554,1,4,1,80,144.704.024.922.199,1,2,,,,2,,2,,2,,.,,,1,7,66,,150.310.111.783.752
2743557,1,1,1,80,723.894.460.039.936,1,1,4,4,,2,,2,,,,,4,2,1,7,66,,586.756.426.306.658
2743559,1,3,1,80,115.157.116.011.641,1,2,,,,2,,2,,2,,.,,,1,7,66,,11.505.499.657.406
2743562,1,5,1,80,168.471.704.509.477,1,2,,,,2,,2,,2,,.,,,1,7,66,,168.146.949.325.024
2743563,1,3,1,80,133.042.713.708.514,1,2,,,,2,,2,,2,,.,,,1,7,66,,134.409.443.003.866
2743572,1,1,1,80,723.894.460.039.936,1,2,,,,2,,2,,2,,.,,,1,7,66,,586.756.426.306.658
2743583,1,2,1,80,17.684.407.807.451,1,1,3,8,,2,,2,,,,,9,2,1,7,66,,193.993.026.150.235
2743583,1,3,1,80,17.684.407.807.451,1,2,,,,2,,2,,2,,.,,,1,7,66,,193.993.026.150.235
2743590,1,2,1,80,148.544.495.833.129,1,1,4,3,,2,,2,,,,,9,2,1,7,66,,159.087.169.542.915
2743590,1,3,1,80,148.544.495.833.129,1,1,1,8,,2,,2,,,,,2,2,1,7,66,,159.087.169.542.915
2743590,1,4,1,80,148.544.495.833.129,1,2,,,,2,,2,,2,,.,,,1,7,66,,159.087.169.542.915
2743591,1,2,1,80,116.093.568.272.957,1,1,3,8,,2,,2,,,3,,1,1,1,7,66,,109.619.174.195.638
2743594,1,2,1,80,119.934.039.183.888,1,2,,,,2,,2,,2,,.,,,1,7,66,,118.396.231.954.801
2743596,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743597,1,2,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
2743597,1,3,1,80,303.565.668.202.777,1,2,,,,2,,2,,2,,.,,,1,7,27,27,303.608.870.967.754
