DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5367207;1;1;1;70;15;1;4;48;1; ;2;4;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;13;13;1;1;02;8530;15;120,124061644761
5367212;1;1;1;70;15;1;32;40;3; ;2;32;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;02;9700;15;95,7709772614169
5367214;1;1;1;70;15;1;20;40;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;94;97;98;1;2;02;9492;15;117,927159045745
5367221;1;1;1;70;15;1;8;40;1; ;2;5;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2800000;1;1;84;02;02;1;1;02;8413;15;116,655411347934
5367223;1;3;1;70;15;1;40;48;2; ;2;40;1; ;8;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1200000;1;1;85;13;13;1;2;02;8530;15;98,5911000449887
5367225;1;1;1;70;15;1;2;40;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1200000;2; ;41;95;95;1;1;02;4111;15;116,655411347934
5367229;1;1;1;70;15;1;32;48;1; ;2;40;4; ;9;2;3; ; ;1; ; ; ; ; ; ; ; ;2; ;900000;2; ;84;21;31;1;2;02;8412;15;119,788239531747
5367230;1;1;1;70;17;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;908526;908526;2; ;80;58;58;1;1;02;8010;17;216,396723570117
5367233;1;2;1;70;17;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;1;02;4111;17;186,76523762729
5367235;1;1;1;70;17;1;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;1;02;8220;17;232,068139104146
5367243;1;2;1;70;17;1;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;2;02;4111;17;153,581747287535
5367243;1;3;1;70;17;1;4;48;8; ;2;4;8; ;3;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;908526;2; ;01;62;62;1;1;02;0123;17;153,581747287535
5367247;1;1;1;70;17;1;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;02;5611;17;227,034182057957
5367249;1;2;1;70;17;1;4;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;85;32;32;1;1;02;8551;17;216,396723570117
5367252;1;2;1;70;18;1;20;25;1; ;2;40;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;10;45;45;1;2;02;1081;18;131,602059250481
5367254;1;1;1;70;18;1;1;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;900000;2; ;41;58;95;1;1;02;4111;18;101,997917785387
5367263;1;1;1;70;18;1;4;48;1; ;2;4;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;54;45;1;1;02;4772;18;74,0458514443994
5367269;1;1;1;70;18;1;4;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;69;32;32;1;1;02;6910;18;91,0187468634052
5367277;1;3;1;70;18;1;24;48;1; ;2;24;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;86;07;07;1;2;02;8622;18;69,0541230956205
5367283;1;3;1;70;19;1;259;40;1; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;85;12;13;1;2;02;8559;19;93,1150908637202
5367283;1;5;1;70;19;1;8;40;1; ;2;8;4; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;85;12;13;1;1;02;8544;19;93,1150908637202
5367285;1;2;1;70;19;1;52;45;1; ;2;52;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;94;03;32;1;2;02;9499;19;102,900705106403
5367288;1;2;1;70;19;1;24;40;1; ;2;24;4; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;41;95;95;1;2;02;4111;19;133,698354645604
5367288;1;3;1;70;19;1;32;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ; ;19; ;1;2;02;.;19;133,698354645604
5367288;1;4;1;70;19;1;32;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ; ;16; ;1;2;02;.;19;133,698354645604
5367289;1;3;1;70;19;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;3000000; ; ; ;02; ;1;2;02;.;19;136,385363907121
5367291;1;1;1;70;19;1;52;45;1; ;2;52;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;45;45;1;2;02;4759;19;88,5185556883001
5367291;1;2;1;70;19;1;24;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ; ;45; ;1;2;02;.;19;88,5185556883001
5367292;1;1;1;70;19;1;8;48;4; ;2;50;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;35;19;33;1;1;02;3511;19;113,736369195668
5367293;1;3;1;70;19;1;40;45;1; ;2;40;1; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;877810;2; ;49;98;98;1;2;02;4921;19;135,062152631819
5367293;1;4;1;70;19;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;877810; ; ; ;45; ;1;2;02;.;19;135,062152631819
5367295;1;5;1;70;19;1;12;40;1; ;2;12;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;35;03;03;1;1;02;3511;19;144,591884129066
5367297;1;2;1;70;19;1;3;48;4; ;2;7;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;81;55;55;1;1;02;8121;19;69,1816867543096
5367302;1;2;1;70;19;1;8;48;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;85;18;18;1;1;02;8552;19;114,553639043004
5367302;1;3;1;70;19;1;3;48;1; ;2;39;4; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;86;11;39;1;1;02;8692;19;114,553639043004
5367311;1;1;1;70;19;1;36;48;1; ;2;44;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;877000;2; ;93;33;33;1;2;02;9329;19;100,669220352734
5367315;1;1;1;70;19;1;4;40;2; ;2;8;2; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;1;4000000;3500000;2; ;84;12;12;1;1;02;8424;19;138,167504032912
5367317;1;4;1;70;19;1;5;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ; ;45; ;1;1;02;.;19;89,3358255356356
5367320;1;2;1;70;19;1;36;40;1; ;2;77;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;47;59;45;1;2;02;4773;19;86,26554774057
5367320;1;3;1;70;19;1;156;48;1; ;2;156;1; ;2;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;2;47;45;45;1;2;02;4771;19;86,26554774057
5367321;1;1;1;70;19;1;6;40;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;86;59;59;1;1;02;8621;19;102,424497572631
5367334;1;2;1;70;19;1;38;40;1; ;2;38;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;41;95;95;1;2;02;4111;19;88,5185556883001
5367340;1;1;1;70;23;1;12;48;1; ;2;46;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;86;19;19;1;1;02;8610;23;158,148950025932
5367346;1;1;1;70;23;1;40;48;3; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;2;02;9700;23;99,4383870389209
5367346;1;3;1;70;23;1;20;42;1; ;2;40;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;59;45;1;2;02;4771;23;99,4383870389209
5367347;1;2;1;70;23;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;2;02;8220;23;115,61215833911
5367348;1;2;1;70;23;1;52;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;908526;2; ;47;45;45;1;2;02;4719;23;178,459022041291
5367352;1;2;1;70;23;1;8;30;1; ;2;20;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;40;40;1;1;02;4772;23;120,428923668717
5367355;1;1;1;70;23;1;28;48;1; ;2;28;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;41;1;2;02;4773;23;118,898094959267
5367374;1;2;1;70;27;1;6;48;4; ;2;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1114000;2; ;43;93;93;1;1;02;4330;27;35,4132656771544
5367375;1;1;1;70;27;1;52;48;1; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;97;45;54;1;2;02;9700;27;35,4132656771544
5367379;1;2;1;70;27;1;52;48;1; ;2;104;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;55;77;1;2;02;5611;27;35,4132656771544
5367389;1;1;1;70;27;1;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;85;45;13;1;2;02;8512;27;35,4132656771544
5367390;1;2;1;70;27;1;40;40;2; ;2;40;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;39;39;1;2;02;8412;27;35,4132656771544
5367407;1;2;1;70;27;1;2;48;3; ;2;2;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;80000;300000;2; ;97;54;54;1;1;02;9700;27;35,4132656771544
5367411;1;1;1;70;27;1;20;40;4; ;2;20;4; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;38;13;99;1;2;02;3830;27;35,4132656771544
5367424;1;1;1;70;27;1;8;48;1; ;2;48;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;45;1;1;02;4771;27;35,4132656771544
5367430;1;1;1;70;41;1;6;45;1; ;2;15;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;10;77;77;1;1;02;1040;41;190,779976517123
5367435;1;3;1;70;41;1;108;50;1; ;2;108;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;940000;2; ;47;45;45;1;2;02;4772;41;203,108474352358
5367435;1;5;1;70;41;1;24;60;1; ;2;25;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;1;100000;1000000;1;1;47;87;45;1;2;02;4771;41;203,108474352358
5367437;1;2;1;70;41;1;60;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;45; ;1;2;02;.;41;198,83127308767
5367438;1;1;1;70;41;1;8;40;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;59;59;1;1;02;8610;41;193,495558253154
5367443;1;2;1;70;41;1;6;50;1; ;2;10;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;95;95;1;1;02;4111;41;111,906065544655
5367444;1;2;1;70;41;1;5;45;4; ;2;6;4; ;1;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;43;93;93;1;1;02;4330;41;204,090497039443
5367446;1;1;1;70;41;1;48;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;06;02;21;1;2;02;0610;41;197,888692788889
5367453;1;1;1;70;44;1;2;40;1; ;2;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;160000;98;2; ;41;03;95;1;1;02;4111;44;97,075217104456
5367454;1;1;1;70;44;1;44;40;3; ;2;44;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;47;54;45;1;2;02;4724;44;63,2823120213256
5367455;1;2;1;70;44;1;44;48;4; ;2;44;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;14;79;79;1;2;02;1410;44;99,6640377344364
5367455;1;5;1;70;44;1;44;48;1; ;2;44;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;39;39;1;2;02;8610;44;99,6640377344364
5367456;1;3;1;70;44;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;58; ;1;1;02;.;44;82,4506044691949
5367457;1;2;1;70;44;1;12;48;4; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;97;57;54;1;1;02;9700;44;62,4533434366119
5367458;1;1;1;70;44;1;4;40;3; ;2;24;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;97;54;54;1;1;02;9700;44;201,5701990092
5367460;1;1;1;70;44;1;6;40;4; ;2;16;4; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;200000;2; ;56;53;53;1;1;02;5619;44;192,364982519106
5367460;1;3;1;70;44;1;12;48;4; ;2;12;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;41;95;95;1;1;02;4111;44;192,364982519106
5367466;1;2;1;70;44;1;4;48;2; ;2;104;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2700000;2; ;61;12;03;1;1;02;6190;44;255,904040345517
5367466;1;3;1;70;44;1;104;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;33; ;1;2;02;.;44;255,904040345517
5367467;1;1;1;70;44;1;3;40;1; ;2;43;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;55;54;1;1;02;9700;44;97,075217104456
5367472;1;5;1;70;44;1;48;48;4; ;2;44;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;47;41;41;1;2;02;4754;44;51,6829016533389
5367474;1;2;1;70;44;1;20;40;1; ;2;24;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;42;03;03;1;2;02;4210;44;62,4533434366119
5367475;1;2;1;70;44;1;78;48;1; ;2;52;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;47;19;39;1;2;02;4731;44;106,245881974963
5367476;1;1;1;70;44;1;20;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;98;2; ;47;41;41;1;2;02;4723;44;50,9348164143753
5367476;1;4;1;70;44;1;20;48;1; ;2;104;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;82;59;21;1;2;02;8219;44;50,9348164143753
5367477;1;2;1;70;44;1;2;48;1; ;2;208;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;47;21;41;1;1;02;4723;44;122,326818218292
5367478;1;2;1;70;44;1;4;48;1; ;2;104;1; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;42;19;19;1;1;02;4210;44;97,075217104456
5367485;1;2;1;70;47;1;16;49;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;52;39;39;1;2;02;5229;47;640,909038593618
5367488;1;2;1;70;47;1;44;48;1; ;2;44;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;86;07;07;1;2;02;8692;47;97,0231122493896
5367488;1;3;1;70;47;1;40;48;1; ;2;40;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;47;55;55;1;2;02;4754;47;97,0231122493896
5367497;1;1;1;70;47;1;12;48;3; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;54;45;1;1;02;4771;47;236,01157918373
5367498;1;2;1;70;47;1;4;48;1; ;2;4;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;908500;2; ;94;33;53;1;1;02;9499;47;97,0231122493896
5367498;1;3;1;70;47;1;259;48;1; ;2;259;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908500;2; ;56;53;53;1;2;02;5611;47;97,0231122493896
5367517;1;3;1;70;50;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2500000; ; ; ;13; ;1;2;02;.;50;250,301626794684
5367520;1;1;1;70;50;1;8;48;1; ;2;8;4; ;9;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;1200000;1;1;88;13;13;1;1;02;8890;50;277,456319548441
5367522;1;2;1;70;50;1;20;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;18; ;1;2;02;.;50;191,151264637992
5367523;1;1;1;70;50;1;50;48;1; ;2;50;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;49;98;98;1;2;02;4921;50;343,463698540231
5367530;1;3;1;70;50;1;32;40;1; ;2;9;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;55;1;2;02;4722;50;250,301626794684
5367536;1;2;1;70;50;1;50;48;1; ;2;50;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;52;39;39;1;2;02;5221;50;251,470418095416
5367538;1;1;1;70;50;1;24;48;1; ;2;3;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;1000000;2; ;47;98;97;1;2;02;4752;50;343,463698540231
5367539;1;1;1;70;50;1;2;48;4; ;2;2;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;400000;906000;2; ;25;83;83;1;1;02;2511;50;318,555017521583
5367542;1;2;1;70;50;1;3;48;1; ;2;3;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1500000;1000000;2; ;86;45;59;1;1;02;8621;50;419,81416866608
5367548;1;2;1;70;50;1;8;48;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;1;02;4771;50;333,509113755632
