DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,clase,MES,DPTO,fex_c_2011
2600873,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,1,63,143.831.468.135.012
2600873,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,143.831.468.135.012
2600873,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,63,143.831.468.135.012
2600873,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,143.831.468.135.012
2600873,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,143.831.468.135.012
2600873,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,143.831.468.135.012
2600874,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,63,857.059.458.072.209
2600874,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,857.059.458.072.209
2600875,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,63,720.776.067.776.962
2600875,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,21,56,,,,,,,,,2,1,63,720.776.067.776.962
2600875,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,,2,1,63,720.776.067.776.962
2600876,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,102.915.100.771.355
2600876,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,1,63,102.915.100.771.355
2600876,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,102.915.100.771.355
2600876,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,63,102.915.100.771.355
2600877,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,999.411.058.043.059
2600877,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,12,,,,,,,2,1,63,999.411.058.043.059
2600878,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,63,886.823.493.427.867
2600878,1,2,1,90,,1,1,2,2,1,2,2,1,2,2,21,21,,,10,,,25,,,2,1,63,886.823.493.427.867
2600879,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,28,,,,,,,,,2,1,63,83.447.555.534.486
2604259,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,10,,,,,,,,,2,1,73,264.542.991.187.413
2604259,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,2,1,73,264.542.991.187.413
2604260,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,236.635.386.177.512
2604260,1,2,1,90,,2,2,1,2,2,2,2,2,2,2,,,2,,,,,,,,2,1,73,236.635.386.177.512
2604260,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,15,,,,,,,,,2,1,73,236.635.386.177.512
2604261,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,234.741.188.541.633
2604261,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,15,,20,,,,,,,2,1,73,234.741.188.541.633
2604268,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,7,3,,,,,,,,,2,1,73,28.094.325.167.755
2604268,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,5,35,,,,,,,,,2,1,73,28.094.325.167.755
2604268,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,5,15,,,,,,,,,2,1,73,28.094.325.167.755
2604268,1,4,1,90,,1,1,2,2,2,2,2,2,2,2,7,3,,,,,,,,,2,1,73,28.094.325.167.755
2604268,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,3,4,,,,,,,,,2,1,73,28.094.325.167.755
2604268,1,6,1,90,,1,1,2,2,2,2,2,2,2,2,7,7,,,,,,,,,2,1,73,28.094.325.167.755
2604270,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,192.033.195.913.392
2604270,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,7,14,,,,,,,,,2,1,73,192.033.195.913.392
2604271,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,7,6,,,,,,,,,2,1,73,163.181.644.047.461
2604271,1,2,1,90,,1,1,2,2,1,2,2,2,2,2,8,20,,,7,,,,,,2,1,73,163.181.644.047.461
2604271,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,5,7,,,,,,,,,2,1,73,163.181.644.047.461
2604272,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,2,1,73,255.714.233.481.483
2604290,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,227.812.932.395.402
2604290,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,6,10,,,,,,,,,2,1,73,227.812.932.395.402
2604290,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,7,4,,,,,,,,,2,1,73,227.812.932.395.402
2604292,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,279.343.378.805.753
2604292,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,10,,10,,,,,,,2,1,73,279.343.378.805.753
2604292,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,2,1,73,279.343.378.805.753
2604294,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,5,,7,,,,,,,2,1,73,306.649.989.922.132
2604294,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,15,,25,,,,,,,2,1,73,306.649.989.922.132
2604296,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,7,7,,,,,,,,,2,1,73,314.522.121.394.241
2604296,1,2,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,1,73,314.522.121.394.241
2604296,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,1,73,314.522.121.394.241
2604296,1,4,1,90,,2,1,2,1,2,2,2,2,2,2,,21,,12,,,,,,,2,1,73,314.522.121.394.241
2604311,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,5,12,,,,,,,,,2,1,73,243.690.927.758.123
2604311,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,2,30,,,,,,,,,2,1,73,243.690.927.758.123
2604312,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,2,6,,,,,,,,,2,1,73,220.884.747.779.322
2604314,1,1,1,90,,1,1,2,1,2,2,2,2,2,2,3,3,,10,,,,,,,2,1,73,216.229.032.528.663
2604314,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,3,30,,30,,,,,,,2,1,73,216.229.032.528.663
2604318,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,3,12,,,,,,,,,2,1,73,192.033.195.913.392
2604318,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,5,25,,,,,,,,,2,1,73,192.033.195.913.392
2604320,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,4,14,,,,,,,,,2,1,73,255.714.233.481.483
2604321,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,243.690.927.758.123
2604321,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,2,20,,,,,,,,,2,1,73,243.690.927.758.123
2604322,1,1,1,90,,1,2,2,1,2,2,2,2,2,2,3,,,4,,,,,,,2,1,73,205.889.636.675.703
2604322,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,4,25,,12,,,,,,,2,1,73,205.889.636.675.703
2604322,1,3,1,90,,1,1,2,1,2,2,2,2,2,2,1,25,,20,,,,,,,2,1,73,205.889.636.675.703
2604323,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,2,1,73,279.470.664.240.133
2604323,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,3,30,,,,,,,,,2,1,73,279.470.664.240.133
2604323,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,2,15,,,,,,,,,2,1,73,279.470.664.240.133
2604339,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,226.129.022.525.002
2604339,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,5,35,,10,,,,,,,2,1,73,226.129.022.525.002
2604339,1,3,1,90,,1,1,2,1,2,2,2,2,2,2,1,15,,40,,,,,,,2,1,73,226.129.022.525.002
2604340,1,1,1,90,,1,1,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,2,1,73,244.513.893.103.592
2604340,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,2,30,,30,,,,,,,2,1,73,244.513.893.103.592
2604340,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,244.513.893.103.592
2604341,1,1,1,90,,1,1,2,1,2,2,2,2,2,1,1,5,,18,,,,,,8,2,1,73,153.498.245.740.421
2604341,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,1,12,,15,,,,,,,2,1,73,153.498.245.740.421
2604341,1,3,1,90,,2,1,2,1,2,2,2,2,2,2,,20,,12,,,,,,,2,1,73,153.498.245.740.421
2604341,1,4,1,90,,2,1,2,1,2,2,2,2,2,2,,25,,30,,,,,,,2,1,73,153.498.245.740.421
2604342,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,5,,,,,,,,,,2,1,73,236.635.386.177.512
2604342,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,6,40,,,,,,,,,2,1,73,236.635.386.177.512
2604342,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,1,4,,,,,,,,,2,1,73,236.635.386.177.512
2604343,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,2,1,73,323.122.603.724.404
2604343,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,4,36,,15,,,,,,,2,1,73,323.122.603.724.404
2604343,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,2,1,73,323.122.603.724.404
2604344,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,236.635.386.177.512
2604344,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,3,40,,,,,,,,,2,1,73,236.635.386.177.512
2604344,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,1,73,236.635.386.177.512
2604361,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,260.831.222.792.783
2604361,1,2,1,90,,1,1,2,1,2,2,2,2,2,2,14,21,,14,,,,,,,2,1,73,260.831.222.792.783
2604361,1,3,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,1,73,260.831.222.792.783
2604363,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,73,255.714.233.481.483
2604364,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,246.186.119.287.524
2604364,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,246.186.119.287.524
2604364,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,7,7,,,,,,,,,2,1,73,246.186.119.287.524
2604365,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,3,,,,,,,,,2,1,73,235.691.439.321.482
2604365,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,1,21,,,,,,,,,2,1,73,235.691.439.321.482
2604365,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,1,4,,,,,,,,,2,1,73,235.691.439.321.482
2604369,1,1,1,90,,1,1,2,2,2,2,2,2,2,2,1,14,,,,,,,,,2,1,73,278.520.413.460.284
2604369,1,2,1,90,,2,2,1,2,1,2,2,2,2,2,,,21,,21,,,,,,2,1,73,278.520.413.460.284
2604371,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,307.333.914.616.601
2604371,1,2,1,90,,1,1,2,1,2,1,2,2,2,2,1,14,,14,,7,,,,,2,1,73,307.333.914.616.601
2604371,1,3,1,90,,1,1,2,2,2,2,2,2,2,2,1,21,,,,,,,,,2,1,73,307.333.914.616.601
2604371,1,4,1,90,,1,1,2,2,2,2,2,2,2,2,24,1,,,,,,,,,2,1,73,307.333.914.616.601
2604371,1,5,1,90,,1,1,2,1,2,2,2,2,2,2,7,7,,21,,,,,,,2,1,73,307.333.914.616.601
2604371,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,307.333.914.616.601
2604372,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,2,1,73,176.966.482.209.672
2604372,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,2,21,,,,,,,,,2,1,73,176.966.482.209.672
2604372,1,4,1,90,,1,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,2,1,73,176.966.482.209.672
2604372,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,2,14,,,,,,,,,2,1,73,176.966.482.209.672
2604374,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,2,1,73,281.015.604.989.685
2604374,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,73,281.015.604.989.685
2604374,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,281.015.604.989.685
2604375,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,14,,,,,,,2,1,73,224.367.490.086.152
2604392,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,1,73,316.283.653.833.091
2604392,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,1,21,,,,,,,,,2,1,73,316.283.653.833.091
2604392,1,3,1,90,,2,2,1,2,2,2,2,2,2,2,,,21,,,,,,,,2,1,73,316.283.653.833.091
2604392,1,4,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,316.283.653.833.091
2604392,1,5,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,73,316.283.653.833.091
2604392,1,6,1,90,,1,1,2,2,2,2,2,2,2,2,1,21,,,,,,,,,2,1,73,316.283.653.833.091
2604393,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,73,235.390.810.633.581
2604393,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,7,,,,,,,2,1,73,235.390.810.633.581
2604393,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,2,1,73,235.390.810.633.581
2604393,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,1,73,235.390.810.633.581
2604396,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,1,73,223.379.939.308.723
2604396,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,1,73,223.379.939.308.723
2604397,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,2,1,73,235.691.439.321.482
2604397,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,7,,,,,,,2,1,73,235.691.439.321.482
2604397,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,73,235.691.439.321.482
2604398,1,1,1,90,,1,2,2,2,2,2,2,2,2,2,7,,,,,,,,,,2,1,73,288.293.118.022.243
2604398,1,2,1,90,,1,1,2,2,2,2,2,2,2,2,7,21,,,,,,,,,2,1,73,288.293.118.022.243
2604398,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,73,288.293.118.022.243
2605538,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,83.447.555.534.486
2605539,1,1,1,90,,2,1,2,1,2,2,2,2,2,2,,7,,7,,,,,,,2,1,63,899.710.361.940.741
2605539,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,45,,,,,,,,,2,1,63,899.710.361.940.741
2605540,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,20,,,,,,,,,2,1,63,725.477.921.927.741
2605540,1,2,1,90,,2,1,1,2,2,2,2,2,2,2,,42,6,,,,,,,,2,1,63,725.477.921.927.741
2605542,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,798.479.505.534.591
2605542,1,2,1,90,,2,1,2,2,1,2,2,2,2,2,,42,,,28,,,,,,2,1,63,798.479.505.534.591
2605542,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,21,,,,,,,,,2,1,63,798.479.505.534.591
2605543,1,1,1,90,,2,2,2,1,2,2,2,2,2,2,,,,16,,,,,,,2,1,63,9.294.743.972.964
2605543,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,45,,21,,,,,,,2,1,63,9.294.743.972.964
2605544,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,139.591.827.995.574
2605544,1,2,1,90,,2,1,2,1,2,2,2,2,2,2,,14,,14,,,,,,,2,1,63,139.591.827.995.574
2605544,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,139.591.827.995.574
2605544,1,5,1,90,,1,1,2,2,2,2,2,2,2,2,21,14,,,,,,,,,2,1,63,139.591.827.995.574
2605544,1,6,1,90,,2,1,2,2,2,2,2,2,2,2,,35,,,,,,,,,2,1,63,139.591.827.995.574
2605544,1,7,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,139.591.827.995.574
2605555,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,2,,,,,,,,,2,1,63,949.752.679.371.295
2605555,1,2,1,90,,1,1,2,2,2,1,2,2,2,2,7,26,,,,10,,,,,2,1,63,949.752.679.371.295
2605555,1,3,1,90,,2,1,2,2,2,2,2,2,2,2,,5,,,,,,,,,2,1,63,949.752.679.371.295
2605555,1,4,1,90,,2,1,2,2,2,2,2,2,2,2,,6,,,,,,,,,2,1,63,949.752.679.371.295
2605555,1,5,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,949.752.679.371.295
2605555,1,6,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,949.752.679.371.295
2605556,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,886.823.493.427.867
2605556,1,2,1,90,,2,1,2,2,2,2,2,2,2,2,,14,,,,,,,,,2,1,63,886.823.493.427.867
2605557,1,1,1,90,,2,1,2,2,2,2,2,2,2,2,,7,,,,,,,,,2,1,63,966.057.091.489.328
2605558,1,1,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,108.913.613.177.158
2605558,1,2,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,108.913.613.177.158
2605558,1,3,1,90,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,63,108.913.613.177.158
