directorio;secuencia_p;orden;P7430;P7440;P7450;ini;mes;area;dpto;fex_c_2011
12435;1;1;1;3;5;1;05;68;68;476,308905847867
12437;1;1;1;1,2;9;1;05;50;50;227,278663512758
12440;1;2;2; ; ;1;05;50;50;235,863789607245
12443;1;5;1;1,4;8;1;05;68;68;401,106321443422
12444;1;1;2; ; ;1;05;23;23;155,212951877133
12445;1;2;1;4;3;1;05;50;50;135,186100353377
12445;1;3;2; ; ;1;05;50;50;135,186100353377
12445;1;4;2; ; ;1;05;50;50;135,186100353377
12447;1;4;2; ; ;1;05;68;68;194,314274521703
12448;1;2;1;3;8;1;05;50;50;172,379534471396
12452;1;2;1;4;3;1;05;76;76;675,500919864407
12454;1;2;1;1,2;1;1;05;76;76;871,651157314675
12454;1;3;2; ; ;1;05;76;76;871,651157314675
12455;1;1;1;2;3;1;05;66;66;401,906019865963
12455;1;3;2; ; ;1;05;66;66;401,906019865963
12460;1;1;1;4;4;1;05;76;76;551,898222674545
12461;1;2;1;4;6;1;05;76;76;1034,64151165469
12461;1;3;2; ; ;1;05;76;76;1034,64151165469
12462;1;1;1;1,4;8;1;05;50;50;185,161117777681
12462;1;2;1;3;8;1;05;50;50;185,161117777681
12466;1;3;2; ; ;1;05;68;68;473,645986175965
12469;1;1;1;1,2;7;1;05;68;68;657,540523613861
12470;1;3;1;4;4;1;05;68;68;302,822472471519
12472;1;2;1;1,2;9;1;05;66;66;272,043919476159
12475;1;1;1;4;4;1;05;08;08;860,850961491287
12475;1;2;1;4;3;1;05;08;08;860,850961491287
12475;1;3;1;1,2;9;1;05;08;08;860,850961491287
12476;1;2;1;1,4;8;1;05;66;66;460,910783479441
12476;1;4;2; ; ;1;05;66;66;460,910783479441
12477;1;1;1;4;4;1;05;05;05;1480,24649575424
12482;1;1;1;4;4;1;05;76;76;614,362032794837
12482;1;3;2; ; ;1;05;76;76;614,362032794837
12483;1;1;1;1,2;9;1;05;73;73;159,535244195757
12487;1;2;1;3;3;1;05;23;23;144,505229762825
12487;1;4;2; ; ;1;05;23;23;144,505229762825
12488;1;2;1;1,2;7;1;05;13;13;836,977904261067
12489;1;2;2; ; ;1;05;68;68;455,506673923035
12489;1;3;2; ; ;1;05;68;68;455,506673923035
12489;1;4;1;4;3;1;05;68;68;455,506673923035
12493;1;1;1;4;5;1;05;66;66;245,001098845132
12493;1;2;1;1,3;7;1;05;66;66;245,001098845132
12493;1;4;2; ; ;1;05;66;66;245,001098845132
12494;1;3;2; ; ;1;05;68;68;480,066161243727
12494;1;4;2; ; ;1;05;68;68;480,066161243727
12495;1;2;1;4;3;1;05;66;66;458,685797724227
12495;1;3;2; ; ;1;05;66;66;458,685797724227
12496;1;3;2; ; ;1;05;68;68;213,215889921421
12496;1;4;2; ; ;1;05;68;68;213,215889921421
12496;1;5;1;4;4;1;05;68;68;213,215889921421
12497;1;4;1;1,2;9;1;05;76;76;1614,13044544595
12500;1;2;2; ; ;1;05;76;76;486,387906477092
12500;1;3;2; ; ;1;05;76;76;486,387906477092
12500;1;4;2; ; ;1;05;76;76;486,387906477092
12502;1;2;2; ; ;1;05;68;68;405,079259121417
12502;1;5;2; ; ;1;05;68;68;405,079259121417
12503;1;1;1;1,3;9;1;05;76;76;1071,42585545305
12503;1;2;1;1,2;9;1;05;76;76;1071,42585545305
12503;1;4;1;1,3;9;1;05;76;76;1071,42585545305
12507;1;1;1;1,3;4;1;05;73;73;177,900708025938
12507;1;3;2; ; ;1;05;73;73;177,900708025938
12510;1;2;1;1,3;3;1;05;13;13;577,29570775618
12510;1;3;1;4;9;1;05;13;13;577,29570775618
12511;1;2;2; ; ;1;05;50;50;206,63222391885
12513;1;2;2; ; ;1;05;50;50;213,189976263911
12513;1;3;2; ; ;1;05;50;50;213,189976263911
12514;1;2;2; ; ;1;05;66;66;644,774429261103
12518;1;1;1;1,4;6;1;05;50;50;220,251625958418
12520;1;2;1;1,2;9;1;05;50;50;228,912304240762
12520;1;3;2; ; ;1;05;50;50;228,912304240762
12521;1;2;2; ; ;1;05;76;76;1656,93826699121
12523;1;1;1;4;3;1;05;50;50;108,313172168272
12523;1;3;2; ; ;1;05;50;50;108,313172168272
12525;1;2;1;4;4;1;05;54;54;199,569624713799
12525;1;5;2; ; ;1;05;54;54;199,569624713799
12525;1;6;1;4;4;1;05;54;54;199,569624713799
12525;1;7;1;1,2;1;1;05;54;54;199,569624713799
12526;1;1;1;4;6;1;05;76;76;1308,49192492041
12527;1;3;2; ; ;1;05;50;50;178,455502798381
12527;1;4;2; ; ;1;05;50;50;178,455502798381
12531;1;1;1;4;5;1;05;68;68;254,989569877443
12534;1;2;1;1,4;3;1;05;76;76;662,035785249169
12535;1;2;1;3;3;1;05;66;66;244,690236551263
12535;1;3;2; ; ;1;05;66;66;244,690236551263
12535;1;5;2; ; ;1;05;66;66;244,690236551263
12535;1;6;2; ; ;1;05;66;66;244,690236551263
12538;1;2;1;1,2;1;1;05;05;05;1206,00892830804
12538;1;3;2; ; ;1;05;05;05;1206,00892830804
12540;1;2;2; ; ;1;05;50;50;197,577812615085
12544;1;1;1;2;3;1;05;76;76;737,802076614797
12544;1;3;2; ; ;1;05;76;76;737,802076614797
12549;1;2;2; ; ;1;05;76;76;815,473426325916
12549;1;3;2; ; ;1;05;76;76;815,473426325916
12549;1;6;1;4;4;1;05;76;76;815,473426325916
12551;1;1;1;3;5;1;05;66;66;244,87585303905
12551;1;2;2; ; ;1;05;66;66;244,87585303905
12551;1;3;1;3;4;1;05;66;66;244,87585303905
12554;1;2;2; ; ;1;05;76;76;969,238795891068
12554;1;3;2; ; ;1;05;76;76;969,238795891068
12556;1;2;1;2;3;1;05;23;23;328,045219101695
12556;1;3;2; ; ;1;05;23;23;328,045219101695
12557;1;2;1;2;9;1;05;05;05;515,920516141137
12557;1;3;2; ; ;1;05;05;05;515,920516141137
12557;1;4;2; ; ;1;05;05;05;515,920516141137
12558;1;1;1;1,2;9;1;05;68;68;397,543419026251
12558;1;4;2; ; ;1;05;68;68;397,543419026251
12562;1;1;1;1,2;9;1;05;08;08;895,736062795022
12562;1;2;1;4;7;1;05;08;08;895,736062795022
12562;1;3;1;4;4;1;05;08;08;895,736062795022
12562;1;4;1;3;7;1;05;08;08;895,736062795022
12571;1;1;1;3;4;1;05;23;23;113,959296961833
12572;1;1;1;4;4;1;05;76;76;870,168640824548
12572;1;3;1;1,4;3;1;05;76;76;870,168640824548
12572;1;4;2; ; ;1;05;76;76;870,168640824548
12572;2;3;1;3;3;1;05;76;76;870,168640824548
12572;2;4;2; ; ;1;05;76;76;870,168640824548
12572;2;6;1;2;8;1;05;76;76;870,168640824548
12580;1;2;1;1,4;1;1;05;76;76;691,440481249319
12581;1;4;1;1,4;7;1;05;76;76;556,889275457883
12591;1;1;1;1,2;9;1;05;68;68;433,165388552585
12594;1;3;2; ; ;1;05;13;13;486,91924358868
12594;1;4;2; ; ;1;05;13;13;486,91924358868
12596;1;1;1;1,3;9;1;05;17;17;227,439256447589
12598;1;4;1;4;3;1;05;23;23;117,608523454585
12604;1;2;1;4;3;1;05;23;23;189,976955170678
12604;1;3;2; ; ;1;05;23;23;189,976955170678
12606;1;2;2; ; ;1;05;68;68;294,538257405822
12606;1;3;2; ; ;1;05;68;68;294,538257405822
12610;1;1;1;1,2;9;1;05;68;68;294,665410946289
12610;1;2;1;3;4;1;05;68;68;294,665410946289
12612;1;3;2; ; ;1;05;68;68;602,686669033876
12613;1;3;2; ; ;1;05;23;23;134,286840287982
12614;1;2;2; ; ;1;05;68;68;461,535236050523
12616;1;3;1;1,2;7;1;05;13;13;505,739705550098
12616;1;4;2; ; ;1;05;13;13;505,739705550098
12620;1;1;1;3;4;1;05;08;08;689,815028304699
12620;1;2;1;3;4;1;05;08;08;689,815028304699
12620;1;4;2; ; ;1;05;08;08;689,815028304699
12621;1;3;2; ; ;1;05;68;68;326,501395415536
12621;1;4;2; ; ;1;05;68;68;326,501395415536
12622;1;2;2; ; ;1;05;76;76;639,753029849917
12622;1;3;1;9;3;1;05;76;76;639,753029849917
12624;1;1;1;1,2;7;1;05;66;66;319,176719589657
12624;1;2;1;3;4;1;05;66;66;319,176719589657
12627;1;2;1;4;3;1;05;23;23;170,051458171312
12627;1;3;2; ; ;1;05;23;23;170,051458171312
12627;1;8;1;2;3;1;05;23;23;170,051458171312
12631;1;2;1;3;6;1;05;23;23;141,02203346239
12634;1;1;1;1,4;4;1;05;66;66;319,176719589657
12636;1;1;1;4;5;1;05;68;68;332,319932396768
12640;1;1;1;1,3;3;1;05;11;11;2973,11033257646
12640;1;2;1;1,2;9;1;05;11;11;2973,11033257646
12645;1;3;2; ; ;1;05;68;68;563,603076491093
12649;1;1;1;4;9;1;05;13;13;284,072150287314
12649;1;2;1;4;9;1;05;13;13;284,072150287314
12654;1;1;1;1,2;9;1;05;76;76;960,217503497466
12658;1;3;2; ; ;1;05;66;66;513,690978750584
12659;1;3;2; ; ;1;05;23;23;197,971002240764
12660;1;2;1;2;2;1;05;50;50;176,270401450713
12661;1;1;1;1,2;4;1;05;05;05;1303,49303582057
12661;1;2;1;2;8;1;05;05;05;1303,49303582057
12661;1;3;2; ; ;1;05;05;05;1303,49303582057
12661;1;4;2; ; ;1;05;05;05;1303,49303582057
12667;1;1;1;4;4;1;05;73;73;75,3528249024558
12667;1;2;1;4;4;1;05;73;73;75,3528249024558
12667;1;3;1;4;3;1;05;73;73;75,3528249024558
12670;1;1;1;4;6;1;05;66;66;525,844366506885
12671;1;2;2; ; ;1;05;23;23;189,891651992204
12674;1;1;1;1,2;7;1;05;68;68;499,153482319857
12674;1;4;1;1,2;7;1;05;68;68;499,153482319857
12675;1;1;1;1,1;9;1;05;13;13;314,354018048118
12675;1;2;1;1,1;9;1;05;13;13;314,354018048118
12675;1;3;2; ; ;1;05;13;13;314,354018048118
12678;1;1;1;4;6;1;05;73;73;262,889554936187
12683;1;1;1;1,2;9;1;05;68;68;503,051114563535
12683;1;2;1;4;3;1;05;68;68;503,051114563535
12683;1;4;1;2;3;1;05;68;68;503,051114563535
12684;1;2;2; ; ;1;05;11;11;2809,8340654118
12688;1;1;1;2;5;1;05;54;54;444,572725047159
12688;1;3;2; ; ;1;05;54;54;444,572725047159
12698;1;2;1;1,2;7;1;05;76;76;1348,77522760668
12698;1;3;2; ; ;1;05;76;76;1348,77522760668
12698;1;4;2; ; ;1;05;76;76;1348,77522760668
12698;1;5;1;4;3;1;05;76;76;1348,77522760668
12703;1;3;2; ; ;1;05;23;23;181,72589848265
12707;1;2;1;1,4;2;1;05;11;11;3460,73868134666
12707;1;3;2; ; ;1;05;11;11;3460,73868134666
12708;1;6;2; ; ;1;05;73;73;897,512173265161
12715;1;1;1;4;4;1;05;23;23;81,5125414350693
12715;1;3;2; ; ;1;05;23;23;81,5125414350693
12716;1;1;1;4;4;1;05;66;66;369,667265542498
12718;1;1;1;4;5;1;05;73;73;257,734857780576
12719;1;2;1;2;4;1;05;76;76;1422,33801761427
12727;1;2;1;2;3;1;05;66;66;530,785977507949
12734;1;1;1;1,3;6;1;05;54;54;463,413789848288
12734;1;2;1;4;4;1;05;54;54;463,413789848288
12746;1;1;1;4;4;1;05;08;08;523,397562612087
12748;1;1;1;4;4;1;05;52;52;113,864172941462
12748;1;2;2; ; ;1;05;52;52;113,864172941462
12750;1;2;2; ; ;1;05;66;66;294,911509341019
12750;1;3;2; ; ;1;05;66;66;294,911509341019
12755;1;3;1;2;4;1;05;68;68;388,048460477151
12758;1;1;1;1,2;7;1;05;13;13;274,109377394549
12758;1;2;2; ; ;1;05;13;13;274,109377394549
12758;1;3;2; ; ;1;05;13;13;274,109377394549
12768;1;3;2; ; ;1;05;76;76;986,065248671479
12768;1;4;1;3;1;1;05;76;76;986,065248671479
12769;1;3;1;1,2;8;1;05;23;23;298,154806993572
12769;1;4;2; ; ;1;05;23;23;298,154806993572
12769;1;5;2; ; ;1;05;23;23;298,154806993572
12771;1;1;1;4;1;1;05;05;05;1088,07964431766
12771;1;2;1;1,2;4;1;05;05;05;1088,07964431766
12772;1;2;1;1,2;9;1;05;11;11;2578,478623516
12775;1;4;2; ; ;1;05;13;13;631,838469932279
12775;1;8;1;1,4;3;1;05;13;13;631,838469932279
12778;1;2;2; ; ;1;05;66;66;351,613810168142
12780;1;3;1;4;3;1;05;54;54;198,531567405443
12794;1;2;1;1,2;9;1;05;76;76;705,674722945524
12794;1;3;1;3;9;1;05;76;76;705,674722945524
12794;1;5;1;4;4;1;05;76;76;705,674722945524
12796;1;1;1;1,3;8;1;05;11;11;1494,54812562281
12796;1;2;1;4;3;1;05;11;11;1494,54812562281
12800;1;1;1;1,3;4;1;05;13;13;242,54566828176
12800;1;2;1;3;6;1;05;13;13;242,54566828176
12804;1;2;1;4;4;1;05;11;11;1133,80415657919
12804;1;3;1;4;3;1;05;11;11;1133,80415657919
12804;1;4;2; ; ;1;05;11;11;1133,80415657919
12805;1;3;2; ; ;1;05;68;68;404,814875828294
12807;1;1;1;1,2;9;1;05;73;73;118,495032917341
12808;2;2;2; ; ;1;05;68;68;535,326131205277
12808;2;3;2; ; ;1;05;68;68;535,326131205277
12808;2;4;2; ; ;1;05;68;68;535,326131205277
12808;4;1;1;2;3;1;05;68;68;535,326131205277
12812;1;2;1;1,3;8;1;05;54;54;425,32837251036
12812;1;4;2; ; ;1;05;54;54;425,32837251036
12813;1;2;1;2;9;1;05;73;73;149,836180844591
12822;1;1;1;4;3;1;05;52;52;128,607705936449
12822;1;2;1;1,3;7;1;05;52;52;128,607705936449
12823;1;1;1;4;3;1;05;11;11;2628,40658751207
12823;1;2;1;4;4;1;05;11;11;2628,40658751207
12826;1;1;2; ; ;1;05;66;66;370,319871712437
12833;1;3;2; ; ;1;05;05;05;898,610333865562
12833;1;4;2; ; ;1;05;05;05;898,610333865562
12833;1;5;2; ; ;1;05;05;05;898,610333865562
12833;1;6;2; ; ;1;05;05;05;898,610333865562
12836;1;3;2; ; ;1;05;73;73;214,333929039134
12843;1;2;1;3;5;1;05;68;68;319,093828651119
12843;1;3;1;2;4;1;05;68;68;319,093828651119
12846;1;3;2; ; ;1;05;68;68;532,812666184639
12848;1;1;1;1,2;7;1;05;52;52;326,361456944133
12849;1;1;1;1,2;9;1;05;11;11;1906,99903066294
12849;1;3;1;2;3;1;05;11;11;1906,99903066294
12849;1;4;1;1,2;9;1;05;11;11;1906,99903066294
12852;1;1;1;1,2;9;1;05;08;08;345,752877841375
12852;1;2;2; ; ;1;05;08;08;345,752877841375
12852;1;3;2; ; ;1;05;08;08;345,752877841375
12852;1;4;2; ; ;1;05;08;08;345,752877841375
12853;1;2;1;3;3;1;05;23;23;290,288503618475
12858;1;4;2; ; ;1;05;23;23;172,927766581429
12858;1;5;2; ; ;1;05;23;23;172,927766581429
12862;1;2;1;4;3;1;05;76;76;759,148559497652
12862;1;3;1;4;5;1;05;76;76;759,148559497652
12865;1;1;1;1,4;1;1;05;13;13;343,153048775655
12867;1;3;2; ; ;1;05;50;50;228,982996099659
12876;1;2;1;1,2;7;1;05;54;54;462,412386578965
12877;1;1;1;4;5;1;05;76;76;449,190469152505
12877;1;2;1;4;5;1;05;76;76;449,190469152505
12878;1;3;1;4;5;1;05;66;66;772,160154683083
12879;1;1;1;1,3;3;1;05;13;13;404,570229377749
12881;1;3;2; ; ;1;05;23;23;151,539332293726
12881;1;4;2; ; ;1;05;23;23;151,539332293726
12881;1;5;1;9;4;1;05;23;23;151,539332293726
12883;1;1;2; ; ;1;05;76;76;728,983951696415
12883;1;2;2; ; ;1;05;76;76;728,983951696415
12883;1;3;2; ; ;1;05;76;76;728,983951696415
12883;1;4;1;4;3;1;05;76;76;728,983951696415
12886;1;1;1;1,2;8;1;05;23;23;139,448371151028
12892;1;1;1;4;3;1;05;52;52;241,874903082918
12893;1;1;1;1,2;9;1;05;13;13;197,910117749892
12893;1;2;1;1,2;9;1;05;13;13;197,910117749892
12893;1;3;1;3;8;1;05;13;13;197,910117749892
12893;1;4;2; ; ;1;05;13;13;197,910117749892
12894;1;3;2; ; ;1;05;76;76;667,62804908425
12894;1;4;1;2;8;1;05;76;76;667,62804908425
12895;1;2;2; ; ;1;05;68;68;352,765370351544
12896;1;2;1;1,2;9;1;05;68;68;443,903297884801
12902;1;2;1;4;4;1;05;66;66;454,311981542901
12905;1;4;1;4;4;1;05;11;11;1945,72946648871
12905;1;5;2; ; ;1;05;11;11;1945,72946648871
12905;1;6;1;1,2;9;1;05;11;11;1945,72946648871
12910;1;1;1;1,2;9;1;05;50;50;315,160099890299
12910;1;3;2; ; ;1;05;50;50;315,160099890299
12910;1;4;2; ; ;1;05;50;50;315,160099890299
12911;1;1;1;3;4;1;05;54;54;527,7353858134
12914;1;3;2; ; ;1;05;23;23;156,591692148566
12914;1;4;2; ; ;1;05;23;23;156,591692148566
12914;1;5;2; ; ;1;05;23;23;156,591692148566
12915;1;3;1;4;4;1;05;66;66;577,362659611636
12918;1;5;2; ; ;1;05;76;76;733,823902993408
12919;1;1;1;1,3;7;1;05;68;68;915,138187253922
12921;1;1;1;1,2;9;1;05;11;11;1464,20802168543
12922;1;1;2; ; ;1;05;66;66;431,542963884608
12922;1;3;2; ; ;1;05;66;66;431,542963884608
12923;1;1;2; ; ;1;05;13;13;496,384384167766
12929;1;1;1;2;4;1;05;11;11;2625,57337743916
12929;1;3;2; ; ;1;05;11;11;2625,57337743916
12931;1;1;1;1,2;9;1;05;17;17;143,575683555923
12932;1;2;1;1,2;3;1;05;54;54;283,976963501068
12932;1;5;2; ; ;1;05;54;54;283,976963501068
12933;1;6;2; ; ;1;05;73;73;287,433892655453
12933;1;7;2; ; ;1;05;73;73;287,433892655453
12934;1;2;2; ; ;1;05;13;13;890,663300149726
100000;1;2;1;4;5;1;05;13;13;417,5157220093
100006;1;1;1;4;4;1;05;08;08;527,072294989029
100006;1;3;2; ; ;1;05;08;08;527,072294989029
100012;1;2;1;4;5;1;05;68;68;379,351195594857
100014;1;3;1;1,4;2;1;05;11;11;3938,997993376
100015;1;1;1;1,3;3;1;05;23;23;120,331537939984
100015;1;2;1;4;4;1;05;23;23;120,331537939984
100015;1;4;1;4;4;1;05;23;23;120,331537939984
100017;1;2;1;4;5;1;05;11;11;1599,7367395117
100017;1;3;2; ; ;1;05;11;11;1599,7367395117
100017;1;4;1;4;5;1;05;11;11;1599,7367395117
100018;1;2;1;4;6;1;05;11;11;3880,3849331766
100019;1;2;1;1,4;3;1;05;13;13;300,287956506072
100020;1;1;1;4;9;1;05;68;68;508,473554563788
100022;1;1;1;4;4;1;05;17;17;83,9393263732222
100022;1;2;1;4;3;1;05;17;17;83,9393263732222
100024;1;1;1;3;5;1;05;68;68;591,062856360423
100026;1;1;1;2;8;1;05;11;11;1680,98447965903
100026;1;2;1;4;1;1;05;11;11;1680,98447965903
100031;1;2;1;4;3;1;05;68;68;491,686143061637
100035;1;1;1;4;8;1;05;05;05;1334,00563129412
100035;1;2;1;4;5;1;05;05;05;1334,00563129412
100039;1;1;1;1,3;8;1;05;54;54;271,286560254694
100039;1;2;1;1,2;9;1;05;54;54;271,286560254694
100039;1;3;1;4;9;1;05;54;54;271,286560254694
100039;1;4;1;1,4;4;1;05;54;54;271,286560254694
100039;1;5;1;1,2;9;1;05;54;54;271,286560254694
100040;1;1;1;3;3;1;05;23;23;168,194687044672
100040;1;3;2; ; ;1;05;23;23;168,194687044672
100043;1;3;1;1,2;9;1;05;23;23;158,980379071246
100043;1;4;1;1,4;2;1;05;23;23;158,980379071246
100043;1;5;2; ; ;1;05;23;23;158,980379071246
100043;1;6;2; ; ;1;05;23;23;158,980379071246
100048;1;3;2; ; ;1;05;52;52;432,21263866664
100054;1;2;1;1,2;9;1;05;23;23;112,97484236107
100061;1;1;1;9;5;1;05;73;73;247,909100360637
100061;1;3;2; ; ;1;05;73;73;247,909100360637
100063;1;2;1;3;4;1;05;23;23;78,0079220723109
100068;1;2;1;2;8;1;05;50;50;196,147728012419
100068;1;3;2; ; ;1;05;50;50;196,147728012419
100070;1;1;1;1,2;9;1;05;50;50;275,609491788856
100070;1;2;2; ; ;1;05;50;50;275,609491788856
100072;1;1;1;4;4;1;05;23;23;143,752374702924
100073;1;2;1;1,1;9;1;05;52;52;244,170974507097
100073;1;3;2; ; ;1;05;52;52;244,170974507097
100079;1;3;2; ; ;1;05;11;11;3358,58204736091
100079;1;4;2; ; ;1;05;11;11;3358,58204736091
100080;1;3;2; ; ;1;05;05;05;1116,48728219548
100083;1;1;1;4;5;1;05;17;17;97,7431870764022
100087;1;2;2; ; ;1;05;66;66;780,098785477247
100089;1;4;1;4;4;1;05;23;23;136,401022583444
100090;1;2;2; ; ;1;05;66;66;485,808223743665
100090;1;3;2; ; ;1;05;66;66;485,808223743665
100096;1;2;1;4;3;1;05;68;68;218,201801532994
100100;1;1;1;1,2;7;1;05;68;68;563,885652636262
100102;1;1;1;4;5;1;05;76;76;1222,72636461625
100102;1;2;1;4;3;1;05;76;76;1222,72636461625
100103;1;1;1;1,2;9;1;05;11;11;1677,95912230194
100103;1;2;2; ; ;1;05;11;11;1677,95912230194
100103;1;3;2; ; ;1;05;11;11;1677,95912230194
100105;1;1;1;4;9;1;05;11;11;1270,59764285318
100105;1;2;1;2;8;1;05;11;11;1270,59764285318
100106;1;2;1;4;4;1;05;13;13;560,03108220307
100106;1;3;2; ; ;1;05;13;13;560,03108220307
100106;1;4;2; ; ;1;05;13;13;560,03108220307
100108;1;1;1;3;3;1;05;11;11;1606,37505675889
100108;1;2;1;1,2;7;1;05;11;11;1606,37505675889
100113;1;1;1;1,2;7;1;05;11;11;1465,21342213462
100113;1;2;1;1,2;7;1;05;11;11;1465,21342213462
100115;1;1;1;1,2;9;1;05;05;05;937,478118209497
100115;1;10;1;1,2;8;1;05;05;05;937,478118209497
100117;1;2;2; ; ;1;05;08;08;521,221563440022
100120;1;2;2; ; ;1;05;52;52;144,684342089362
100120;1;3;1;4;4;1;05;52;52;144,684342089362
100122;1;1;1;1,3;8;1;05;08;08;857,902619842642
100123;1;1;1;4;5;1;05;66;66;445,876542783861
100123;1;2;1;1,2;4;1;05;66;66;445,876542783861
100124;1;2;1;1,2;9;1;05;11;11;2324,65456826248
100125;1;4;2; ; ;1;05;76;76;1546,59914301572
100131;1;1;1;4;3;1;05;23;23;165,882145588995
100132;1;1;1;4;5;1;05;52;52;160,949975459705
100137;1;2;2; ; ;1;05;50;50;176,505037000021
100137;1;5;1;1,4;3;1;05;50;50;176,505037000021
100138;1;1;1;3;9;1;05;08;08;596,695814448073
100138;1;2;1;4;3;1;05;08;08;596,695814448073
100140;1;1;1;1,2;9;1;05;13;13;371,856381668598
100140;1;2;1;4;3;1;05;13;13;371,856381668598
100140;1;3;2; ; ;1;05;13;13;371,856381668598
100141;1;2;2; ; ;1;05;54;54;722,643092524422
100141;1;3;2; ; ;1;05;54;54;722,643092524422
100142;1;1;1;4;3;1;05;05;05;1119,29855952592
100142;1;2;1;4;3;1;05;05;05;1119,29855952592
100142;1;3;1;1,2;9;1;05;05;05;1119,29855952592
100149;1;2;1;1,2;1;1;05;66;66;935,928522952647
100149;1;3;2; ; ;1;05;66;66;935,928522952647
100149;1;4;2; ; ;1;05;66;66;935,928522952647
100150;1;2;1;2;3;1;05;76;76;505,084359536234
100150;1;4;1;4;9;1;05;76;76;505,084359536234
100150;1;6;2; ; ;1;05;76;76;505,084359536234
100152;1;2;1;4;3;1;05;52;52;188,153714947845
100153;1;3;2; ; ;1;05;05;05;1580,23199972182
100155;1;1;1;1,3;4;1;05;54;54;561,678106390106
100155;1;2;1;3;3;1;05;54;54;561,678106390106
100157;1;3;1;1,3;8;1;05;52;52;146,651864897128
100157;1;4;2; ; ;1;05;52;52;146,651864897128
100157;1;5;2; ; ;1;05;52;52;146,651864897128
100158;1;2;1;3;5;1;05;17;17;80,1175303565579
100162;1;2;2; ; ;1;05;11;11;2706,53533487032
100162;1;3;2; ; ;1;05;11;11;2706,53533487032
100162;1;4;1;1,2;9;1;05;11;11;2706,53533487032
100162;1;5;2; ; ;1;05;11;11;2706,53533487032
100162;1;6;2; ; ;1;05;11;11;2706,53533487032
100164;1;1;1;4;5;1;05;11;11;920,077260913007
100164;1;2;1;4;3;1;05;11;11;920,077260913007
100165;1;2;1;1,2;7;1;05;11;11;3241,18815943117
100167;1;3;2; ; ;1;05;50;50;202,434779849248
100167;1;4;2; ; ;1;05;50;50;202,434779849248
100168;1;2;2; ; ;1;05;52;52;139,582472268248
100169;1;1;1;1,2;9;1;05;23;23;166,446644711571
100169;1;2;1;1,2;8;1;05;23;23;166,446644711571
100169;1;3;2; ; ;1;05;23;23;166,446644711571
100170;1;2;1;4;7;1;05;68;68;388,654934864519
100170;1;4;1;4;5;1;05;68;68;388,654934864519
100174;1;4;2; ; ;1;05;08;08;694,703946161581
100176;1;1;1;3;4;1;05;23;23;173,375575147525
100179;1;1;1;1,2;9;1;05;08;08;376,809122186704
100181;1;1;1;4;5;1;05;11;11;988,29421940635
100181;1;2;1;4;3;1;05;11;11;988,29421940635
100186;1;4;2; ; ;1;05;66;66;399,659892025634
