directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P3148;P6500;P6750;P6760;P6870;P6880;P6920;P6930;Oci;mes;area;dpto;fex_c_2011
103240;1;1;59;81;8129;5;40;0;6;1; ;0;1;3;2;2; ;1;05;68;68;417,773567803864
103240;1;2;13;85;8530;2;40;40; ; ;1400000; ; ;6;7;1;3;1;05;68;68;417,773567803864
103243;1;2;57;96;9602;4;49;0;6;1; ;48000;1;1;2;2; ;1;05;54;54;244,013901954746
103244;1;1;13;85;8512;1;48;48; ; ;877802; ; ;4;7;1;1;1;05;17;17;247,999148802749
103244;1;2;13;94;9499;1;40;40; ; ;1000000; ; ;6;7;1;1;1;05;17;17;247,999148802749
103246;1;1;01;46;4645;1;48;48; ; ;2000000; ; ;9;7;1;2;1;05;08;08;1146,48999391739
103246;1;2;41;47;4773;4;40;40; ; ; ;500000;1;2;7;2; ;1;05;08;08;1146,48999391739
103247;1;1;50;56;5611;5;84;56;6;1; ;900000;1;3;7;2; ;1;05;15;15;112,048672640195
103247;1;2;53;56;5611;6;36;24;6;1; ; ; ;3;7;2; ;1;05;15;15;112,048672640195
103248;1;1;18;85;8552;4;40;0;7; ; ;0;1;2;11;1;1;1;05;17;17;192,01006105496
103248;1;2;41;47;4771;4;15;0;7; ; ;120000;1;1;5;2; ;1;05;17;17;192,01006105496
103249;1;1;13;85;8530;2;50;50; ; ;1200000; ; ;9;7;1;3;1;05;70;70;95,9089195288036
103250;1;2;79;14;1410;4;48;30;6;1; ;200000;1;1;1;2; ;1;05;23;23;274,841500429851
103250;1;3;53;56;5619;1;48;48; ; ;877803; ; ;8;5;1;1;1;05;23;23;274,841500429851
103250;1;9;97;20;2011;1;48;48; ; ;877803; ; ;9;5;1;1;1;05;23;23;274,841500429851
103254;1;1;59;94;9499;1;72;72; ; ;1500000; ; ;4;7;3; ;1;05;18;18;69,9378998993975
103257;1;1;41;47;4719;4;72;18;6;1; ;700000;1;1;1;2; ;1;05;17;17;262,814939211549
103257;1;2;13;85;8544;2;48;48; ; ;4600000; ; ;9;7;1;1;1;05;17;17;262,814939211549
103262;1;1;06;47;4759;1;40;40; ; ;3000000; ; ;9;7;1;1;1;05;18;18;102,813729402023
103265;1;1;53;56;5619;4;40;0;5;1; ;300000;1;1;6;2; ;1;05;44;44;88,9898349494466
103268;1;1;59;86;8610;1;52;84; ; ;1100000; ; ;9;11;1;2;1;05;15;15;249,47184704601
103270;1;1;44;61;6120;1;48;48; ; ;980000; ; ;9;5;1;1;1;05;73;73;455,649113082038
103271;1;1;41;47;4711;5;105;84;6;1; ;1200000;1;3;1;2; ;1;05;08;08;660,896212525127
103271;1;2;45;47;4711;6;24;24; ; ; ; ; ;3;1;2; ;1;05;08;08;660,896212525127
103272;1;1;80;15;1521;4;40;0;6;1; ;0;1;1;2;1;1;1;05;68;68;361,767344637925
103278;1;3;84;45;4520;4;60;0;5;1; ;0;1;1;7;2; ;1;05;20;20;219,281506849001
103278;1;4;56;81;8121;4;28;0;5;1; ;0;1;1;2;2; ;1;05;20;20;219,281506849001
103280;1;1;85;43;4321;4;30;5;6;1; ;70000;1;1;1;2; ;1;05;63;63;63,0699949925922
103280;1;2;39;91;9101;1;46;45;6;1;1100000; ; ;9;7;1;1;1;05;63;63;63,0699949925922
103280;1;3;95;31;3110;4;48;15;6;1; ;500000;1;2;7;2; ;1;05;63;63;63,0699949925922
103282;1;1;34;84;8424;2;40;40; ; ;1500000; ; ;9;7;1;1;1;05;17;17;227,615092188228
103287;1;1;62;01;0161;4;50;0;6;1; ;0;1;1;8;2; ;1;05;18;18;21,9552561837456
103288;1;1;13;85;8553;4;20;0;7; ; ;170000;1;1;1;1;1;1;05;15;15;69,650008239924
103288;1;2;95;16;1630;4;10;10; ; ; ;400000;1;1;1;2; ;1;05;15;15;69,650008239924
103289;1;1;11;94;9499;1;30;20;6;1;1200000; ; ;2;7;1;2;1;05;18;18;162,402761257933
103295;1;1;45;47;4724;4;30;30; ; ; ;500000;1;1;1;2; ;1;05;47;47;162,441834127251
103295;1;2;53;56;5619;4;54;20;6;1; ;800000;1;1;6;2; ;1;05;47;47;162,441834127251
103296;1;1;45;56;5619;4;40;40; ; ; ;300000;1;2;1;2; ;1;05;23;23;106,246263855475
103296;1;2;53;56;5619;6;35;35; ; ; ; ; ;2;1;2; ;1;05;23;23;106,246263855475
103296;1;5;53;56;5619;6;30;30; ; ; ; ; ;2;1;2; ;1;05;23;23;106,246263855475
103298;1;1;99;38;3830;4;84;60;6;1; ;500000;1;1;6;2; ;1;05;50;50;401,055726928784
103302;1;1;38;61;6190;4;50;0;7; ; ;0;1;1;1;2; ;1;05;52;52;159,385827809925
103305;1;1;77;56;5619;4;6;0;7; ; ;15000;1;1;1;2; ;1;05;17;17;106,667011178444
103306;1;2;45;47;4721;4;48;0;6;1; ;0;1;1;6;2; ;1;05;08;08;615,730274239399
103306;1;3;41;47;4721;4;44;23;6;1; ;0;1;1;6;2; ;1;05;08;08;615,730274239399
103306;1;5;41;47;4721;4;44;20;6;1; ;0;1;1;6;2; ;1;05;08;08;615,730274239399
103306;1;8;97;22;2211;1;44;30;6;1;900000; ; ;6;7;1;1;1;05;08;08;615,730274239399
103307;1;2;79;14;1410;4;48;0;6;1; ;0;1;1;1;2; ;1;05;20;20;236,047585204617
103308;1;2;42;35;3520;1;44;44; ; ;1800000; ; ;6;7;1;2;1;05;18;18;116,234372861185
103311;1;1;13;85;8544;1;48;48; ; ; ; ; ;8;7;1;1;1;05;13;13;518,490456512966
103311;1;2;13;85;8544;1;48;48; ; ; ; ; ;8;7;1;1;1;05;13;13;518,490456512966
103318;1;3;30;71;7110;1;48;30;6;1;1600000; ; ;4;7;1;1;1;05;18;18;83,3506918791929
103318;1;4;39;53;5320;1;48;0;6;1;520000; ; ;4;7;1;2;1;05;18;18;83,3506918791929
103320;1;3;53;56;5611;1;48;48; ; ;877116; ; ;9;7;1;1;1;05;11;11;4806,32206611951
103320;1;4;59;94;9499;1;48;24;6;1;1350000; ; ;6;1;1;1;1;05;11;11;4806,32206611951
103322;1;1;98;49;4921;1;70;0;6;1;0; ; ;9;4;2; ;1;05;23;23;77,4770403377111
103322;1;3;59;86;8622;1;44;0;5;1;0; ; ;4;7;1;1;1;05;23;23;77,4770403377111
103322;1;4;06;86;8622;5;45;0;6;1; ;0;1;2;7;1;2;1;05;23;23;77,4770403377111
103323;1;1;41;45;4542;4;48;24;6;1; ;800000;1;1;7;2; ;1;05;54;54;298,719144208544
103326;1;2;39;84;8412;2;40;20;6;1;1300000; ; ;6;7;1;1;1;05;44;44;237,659454398461
103329;1;1;03;42;4220;1;40;45; ; ;1500000; ; ;9;7;1;1;1;05;15;15;192,316737865713
103332;1;1;11;84;8412;2;40;40; ; ; ; ; ;9;7;1;2;1;05;20;20;244,129262881728
103332;1;2;11;84;8412;2;40;40; ; ; ; ; ;9;7;1;2;1;05;20;20;244,129262881728
103332;1;3;39;84;8412;2;40;40; ; ; ; ; ;9;7;1;2;1;05;20;20;244,129262881728
103332;1;4;54;97;9700;3;66;66; ; ; ; ; ;1;1;2; ;1;05;20;20;244,129262881728
103333;1;1;13;85;8530;2;40;40; ; ;4000000; ; ;9;7;3; ;1;05;15;15;58,2445935393366
103333;1;2;13;85;8530;2;40;40; ; ;3000000; ; ;9;7;1;3;1;05;15;15;58,2445935393366
103335;1;1;13;85;8530;2;30;30; ; ;1600000; ; ;9;7;1;2;1;05;27;27;121,657520664003
103339;1;1;95;41;4111;4;45;0;7; ; ;350000;1;1;2;2; ;1;05;17;17;236,928525880395
103339;1;2;44;64;6499;4;36;30;6;1; ;450000;1;1;1;2; ;1;05;17;17;236,928525880395
103341;1;1;95;31;3110;4;48;0;6;1; ;0;1;1;7;2; ;1;05;11;11;2237,39843629082
103345;1;1;81;31;3110;4;48;0;6;1; ;350000;1;2;7;2; ;1;05;18;18;82,4775168752726
103345;1;2;45;47;4792;4;14;2;6;1; ;80000;1;1;1;2; ;1;05;18;18;82,4775168752726
103346;1;2;53;56;5613;4;30;27;6;1; ;0;1;1;7;2; ;1;05;11;11;6806,57222842485
103347;1;1;13;85;8544;1;40;90; ; ;1200000; ; ;9;11;1;2;1;05;15;15;37,0499733856099
103348;1;1;61;01;0113;5;50;20;6;1; ;700000;1;4;8;2; ;1;05;70;70;137,527382091753
103348;1;2;13;85;8530;2;48;48; ; ;3600000; ; ;9;7;1;3;1;05;70;70;137,527382091753
103349;1;1;99;38;3830;4;30;0;6;1; ;0;1;1;6;2; ;1;05;18;18;46,5319144383093
103349;1;2;77;56;5619;4;16;16; ; ; ;750000;1;1;1;2; ;1;05;18;18;46,5319144383093
103353;1;2;97;27;2740;1;48;48; ; ;877116; ; ;9;7;1;1;1;05;11;11;5185,90105508987
103354;1;2;97;46;4649;1;48;48; ; ;877803; ; ;9;7;1;1;1;05;52;52;114,933432045606
103354;1;3;98;47;4754;1;48;24;6;1;877803; ; ;9;4;1;1;1;05;52;52;114,933432045606
103356;1;2;21;64;6424;1;48;20;6;1;1950000; ; ;5;7;1;1;1;05;17;17;113,291238662965
103357;1;1;54;97;9700;3;40;0;6;1;0; ; ;1;2;2; ;1;05;11;11;1828,21669988904
103357;1;2;58;84;8423;2;77;77; ; ;1500000; ; ;9;6;1;3;1;05;11;11;1828,21669988904
103357;1;3;58;84;8423;2;77;77; ; ;1500000; ; ;9;6;1;3;1;05;11;11;1828,21669988904
103357;1;4;32;85;8544;1;40;40; ; ;1000000; ; ;9;7;1;1;1;05;11;11;1828,21669988904
103358;1;1;39;64;6424;1;40;20;7; ;878000; ; ;5;7;1;1;1;05;44;44;197,733049601759
103359;1;1;32;86;8610;1;45;45; ; ;1400000; ; ;9;7;1;1;1;05;15;15;42,7045908458322
103360;1;1;13;85;8544;2;40;40; ; ;5000000; ; ;9;7;1;3;1;05;27;27;25,9221762270844
103360;1;2;31;84;8413;4;40;40; ; ; ;3000000;1;9;7;1;2;1;05;27;27;25,9221762270844
103362;1;2;57;96;9602;4;50;24;6;1; ;700000;1;1;1;2; ;1;05;20;20;228,344454071976
103364;1;3;45;47;4752;1;48;24;6;1;950000; ; ;9;7;1;1;1;05;11;11;4444,45465405089
103365;1;1;55;84;8412;4;40;40; ; ; ;900000;1;9;7;1;2;1;05;52;52;355,406096612222
103365;1;2;58;84;8412;4;70;70; ; ; ;1000000;1;9;6;1;1;1;05;52;52;355,406096612222
103366;1;1;34;82;8219;4;40;40; ; ; ;300000;1;1;1;2; ;1;05;44;44;212,932944026769
103368;1;1;41;10;1040;4;42;28;6;1; ;200000;1;2;1;2; ;1;05;20;20;277,299594200824
103368;1;2;41;10;1040;4;48;28;6;1; ;200000;1;2;1;2; ;1;05;20;20;277,299594200824
103368;1;3;45;10;1040;6;20;10;6;1; ; ; ;2;1;2; ;1;05;20;20;277,299594200824
103369;1;1;95;41;4111;4;44;0;6;1; ;200000;1;1;9;2; ;1;05;18;18;59,9439131565847
103369;1;3;41;47;4711;4;70;70; ; ; ;1300000;1;1;1;2; ;1;05;18;18;59,9439131565847
103370;1;1;41;47;4771;1;40;30;7; ;877803; ; ;4;7;1;1;1;05;63;63;79,8406124836812
103371;1;1;45;47;4711;1;48;48; ; ;877803; ; ;6;7;1;1;1;05;05;05;1006,68295890423
103371;1;2;33;46;4631;1;48;48; ; ;877803; ; ;8;7;1;1;1;05;05;05;1006,68295890423
103373;1;2;77;56;5619;4;30;0;6;1; ;0;1;2;1;2; ;1;05;23;23;121,147885816569
103373;1;3;77;56;5619;4;30;0;6;1; ;0;1;2;1;2; ;1;05;23;23;121,147885816569
103374;1;1;44;68;6820;4;20;0;7; ; ;0;1;1;1;1;1;1;05;17;17;161,160652012102
103374;1;3;02;41;4111;1;48;20;7; ;1200000; ; ;7;9;1;1;1;05;17;17;161,160652012102
103375;1;2;95;41;4111;4;35;5;6;1; ;90000;1;1;9;2; ;1;05;70;70;54,9240721356077
103376;1;4;59;86;8691;1;48;48; ; ;1100000; ; ;9;7;1;1;1;05;23;23;198,246612370243
103377;1;1;87;43;4322;4;20;0;6;1; ;170000;1;1;2;2; ;1;05;15;15;70,7433716514332
103377;1;3;33;64;6499;1;40;40; ; ;877803; ; ;2;7;1;1;1;05;15;15;70,7433716514332
103377;1;5;45;47;4719;1;20;20; ; ;450000; ; ;2;7;2; ;1;05;15;15;70,7433716514332
103378;1;1;55;42;4210;1;48;36;7; ;877803; ; ;5;7;1;1;1;05;50;50;201,138686664234
103379;1;2;45;47;4781;4;60;60; ; ; ;600000;1;1;6;2; ;1;05;54;54;274,574310310762
103380;1;1;95;41;4111;4;40;40; ; ; ;500000;1;1;2;2; ;1;05;66;66;462,659727000271
103385;1;2;45;47;4752;1;48;48; ; ;900000; ; ;2;7;1;1;1;05;13;13;668,592104218617
103386;1;4;39;45;4541;1;48;48; ; ;700000; ; ;4;7;1;1;1;05;63;63;99,1370592199092
103387;1;1;95;41;4111;4;48;48; ; ; ; ;1;1;2;2; ;1;05;11;11;1713,05824337808
103387;1;2;19;86;8692;1;48;48; ; ; ; ; ;6;1;1;1;1;05;11;11;1713,05824337808
103387;1;4;83;25;2599;1;48;48; ; ; ; ; ;6;7;1;1;1;05;11;11;1713,05824337808
103390;1;1;02;42;4210;1;54;0;1;2;4850000; ; ;8;9;1;2;1;05;54;54;173,202773833307
103390;1;2;13;85;8512;1;40;20;7; ;877802; ; ;4;7;1;2;1;05;54;54;173,202773833307
103391;1;3;19;86;8692;1;48;48; ; ; ; ; ;6;7;1;1;1;05;17;17;97,9292141020926
103392;1;1;13;85;8530;1;40;30;6;1;1700000; ; ;8;7;1;2;1;05;23;23;191,272662957453
103392;1;2;59;86;8622;1;45;0;5;1;0; ; ;4;7;2; ;1;05;23;23;191,272662957453
103393;1;1;30;71;7110;1;50;50; ; ;2500000; ; ;6;9;1;2;1;05;47;47;296,218760883924
103395;1;1;19;85;8530;2;48;24;6;1;1200000; ; ;9;7;1;2;1;05;20;20;108,650054695184
103400;1;1;45;47;4792;4;36;0;5;1; ;300000;1;1;5;2; ;1;05;47;47;91,9993361285027
103400;2;1;59;96;9609;4;21;0;5;1; ;1000000;1;1;6;2; ;1;05;47;47;91,9993361285027
103401;1;1;77;10;1081;1;48;16;6;1;600000; ; ;6;7;1;1;1;05;54;54;663,368517795762
103404;1;1;77;46;4620;1;84;84; ; ;900000; ; ;7;7;2; ;1;05;08;08;701,047104500638
103404;1;2;77;56;5619;4;12;4;6;1; ;50000;1;1;1;2; ;1;05;08;08;701,047104500638
103404;2;1;99;46;4620;4;48;24;6;1; ;240000;1;7;7;2; ;1;05;08;08;701,047104500638
103405;1;2;45;56;5619;4;42;0;7; ; ;0;2;1;6;2; ;1;05;11;11;1832,31187301257
103405;1;3;39;82;8220;1;48;48; ; ;980657; ; ;7;1;1;1;1;05;11;11;1832,31187301257
103406;1;1;13;85;8530;2;58;58; ; ;3500000; ; ;9;7;1;3;1;05;70;70;73,8856953016131
103408;1;2;09;49;4921;4;60;20;6;1; ;200000;1;1;4;2; ;1;05;70;70;61,906971795872
103412;1;1;87;25;2511;1;48;48; ; ;877803; ; ;6;7;1;1;1;05;05;05;1530,07156597933
103413;1;1;16;90;9005;4;60;0;6;1; ;0;1;1;1;2; ;1;05;20;20;251,447334829522
103413;1;2;57;96;9602;4;40;0;6;1; ;0;1;1;5;2; ;1;05;20;20;251,447334829522
103415;1;2;13;85;8521;2;40;40; ; ;3000000; ; ;6;7;1;2;1;05;44;44;79,7152155691761
103418;1;1;37;53;5320;4;30;0;6;1; ;700000;1;1;6;2; ;1;05;18;18;45,6208210968403
103419;1;1;45;47;4719;4;20;0;7; ; ;0;1;1;5;2; ;1;05;17;17;113,605500863
103419;1;2;02;41;4111;1;42;0;3; ;1850000; ; ;8;7;1;1;1;05;17;17;113,605500863
103419;1;3;39;61;6120;1;48;28;7; ;1150000; ; ;9;7;1;1;1;05;17;17;113,605500863
103422;1;1;55;84;8412;1;48;48; ; ;877803; ; ;9;7;1;2;1;05;11;11;1224,8218685766
103423;1;1;53;47;4723;1;48;48; ; ;877803; ; ;2;7;1;1;1;05;05;05;805,369650642934
103424;1;1;45;61;6120;1;40;20;6;1;800000; ; ;9;7;1;1;1;05;44;44;137,305108592093
103425;1;1;99;45;4520;4;84;16;6;1; ;120000;1;1;7;2; ;1;05;54;54;330,61878441696
103425;1;3;54;97;9700;3;20;20; ; ;150000; ; ;1;2;2; ;1;05;54;54;330,61878441696
103425;1;4;99;43;4312;4;48;48; ; ; ;220000;1;1;9;2; ;1;05;54;54;330,61878441696
103425;1;5;59;96;9609;4;12;12; ; ; ;35000;1;1;1;2; ;1;05;54;54;330,61878441696
103425;1;8;97;82;8292;4;48;12;6;1; ;180000;1;1;7;2; ;1;05;54;54;330,61878441696
103428;1;2;55;81;8121;4;48;20;6;1; ;300000;1;1;11;2; ;1;05;13;13;609,568372915964
103434;1;2;55;86;8621;4;50;25;6;1; ;900000;1;5;7;1;1;1;05;52;52;278,464023014061
103438;1;3;13;85;8530;4;35;25;6;1; ;2500000;1;8;7;2; ;1;05;47;47;68,0533084921637
103441;1;1;95;41;4111;1;44;0;6;1;200000; ; ;3;9;1;1;1;05;18;18;52,6652946814522
103442;1;2;54;88;8890;1;30;30; ; ;900000; ; ;9;1;1;2;1;05;52;52;127,30647113594
103444;1;2;57;96;9602;4;40;40; ; ; ;800000;1;2;7;2; ;1;05;11;11;3143,65102794723
103447;1;2;45;47;4781;4;48;0;6;1; ;0;1;1;6;2; ;1;05;17;17;173,342539126756
103451;1;1;85;43;4321;4;40;20;6;1; ;120000;1;1;2;2; ;1;05;23;23;235,974724405374
103451;1;2;98;08;0811;1;48;48; ; ; ; ; ;9;4;2; ;1;05;23;23;235,974724405374
103453;1;1;45;46;4631;1;48;0;5;1;850000; ; ;9;7;1;1;1;05;15;15;166,944544109072
103457;1;1;39;45;4520;1;48;0;6;1;850000; ; ;8;7;1;1;1;05;20;20;206,802174479897
103457;1;2;84;45;4520;1;48;0;6;1;1500000; ; ;8;7;1;1;1;05;20;20;206,802174479897
103458;1;1;02;85;8544;4;48;48; ; ; ;2200000;1;9;7;1;2;1;05;17;17;545,094471441834
103458;1;2;13;85;8544;2;40;40; ; ; ; ; ;9;7;1;3;1;05;17;17;545,094471441834
103472;1;1;98;49;4921;4;60;0;6;1; ;0;1;1;4;2; ;1;05;76;76;966,172172040523
103473;1;1;03;43;4321;4;48;0;6;1; ;500000;1;2;9;2; ;1;05;18;18;32,4995568509392
103477;1;1;98;49;4921;4;77;30;6;1; ;360000;1;1;4;2; ;1;05;54;54;322,686004066918
103477;1;2;53;56;5619;4;70;0;6;1; ;0;1;1;6;2; ;1;05;54;54;322,686004066918
103481;1;1;37;71;7120;1;40;28;6;1;550000; ; ;5;5;1;1;1;05;08;08;647,451175339042
103481;1;2;45;20;2023;1;48;24;6;1;424058; ; ;9;5;1;1;1;05;08;08;647,451175339042
103482;1;1;13;85;8553;4;60;0;7; ; ;0;1;1;7;2; ;1;05;17;17;151,000644897071
103485;1;1;38;65;6532;1;48;48; ; ; ; ; ;9;7;1;1;1;05;11;11;2073,81689730026
103485;1;4;44;66;6613;4;35;12;6;1; ; ;1;1;1;2; ;1;05;11;11;2073,81689730026
103485;1;7;44;66;6613;4;40;15;6;1; ; ;1;1;1;2; ;1;05;11;11;2073,81689730026
103486;1;2;79;14;1410;4;20;20; ; ; ;0;1;1;1;2; ;1;05;44;44;79,7152155691761
103489;1;1;41;47;4771;4;48;48; ; ; ;500000;1;1;1;2; ;1;05;27;27;93,4305472659758
103489;1;2;84;45;4520;4;45;45; ; ; ;1000000;1;1;7;1;1;1;05;27;27;93,4305472659758
103495;1;1;41;45;4530;5;90;84;6;1; ;0;1;2;7;2; ;1;05;54;54;237,580298868892
103498;1;1;57;96;9602;5;77;28;6;1; ;300000;1;2;7;2; ;1;05;08;08;511,070920829835
103498;1;3;57;96;9602;1;77;0;5;1;0; ; ;5;7;2; ;1;05;08;08;511,070920829835
103499;1;1;44;65;6522;1;54;36;6;1;400000; ; ;7;5;1;1;1;05;76;76;1376,48755980738
103499;1;2;98;49;4921;4;60;40;6;1; ;350000;1;1;4;2; ;1;05;76;76;1376,48755980738
103502;1;1;03;62;6202;4;30;6;7; ; ;450000;1;1;5;1;2;1;05;17;17;85,7036477341218
103504;1;1;77;10;1040;4;48;0;6;1; ;2000000;1;2;7;1;2;1;05;20;20;36,8946733676313
103504;1;3;45;47;4792;4;15;0;7; ; ;300000;1;1;2;2; ;1;05;20;20;36,8946733676313
103507;1;2;45;47;4781;4;56;28;6;1; ;150000;1;1;6;2; ;1;05;70;70;61,5434970767043
103509;1;1;41;47;4752;5;60;0;6;1; ;1;1;2;7;2; ;1;05;17;17;100,794037513373
103510;1;2;79;14;1410;4;36;0;6;1; ;0;1;1;1;2; ;1;05;17;17;91,074141290697
103516;1;1;02;71;7110;4;48;48; ; ; ;1500000;1;1;1;2; ;1;05;20;20;297,489766183167
103517;1;1;93;31;3110;4;20;20; ; ; ;1000000;1;2;2;2; ;1;05;13;13;512,080604039771
103517;1;4;03;85;8544;1;48;0;5;1;900000; ; ;7;7;1;1;1;05;13;13;512,080604039771
103517;1;6;62;81;8130;4;24;16;6;1; ;150000;1;1;2;2; ;1;05;13;13;512,080604039771
103520;1;5;14;94;9491;1;30;20;7; ;750000; ; ;6;7;1;2;1;05;19;19;64,380061942281
103520;1;6;32;94;9491;1;40;20;6;1;940000; ; ;6;1;1;2;1;05;19;19;64,380061942281
103523;1;1;95;41;4111;4;45;0;6;1; ;300000;1;2;9;2; ;1;05;44;44;57,8931721497518
103524;1;1;58;86;8610;1;48;48; ; ;1200000; ; ;9;7;1;1;1;05;18;18;82,8134329953951
103527;1;1;45;10;1020;1;48;48; ; ;877803; ; ;9;5;1;1;1;05;66;66;384,430612807264
103527;1;2;45;10;1089;1;48;48; ; ;1100000; ; ;9;5;1;1;1;05;66;66;384,430612807264
103527;1;3;58;68;6820;1;60;60; ; ;1100000; ; ;9;7;1;1;1;05;66;66;384,430612807264
103527;1;4;58;68;6820;1;60;60; ; ;1100000; ; ;9;7;1;2;1;05;66;66;384,430612807264
103532;1;4;59;86;8610;1;48;48; ; ;1200000; ; ;9;7;1;1;1;05;17;17;120,042262447726
103532;1;5;95;41;4111;1;16;16; ; ;0; ; ;2;2;2; ;1;05;17;17;120,042262447726
103533;1;3;99;38;3830;4;60;60; ; ; ;96000;1;1;6;2; ;1;05;11;11;1311,28931749494
103535;1;2;92;18;1812;4;48;0;6;1; ; ;1;1;7;2; ;1;05;13;13;483,679187486188
103543;1;2;77;10;1081;4;21;7;6;1; ;20000;1;1;1;2; ;1;05;08;08;535,302449964379
103546;1;1;45;56;5619;4;48;18;6;1; ;300000;1;2;6;2; ;1;05;17;17;186,200994249497
103546;1;2;53;56;5619;6;18;10;5;1; ; ; ;2;1;2; ;1;05;17;17;186,200994249497
103546;1;3;97;47;4711;1;48;48; ; ;980000; ; ;4;7;2; ;1;05;17;17;186,200994249497
103547;1;1;57;96;9602;4;70;35;6;1; ;0;1;1;7;1;1;1;05;17;17;101,636026165545
103547;1;2;41;47;4741;5;60;0;6;1; ;0;1;2;7;1;1;1;05;17;17;101,636026165545
103548;1;1;97;52;5224;4;48;24;6;1; ;0;1;1;6;2; ;1;05;08;08;601,923426113482
103548;1;3;77;10;1020;1;44;32;6;1;899999; ; ;8;7;1;1;1;05;08;08;601,923426113482
103550;1;1;61;01;0141;5;40;0;6;1; ;3000000;1;2;8;2; ;1;05;18;18;147,360768308694
103552;1;2;21;93;9311;4;48;0;6;1; ;0;1;1;7;2; ;1;05;17;17;326,333120218387
103555;1;1;39;79;7911;4;48;0;5;1; ;1500000;1;2;7;2; ;1;05;47;47;68,0533084921637
103555;1;3;39;79;7911;4;48;0;5;1; ;1500000;1;2;7;2; ;1;05;47;47;68,0533084921637
103560;1;1;87;25;2511;1;48;40;6;1;500000; ; ;4;7;1;1;1;05;76;76;1019,60561217266
103564;1;3;32;84;8412;2;40;50; ; ;1500000; ; ;9;7;1;1;1;05;23;23;166,750624376959
103566;1;1;08;62;6201;4;8;8; ; ; ;1500000;1;1;1;1;1;1;05;63;63;146,484156141947
103567;1;1;51;56;5630;5;48;0;6;1; ;0;1;2;7;1;2;1;05;27;27;121,834228267297
103569;1;1;45;47;4752;1;42;30;6;1;500000; ; ;3;7;2; ;1;05;54;54;206,595853611773
103574;1;1;99;38;3830;4;40;0;6;1; ;0;1;1;7;2; ;1;05;54;54;338,182987049832
103574;1;4;45;47;4781;4;63;63; ; ; ;0;1;1;6;2; ;1;05;54;54;338,182987049832
103578;1;1;41;47;4711;5;84;84; ; ; ; ;1;2;1;2; ;1;05;08;08;490,267929739716
103579;1;1;54;97;9700;3;48;48; ; ;400000; ; ;2;1;2; ;1;05;20;20;192,458780083157
103579;1;2;57;96;9602;4;48;0;7; ; ;0;1;1;2;2; ;1;05;20;20;192,458780083157
103579;1;4;95;41;4111;4;48;0;7; ; ;0;1;9;9;2; ;1;05;20;20;192,458780083157
103581;1;1;41;47;4711;1;50;30;6;1;1500000; ; ;4;7;1;2;1;05;15;15;40,3748310943886
103581;1;2;11;46;4631;5;55;48;6;1; ;15000000;1;5;7;3; ;1;05;15;15;40,3748310943886
103583;1;1;41;47;4721;4;54;54; ; ; ;600000;1;1;6;2; ;1;05;47;47;209,064668430881
103584;1;1;84;45;4520;1;80;12;6;1;280000; ; ;3;7;2; ;1;05;18;18;61,7643602972751
103592;1;1;21;10;1081;5;62;34;6;1; ;850000;1;2;7;2; ;1;05;27;27;25,9221762270844
103592;1;2;32;85;8551;4;40;23;6;1; ;1200000;1;8;7;1;2;1;05;27;27;25,9221762270844
103593;1;1;08;62;6201;1;48;48; ; ;7000000; ; ;9;7;1;2;1;05;17;17;386,998715014959
103596;1;1;98;49;4921;4;60;0;6;1; ;0;1;1;4;2; ;1;05;50;50;166,421331376362
103600;1;3;60;01;0123;1;54;54; ; ;1800000; ; ;4;8;1;1;1;05;17;17;97,6731224315767
103602;1;2;45;47;4711;1;66;66; ; ;400000; ; ;2;7;2; ;1;05;70;70;100,307041495527
103607;1;1;41;47;4711;4;91;91; ; ; ;1000000;1;1;1;2; ;1;05;18;18;45,6208210968403
103607;1;2;51;56;5611;4;63;36;6;1; ;300000;1;1;7;2; ;1;05;18;18;45,6208210968403
103608;1;2;39;78;7810;1;48;48; ; ;1800000; ; ;7;1;1;1;1;05;11;11;1653,71285918009
103608;1;3;03;62;6202;1;48;48; ; ;1800000; ; ;6;1;1;1;1;05;11;11;1653,71285918009
103610;1;2;06;86;8610;4;40;40; ; ; ; ;1;7;1;1;2;1;05;20;20;36,6640971783841
103614;1;1;12;69;6910;4;48;20;6;1; ;1200000;1;1;1;1;2;1;05;19;19;80,6014383960601
103615;1;1;03;95;9511;4;48;0;6;1; ;0;1;1;1;2; ;1;05;23;23;202,3336482415
103616;1;1;79;14;1410;4;70;50;6;1; ;1500000;1;1;1;2; ;1;05;73;73;223,099124187102
103620;1;1;98;49;4921;4;90;30;6;1; ;900000;1;1;4;1;2;1;05;73;73;169,562377812967
103623;1;2;79;14;1410;4;30;15;6;1; ;180000;1;1;1;2; ;1;05;23;23;157,919417219103
103624;1;1;98;46;4631;1;72;72; ; ;1500000; ; ;3;4;2; ;1;05;18;18;52,6652946814522
103624;1;2;45;47;4719;1;63;48;6;1;900000; ; ;5;7;1;2;1;05;18;18;52,6652946814522
103626;1;1;45;46;4631;1;50;50; ; ;1200000; ; ;8;7;1;1;1;05;18;18;85,4924988315019
103626;1;2;98;49;4921;4;50;50; ; ; ;700000;1;1;4;2; ;1;05;18;18;85,4924988315019
