DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;P6290;P6290S1;DPTO;fex_c_2011
1016408;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1994,54045315196
1016409;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1885,62075359058
1016410;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1285,3594071648
1016410;1;2;1;50;2;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;05;1285,3594071648
1016410;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1285,3594071648
1016410;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1285,3594071648
1016411;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1427,84909512506
1016411;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1427,84909512506
1016412;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1523,55918762284
1016412;1;2;1;50;2;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;05;1523,55918762284
1016413;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;7861,02425537067
1016413;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7861,02425537067
1016416;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1624,9437808256
1016416;1;2;1;50;2;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;2; ;05;1624,9437808256
1016416;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1624,9437808256
1016417;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;937,266300173418
1016417;1;2;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;937,266300173418
1016418;1;1;1;50;2;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;1; ;05;1186,7736517826
1016418;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1186,7736517826
1016418;1;3;1;50;2;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1186,7736517826
1016418;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;1186,7736517826
1016420;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;1866,01922416805
1016424;1;1;1;50;2;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;7119,54164482002
1016424;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;7119,54164482002
1016426;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3897,6377343058
1016426;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3897,6377343058
1016426;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3897,6377343058
1016426;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3897,6377343058
1016427;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5578,67490259518
1016428;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5591,00092283954
1016428;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5591,00092283954
1016431;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;57,1625663303034
1016431;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;57,1625663303034
1016431;1;3;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;57,1625663303034
1016431;1;4;1;50;2;2;6;DORMIR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;57,1625663303034
1016431;1;5;1;50;2;2;6;DESCANSAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;57,1625663303034
1016438;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016438;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016439;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4255,93989726357
1016439;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4255,93989726357
1016442;1;1;1;50;2;3;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;9068,59487507782
1016442;1;2;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;9068,59487507782
1016442;1;3;1;50;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;05;9068,59487507782
1016442;1;4;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;9068,59487507782
1016442;1;6;1;50;2;6;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;9068,59487507782
1016443;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4214,04964934366
1016443;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;05;4214,04964934366
1016444;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3847,81876531107
1016444;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3847,81876531107
1016444;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3847,81876531107
1016444;1;4;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3847,81876531107
1016444;1;5;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3847,81876531107
1016445;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4091,02907298204
1016446;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4827,41152828775
1016446;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4827,41152828775
1016446;1;3;1;50;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4827,41152828775
1016446;1;4;1;50;2;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4827,41152828775
1016446;1;5;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4827,41152828775
1016447;1;1;1;50;2;1;6;pasiar;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4657,02320801439
1016447;1;2;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4657,02320801439
1016447;1;3;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4657,02320801439
1016447;1;4;1;50;2;1;6;ver  television;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4657,02320801439
1016447;1;5;1;50;2;1;6;ver television;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4657,02320801439
1016448;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5902,35867016547
1016448;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5902,35867016547
1016448;1;3;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5902,35867016547
1016448;1;4;1;50;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5902,35867016547
1016448;1;5;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5902,35867016547
1016453;1;1;1;50;2;1;6;descansar;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;11905,4860219527
1016453;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;11905,4860219527
1016473;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3337,70762272874
1016473;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3337,70762272874
1016474;1;1;1;50;2;1;6;DESCANSANDO EN LA CASA;2;2;2;2;1;11; ; ; ; ; ; ; ; ;05;4159,56382737656
1016474;1;2;1;50;2;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ; ; ;05;4159,56382737656
1016488;1;1;1;50;2;1;4; ;2;2;2;2;1;11; ; ; ; ; ; ; ; ;05;6409,29193924412
1016488;1;2;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;6409,29193924412
1016492;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;8333,20337876883
1016492;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;8333,20337876883
1016493;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;8787,30363425678
1016493;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;8787,30363425678
1016494;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;13882,4165704069
1016498;1;1;1;50;2;2;6;Descansar;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;44,6541681124936
1016498;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;44,6541681124936
1016504;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5119,33019944262
1016504;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5119,33019944262
1016505;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5241,40716078682
1016508;1;1;1;50;2;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;3543,93899606466
1016508;1;2;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3543,93899606466
1016508;1;3;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3543,93899606466
1016508;1;4;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3543,93899606466
1016509;1;1;1;50;2;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016509;1;2;1;50;2;1;6;Jugar Futbol;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016510;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3215,63066138454
1016510;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;05;3215,63066138454
1016510;1;4;1;50;2;2;6;Acondicionando la nueva casa;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;3215,63066138454
1016511;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4571,29650750782
1016511;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4571,29650750782
1016511;1;3;1;50;2;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4571,29650750782
1016512;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4091,97268799946
1016512;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;05;4091,97268799946
1016512;1;3;1;50;2;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4091,97268799946
1016515;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;2833,09664757189
1016515;1;2;1;50;2;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ; ; ;05;2833,09664757189
1016515;1;3;1;50;2;2;6;Pasear;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;2833,09664757189
1016515;1;4;1;50;2;2;6;A jugar;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;2833,09664757189
1016516;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016516;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016516;1;3;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016516;1;4;1;50;2;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016516;1;5;1;50;2;5;6;Paseando;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016516;1;6;1;50;2;5;6;Descansar;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4684,3894429836
1016520;1;1;1;50;2;1;6;DESCANSAR;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;11356,0483128335
1016520;1;2;1;50;2;2;6;EN DIETA POR MATERNIDAD;2;2;2;2;1;13;EMBARAZO Y DIETA; ; ; ; ; ; ; ;05;11356,0483128335
1016536;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;65,9374723243451
1016536;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;65,9374723243451
1016536;1;3;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;65,9374723243451
1016536;1;4;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;65,9374723243451
1016542;1;1;1;50;2;1;6;RECOGER LEÑA;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4214,04964934366
1016542;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4214,04964934366
1016543;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4159,56382737656
1016543;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4159,56382737656
1016547;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016547;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016547;1;3;1;50;2;2;6;JUGAR FUTBOL;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016547;1;4;1;50;2;2;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4996,59785674261
1016548;1;1;1;50;2;1;6;ENFERMO;2;1; ; ; ; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016548;1;2;1;50;2;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016549;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;3366,64614621278
1016549;1;2;1;50;2;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ; ; ;05;3366,64614621278
1016550;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016550;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4804,38732500707
1016551;1;1;1;50;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4091,97268799946
1016551;1;2;1;50;2;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4091,97268799946
1016551;1;3;1;50;2;2;6;REPASAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;4091,97268799946
1016552;1;1;1;50;2;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;2;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;3;1;50;2;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;4;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;5;1;50;2;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;6;1;50;2;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016552;1;7;1;50;2;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ; ; ;05;5877,07151451699
1016553;1;1;1;50;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;05;4587,89959977924
