DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5443932;1;3;1;70; ;1;24;48;2; ;2;24;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;84;39;39;1;2;05;8412;50;771,386980408994
5443939;1;2;1;70; ;1;59;48;1; ;2;59;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;85;13;13;1;2;05;8530;50;449,49734648785
5443941;1;1;1;70; ;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;940000;940000;2; ;10;77;77;1;1;05;1030;50;1395,67947374218
5443945;1;1;1;70; ;1;2;56;1; ;2;2;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;1000000;2; ;49;98;98;1;1;05;4921;50;1043,02131341089
5443951;1;1;1;70; ;1;46;48;4; ;2;46;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;350000;2; ;81;55;55;1;2;05;8121;50;752,847107310972
5443954;1;1;1;70; ;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;900000;2; ;41;95;95;1;1;05;4111;50;1073,81407706636
5443956;1;3;1;70; ;1;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;908000;2; ;56;53;53;1;1;05;5611;50;449,49734648785
5443973;1;1;1;70; ;1;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;56;53;53;1;2;05;5630;17;1016,09550746558
5443979;1;4;1;70; ;1;16;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;38; ;1;2;05;.;17;3636,86015100498
5443980;1;1;1;70; ;1;4;50;1; ;2;4;1; ;2;2;1; ; ; ; ;1; ; ; ; ; ; ;1;1500000;908526;2; ;41;95;95;1;1;05;4111;17;1196,23025979438
5443986;1;3;1;70; ;1;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;38; ;1;1;05;.;17;1016,09550746558
5443989;1;2;1;70; ;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ; ;84; ;1;1;05;.;17;1034,45796992201
5443999;1;1;1;70;05;1;52;48;3; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;3; ;97;54;54;1;2;05;9700;05;1053,29855573577
5444000;1;2;1;70;05;1;48;48;1; ;2;72;3; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;57;54;1;2;05;9700;05;1670,53540593154
5444004;1;2;1;70;05;1;52;60;1; ;2;52;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;95;61;1;2;05;0161;05;1019,78933308597
5444009;1;2;1;70;05;1;52;48;3; ;2;72;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;05;9700;05;1058,92325409162
5444011;1;4;1;70;05;1;2;48;1; ;2;2;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;1;60000;908526;2; ;52;97;97;1;1;05;5224;05;1181,46434819399
5444011;1;6;1;70;05;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;2;05;.;05;1181,46434819399
5444016;1;5;1;70;05;1;12;48;1; ;2;24;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;97;97;1;1;05;4112;05;768,03661989442
5444032;1;1;1;70;05;1;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;46;19;19;1;2;05;4645;05;1173,40303097312
5444033;1;2;1;70;05;1;12;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;56;55;55;1;1;05;5611;05;1102,47701415012
5444061;1;1;1;70;05;1;20;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;450000; ; ; ;38; ;1;2;05;.;05;3828,45345428834
5444062;1;2;1;70;05;1;8;48;1; ;2;144;5; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;57;57;1;1;05;9602;05;2385,7488551275
5444064;1;3;1;70;05;1;24;48;1; ;2;28;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;69;37;37;1;2;05;6920;05;2742,92547777978
5444068;1;2;1;70;05;1;96;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;12; ;1;2;05;.;05;2969,05306885525
5444070;1;5;1;70;05;1;16;48;1; ;2;16;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;73;34;34;1;2;05;7310;05;3830,701953834
5444071;1;3;1;70;05;1;2;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;1;05;8220;05;3116,58844409831
5444075;1;4;1;70;05;1;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1100000;2; ;41;97;97;1;1;05;4111;05;1371,52213478951
5444076;1;1;1;70;05;1;208;48;1; ;2;208;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;2;75;03;03;1;2;05;7500;05;905,309556204483
5444081;1;1;1;70;05;1;4;48;1; ;2;4;1; ;9;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;1200000;2; ;65;45;44;1;1;05;6511;05;1076,09171516434
5444088;1;5;1;70;05;1;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;21; ;1;1;05;.;05;1447,50953950248
5444091;1;7;1;70;05;1;7;48;1; ;2;20;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;53;39;39;1;1;05;5320;05;1563,30212669842
5444091;1;9;1;70;05;1;3;48;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;49;97;97;1;1;05;4923;05;1563,30212669842
5444094;1;1;1;70;05;1;104;48;1; ;2;130;1; ;9;2;1; ; ; ; ; ; ; ; ;1;YA ES PENSIONADA; ;2; ;908526;3; ;14;55;56;1;2;05;1410;05;1053,29855573577
5444095;1;3;1;70;05;1;12;48;1; ;2;12;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;85;13;13;1;1;05;8530;05;1160,29324450956
5444102;1;3;1;70;05;1;8;24;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;33;33;1;1;05;4759;05;1312,21982338024
5444106;1;1;1;70;05;1;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;42;95;95;1;1;05;4210;05;445,566700608424
5444108;1;3;1;70;05;1;52;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;30000;1000000;2; ;96;57;57;1;2;05;9602;05;1268,77401433318
5444110;1;2;1;70;05;1;52;48;4; ;2;52;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;97;54;54;1;2;05;9700;05;363,581785908319
5444110;1;3;1;70;05;1;24;60;1; ;2;24;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;45;1;2;05;4771;05;363,581785908319
5444112;1;2;1;70;05;1;52;60;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;46;45;97;1;2;05;4631;05;396,799407103483
5444112;1;3;1;70;05;1;16;48;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;49;98;98;1;2;05;4921;05;396,799407103483
5444112;1;4;1;70;05;1;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;30;58;97;1;2;05;3092;05;396,799407103483
5444113;1;2;1;70;05;1;96;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;42;97;99;1;2;05;4210;05;2306,43971689713
5444113;1;3;1;70;05;1;48;40;1; ;2;72;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;2;05;4112;05;2306,43971689713
5444113;1;8;1;70;05;1;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;15;84;80;1;1;05;1522;05;2306,43971689713
5444118;1;2;1;70;05;1;104;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;97;97;1;2;05;4754;05;1060,61037310808
5444123;1;1;1;70;05;1;3;48;1; ;2;3;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;908526;2; ;47;97;97;1;1;05;4711;05;1076,09171516434
5444124;1;1;1;70;05;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;908526;2; ;47;58;45;1;1;05;4771;05;1237,0172304238
5444128;1;2;1;70;05;1;52;48;1; ;2;52;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;97;53;54;1;2;05;9700;05;1652,29891185407
5444131;1;1;1;70;05;1;24;48;1; ;2;24;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;05;5611;05;1435,13633424019
5444139;1;2;1;70;05;1;12;24;1; ;2;12;3; ;2;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;480000;2; ;97;79;54;1;1;05;9700;05;1332,38821378386
5444145;1;4;1;70;05;1;144;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;03; ;1;2;05;.;05;1161,67137454795
5444147;1;2;1;70;05;1;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;908526;2; ;47;58;98;1;1;05;4729;05;1058,92325409162
5444148;1;2;1;70;05;1;6;48;1; ;2;6;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;46;97;97;1;1;05;4643;05;2307,81197574387
5444153;1;1;1;70;05;1;12;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;1;05;9700;05;1752,25546001179
5444153;1;7;1;70;05;1;28;48;1; ;2;28;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;55;54;1;2;05;9700;05;1752,25546001179
5444168;1;2;1;70;05;1;25;48;1; ;2;25;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;41;95;95;1;2;05;4111;05;1012,47751571366
5444172;1;1;1;70;05;1;4;48;1; ;2;4;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;908526;2; ;14;79;79;1;1;05;1410;05;1155,98135646815
5444189;1;4;1;70;05;1;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;22;97;97;1;2;05;2229;05;1029,47270605099
5444195;1;3;1;70;05;1;2;48;1; ;2;2;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;1;05;8220;05;1344,01191919759
5444200;1;2;1;70;05;1;3;48;1; ;2;3;1; ;2;2;9;POR COBERTURA; ; ; ; ; ; ; ; ; ;1;1;908526;908526;2; ;41;95;95;1;1;05;4111;05;899,684857848624
5444201;1;3;1;70;05;1;16;48;1; ;2;16;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;88;59;54;1;2;05;8890;05;1090,74535772496
5444201;1;4;1;70;05;1;24;48;1; ;2;104;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;39;79;1;2;05;1410;05;1090,74535772496
5444203;1;3;1;70;05;1;52;48;1; ;2;52;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;2;05;8220;05;1160,29324450956
5444205;1;1;1;70;05;1;17;60;1; ;2;17;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;42;03;03;1;2;05;4210;05;1223,90744396024
5444206;1;3;1;70;05;1;56;60;1; ;2;56;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;49;98;98;1;2;05;4921;05;1190,39822131045
5444209;1;3;1;70;05;1;52;48;1; ;2;52;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;20;97;97;1;2;05;2023;05;1058,92325409162
5444215;1;3;1;70;05;1;53;48;1; ;2;53;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;59;59;1;2;05;5621;05;946,130596226592
5444215;1;4;1;70;05;1;52;52;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;59; ;1;2;05;.;05;946,130596226592
5444233;1;2;1;70;05;1;20;48;3; ;2;20;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;05;9700;05;1336,70010182527
5444234;1;2;1;70;05;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;1;05;.;05;1283,49297661775
5444239;1;1;1;70;05;1;1;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;79;79;1;1;05;1410;05;1036,13009466305
5444248;1;6;1;70;05;1;4;48;1; ;2;4;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;1;800000;908526;2; ;56;53;53;1;1;05;5611;05;1942,19044701191
5444248;1;8;1;70;05;1;20;48;1; ;2;20;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;10;45;45;1;2;05;1081;05;1942,19044701191
5444251;1;5;1;70;05;1;4;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908534;2; ;96;39;57;1;1;05;9602;05;1205,1598148825
5444252;1;1;1;70;05;1;32;48;1; ;2;32;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;45;03;03;1;2;05;4520;05;922,478017277196
5444258;1;2;1;70;05;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;05;5611;05;1012,47751571366
5444263;1;4;1;70;05;1;52;48;1; ;2;104;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;37;79;1;2;05;1410;05;1339,70003115618
5444269;1;1;1;70;05;1;8;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;1;05;9700;05;899,684857848624
5444293;1;2;1;70;05;1;4;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;32;45;1;1;05;4761;05;1066,23507146394
5444293;1;3;1;70;05;1;2;48;1; ;2;24;2; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;97;58;1;1;05;8422;05;1066,23507146394
5444302;1;1;1;70;08;1;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;47;45;45;1;1;05;4781;08;576,510059991553
5444303;1;2;1;70;08;1;60;48;1; ;2;69;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;85;03;03;1;2;05;8544;08;662,12019191541
5444306;1;1;1;70;08;1;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;47;54;45;1;2;05;4771;08;445,247174290867
5444322;1;3;1;70;08;1;8;48;1; ;2;8;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;85;58;58;1;1;05;8530;08;674,970230837269
5444322;1;4;1;70;08;1;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;41;33;97;1;2;05;4111;08;674,970230837269
5444332;1;6;1;70;08;1;4;48;1; ;2;4;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;480000;906000;2; ;47;32;32;1;1;05;4773;08;376,49827358122
5444338;1;2;1;70;08;1;32;48;1; ;2;32;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;35;21;21;1;2;05;3511;08;688,151443975269
5444343;1;2;1;70;08;1;40;48;1; ;2;40;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1400000;2; ;49;19;39;1;2;05;4923;08;687,281832406361
5444352;1;2;1;70;08;1;30;48;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;47;45;45;1;2;05;4711;08;623,853872353822
5444369;1;1;1;70;08;1;45;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;47;11;11;1;2;05;4754;08;578,773176223663
5444374;1;3;1;70;08;1;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;980000;2; ;47;45;97;1;2;05;4755;08;551,136089856211
5444376;1;2;1;70;08;1;48;48;1; ;2;48;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;55;41;1;2;05;4729;08;462,27826193314
5444381;1;5;1;70;08;1;4;48;1; ;2;4;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1300000;1200000;2; ;86;32;32;1;1;05;8610;08;861,133371114025
5444385;1;4;1;70;08;1;52;48;1; ;2;68;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;86;58;03;1;2;05;8622;08;338,046635781585
5444387;1;4;1;70;08;1;4;48;1; ;2;96;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;74;55;32;1;1;05;7490;08;478,395867205374
5444388;1;2;1;70;08;1;104;70;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;49;98;98;1;2;05;4921;08;618,788175114564
5444393;1;2;1;70;08;1;48;48;1; ;2;48;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;86;59;59;1;2;05;8699;08;382,872088493893
5444393;1;3;1;70;08;1;4;48;1; ;2;4;5; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;56;53;53;1;1;05;5611;08;382,872088493893
5444398;1;1;1;70;08;1;12;48;1; ;2;12;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;42;03;03;1;1;05;4210;08;623,853872353822
5444400;1;3;1;70;08;1;42;48;1; ;2;42;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;920000;2; ;77;99;99;1;2;05;7710;08;624,249301972929
5444400;1;6;1;70;08;1;26;48;3; ;2;55;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;86;54;06;1;2;05;8610;08;624,249301972929
5444400;1;8;1;70;08;1;20;48;1; ;2;48;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;97;45;54;1;2;05;9700;08;624,249301972929
5444405;1;2;1;70;08;1;16;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;11;97;97;1;2;05;1104;08;688,151443975269
5444409;1;2;1;70;08;1;52;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;93;39;39;1;2;05;9329;08;447,424903533191
5444414;1;3;1;70;08;1;104;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;94;44;39;1;2;05;9499;08;683,085746736011
5444418;1;3;1;70;08;1;72;48;1; ;2;104;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;55;95;1;2;05;4111;08;694,399273261009
5444418;1;4;1;70;08;1;4;72;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;47;58;45;1;1;05;4711;08;694,399273261009
5444418;1;5;1;70;08;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;1;05;.;08;694,399273261009
