DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;AREA;CLASE;MES;DPTO;fex_c_2011
5443772;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;4107,83916829988
5443783;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;2247,72880516947
5443783;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;2247,72880516947
5443783;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;2247,72880516947
5443783;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;2247,72880516947
5443783;1;5;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;2247,72880516947
5443784;1;1;1;90;2; ;1;6;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3305,38107055151
5443784;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3305,38107055151
5443785;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;1979,43120716581
5443785;1;2;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;1979,43120716581
5443785;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;1979,43120716581
5443785;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;1979,43120716581
5443786;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;4903,44335464469
5443787;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3998,52286397241
5443787;1;2;1;90;2; ;1;21;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3998,52286397241
5443787;1;3;1;90;2; ;1;14;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3998,52286397241
5443788;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3066,04903891042
5443788;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3066,04903891042
5443788;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3066,04903891042
5443788;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;68;3066,04903891042
5443790;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4669,7966901204
5443791;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;3635,41629255059
5443791;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;3635,41629255059
5443791;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;3635,41629255059
5443791;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;3635,41629255059
5443793;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4275,25426079019
5443793;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4275,25426079019
5443794;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;2714,70288779034
5443794;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;2714,70288779034
5443795;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4420,69525272276
5443795;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4420,69525272276
5443795;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4420,69525272276
5443796;1;1;1;90;2; ;1;35;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;7071,06876944068
5443796;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;7071,06876944068
5443797;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4669,7966901204
5443799;1;1;1;90;2; ;1;10;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4401,08378842804
5443799;1;2;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4401,08378842804
5443800;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4002,98998740961
5443800;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4002,98998740961
5443801;1;1;1;90;2; ;1;10;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;6202,92978503489
5443801;1;3;1;90;2; ;1;40;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;6202,92978503489
5443829;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;2714,70288779034
5443829;1;2;1;90;2; ;1;30;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ;1;05;76;2714,70288779034
5443830;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4669,7966901204
5443831;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4669,7966901204
5443835;1;1;1;90;2; ;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;5860,7272737789
5443835;1;2;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;5860,7272737789
5443836;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;3039,30707924514
5443839;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;76;4129,81326885763
5443868;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1035,57147032884
5443868;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1035,57147032884
5443869;1;1;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1357,48062238537
5443869;1;2;1;90;2; ;1;25;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1357,48062238537
5443870;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443870;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443871;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443872;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;514,062695404261
5443873;1;1;1;90;2; ;1;7;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1325,20678514522
5443873;1;2;1;90;2; ;1;5;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1325,20678514522
5443874;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;752,847107310972
5443875;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443876;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443876;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443877;1;1;1;90;2; ;1;10;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;796,248167138594
5443878;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;3; ;1;05;50;1113,49400200784
5443880;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;849,743959722628
5443880;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;849,743959722628
5443880;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;849,743959722628
5443886;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;449,49734648785
5443886;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;449,49734648785
5443886;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;449,49734648785
5443886;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;449,49734648785
5443887;1;1;1;90;2; ;1;14;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1010,74747617074
5443887;1;2;1;90;2; ;1;40;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1010,74747617074
5443888;1;1;1;90;2; ;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;514,062695404261
5443889;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1204,71700574255
5443889;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1204,71700574255
5443889;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1204,71700574255
5443890;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443892;1;1;1;90;2; ;1;42;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;15; ;1;05;50;494,794409399404
5443892;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;494,794409399404
5443892;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ; ;1;05;50;494,794409399404
5443892;1;4;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;3;2; ;2; ;2; ; ;1;05;50;494,794409399404
5443892;1;5;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;494,794409399404
5443894;1;1;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;752,847107310972
5443895;1;1;1;90;2; ;1;21;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1632,21625103766
5443895;1;2;1;90;2; ;1;26;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1632,21625103766
5443896;1;1;1;90;2; ;1;30;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ; ;1;05;50;674,924575631972
5443896;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;674,924575631972
5443897;1;1;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443897;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443897;1;3;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443898;1;1;1;90;2; ;1;23;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1113,49400200784
5443903;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1113,49400200784
5443904;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443905;1;1;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1113,49400200784
5443906;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443908;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1113,49400200784
5443909;1;1;1;90;2; ;1;6;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;640,403103780594
5443909;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;640,403103780594
5443909;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;640,403103780594
5443910;1;1;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1181,84572537526
5443910;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1181,84572537526
5443910;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1181,84572537526
5443911;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1113,49400200784
5443912;1;1;1;90;2; ;1;5;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1317,75694206318
5443912;1;2;1;90;2; ;1;5;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1317,75694206318
5443913;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1148,09737735964
5443913;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1148,09737735964
5443913;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1148,09737735964
5443913;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1148,09737735964
5443915;1;1;1;90;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1671,93993135985
5443915;1;2;1;90;2; ;1;20;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1671,93993135985
5443916;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1035,57147032884
5443916;1;2;1;90;2; ;1;19;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1035,57147032884
5443917;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1073,81407706636
5443918;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443918;1;2;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443918;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;774,173506303759
5443919;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;818,951196067158
5443919;1;2;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;818,951196067158
5443919;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;818,951196067158
5443919;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;818,951196067158
5443920;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;752,847107310972
5443921;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443921;1;2;1;90;2; ;1;7;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ; ;1;05;50;967,346416343114
5443923;1;1;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;995,891545387357
5443923;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;995,891545387357
5443925;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1142,16580043377
5443925;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1142,16580043377
5443925;1;3;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1142,16580043377
5443926;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;610,959547815917
5443926;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;610,959547815917
5443926;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;610,959547815917
5443927;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;559,674197271617
5443927;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;559,674197271617
5443928;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;650,639472757404
5443928;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;650,639472757404
5443928;1;3;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;650,639472757404
5443930;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;1;2;1;90;2; ;1;20;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;2;1;2;90;2; ;1;7;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;2;2;2;90;2; ;1;20;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443930;2;3;2;90;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1168,07456866163
5443931;1;1;1;90;2; ;1;22;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443931;1;2;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443932;1;1;1;90;2; ;1;45;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;771,386980408994
5443932;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;771,386980408994
5443932;1;3;1;90;2; ;1;30;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;771,386980408994
5443933;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;718,325635459594
5443933;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;718,325635459594
5443934;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443934;1;2;1;90;2; ;1;15;2; ;2; ;1;35;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443935;1;1;1;90;2; ;1;20;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;671,426980466653
5443935;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;671,426980466653
5443935;1;4;1;90;2; ;1;30;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;671,426980466653
5443935;1;5;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;671,426980466653
5443936;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443936;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443937;1;1;1;90;2; ;1;22;2; ;2; ;1;14;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443937;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;927,666491401628
5443938;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;1;05;50;1010,74747617074
