DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,AREA,FT,DPTO,fex_c_2011
986709,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,129.563.201.644.044,23,125.442.842.854.986
986709,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,129.563.201.644.044,23,125.442.842.854.986
986710,1,1,1,90,,2,,1,2,2,2,2,2,1,2,2,,,7,,,,,,5,,,23,1.425.080.147.478,23,143.306.841.926.105
986711,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,7,,5,,,,,,,23,958.821.847.689.334,23,959.737.764.750.078
986711,1,2,1,90,,2,,2,2,1,2,2,1,2,2,2,,,,,21,,,6,,,,23,958.821.847.689.334,23,959.737.764.750.078
986711,1,3,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,958.821.847.689.334,23,959.737.764.750.078
986711,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,35,,,,,,,23,958.821.847.689.334,23,959.737.764.750.078
986711,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,958.821.847.689.334,23,959.737.764.750.078
986712,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,110.674.386.838.318,23,109.767.530.632.046
986712,1,2,1,90,,2,,1,2,2,2,2,2,1,2,2,,,2,,,,,,2,,,23,110.674.386.838.318,23,109.767.530.632.046
986712,1,3,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,110.674.386.838.318,23,109.767.530.632.046
986713,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,35,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,2,1,2,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,2,2,2,90,,2,,1,2,1,2,2,1,2,2,2,,,42,,14,,,3,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,2,3,2,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986713,2,4,2,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,133.536.084.289.442,23,130.420.736.087.005
986714,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986714,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986714,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986715,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,4,,7,,,,,,,23,954.591.899.167.925,23,953.827.185.074.533
986715,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,21,,,,,,,23,954.591.899.167.925,23,953.827.185.074.533
986715,1,3,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,954.591.899.167.925,23,953.827.185.074.533
986715,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,7,,28,,,,,,,23,954.591.899.167.925,23,953.827.185.074.533
986715,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,954.591.899.167.925,23,953.827.185.074.533
986716,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,3,,7,,,,,,,23,164.920.624.510.723,23,164.869.808.786.223
986716,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,7,,,,,,,23,164.920.624.510.723,23,164.869.808.786.223
986716,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,4,,14,,,,,,,23,164.920.624.510.723,23,164.869.808.786.223
986717,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,116.685.854.578.512,23,114.295.354.383.928
986717,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,116.685.854.578.512,23,114.295.354.383.928
986718,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,23,139.354.129.010.969,23,142.114.358.952.911
986718,1,2,1,90,,2,,1,2,2,2,2,2,2,2,1,,,14,,,,,,,,9,23,139.354.129.010.969,23,142.114.358.952.911
986719,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,114.298.577.099.322,23,112.688.673.181.956
986719,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,114.298.577.099.322,23,112.688.673.181.956
986719,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,114.298.577.099.322,23,112.688.673.181.956
986719,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,114.298.577.099.322,23,112.688.673.181.956
986720,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.359.888.284.018,23,125.881.002.333.354
986720,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,126.359.888.284.018,23,125.881.002.333.354
986720,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.359.888.284.018,23,125.881.002.333.354
986722,1,1,1,90,,2,,1,1,1,2,2,2,2,2,2,,,42,42,35,,,,,,,23,107.943.495.953.629,23,109.166.105.626.406
986722,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,107.943.495.953.629,23,109.166.105.626.406
986722,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,16,,,,,,,,,23,107.943.495.953.629,23,109.166.105.626.406
986722,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,107.943.495.953.629,23,109.166.105.626.406
986723,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,42,,21,,,,,,,23,135.673.892.090.461,23,137.467.079.160.264
986723,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,135.673.892.090.461,23,137.467.079.160.264
986724,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,867.404.759.685.313,23,839.127.637.933.074
986724,1,2,1,90,,1,,1,2,1,2,2,2,2,2,2,21,,35,,28,,,,,,,23,867.404.759.685.313,23,839.127.637.933.074
986724,1,3,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,867.404.759.685.313,23,839.127.637.933.074
986725,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,118.574.103.878.013,23,117.452.075.087.367
986726,1,1,1,90,,2,,1,2,2,2,1,2,2,2,2,,,42,,,,7,,,,,23,112.034.167.002.978,23,112.237.698.576.757
986727,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,23,135.078.602.232.279,23,1.373.509.570.475
986727,1,2,1,90,,2,,1,2,2,2,1,2,2,2,2,,,35,,,,10,,,,,23,135.078.602.232.279,23,1.373.509.570.475
986727,1,3,1,90,,2,,1,2,2,2,2,2,2,2,1,,,28,,,,,,,,3,23,135.078.602.232.279,23,1.373.509.570.475
986727,1,4,1,90,,2,,1,2,2,2,2,2,2,2,1,,,21,,,,,,,,2,23,135.078.602.232.279,23,1.373.509.570.475
986727,1,5,1,90,,2,,1,2,2,2,2,2,1,2,2,,,7,,,,,,10,,,23,135.078.602.232.279,23,1.373.509.570.475
986728,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,21,,7,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,1,,,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,5,1,90,,2,,1,1,1,2,2,2,2,2,2,,,5,12,6,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,7,1,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,21,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986728,1,8,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,7,,,,,,,23,168.597.203.422.652,23,171.990.559.823.735
986729,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986729,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986729,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986729,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,35,,28,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986730,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986730,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986730,1,3,1,90,,2,,2,2,2,2,2,1,2,2,2,,,,,,,,2,,,,23,13.992.111.925.858,23,137.170.260.258.004
986730,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,28,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986731,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,15.273.050.425.619,23,151.711.807.922.501
986731,1,2,1,90,,2,,1,2,2,2,2,1,2,2,2,,,28,,,,,6,,,,23,15.273.050.425.619,23,151.711.807.922.501
986731,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,15.273.050.425.619,23,151.711.807.922.501
986732,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,986.130.756.536.228,23,965.752.014.806.478
986732,1,2,1,90,,2,,2,2,2,2,2,2,1,2,2,,,,,,,,,3,,,23,986.130.756.536.228,23,965.752.014.806.478
986732,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,986.130.756.536.228,23,965.752.014.806.478
986732,1,4,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,986.130.756.536.228,23,965.752.014.806.478
986733,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,13.823.248.796.911,23,138.543.440.020.694
986733,1,2,1,90,,2,,1,2,2,2,2,2,1,2,2,,,7,,,,,,3,,,23,13.823.248.796.911,23,138.543.440.020.694
986733,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,23,13.823.248.796.911,23,138.543.440.020.694
986733,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,23,13.823.248.796.911,23,138.543.440.020.694
986734,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,1,3,1,90,,2,,1,1,2,2,2,2,2,2,1,,,7,7,,,,,,,14,23,116.288.642.672.945,23,118.414.359.921.434
986734,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,2,1,2,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,2,2,2,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,2,3,2,90,,2,,1,2,1,2,2,2,2,2,2,,,7,,35,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986734,2,4,2,90,,2,,1,2,1,2,2,2,2,2,2,,,7,,14,,,,,,,23,116.288.642.672.945,23,118.414.359.921.434
986735,1,1,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986735,1,2,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,14,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986735,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986736,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,11.280.077.526.062,23,11.182.350.034.798
986736,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,7,,,,,,,,,23,11.280.077.526.062,23,11.182.350.034.798
986737,1,1,1,90,,2,,1,2,2,1,2,2,2,2,2,,,36,,,18,,,,,,23,119.287.626.503.879,23,121.141.990.555.018
986737,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,119.287.626.503.879,23,121.141.990.555.018
986737,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,23,119.287.626.503.879,23,121.141.990.555.018
986737,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,119.287.626.503.879,23,121.141.990.555.018
986738,1,1,1,90,,2,,1,2,2,1,2,2,2,2,2,,,36,,,18,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,2,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,2,1,2,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,2,2,2,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,2,3,2,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986738,2,4,2,90,,2,,1,2,2,2,2,2,2,2,2,,,2,,,,,,,,,23,928.337.733.148.033,23,948.767.882.929.867
986739,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,130.684.842.685.904,23,129.013.761.787.202
986739,1,2,1,90,,2,,1,2,2,2,2,1,2,2,2,,,5,,,,,25,,,,23,130.684.842.685.904,23,129.013.761.787.202
986740,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,100.395.850.670.424,23,996.364.273.929.135
986740,1,2,1,90,,2,,1,2,2,2,1,2,2,2,2,,,30,,,,4,,,,,23,100.395.850.670.424,23,996.364.273.929.135
986741,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,116.281.394.171.097,23,111.940.879.674.497
986741,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,12,,,,,,,,,23,116.281.394.171.097,23,111.940.879.674.497
986741,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,116.281.394.171.097,23,111.940.879.674.497
986742,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,23,149.999.613.371.501,23,151.110.382.916.861
986742,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,149.999.613.371.501,23,151.110.382.916.861
986742,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,21,,,,,,,23,149.999.613.371.501,23,151.110.382.916.861
986742,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,149.999.613.371.501,23,151.110.382.916.861
986743,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,100.690.036.452.728,23,100.261.813.648.144
986744,1,1,1,90,,1,,1,2,2,2,2,1,2,2,2,4,,15,,,,,40,,,,23,150.343.226.777.001,23,15.010.512.672.053
986744,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,23,150.343.226.777.001,23,15.010.512.672.053
986744,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,150.343.226.777.001,23,15.010.512.672.053
986744,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,23,150.343.226.777.001,23,15.010.512.672.053
986744,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,150.343.226.777.001,23,15.010.512.672.053
986745,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,164.154.016.253.081,23,165.284.007.015
986745,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,20,,,,,,,23,164.154.016.253.081,23,165.284.007.015
986746,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,7,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986746,1,8,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,143.904.908.414.404,23,146.148.162.492.095
986747,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,177.031.363.318.614,23,176.431.495.486.058
986747,1,2,1,90,,2,,1,1,2,2,2,2,2,2,2,,,36,18,,,,,,,,23,177.031.363.318.614,23,176.431.495.486.058
986747,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,2,,,,,,,,,23,177.031.363.318.614,23,176.431.495.486.058
986747,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,177.031.363.318.614,23,176.431.495.486.058
986748,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,21,,,,,,,23,115.937.780.765.596,23,112.946.135.870.829
986748,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,20,,20,,,,,,,23,115.937.780.765.596,23,112.946.135.870.829
986750,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,23,111.095.263.739.296,23,113.126.832.660.324
986750,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,23,111.095.263.739.296,23,113.126.832.660.324
986750,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,23,111.095.263.739.296,23,113.126.832.660.324
986751,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986751,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,25,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986751,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.121.749.161.218,23,126.981.753.320.859
986752,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,969.629.654.769.219,23,923.177.297.897.037
986752,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,23,969.629.654.769.219,23,923.177.297.897.037
986752,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,969.629.654.769.219,23,923.177.297.897.037
986752,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,969.629.654.769.219,23,923.177.297.897.037
986752,2,1,2,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,969.629.654.769.219,23,923.177.297.897.037
986753,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,161.343.743.921.751,23,163.086.267.845.474
986753,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,23,161.343.743.921.751,23,163.086.267.845.474
986753,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,161.343.743.921.751,23,163.086.267.845.474
986753,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,161.343.743.921.751,23,163.086.267.845.474
986754,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,175.709.095.368.732,23,177.450.881.525.959
986754,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,21,,,,,,,23,175.709.095.368.732,23,177.450.881.525.959
986754,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,175.709.095.368.732,23,177.450.881.525.959
986754,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,175.709.095.368.732,23,177.450.881.525.959
986755,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986755,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986755,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986755,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986755,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986755,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,155.458.967.300.232,23,16.129.235.986.664
986756,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,129.275.634.898.048,23,128.174.236.294.054
986756,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,129.275.634.898.048,23,128.174.236.294.054
986757,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986757,1,2,1,90,,2,,1,2,2,1,2,2,2,2,2,,,36,,,21,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986757,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986757,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,16.092.074.906.961,23,162.495.209.877.919
986758,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.065.702.501.714,23,125.255.616.078.123
986758,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,18,,,,,,,23,126.065.702.501.714,23,125.255.616.078.123
986758,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,126.065.702.501.714,23,125.255.616.078.123
986758,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,5,,,,,,,,,23,126.065.702.501.714,23,125.255.616.078.123
986759,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,152.809.885.702.831,23,153.308.122.086.388
986759,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,25,,14,,,,,,,23,152.809.885.702.831,23,153.308.122.086.388
986760,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986760,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,3,,18,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986760,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,127.810.380.450.688,23,125.608.573.558.169
986761,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,129.275.634.898.048,23,128.174.236.294.054
986761,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,23,129.275.634.898.048,23,128.174.236.294.054
986762,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,140.619.765.448.299,23,140.150.121.222.666
986762,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,5,,20,,,,,,,23,140.619.765.448.299,23,140.150.121.222.666
986763,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,18,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986763,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986763,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986763,1,4,1,90,,2,,1,2,1,2,2,2,2,2,2,,,12,,10,,,,,,,23,13.992.111.925.858,23,137.170.260.258.004
986764,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986764,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986764,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986764,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986764,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986764,1,6,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,123.017.291.047.584,23,124.158.627.896.102
986765,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,23,12.131.987.119.885,23,118.763.554.595.996
986765,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,23,12.131.987.119.885,23,118.763.554.595.996
986765,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,23,12.131.987.119.885,23,118.763.554.595.996
986765,2,1,2,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,23,12.131.987.119.885,23,118.763.554.595.996
986765,2,2,2,90,,2,,1,2,2,2,2,2,2,2,2,,,3,,,,,,,,,23,12.131.987.119.885,23,118.763.554.595.996
986766,1,1,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,23,14.104.276.030.044,23,140.741.179.190.221
986766,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,35,,,,,,,23,14.104.276.030.044,23,140.741.179.190.221
