DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,P7480,P7480S1,P7480S2,P7480S3,P7480S4,P7480S5,P7480S6,P7480S7,P7480S8,P7480S9,P7480S10,P7480S11,P7480S1A1,P7480S2A1,P7480S3A1,P7480S4A1,P7480S5A1,P7480S6A1,P7480S7A1,P7480S8A1,P7480S9A1,P7480S10A1,P7480S11A1,AREA,FT,DPTO,fex_c_2011
973751,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,406.066.431.677.275,8,405.211.067.772.965
973751,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,406.066.431.677.275,8,405.211.067.772.965
973751,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,406.066.431.677.275,8,405.211.067.772.965
973752,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,8,478.814.982.672.652,8,477.653.527.038.872
973753,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,384.076.504.936.387,8,383.948.846.739.462
973753,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,384.076.504.936.387,8,383.948.846.739.462
973753,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,384.076.504.936.387,8,383.948.846.739.462
973753,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,384.076.504.936.387,8,383.948.846.739.462
973753,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,384.076.504.936.387,8,383.948.846.739.462
973754,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,530.525.957.729.812,8,532.515.940.809.523
973754,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,8,530.525.957.729.812,8,532.515.940.809.523
973754,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,530.525.957.729.812,8,532.515.940.809.523
973754,2,1,2,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,8,530.525.957.729.812,8,532.515.940.809.523
973754,2,2,2,90,,2,,1,2,1,2,2,2,2,2,2,,,24,,42,,,,,,,8,530.525.957.729.812,8,532.515.940.809.523
973755,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,525.582.564.554.513,8,525.080.765.374.122
973755,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,525.582.564.554.513,8,525.080.765.374.122
973755,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,8,525.582.564.554.513,8,525.080.765.374.122
973756,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973756,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,28,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973756,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973756,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973756,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973756,1,6,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,516.845.060.804.991,8,517.083.908.788.699
973757,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,597.700.867.503.619,8,597.283.304.343.807
973757,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,28,,30,,,,,,,8,597.700.867.503.619,8,597.283.304.343.807
973757,1,3,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,24,,,,,,,8,597.700.867.503.619,8,597.283.304.343.807
973757,1,4,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,21,,,,,,,8,597.700.867.503.619,8,597.283.304.343.807
973758,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,507.152.295.127.353,8,509.556.138.117.743
973758,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,507.152.295.127.353,8,509.556.138.117.743
973758,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,507.152.295.127.353,8,509.556.138.117.743
973760,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,431.972.978.051.862,8,431.479.149.867.441
973760,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,8,431.972.978.051.862,8,431.479.149.867.441
973760,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,431.972.978.051.862,8,431.479.149.867.441
973762,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,537.769.690.210.226,8,536.552.136.777.856
973762,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,8,537.769.690.210.226,8,536.552.136.777.856
973763,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,16,,18,,,,,,,8,575.419.824.452.598,8,575.429.967.787.418
973763,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,30,,,,,,,8,575.419.824.452.598,8,575.429.967.787.418
973763,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,16,,16,,,,,,,8,575.419.824.452.598,8,575.429.967.787.418
973764,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,10,,,,,,,,,8,480.688.697.831.727,8,482.166.738.396.227
973764,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,42,,30,,,,,,,8,480.688.697.831.727,8,482.166.738.396.227
973764,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,8,480.688.697.831.727,8,482.166.738.396.227
973764,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,480.688.697.831.727,8,482.166.738.396.227
973764,1,5,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,8,480.688.697.831.727,8,482.166.738.396.227
973765,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,20,,,,,,,8,491.484.736.510.475,8,491.499.077.233.465
973765,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,8,491.484.736.510.475,8,491.499.077.233.465
973765,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,16,,,,,,,,,8,491.484.736.510.475,8,491.499.077.233.465
973766,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,584.537.272.092.086,8,583.979.375.113.106
973766,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,40,,,,,,,,,8,584.537.272.092.086,8,583.979.375.113.106
973766,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,8,584.537.272.092.086,8,583.979.375.113.106
973766,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,32,,,,,,,,,8,584.537.272.092.086,8,583.979.375.113.106
973767,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,36,,,,,,,,,8,433.925.917.563.501,8,435.144.265.521.376
973767,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,8,433.925.917.563.501,8,435.144.265.521.376
973767,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,18,,,,,,,,,8,433.925.917.563.501,8,435.144.265.521.376
973767,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,433.925.917.563.501,8,435.144.265.521.376
973767,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,433.925.917.563.501,8,435.144.265.521.376
973768,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,44.561.440.003.187,8,446.752.492.428.602
973768,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,42,,,,,,,,,8,44.561.440.003.187,8,446.752.492.428.602
973768,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,44.561.440.003.187,8,446.752.492.428.602
973768,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,44.561.440.003.187,8,446.752.492.428.602
973769,1,1,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,20,,,,,,,8,53.875.096.157.968,8,538.789.460.065.223
973769,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,42,,28,,,,,,,8,53.875.096.157.968,8,538.789.460.065.223
973769,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,20,,,,,,,,,8,53.875.096.157.968,8,538.789.460.065.223
973769,1,4,1,90,,2,,1,2,2,2,2,2,2,2,2,,,14,,,,,,,,,8,53.875.096.157.968,8,538.789.460.065.223
973769,1,5,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,12,,,,,,,8,53.875.096.157.968,8,538.789.460.065.223
973770,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,14,,20,,,,,,,8,552.083.087.293.192,8,552.592.169.107.481
973770,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,34,,20,,,,,,,8,552.083.087.293.192,8,552.592.169.107.481
973770,1,5,1,90,,2,,1,2,1,2,2,2,2,2,2,,,30,,34,,,,,,,8,552.083.087.293.192,8,552.592.169.107.481
973771,1,1,1,90,,2,,1,2,1,2,2,2,2,2,2,,,32,,24,,,,,,,8,33.884.724.534.502,8,339.880.249.318.618
973771,1,2,1,90,,2,,1,2,1,2,2,2,2,2,2,,,18,,14,,,,,,,8,33.884.724.534.502,8,339.880.249.318.618
973771,1,3,1,90,,2,,1,2,1,2,2,2,2,2,2,,,24,,20,,,,,,,8,33.884.724.534.502,8,339.880.249.318.618
973771,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,33.884.724.534.502,8,339.880.249.318.618
973771,1,5,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,10,,,,,,,8,33.884.724.534.502,8,339.880.249.318.618
973772,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,3,1,90,,2,,1,2,2,2,2,2,2,2,2,,,30,,,,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,5,1,90,,2,,1,2,2,1,2,2,2,2,2,,,20,,,20,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,6,1,90,,2,,1,2,2,1,2,2,2,2,2,,,24,,,30,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973772,1,7,1,90,,2,,1,2,2,1,2,2,2,2,2,,,24,,,20,,,,,,8,305.084.810.169.564,8,30.745.313.162.091
973773,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,598.335.917.163.524,8,597.927.990.100.428
973773,1,2,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,598.335.917.163.524,8,597.927.990.100.428
973774,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,8,372.945.073.389.058,8,373.461.937.459.275
973774,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,21,,,,,,,,,8,372.945.073.389.058,8,373.461.937.459.275
973774,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,372.945.073.389.058,8,373.461.937.459.275
973774,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,372.945.073.389.058,8,373.461.937.459.275
973774,1,5,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,372.945.073.389.058,8,373.461.937.459.275
973776,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,633.402.863.847.986,8,632.900.785.159.834
973776,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,633.402.863.847.986,8,632.900.785.159.834
973776,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,633.402.863.847.986,8,632.900.785.159.834
973776,1,4,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,28,,,,,,,8,633.402.863.847.986,8,632.900.785.159.834
973776,1,5,1,90,,2,,2,2,1,2,2,2,2,2,2,,,,,24,,,,,,,8,633.402.863.847.986,8,632.900.785.159.834
973777,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,562.256.229.041.065,8,562.126.038.556.717
973777,1,2,1,90,,2,,1,2,2,1,2,2,2,2,2,,,28,,,28,,,,,,8,562.256.229.041.065,8,562.126.038.556.717
973777,1,3,1,90,,2,,2,2,2,1,2,2,2,2,2,,,,,,28,,,,,,8,562.256.229.041.065,8,562.126.038.556.717
973778,1,1,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,53.777.449.182.386,8,536.956.902.238.255
973778,1,2,1,90,,2,,1,2,2,2,2,2,2,2,2,,,32,,,,,,,,,8,53.777.449.182.386,8,536.956.902.238.255
973778,1,3,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,53.777.449.182.386,8,536.956.902.238.255
973778,1,4,1,90,,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,8,53.777.449.182.386,8,536.956.902.238.255
973779,1,1,1,90,,2,,1,2,2,2,2,2,2,2,2,,,24,,,,,,,,,8,481.318.945.877.997,8,482.406.658.692.448
