Directorio;Secuencia_p;Orden;Regis;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6290;P6290s1;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Clase;Dpto;Fex_c_2011
386882;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386882;1;3;50;3;6;JUGANDO FUTBOOL;2;2;2;2; ; ;1;2; ;1;2; ; ; ;2;23;995,355204508106
386882;1;4;50;4;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;995,355204508106
386883;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2171,88671576858
386883;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2171,88671576858
386884;1;1;50;1;6;TRABAJANDO PARA AUTOCONSUMO (AFIRMA NO VENDER);2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1818,47613200383
386884;1;2;50;4;6;FUERA DE LA CIUDAD POR ENFERMEDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1818,47613200383
386884;1;3;50;3;6;DESCANSAR POR VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1818,47613200383
386884;1;4;50;4;3; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1818,47613200383
386884;2;1;50;1;6;TRABAJANDO PARA AUTOCONSUMO (AFIRMA NO VENDER);2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1818,47613200383
386884;2;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1818,47613200383
386885;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2133,71799060865
386885;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2133,71799060865
386885;1;3;50;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;23;2133,71799060865
386885;1;4;50;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2133,71799060865
386885;1;6;50;6;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;23;2133,71799060865
386885;1;7;50;7;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2133,71799060865
386886;1;1;50;1;6;TRABAJANDO EN LA AUTOCONSTRUCCION DE LA VIVIENDA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2105,20251682183
386886;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2105,20251682183
386886;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2105,20251682183
386886;1;4;50;4;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2105,20251682183
386887;1;1;50;1;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1868,01791337169
386887;1;2;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1868,01791337169
386887;1;3;50;3;6;JUGANDO Y PASEANDO;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;1868,01791337169
386887;1;5;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1868,01791337169
386887;1;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1868,01791337169
386887;1;7;50;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1868,01791337169
386888;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2659,29390915999
386888;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2659,29390915999
386888;1;3;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2659,29390915999
386888;1;4;50;4;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2659,29390915999
386888;1;5;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2659,29390915999
386888;1;6;50;6;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2659,29390915999
386888;1;7;50;7;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2659,29390915999
386888;1;8;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2659,29390915999
386889;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2030,59525002003
386889;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2030,59525002003
386889;1;3;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2030,59525002003
386889;1;5;50;5;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2030,59525002003
386889;1;8;50;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2030,59525002003
386890;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386890;1;2;50;2;6;TRABAJANDO PARA AUTOCONSUMO;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386890;1;3;50;1;6;DESCANSANDO POR VEJEZ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;995,355204508106
386890;1;4;50;4;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;2;23;995,355204508106
386890;1;5;50;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386890;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386890;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386891;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2171,88671576858
386891;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2171,88671576858
386892;1;1;50;1;6;TRABAJANDO PARA AUTOCONSUMO;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1564,14634571845
386892;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1564,14634571845
386892;1;3;50;3;4; ;2;2;2;2; ; ;1;2; ;2; ;1;4;1;2;23;1564,14634571845
386892;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1564,14634571845
386892;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1564,14634571845
386893;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2009,79517655664
386893;1;2;50;2;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;2;23;2009,79517655664
386893;1;3;50;3;4; ;2;2;2;2; ; ;1;6; ;2; ;2; ; ;2;23;2009,79517655664
386893;1;4;50;4;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2009,79517655664
386895;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1416,85497963554
386895;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1416,85497963554
386895;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1416,85497963554
386895;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1416,85497963554
386895;1;5;50;5;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1416,85497963554
386895;1;7;50;7;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1416,85497963554
386896;1;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;1488,65340192349
386896;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1488,65340192349
386896;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1488,65340192349
386896;1;4;50;4;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1488,65340192349
386896;1;5;50;5;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1488,65340192349
386897;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1422,542492873
386898;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2180,74413211871
386898;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2180,74413211871
386898;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2180,74413211871
386898;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2180,74413211871
386898;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2180,74413211871
386898;1;7;50;7;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2180,74413211871
386899;1;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;23;2452,33338114118
386900;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;995,355204508106
386900;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386900;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386900;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;995,355204508106
386901;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1934,45178226847
386901;1;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1934,45178226847
386902;1;1;50;1;6;TRABAJA PARA AUTOCONSUMO;2;2;2;2; ; ;1;2; ;1;1; ;2;1;2;23;2379,97654655209
386902;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2379,97654655209
386902;1;3;50;3;4; ;2;2;2;2; ; ;1;2; ;1;1; ;2;1;2;23;2379,97654655209
386902;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2379,97654655209
386904;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1806,16010193073
386904;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1806,16010193073
386905;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1997,64460443315
386905;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1997,64460443315
386905;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1997,64460443315
386907;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2179,64349749428
386907;1;6;50;6;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2179,64349749428
386908;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1800,79643952825
386908;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1800,79643952825
386908;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1800,79643952825
386909;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1253,77424586114
386910;1;1;50;1;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;41;1437,50733474149
386910;1;2;50;2;6;EN  LA CASA;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;41;1437,50733474149
386910;1;3;50;3;3; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;41;1437,50733474149
386910;1;4;50;4;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;41;1437,50733474149
386912;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1404,34500308626
386912;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;41;1404,34500308626
386912;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1404,34500308626
386912;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;1404,34500308626
386913;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;744,51351323968
386913;1;2;50;1;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;41;744,51351323968
386914;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;716,532771421726
386914;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;41;716,532771421726
386914;1;3;50;3;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;41;716,532771421726
386914;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;41;716,532771421726
386915;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;41;998,005532009726
386916;1;1;50;1;4; ;2;2;2;2; ; ;1;7; ;1;1; ;1;1;2;41;969,724063948192
386916;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;2; ;2; ; ;2;41;969,724063948192
386917;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1948,56860843445
386918;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1190,22790325883
386920;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1538,32329058469
386920;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1538,32329058469
386920;1;3;50;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;50;1538,32329058469
386921;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1453,19013860623
386921;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1453,19013860623
386923;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1538,32329058469
386923;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1538,32329058469
386923;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1538,32329058469
386925;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1948,56860843445
386926;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1740,10259709036
386927;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1690,36788196822
386927;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1690,36788196822
386928;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;931,860478123662
386928;1;2;50;2;4; ;2;2;2;2; ; ;1;13;PORQUE LE QUEDA MUY LEJOS DE LA CIUDAD; ; ; ; ; ;2;50;931,860478123662
386929;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1168,01466054017
386929;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;50;1168,01466054017
386929;1;3;50;2;3; ;2;2;2;2; ; ;1;7; ;2; ;1;12;1;2;50;1168,01466054017
386929;1;4;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1168,01466054017
386930;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1948,56860843445
386931;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1432,00045683305
386931;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1432,00045683305
386931;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1432,00045683305
386932;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1948,56860843445
386933;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1982,04184933353
386933;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1982,04184933353
386933;1;3;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1982,04184933353
386935;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1672,60283540213
386935;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1672,60283540213
386935;1;3;50;3;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;50;1672,60283540213
386935;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1672,60283540213
386936;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1091,30519381819
386936;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;50;1091,30519381819
386936;1;3;50;3;3; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;50;1091,30519381819
386936;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1091,30519381819
386936;1;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1091,30519381819
386936;1;6;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1091,30519381819
386938;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1397,67035365743
386938;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;50;1397,67035365743
386938;1;3;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1397,67035365743
386941;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1168,01466054017
386941;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;50;1168,01466054017
386941;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1168,01466054017
386941;1;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1168,01466054017
386942;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;2291,04562460259
386942;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;50;2291,04562460259
386942;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;2291,04562460259
386943;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1402,11854981001
386943;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;2;50;1402,11854981001
386945;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1460,71218885096
386945;1;2;50;2;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;50;1460,71218885096
386945;1;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1460,71218885096
386946;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1640,95380234441
386946;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;50;1640,95380234441
386947;1;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1243,00177396268
386947;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;50;1243,00177396268
386947;1;3;50;3;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;2;50;1243,00177396268
386947;1;5;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1243,00177396268
386947;1;6;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;50;1243,00177396268
392146;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;3;50;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;4;50;4;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;08;1884,14828036835
392146;1;5;50;5;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;6;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1884,14828036835
392146;1;7;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1884,14828036835
392147;1;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;08;1296,49480313349
392147;1;2;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1296,49480313349
392147;1;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1296,49480313349
392148;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1738,11624650889
392148;1;5;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1738,11624650889
392149;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;2321,22760406997
392149;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;08;2321,22760406997
392150;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1077,08804800888
392150;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1077,08804800888
392150;1;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1077,08804800888
392151;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392151;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1796,56808215901
392151;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392151;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392151;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392151;1;6;50;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1796,56808215901
392153;1;1;50;1;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;08;1788,84744528059
392153;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1788,84744528059
392153;1;3;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1788,84744528059
392153;1;4;50;1;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1788,84744528059
392154;1;1;50;1;6;DESCANSAR;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;3;50;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;794,790016479739
392154;1;5;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;794,790016479739
392155;1;1;50;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1408,75728775502
392156;1;1;50;1;6;ENFERMO. ES UNA PERSONA ASMATICA NO PUEDE TRABAJAR.;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;08;1604,81919847474
392156;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;08;1604,81919847474
392156;1;3;50;3;2; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;08;1604,81919847474
392156;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1604,81919847474
392157;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1208,91460492415
392157;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1208,91460492415
392158;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1715,83142835086
392158;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;08;1715,83142835086
392158;1;3;50;3;3; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;08;1715,83142835086
392159;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;08;1665,10022957916
392159;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;08;1665,10022957916
