Directorio;Secuencia_p;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090s1;P5100;P5110;P5130;P5140;P5210s1;P5210s2;P5210s3;P5210s4;P5210s5;P5210s6;P5210s7;P5210s8;P5210s9;P5210s10;P5210s11;P5210s14;P5210s15;P5210s16;P5210s17;P5210s18;P5210s19;P5210s20;P5210s21;P5210s22;P5210s24;P5220;P5220s1;P6006;P6008;P6007;P6007s1;Hogar;P4000;P4010;P4020;P4030s1;P4030s1a1;P4030s2;P4030s3;P4030s4;P4030s4a1;P4030s5;P4040;Regis;Area;Mes;Dpto;Fex_c_2011
4094064;1;5;3;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;1;1;3; ;3;2; ;1;2;1;4;1;4;1;1;1;3;1;1;01;05;07;05;1104,91901887793
4094065;1;8;2;1;1;1;1;1;1;1; ; ;300000000;1500000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;4;2;1;1;7;1;1;01;05;07;05;2033,14745820708
4094067;1;5;3;1;1;1;1;1;3;1; ; ;180000000;1000000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;3; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;07;05;1087,81422685986
4094068;1;1;1;1;1;1;1;1;4;3; ; ; ; ;160000;2;1;2;1;1;1;1;2;2;2;1;2;1;2;2;2;1;2;1;2;2;1;1; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1136,34400291479
4094069;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;2;1;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1103,74412268297
4094070;1;5;1;1;1;1;1;1;3;1; ; ;200000000;1000000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;07;05;1133,22895697937
4094071;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;2;1;2;2;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;913,500052275288
4094072;1;6;2;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;05;07;05;2296,23072409432
4094073;1;4;2;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1251,03102086148
4094074;1;5;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;1;4; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;901,515751336545
4094076;1;3;2;1;1;1;1;1;3;1; ; ;180000000;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1326,59350954621
4094077;1;1;1;1;1;1;1;1;3;3; ; ; ; ;220000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1264,34678839472
4094078;1;4;1;1;1;1;1;1;3;3; ; ; ; ;430000;2;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1236,30263380763
4094079;1;3;2;3;1;1;1;3;3;3; ; ; ; ;250000;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;1;3; ;3;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;05;07;05;944,316353166185
4094080;1;2;2;1;1;1;1;1;3;3; ; ; ; ;180000;2;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;2;1;2;1;1;1;3;1;1;01;05;07;05;1164,04525787027
4094081;1;4;3;1;1;1;1;1;3;2; ;1125000;120000000;450000; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;1;3; ;3;1;1;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;782,116437345594
4094082;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1239,41767974305
4094083;1;3;2;1;1;1;1;1;3;3; ; ; ; ;200000;1;1;1;1;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;07;05;1491,51272996263
4094084;1;4;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;1;1;3;1;1;01;05;07;05;1181,88869085955
4094085;1;4;3;1;1;1;1;1;3;4; ; ; ;98; ;2;1;1;2;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;559,250284962759
4094086;1;1;1;1;1;1;1;1;4;3; ; ; ; ;300000;1;1;1;1;1;2;1;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;05;07;05;1400,05239425282
4094087;1;4;3;3;1;1;1;1;3;1; ; ;35000000;350000; ;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;2;1;3;1;1;01;05;07;05;943,114844396931
4094088;1;2;1;1;1;1;1;1;3;1; ; ;30000000;180000; ;2;1;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;07;05;1161,27311156647
4094089;1;3;2;1;1;1;1;3;3;4; ; ; ;180000; ;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2; ; ;2;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;05;07;05;1059,77007227277
4094090;1;2;1;1;1;1;1;1;1;4; ; ; ;250000; ;2;1;2;2;2;2;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1133,22895697937
4094091;1;1;1;1;1;1;1;1;3;3; ; ; ; ;350000;2;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1400,05239425282
4094092;1;3;2;3;1;1;1;1;4;2; ;300000;30000000;350000; ;2;2;2;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;1;2;2;1;3;1;1;01;05;07;05;1001,84534204968
4094094;1;5;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1059,77007227277
4094095;1;2;1;1;1;1;1;1;1;3; ; ; ; ;140000;2;2;2;2;1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;2;1;1;2;1;1;2;1;1;01;05;07;05;1161,27311156647
4094096;1;4;3;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1080,3648586559
4094098;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;2;2;2;1;1;1;1;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;07;05;1016,57372910354
4094099;1;4;3;3;1;1;1;1;4;1; ; ;50000000;320000; ;2;1;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;2;1;2;1;2;2;2;1;3;1;1;01;05;07;05;944,316353166185
4094101;1;3;1;1;1;1;1;3;1;4; ; ; ;350000; ;2;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1161,27311156647
4094102;1;4;3;1;1;1;1;1;3;1; ; ;120000000;600000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;2;1;1;2;2;1;4; ;4;2; ;1;2;1;2;1;3;1;1;1;3;1;1;01;05;07;05;959,044740220042
4094103;1;3;1;1;1;1;1;1;4;1; ; ;130000000;650000; ;2;2;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;07;05;580,636555783236
4094104;1;3;2;1;1;1;1;1;3;1; ; ;20000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;07;05;824,888978986549
4094105;1;2;1;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;1;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1206,81779951123
4094106;1;4;1;1;1;1;1;1;3;1; ; ;110000000;600000; ;1;1;2;1;1;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1045,04168521891
4094107;1;4;2;1;1;1;1;1;3;2; ;1500000;250000000;1500000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;05;07;05;500,922671024841
4094108;1;3;2;1;1;1;1;1;3;3; ; ; ; ;464000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;913,500052275288
4094109;1;5;2;1;1;1;1;1;3;1; ; ;120000000;300000; ;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;2;2;1;1;2;2;1;2; ;5;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1097,9953498388
4094109;2;4;3;1;1;1;1;1;4;3; ; ; ; ;200000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;2;2;2;1;4; ;4;2; ;2;1;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1097,9953498388
4094110;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1342,52340536932
4094111;1;4;2;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2; ;4;2; ;1;1;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1563,80215469801
4094112;1;3;2;1;1;1;1;1;3;3; ; ; ; ;462000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1367,42046522297
4094115;1;4;3;1;1;1;1;1;3;3; ; ; ; ;540000;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;987,088894807139
4094116;1;4;3;1;1;1;1;1;3;4; ; ; ;550000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;1;4; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;796,844824399452
4094117;1;4;3;1;1;1;1;1;3;3; ; ; ; ;520000;2;2;2;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;1;2;2;1;5; ;5;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;667,0584595786
4094118;1;4;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;1;2;1;2;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1236,30263380763
4094119;1;3;1;1;1;1;1;1;4;3; ; ; ; ;800000;2;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;05;07;05;529,885036136383
4094120;1;2;1;1;1;1;1;1;3;3; ; ; ; ;420000;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1133,22895697937
4094121;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1022,80382097438
4094122;1;4;1;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1087,81422685986
4094124;1;4;2;1;1;1;1;1;1;4; ; ; ;350000; ;1;1;2;2;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2; ; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1264,34678839472
4094125;1;3;2;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;1;2;1;1;1;2;1;2;1;2;1;1;2;2;1;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1102,54261391372
4094126;1;4;3;1;1;1;1;1;3;3; ; ; ; ;520000;1;1;1;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1329,34486294006
4094127;1;1;1;1;2;1;1;1;4;4; ; ; ;300000; ;1;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;05;07;05;1133,22895697937
4094128;1;3;1;1;1;1;1;1;3;3; ; ; ; ;475000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1236,30263380763
4094130;1;4;1;1;1;1;1;1;3;4; ; ; ;5000000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;05;07;05;1060,97158104202
4094134;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;2;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;916,615098210706
4094136;1;2;1;1;1;1;1;1;3;3; ; ; ; ;320000;2;1;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1224,68929268919
4094137;1;6;4;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;5; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;739,315835515955
4094138;1;3;1;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1236,30263380763
4094140;1;3;1;1;1;1;1;1;3;3; ; ; ; ;430000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;05;07;05;1236,30263380763
4094141;1;3;1;1;1;1;1;1;3;2; ;600000;100000000;300000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1236,30263380763
4094142;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;1;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1154,345453918
4094143;1;3;3;1;1;1;1;1;3;3; ; ; ; ;360000;1;1;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1211,87843141083
4094144;1;4;3;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;7;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;966,824676715479
4094145;1;3;2;1;1;1;1;1;3;3; ; ; ; ;370000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1052,05492055445
4094146;1;4;3;1;1;1;1;1;3;1; ; ;98;98; ;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;2;1;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;959,044740220042
4094147;1;4;3;1;1;1;1;1;3;2; ;550000;100000000;550000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;1;4; ;5;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;960,594584844641
4094148;1;3;2;1;1;1;1;1;3;4; ; ; ;98; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1078,39664872675
4094148;2;2;2;1;1;1;1;1;3;4; ; ; ;98; ;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;2;1;3; ;3;1;1;2;2;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1078,39664872675
4094149;1;4;1;1;1;1;1;1;3;3; ; ; ; ;1015000;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;05;07;05;1087,81422685986
4094150;1;3;2;1;1;1;1;1;4;4; ; ; ;350000; ;2;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1388,43905313438
4094151;1;4;1;1;1;1;1;6; ;1; ; ;98;400000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;05;07;05;1133,22895697937
4094152;1;3;2;1;1;1;1;1;3;3; ; ; ; ;330000;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;05;07;05;1016,57372910354
4094153;1;3;1;1;1;1;1;1;3;1; ; ;98;350000; ;1;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;05;07;05;1087,81422685986
