DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6036935;1;2;1;80;2;;;;2;;;;1;1;6;;2;2;;2;;1;12;;15;1109.3019552
6036938;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036938;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;448.64776484
6036939;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1408.6078389
6036939;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1408.6078389
6036940;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;827.91073041
6036940;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;827.91073041
6036941;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;698.50746824
6036942;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1499.6271033
6036942;1;4;1;80;2;;;;2;;;;1;2;1;;2;2;;2;;1;12;;15;1499.6271033
6036942;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1499.6271033
6036954;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;15;786.37598252
6036954;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;786.37598252
6036954;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;786.37598252
6036954;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;786.37598252
6036954;1;7;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;786.37598252
6036956;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;15;448.64776484
6036957;1;1;1;80;2;;;;1;1;;2;;;1;;2;2;;1;400000;1;12;1.2;15;1408.6078389
6036957;1;2;1;80;2;;;;1;3;;2;;;9;;1;2;;2;;1;12;3;15;1408.6078389
6036957;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1408.6078389
6036958;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1794.2013695
6036958;1;4;1;80;2;1;48;908700;1;4;;1;;1;6;;2;2;;2;;1;12;1.4;15;1794.2013695
6036958;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1794.2013695
6036959;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1122.4849966
6036959;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1122.4849966
6036959;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1122.4849966
6036959;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1122.4849966
6036960;1;1;1;80;2;;;;1;4;;2;;;12;POR ACCIDENTE;1;2;;2;;1;12;4;15;448.64776484
6036960;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036961;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;15;448.64776484
6036961;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;448.64776484
6036962;1;2;1;80;2;;;;1;3;;2;;;1;;2;2;;2;;1;12;2;15;1410.6351815
6036963;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1097.2745166
6036964;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;15;1019.4382935
6036965;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;710.53490688
6036966;1;2;1;80;2;;;;1;2;;2;;;2;;2;2;;2;;1;12;1.2;15;511.71152268
6036966;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;511.71152268
6036967;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1509.2246063
6036967;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1509.2246063
6036967;1;5;1;80;2;;;;1;3;;2;;;8;;2;2;;2;;1;12;4;15;1509.2246063
6036968;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1124.5123392
6036968;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1124.5123392
6036969;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;15;749.98400461
6036969;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;749.98400461
6036969;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;749.98400461
6036969;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;749.98400461
6036970;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;15;950.79940866
6036972;1;2;1;80;2;;;;1;8;;1;;1;5;;1;2;;2;;1;12;3;15;615.90430487
6036973;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;15;1526.0189852
6036973;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1526.0189852
6036973;1;6;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1526.0189852
6036973;1;7;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;1526.0189852
6036974;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036975;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;15;448.64776484
6036976;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;1.2;15;615.90430487
6036977;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;467.4371771
6036977;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;467.4371771
6036978;1;2;1;80;2;;;;1;3;;2;;;8;;2;2;;2;;1;12;4;15;511.71152268
6036979;1;2;1;80;2;;;;1;3;;2;;;1;;2;2;;2;;1;12;3;15;1328.0673409
6036979;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1328.0673409
6036980;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;644.63561973
6036981;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036983;1;1;1;80;2;;;;1;5;;2;;;8;;2;2;;2;;1;12;3;15;1241.3543124
6036983;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1241.3543124
6036983;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1241.3543124
6036983;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1241.3543124
6036984;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;15;448.64776484
6036985;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;15;534.79463378
6036986;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;839.53557594
6036986;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;839.53557594
6036987;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;450.76862365
6036987;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;450.76862365
6036988;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;448.64776484
6036988;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036989;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;554.96140584
6036989;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;554.96140584
6036990;1;3;1;80;2;1;16;300000;1;3;;2;;;1;;2;2;;2;;1;12;1.4;15;448.64776484
6036990;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;448.64776484
6036991;1;2;1;80;2;;;;1;4;;2;;;10;;2;2;;2;;1;12;4;15;688.9099653
6036992;1;1;1;80;2;;;;1;9;CIRUGIA;2;;;4;;2;2;;2;;1;12;1.3;15;720.13240982
6036994;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1007.1365156
6036995;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;698.50746824
6036995;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.1;15;698.50746824
6036996;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;15;448.64776484
6036996;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6036996;1;3;1;80;2;2;;98;1;4;;2;;;8;;2;2;;2;;1;12;2;15;448.64776484
6036997;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;745.3428898
6036997;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;745.3428898
6036997;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;745.3428898
6036998;1;2;1;80;2;;;;1;4;;2;;;9;;2;2;;2;;1;12;2;15;448.64776484
6036999;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1041.9444986
6036999;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1041.9444986
6037000;1;1;1;80;2;;;;1;8;;2;;;8;;2;2;;2;;1;12;3;15;448.64776484
6037000;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6037001;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;832.67767068
6037001;1;4;1;80;2;;;;1;6;;1;;2;1;;2;2;;2;;1;12;2;15;832.67767068
6037001;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;832.67767068
6037002;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;625.5018078
6037002;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;625.5018078
6037003;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;698.50746824
6037005;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;802.70025043
6037006;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;747.3702324
6037006;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;747.3702324
6037006;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;747.3702324
6037007;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;827.91073041
6037007;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;827.91073041
6037008;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6037008;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;448.64776484
6037008;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6037008;1;6;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;2;15;448.64776484
6037008;1;8;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;448.64776484
6037010;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;511.71152268
6037096;1;2;1;80;2;1;48;500000;1;3;;2;;;9;;2;2;;2;;1;12;4;44;1634.4290148
6037097;1;2;1;80;2;1;48;650000;1;7;;2;;;1;;2;2;;2;;1;12;1.3;44;1501.8805595
6037099;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;44;1305.9233281
6037099;1;3;1;80;2;;;;1;7;;2;;;1;;2;2;;2;;1;12;4;44;1305.9233281
6037101;1;2;1;80;2;1;48;400000;1;7;;2;;;1;;2;2;;2;;1;12;3;44;1523.36937
6037104;1;3;1;80;2;2;;400000;2;;;;2;;;.;2;2;;2;;1;12;;44;2848.9056715
6037104;1;7;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;44;2848.9056715
6045119;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;910.47857102
6045120;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;534.79463378
6045121;1;2;1;80;2;;;;1;2;;2;;;2;;2;2;;2;;1;12;1.3;15;637.52924645
6045122;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1512.8006211
6045123;1;1;1;80;2;;;2000000;1;5;;1;;1;12;PREPARATIVOS PARA SU PROPIO NEGOCIO;3;3;;2;;1;12;2;15;534.79463378
6045125;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;708.10497118
6045126;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6045127;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1124.5123392
6045127;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;1124.5123392
6045137;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;637.52924645
6045137;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;637.52924645
6045138;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;15;708.10497118
6045138;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;708.10497118
6045139;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;448.64776484
6045139;1;2;1;80;2;;;;1;9;PANDEMIA COVID 19;2;;;8;;2;2;;2;;1;12;3;15;448.64776484
6045139;1;5;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;448.64776484
6045140;1;2;1;80;2;;;;1;9;PANDEMIA COVID 19;2;;;8;;2;2;;2;;1;12;3;15;1165.5101091
6045140;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;1165.5101091
6045141;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;4;15;448.64776484
6045141;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6045142;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;448.64776484
6045143;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;844.57928387
6045143;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;15;844.57928387
6045143;1;5;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;15;844.57928387
6045144;1;3;1;80;2;;;;1;9;PANDEMIA COVID 19;2;;;8;;2;2;;2;;1;12;2;15;448.64776484
6045144;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;15;448.64776484
6045145;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;15;802.70025043
6045146;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;15;615.90430487
6045146;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;3;15;615.90430487
6046712;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;963.86110449
6046712;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;17;963.86110449
6046712;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;963.86110449
6046715;1;2;1;80;2;2;;300000;1;3;;2;;;9;;2;2;;2;;1;12;4;17;1292.7049998
6046715;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;17;1292.7049998
6046716;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;1017.7667568
6046717;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;714.06526936
6046717;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;714.06526936
6046721;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;1217.3784179
6046722;1;1;1;80;2;1;55;400000;1;8;;2;;;5;;2;2;;2;;1;12;1.2;17;1081.6939969
6046724;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;1629.4973955
6046724;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;1629.4973955
6046725;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;2311.7793596
6046727;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;17;975.53108312
6046728;1;2;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;17;1946.6713122
6046728;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;17;1946.6713122
6046728;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;17;1946.6713122
6046778;1;1;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;2;27;717.7273132
6046778;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046779;1;1;1;80;2;;;;1;3;;2;;;9;;2;2;;2;;1;12;4;27;1360.4076657
6046779;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1360.4076657
6046780;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046803;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;966.74935207
6046803;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;966.74935207
6046808;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046808;1;4;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;27;2870.9092528
6046812;1;1;1;80;2;1;40;300000;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046812;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2870.9092528
6046813;1;1;1;80;2;1;40;600000;1;8;;2;;;1;;2;2;;2;;1;12;3;27;1208.7559309
6046814;1;1;1;80;2;1;40;350000;1;8;;2;;;1;;2;2;;2;;1;12;2;27;1394.081554
6046814;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1394.081554
6046815;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;1542.7804004
6046819;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1859.3758721
6046836;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;1542.7804004
6046837;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1998.1089618
6046837;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1998.1089618
6046839;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046840;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046841;1;1;1;80;2;;;;1;4;;2;;;8;;2;2;;2;;1;12;2;27;2870.9092528
6046841;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046842;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1620.7802495
6046843;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;3;27;1657.1114751
6046844;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;2;27;717.7273132
6046844;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046846;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046847;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;965.11846153
6046847;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;965.11846153
6046848;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;1360.4076657
6046848;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1360.4076657
6046850;1;1;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;2;27;1542.7804004
6046851;1;2;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
6046852;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1510.0435192
6046852;1;2;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;2;27;1510.0435192
6046852;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1510.0435192
6046853;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;1542.7804004
6046854;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046854;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;717.7273132
6046855;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2145.1769177
6046856;1;1;1;80;2;;;;1;4;;2;;;1;;2;2;;2;;1;12;4;27;1542.7804004
6046857;1;1;1;80;2;1;40;900000;1;8;;2;;;1;;2;2;;2;;1;12;1.2;27;717.7273132
6046857;1;2;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
6046858;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046858;1;3;1;80;2;2;;1200000;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046859;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046860;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2870.9092528
6046861;1;1;1;80;2;2;;500000;1;3;;2;;;9;;2;2;;2;;1;12;2;27;2870.9092528
6046861;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2870.9092528
6046862;1;1;1;80;2;;;;1;4;;2;;;1;;2;2;;2;;1;12;3;27;717.7273132
6046863;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046863;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046863;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1044.7492012
6046864;1;1;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046865;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;717.7273132
6046865;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;717.7273132
6046867;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046867;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046868;1;1;1;80;2;;;;1;6;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
6046868;1;2;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;4;27;717.7273132
6046869;1;1;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;12;1.4;27;2347.4413147
6046870;1;1;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;1.4;27;1252.8459488
6046870;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1252.8459488
6046870;1;4;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1252.8459488
6046870;1;5;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1252.8459488
6046870;1;6;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1252.8459488
6046871;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046871;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046873;1;1;1;80;2;1;40;900000;1;6;;2;;;1;;2;2;;2;;1;12;1.2;27;2569.0981634
6046873;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2569.0981634
6046874;1;2;1;80;2;;;;1;8;;2;;;9;;2;2;;2;;1;12;4;27;1859.3758721
6046875;1;1;1;80;2;1;40;600000;1;8;;2;;;1;;2;2;;2;;1;12;1.2;27;1360.4076657
6046875;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1360.4076657
6046876;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2330.5025408
6046876;1;3;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;2330.5025408
6046877;1;2;1;80;2;1;40;900000;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046877;1;3;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;1044.7492012
6046877;1;4;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;1044.7492012
6046878;1;2;1;80;2;;;;1;6;;2;;;8;;2;2;;2;;1;12;4;27;717.7273132
6046879;1;1;1;80;2;;;;1;6;;2;;;8;;2;2;;2;;1;12;4;27;717.7273132
6046879;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;717.7273132
6046880;1;1;1;80;2;;;;1;6;;2;;;12;POR EL ORDEN PUBLICO;2;2;;2;;1;12;1.4;27;2736.6945088
6046881;1;2;1;80;2;;;;2;;;;2;;;.;2;2;;2;;1;12;;27;2200.3733589
6046882;1;1;1;80;2;;;;1;4;;2;;;4;;2;2;;2;;1;12;3;27;1542.7804004
6046883;1;2;1;80;2;;;;2;;;;2;;;.;;;;2;;1;12;;27;717.7273132
6046883;1;3;1;80;2;;;;1;8;;2;;;1;;2;2;;2;;1;12;4;27;717.7273132
