DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;p7440;DPTO;fex_c_2011
5306015;1;9;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;4112,46334313503
5306018;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5306019;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5306021;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;992,169854496481
5306021;1;3;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5306028;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;1891,0344811541
5306028;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;1891,0344811541
5306029;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;992,169854496481
5307106;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;1845,87931090066
5307107;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;15;1137,28359364
5307108;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307108;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307109;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307109;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307110;1;1;1;80;2;1;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307110;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307110;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307110;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307111;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307111;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,3;15;500,323381410552
5307112;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;570,195409362882
5307112;1;3;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;2;15;570,195409362882
5307112;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;570,195409362882
5307113;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;15;2151,39054006537
5307113;1;2;1;80;2;1;9;CUARENTENA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;1,4;15;2151,39054006537
5307114;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307114;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307114;1;5;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;500,323381410552
5307114;1;6;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;500,323381410552
5307116;1;1;1;80;2;1;9;CUARENTENA;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;1,4;15;500,323381410552
5307116;1;4;1;80;2;1;9;CUARENTENA;2; ; ;1; ;2; ;2; ;1;48;800000;2;1;12;1,4;15;500,323381410552
5307116;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307116;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307119;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;2151,39054006537
5307119;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;2151,39054006537
5307119;1;6;1;80;2;1;7; ;2; ; ;2; ;2; ;2; ;1;35;900000;2;1;12;1,4;15;2151,39054006537
5307122;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307122;1;2;1;80;2;1;8; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307123;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;2151,39054006537
5307124;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307124;1;5;1;80;2;1;7; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;1,3;15;500,323381410552
5307127;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;1459,61398684755
5307127;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;1459,61398684755
5307128;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307129;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;15;643,172430409453
5307425;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;15;721,994588822214
5307425;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;721,994588822214
5307426;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;15;500,323381410552
5307426;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307426;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;15;500,323381410552
5307428;1;1;1;80;2;1;3; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;2;15;500,323381410552
5307428;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;15;500,323381410552
5307430;1;2;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;12;3;15;2151,39054006537
5307431;1;1;1;80;2;1;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;12;2;15;702,743184598486
5307563;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307564;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2620,97810037871
5307566;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2995,19550012361
5307573;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;3266,42034296853
5307574;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;3130,11158320135
5307575;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307575;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307575;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307578;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;4624,09104711554
5307582;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;05;2620,97810037871
5307582;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2620,97810037871
5307583;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2507,67351081716
5307584;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307584;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307585;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;1585,702787318
5307586;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2734,28268994026
5307586;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2734,28268994026
5307587;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1616,90483701762
5307587;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1616,90483701762
5307587;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1616,90483701762
5307587;1;5;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;1616,90483701762
5307588;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;05;2731,89847869361
5307588;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;2731,89847869361
5307589;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2507,67351081716
5307590;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;2;05;2511,20311493982
5307752;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2618,59388913206
5307753;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;2;05;5979,64370454774
5307754;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;1585,702787318
5307754;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;1585,702787318
5307755;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307755;1;2;1;80;2;1;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;3;05;1585,702787318
5307755;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307764;1;2;1;80;2;1;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;2;05;3266,42034296853
5307765;1;5;1;80;2;1;7; ;2; ; ;8; ;1; ;2; ; ; ; ;2;1;12;4;05;3850,58399785782
5307767;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;1585,702787318
5307767;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307767;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307767;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;600000;2;1;12; ;05;1585,702787318
5307767;1;6;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1585,702787318
5307772;1;1;1;80;2;1;6; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;2;05;2507,67351081716
5307773;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1954,86182531322
5307773;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1954,86182531322
5307775;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;1;15000; ; ; ;2;1;12;1,1;05;6342,81114927199
5307775;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;6342,81114927199
5307776;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;2220,54305798988
5307776;1;4;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;2220,54305798988
5307778;1;1;1;80;2;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;4;05;6342,81114927199
5307778;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;1,1;05;6342,81114927199
5307778;1;3;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;6342,81114927199
5307778;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;6342,81114927199
5307779;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;1585,702787318
5307779;1;2;1;80;2;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;1,1;05;1585,702787318
5307780;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;05;2571,59401416358
5307780;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;2571,59401416358
5307780;1;4;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;2;05;2571,59401416358
5308064;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;24;500000;2;1;12;1,4;05;1951,43405405177
5308065;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;3225,48838338975
5308065;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;3225,48838338975
5308067;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;05;1951,43405405177
5308067;1;2;1;80;2;1;8; ;2; ; ;4; ;1; ;2; ;1;48;900000;2;1;12;1,4;05;1951,43405405177
5308067;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;48;900000;2;1;12; ;05;1951,43405405177
5308067;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;1951,43405405177
5308068;1;2;1;80;2;1;7; ;1; ;4;1; ;2; ;2; ;2; ;900000;2;1;12;4;05;6295,8346586129
5308069;1;1;1;80;2;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;4;05;2254,00321084603
5308069;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;05;2254,00321084603
5308069;1;5;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;05;2254,00321084603
5308070;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;1,1;05;6908,09652008238
5308071;1;2;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;05;3225,48838338975
5308073;1;2;1;80;2;1;1; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,2;05;1951,43405405177
5308094;1;2;1;80;2;1;9;POR LA PANDEMIA;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,2;05;2006,47265333364
5308105;1;1;1;80;2;1;9;RIO INUNDO MINAS PERDIO SU TRABAJO;2; ; ;1; ;2; ;1;1000000;1;48;900000;2;1;12;1,2;17;734,386916095129
5308105;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;17;734,386916095129
5308105;1;5;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;800000;2;1;12;2;17;734,386916095129
5308106;1;1;1;80;2;1;9;DERRUMBE DE RIO E INUNDO LA MINA;2; ; ;1; ;2; ;1;900000;1;50;877803;2;1;12;1,2;17;734,386916095129
5308106;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;734,386916095129
5308107;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;3;17;1461,40746318531
5308108;1;3;1;80;2;1;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,4;17;1447,00676870837
5308109;1;1;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;734,386916095129
5308110;1;1;1;80;2;1;9;EMBARAZO;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,3;17;734,386916095129
5308110;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;734,386916095129
5308110;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;17;734,386916095129
5308110;1;4;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;17;734,386916095129
5308111;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;1,2;17;1213,85422267281
5308112;1;2;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;17;734,386916095129
5308113;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;12;1,4;17;734,386916095129
5308113;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;734,386916095129
5308113;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;17;734,386916095129
5308114;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;1450,75353626423
5308114;1;4;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;1450,75353626423
5308123;1;2;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;48;877803;2;1;12;1,2;17;734,386916095129
5308124;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;2;17;1572,619195891
5308125;1;1;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;48;877803;2;1;12;1,2;17;2074,34888700867
5308125;1;5;1;80;2;1;7; ;2; ; ;1; ;2; ;2; ;1;48;877803;2;1;12;1,2;17;2074,34888700867
5308126;1;1;1;80;2;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;4;17;1213,85422267281
5308126;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;1213,85422267281
5308127;1;1;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ;2; ;877803;2;1;12;4;17;1213,85422267281
5308127;1;2;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;17;1213,85422267281
5308128;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ;1;24;200000;2;1;12; ;17;734,386916095129
5308128;1;3;1;80;2;1;2; ;2; ; ;2; ;2; ;2; ;1;48;1500000;2;1;12;1,3;17;734,386916095129
5308129;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;1398,27875424769
5308130;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;17;1154,01307165132
5308364;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;70;589,964101342745
5308365;1;1;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;3;70;589,240353954512
5308365;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;70;589,240353954512
5308368;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;70;405,491487860557
5308368;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;70;405,491487860557
5308368;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;70;405,491487860557
5308368;1;6;1;80;2;1;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;70;405,491487860557
5308369;1;3;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;70;839,970535564681
5308370;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;70;1029,47142959524
5308370;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;70;1029,47142959524
5308396;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;2409,67483557419
5308397;1;1;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5308397;1;2;1;80;2;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5308398;1;1;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;1,4;68;4266,33037433487
5308398;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;4266,33037433487
5308398;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;4266,33037433487
5308399;1;2;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5308406;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;3681,90665696836
5308408;1;2;1;80;2;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;3;68;3019,35220076017
5308421;1;1;1;80;2;1;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5308421;1;2;1;80;2;1;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;4;68;992,169854496481
5308422;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;2546,12033748102
5308422;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;2546,12033748102
5308424;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;992,169854496481
5308424;1;5;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;992,169854496481
5308425;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;992,169854496481
5308426;1;2;1;80;2;2; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12; ;68;4266,33037433487
5308426;1;3;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;4266,33037433487
5308426;1;4;1;80;2;2; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12; ;68;4266,33037433487
