DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5185134;1;1;1;50;41;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;126,449430632878
5185134;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;126,449430632878
5185135;1;1;1;50;41;1; ; ;1;6;DISFRUTANDO DE SU PENSION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;163,078495135932
5185135;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;163,078495135932
5185135;1;3;1;50;41;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;163,078495135932
5185136;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;117,686717666954
5185136;1;2;1;50;41;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;117,686717666954
5185136;1;3;1;50;41;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;117,686717666954
5185136;1;4;1;50;41;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;117,686717666954
5185137;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;149,872075476856
5185137;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;149,872075476856
5185138;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;149,553035033287
5185139;1;1;1;50;41;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;139,655850291953
5185139;1;2;1;50;41;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;139,655850291953
5185139;1;3;1;50;41;1; ; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;139,655850291953
5185140;1;1;1;50;41;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;135,812145251382
5185140;1;2;1;50;41;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;135,812145251382
5185141;1;1;1;50;19;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;147,938239418016
5185141;1;2;1;50;19;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;147,938239418016
5185141;1;4;1;50;19;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;147,938239418016
5185141;1;5;1;50;19;1;1; ;5;3; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;147,938239418016
5185141;1;6;1;50;19;1;1; ;5;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;147,938239418016
5185142;1;1;1;50;19;1; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;104,535927602014
5185143;1;1;1;50;19;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;122,109276322373
5185143;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;122,109276322373
5185143;1;3;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;122,109276322373
5185144;1;1;1;50;19;1;1; ;1;6;OCIO;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;159,627903741571
5185144;1;2;1;50;19;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;19;159,627903741571
5185144;1;3;1;50;19;1;2; ;3;6;OCIO;2;2;2;1; ; ; ; ; ; ; ;1;08;1;19;159,627903741571
5185145;1;1;1;50;19;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;19;120,184911462381
5185145;1;2;1;50;19;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;120,184911462381
5185145;1;3;1;50;19;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;120,184911462381
5185145;1;4;1;50;19;1; ; ;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;19;120,184911462381
5185146;1;1;1;50;19;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;19;104,535927602014
5185151;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;08;549,554671115774
5185152;1;1;1;50;08;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;08;556,873134270308
5185152;1;2;1;50;08;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;08;556,873134270308
5185152;1;3;1;50;08;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;08;556,873134270308
5185152;1;4;1;50;08;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;08;556,873134270308
5185153;1;1;1;50;08;1; ; ;1;6;LICENCIA DE MATERNIDAD REMUNERADA;2;1; ; ; ; ; ; ; ; ; ; ;08;1;08;540,85792523704
5185153;1;2;1;50;08;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;08;540,85792523704
5185153;1;3;1;50;08;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;08;540,85792523704
5185154;1;1;1;50;15;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;149,894766841107
5185154;1;2;1;50;15;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;149,894766841107
5185155;1;1;1;50;15;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;138,396910833234
5185155;1;2;1;50;15;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;138,396910833234
5185155;1;3;1;50;15;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;138,396910833234
5185156;1;1;1;50;15;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;67,1595845493059
5185156;1;2;1;50;15;1; ; ;2;4; ;2;2;2;2;1;11; ; ; ; ; ; ;08;1;15;67,1595845493059
5185156;1;3;1;50;15;1;2; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;15;67,1595845493059
5185157;1;1;1;50;15;1;2; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;15;101,934641312316
5185158;1;1;1;50;15;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;126,870032218374
5185158;1;2;1;50;15;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;126,870032218374
5185159;1;1;1;50;15;1; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;08;1;15;102,457119142503
5185160;1;1;1;50;15;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;15;126,870032218374
