Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Clase;Mes;Dpto;Fex_c_2011
3715154;1;8;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1035,22493588941
3715155;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1237,70594442624
3715155;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1237,70594442624
3715155;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;320000; ;2;2;2; ;2; ; ;1;320000; ; ; ;2;04;68;1237,70594442624
3715156;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;200000;200000;2;1;2; ;2; ; ;1;200000; ; ; ;2;04;68;1293,8350788093
3715156;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1293,8350788093
3715160;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;850000; ;2;2;2; ;2; ; ;1;850000; ; ; ;2;04;68;1536,60827889167
3715160;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1536,60827889167
3715160;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1536,60827889167
3715160;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1536,60827889167
3715160;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1536,60827889167
3715160;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1536,60827889167
3715164;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1537,10774486524
3715164;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1537,10774486524
3715165;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;490000;1800000;2;1;2; ;2; ; ;1;490000; ; ; ;2;04;68;1348,54973028186
3715165;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1348,54973028186
3715165;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1348,54973028186
3715165;2;1;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1348,54973028186
3715165;2;2;2;95;2; ; ; ; ; ; ;1;1;2; ; ; ;120000; ;2;2;2; ;2; ; ;1;120000; ; ; ;2;04;68;1348,54973028186
3715166;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;150000; ;2;2;2; ;2; ; ;1;150000; ; ; ;2;04;68;860,720287579388
3715167;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;717,346463076452
3715167;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;717,346463076452
3715167;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;200000; ;2;2;2; ;2; ; ;1;200000; ; ; ;2;04;68;717,346463076452
3715167;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;717,346463076452
3715167;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;717,346463076452
3715167;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;717,346463076452
3715168;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;04;68;1137,44992990757
3715168;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1137,44992990757
3715168;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1137,44992990757
3715168;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1137,44992990757
3715169;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1499,29802480255
3715169;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1499,29802480255
3715169;2;1;2;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;3000000;2;1;2; ;2; ; ; ; ; ; ; ;2;04;68;1499,29802480255
3715169;2;2;2;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1499,29802480255
3715170;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1051,00404327759
3715170;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1051,00404327759
3715170;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1051,00404327759
3715171;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;926,635036262043
3715171;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;926,635036262043
3715171;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;926,635036262043
3715172;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1672,46175558795
3715172;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1672,46175558795
3715172;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1672,46175558795
3715172;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1672,46175558795
3715173;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1237,70594442624
3715173;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1237,70594442624
3715173;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1237,70594442624
3715174;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1514,27886295897
3715174;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1514,27886295897
3715174;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1514,27886295897
3715174;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1514,27886295897
3715174;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1514,27886295897
3715175;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1778,0697177589
3715175;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1778,0697177589
3715176;1;1;1;95;2; ; ; ; ; ; ;1;2;2; ; ;8000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;2;04;68;1810,17004656998
3715176;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;2;04;68;1810,17004656998
3715176;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ;6000000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;2;04;68;1810,17004656998
3715176;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1810,17004656998
3715178;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715178;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715178;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715178;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715179;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1205,41967842171
3715179;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1260000; ;2;2;2; ;2; ; ;1;1260000; ; ; ;2;04;68;1205,41967842171
3715179;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1205,41967842171
3715180;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1787,96819812324
3715180;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;04;68;1787,96819812324
3715180;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1787,96819812324
3715180;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1787,96819812324
3715180;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1787,96819812324
3715181;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1868,29634533519
3715181;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1560000; ;2;2;2; ;2; ; ;1;1560000; ; ; ;2;04;68;1868,29634533519
3715181;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1868,29634533519
3715181;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1868,29634533519
3715181;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1868,29634533519
3715182;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1920000; ;2;2;2; ;2; ; ;1;1920000; ; ; ;2;04;68;1619,5583313041
3715182;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1619,5583313041
3715182;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1619,5583313041
3715182;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1619,5583313041
3715182;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1619,5583313041
3715183;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;2;04;68;939,759226725596
3715183;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;2;04;68;939,759226725596
3715183;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;2;04;68;939,759226725596
3715183;1;4;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;180000; ;2;2;2; ;2; ; ;1;180000; ; ; ;2;04;68;939,759226725596
3715183;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;939,759226725596
3715183;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;939,759226725596
3715187;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;787,398591412964
3715187;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;787,398591412964
3715187;1;3;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;2;04;68;787,398591412964
3715192;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1706,6041350272
3715193;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1932,48535290302
3715193;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;140000; ;2;2;2; ;2; ; ;1;140000; ; ; ;2;04;68;1932,48535290302
3715194;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715194;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715194;1;3;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;480000; ;2;2;2; ;2; ; ;1;480000; ; ; ;2;04;68;636,744671898644
3715195;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1842,15703214667
3715195;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1842,15703214667
3715195;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1842,15703214667
3715196;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715196;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;680000; ;2;2;2; ;2; ; ;1;680000; ; ; ;2;04;68;1274,83026132192
3715196;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715196;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715196;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715196;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715196;1;7;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1274,83026132192
3715198;1;1;1;95;2; ; ; ; ; ; ;1;2;1; ;92000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;2;04;68;1570,8361444048
3715198;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;840000; ;2;2;2; ;2; ; ;1;840000; ; ; ;2;04;68;1570,8361444048
3715203;1;1;1;95;1;2;1; ;567028; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1531,65682767763
3715204;1;1;1;95;1;1;2; ; ;270000;2;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;2;04;68;1531,65682767763
3715205;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;360000; ;2;2;2; ;2; ; ;1;360000; ; ; ;2;04;68;1329,78868543726
3715205;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1329,78868543726
3715205;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1329,78868543726
3715206;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1440000;800000;2;1;2; ;2; ; ;1;1440000; ; ; ;2;04;68;636,744671898644
3715206;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715206;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715206;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715206;1;6;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;636,744671898644
3715207;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1484,20432058139
3715207;1;2;1;95;2; ; ; ; ; ; ;1;2;2; ; ; ; ;900000;2;1;2; ;2; ; ; ; ; ; ; ;2;04;68;1484,20432058139
3715207;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1484,20432058139
3715208;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1340,77368914442
3715208;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1340,77368914442
3715208;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1340,77368914442
3715208;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1340,77368914442
3715208;1;5;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1340,77368914442
3715209;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1258,32310270557
3715209;1;2;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1258,32310270557
3715210;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1033,81148149423
3715210;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;1344000; ;2;2;2; ;2; ; ;1;1344000; ; ; ;2;04;68;1033,81148149423
3715210;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;1033,81148149423
3715210;1;5;1;95;2; ; ; ; ; ; ;1;2;2; ; ;900000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;2;04;68;1033,81148149423
3715211;1;1;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;873,731611978189
3715211;1;2;1;95;2; ; ; ; ; ; ;1;1;2; ; ; ;960000; ;2;2;2; ;2; ; ;1;960000; ; ; ;2;04;68;873,731611978189
3715211;1;3;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;873,731611978189
3715211;1;4;1;95;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;04;68;873,731611978189
3715212;1;1;1;95;2; ; ; ; ; ; ;1;1;2; ; ;300000;600000; ;1;2;2; ;2; ; ;1;600000; ; ; ;2;04;68;1964,77161890754
