DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
6,017,001;1;2;1;70;76;2;48;908,526;1;;2;3;1;;7;2;4;;2;;;;;;;;;;;1;1;400000;41;95;95;1;1;4111;11;76;2303.7849506
6,018,481;1;4;1;70;05;16;48;908,526;1;;2;20;1;;6;2;1;;2;;;;;;;;;;;1;2;;14;56;56;1;2;1410;11;05;1366.670853
6,018,486;1;3;1;70;05;25;48;1,014,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;11;05;1486.0864
6,018,487;1;1;1;70;05;32;48;908,526;1;;2;32;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;37;40;1;2;4719;11;05;1063.8982767
6,018,487;1;2;1;70;05;78;24;600,000;1;;2;78;1;;4;2;2;;2;;;;;;;;;;;1;2;;14;79;79;1;2;1410;11;05;1063.8982767
6,018,487;1;5;1;70;05;104;48;908,526;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;71;03;03;1;2;7120;11;05;1063.8982767
6,018,492;1;2;1;70;05;12;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;;11;05;1081.5584497
6,018,495;1;2;1;70;05;4;48;1,200,000;1;;2;200;1;;3;2;2;;2;;;;;;;;;;;1;2;;77;40;40;1;1;7729;11;05;1526.7719442
6,018,497;1;2;1;70;05;4;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;1;;11;05;1081.5584497
6,018,497;1;3;1;70;05;4;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;03;;1;1;;11;05;1081.5584497
6,018,500;1;3;1;70;05;110;48;908,526;1;;2;110;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;45;1;2;5619;11;05;1014.3105323
6,018,500;1;6;1;70;05;12;48;908,526;1;;2;12;1;;4;2;1;;2;;;;;;;;;;;1;2;;18;92;92;1;1;1812;11;05;1014.3105323
6,018,502;1;1;1;70;05;4;48;908,526;3;;2;60;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;11;05;2351.736968
6,018,504;1;2;1;70;05;72;50;908,526;1;;2;72;1;;3;2;1;;2;;;;;;;;;;;1;2;;45;84;93;1;2;4520;11;05;1121.8404423
6,018,506;1;2;1;70;05;4;48;1,014,000;1;;2;5;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4711;11;05;1123.5859399
6,018,512;1;3;1;70;05;4;48;900,000;1;;2;13;1;;9;2;3;;2;;;;;;;;;;;1;2;;47;97;97;1;1;4754;11;05;1526.7719442
6,018,516;1;3;1;70;05;52;48;1,500,000;1;;2;52;1;;2;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8622;11;05;1055.6162794
6,018,516;1;5;1;70;05;52;48;2,000,000;1;;2;52;1;;9;2;7;;2;;;;;;;;;;;1;2;;10;01;01;1;2;1040;11;05;1055.6162794
6,018,518;1;1;1;70;05;1;48;2,000,000;1;;2;1;1;;9;2;9;POR COBERTURA;1;1;;;1;;;;;;;;2;;65;18;18;1;1;6523;11;05;1129.3258068
6,018,518;1;2;1;70;05;16;48;1,200,000;1;;2;20;1;;7;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4773;11;05;1129.3258068
6,018,521;1;3;1;70;05;90;48;908,526;1;;2;90;1;;3;2;1;;2;;;;;;;;;;;1;2;;43;85;85;1;2;4321;11;05;1122.243994
6,018,525;1;1;1;70;05;16;48;2,000,000;1;;2;32;4;;4;2;1;;2;;;;;;;;;;;1;2;;88;19;13;1;2;8891;11;05;1073.2709003
6,018,537;1;2;1;70;05;4;48;908,526;1;;2;4;1;;5;2;1;;2;;;;;;;;;;;1;2;;93;18;18;1;1;9319;11;05;1426.8636082
6,018,537;1;7;1;70;05;1;48;908,526;1;;2;208;1;;2;2;7;;2;;;;;;;;;;;1;2;;56;77;53;1;1;5611;11;05;1426.8636082
6,018,537;1;8;1;70;05;2;48;1,300,000;1;;2;8;1;;5;2;1;;2;;;;;;;;;;;1;2;;21;57;33;1;1;2100;11;05;1426.8636082
6,018,538;1;2;1;70;05;8;48;908,526;1;;2;312;1;;4;2;1;;2;;;;;;;;;;;1;2;;69;38;32;1;1;6910;11;05;1585.2940914
6,018,545;1;2;1;70;05;24;48;908,526;1;;2;24;1;;4;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;05;1533.853757
6,018,554;1;2;1;70;05;4;24;450,000;4;;2;5;4;;1;2;2;;2;;;;;;;;;;;1;1;60000;81;55;55;1;1;8121;11;05;1187.847954
6,018,557;1;3;1;70;05;99;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;11;05;1064.0400382
6,018,564;1;2;1;70;05;4;48;1,200,000;1;;2;12;1;;9;2;2;;2;;;;;;;;;;;1;2;;47;03;03;1;1;4771;11;05;1205.684557
6,018,569;1;3;1;70;05;8;48;1,500,000;1;;2;52;4;;1;2;4;;2;;;;;;;;;;;1;2;;73;45;44;1;1;7310;11;05;1079.8074
6,018,575;1;2;1;70;05;150;48;908,526;1;;2;150;1;;7;2;1;;2;;;;;;;;;;;1;2;;47;33;33;1;2;4761;11;05;1074.0730852
6,018,575;1;3;1;70;05;20;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;11;05;1074.0730852
6,018,617;1;1;1;70;05;24;48;2,000,000;1;;2;40;1;;9;2;2;;2;;;;;;;;;;;1;2;;22;02;39;1;2;2229;11;05;2143.2005847
6,018,622;1;2;1;70;08;52;48;400,000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;08;541.14143865
6,018,639;1;1;1;70;08;40;48;1,900,000;1;;2;52;4;;2;2;2;;2;;;;;;;;;;;1;2;;56;03;51;1;2;5611;11;08;674.5316738
6,018,643;1;3;1;70;08;24;48;3,000,000;1;;2;99;1;;3;2;2;;2;;;;;;;;;;;1;2;;47;06;33;1;2;4719;11;08;657.209653
6,018,644;1;1;1;70;08;16;48;908,000;1;;2;16;1;;6;2;1;;2;;;;;;;;;;;1;2;;49;97;97;1;2;4923;11;08;613.0977576
6,018,652;1;3;1;70;08;16;48;99;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;11;08;690.06778496
6,018,675;1;2;1;70;08;34;48;906,000;1;;2;156;1;;2;2;4;;2;;;;;;;;;;;1;2;;56;45;45;1;2;5619;11;08;533.60424074
6,018,680;1;3;1;70;08;13;50;908,000;1;;2;13;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;38;95;1;1;4111;11;08;675.06852909
6,018,681;1;1;1;70;08;24;24;450,000;1;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;39;39;1;2;8291;11;08;554.45123322
6,018,684;1;1;1;70;08;48;48;900,000;1;;2;48;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5619;11;08;682.53058705
6,018,687;1;3;1;70;08;27;48;906,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;08;517.99117772
6,018,697;1;1;1;70;08;24;48;908,000;1;;2;52;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;39;1;2;4711;11;08;546.72074762
6,018,723;1;2;1;70;08;24;48;906,000;1;;2;195;1;;7;2;1;;2;;;;;;;;;;;1;2;;60;45;39;1;2;6020;11;08;590.66472453
6,018,727;1;3;1;70;08;54;48;800,000;1;;2;22;6;;2;2;2;;2;;;;;;;;;;;1;2;;47;32;45;1;2;4759;11;08;523.34899796
6,018,737;1;2;1;70;08;12;48;700,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;170000;41;98;95;1;1;4111;11;08;682.33729936
6,018,739;1;3;1;70;08;28;48;1,000,000;1;;2;32;3;;1;2;1;;2;;;;;;;;;;;1;2;;86;33;59;1;2;8699;11;08;593.89129397
6,018,739;1;5;1;70;08;9;48;1,100,000;1;;2;9;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;33;45;1;1;4729;11;08;593.89129397
6,018,740;1;6;1;70;08;12;48;908,526;1;;2;104;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;1;8512;11;08;425.60808607
6,018,740;1;8;1;70;08;4;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;57;;1;1;;11;08;425.60808607
6,018,744;1;3;1;70;08;7;48;1,200,000;2;;2;20;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;58;97;1;1;4711;11;08;735.91751308
6,018,744;1;6;1;70;08;3;48;850,000;1;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;86;45;59;1;1;8699;11;08;735.91751308
6,018,747;1;3;1;70;08;66;48;906,000;1;;2;66;1;;3;2;1;;2;;;;;;;;;;;1;2;;56;45;53;1;2;5619;11;08;467.13445222
6,018,773;1;5;1;70;08;52;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;02;;1;2;;11;08;524.83942853
6,018,793;1;3;1;70;08;20;48;906,000;1;;2;156;1;;5;2;1;;2;;;;;;;;;;;1;2;;85;32;32;1;2;8530;11;08;540.43092183
6,018,814;1;1;1;70;08;8;48;910,000;1;;2;8;1;;9;2;2;;2;;;;;;;;;;;1;2;;10;97;97;1;1;1020;11;08;586.79787908
6,018,815;1;2;1;70;08;12;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;;11;08;682.2621594
6,018,816;1;2;1;70;08;56;48;906,000;1;;2;58;1;;9;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4729;11;08;532.70043622
6,018,828;1;5;1;70;08;104;48;908,000;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;59;59;1;2;4773;11;08;615.91051862
6,018,829;1;2;1;70;08;20;48;900,000;1;;2;25;4;;3;2;1;;2;;;;;;;;;;;1;2;;96;53;57;1;2;9602;11;08;682.2621594
6,018,833;1;4;1;70;08;32;48;1,500,000;1;;2;24;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;58;39;1;2;8412;11;08;459.40076132
6,018,839;1;1;1;70;08;18;48;1,000,000;1;;2;42;1;;9;2;2;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8511;11;08;537.2745932
6,018,854;1;3;1;70;11;60;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;11;11;2967.5620347
6,018,855;1;2;1;70;11;1;50;908,528;4;;2;4;4;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;11;3352.8580895
6,018,861;1;2;1;70;11;20;48;1,200,000;4;;2;20;4;;1;2;8;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;11;11;3454.83338
6,018,862;1;5;1;70;11;30;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;16;;1;2;;11;11;2783.2973241
6,018,866;1;1;1;70;11;16;48;908,526;1;;2;4;4;;4;2;7;;2;;;;;;;;;;;1;1;800000;41;95;95;1;2;4111;11;11;4100.2860567
6,018,878;1;3;1;70;11;3;30;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;59;;1;1;;11;11;3544.7638612
6,018,878;1;4;1;70;11;2;30;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;1;;11;11;3544.7638612
6,018,883;1;3;1;70;11;8;48;908,526;1;;2;8;1;;6;2;7;;2;;;;;;;;;;;1;2;;85;45;13;1;1;8522;11;11;4024.0659747
6,018,883;1;4;1;70;11;24;48;908,526;1;;2;24;1;;2;2;7;;2;;;;;;;;;;;1;2;;47;97;40;1;2;4761;11;11;4024.0659747
6,018,901;1;4;1;70;11;12;48;908,526;1;;2;12;1;;5;2;8;;2;;;;;;;;;;;1;2;;41;98;95;1;1;4111;11;11;5045.3079006
6,018,904;1;2;1;70;11;8;48;909,000;1;;2;8;1;;2;2;1;;1;1;;;1;;;;;;;;2;;41;95;95;1;1;4111;11;11;4817.6704786
6,018,904;1;3;1;70;11;2;40;98;4;;2;2;4;;2;2;1;;1;1;;;1;;;;;;;;1;98;43;95;95;1;1;4330;11;11;4817.6704786
6,018,907;1;2;1;70;11;48;48;908,528;1;;2;32;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;11;11;2869.9622924
6,018,912;1;1;1;70;11;40;48;1,000,000;1;;2;10;1;;2;2;7;;2;;;;;;;;;;;1;2;;69;12;39;1;2;6910;11;11;3965.0017081
6,018,914;1;1;1;70;11;4;48;908,426;1;;2;8;1;;8;2;3;;2;;;;;;;;;;;1;2;;49;98;98;1;1;4923;11;11;3069.5373252
6,018,927;1;3;1;70;11;52;48;909,000;1;;2;52;4;;5;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5629;11;11;3696.8758544
6,018,929;1;6;1;70;11;20;48;1,300,000;1;;2;30;1;;9;2;4;;2;;;;;;;;;;;1;2;;86;59;59;1;2;8610;11;11;5749.1344914
6,018,930;1;3;1;70;11;12;48;2,000,000;1;;2;36;1;;9;2;4;;2;;;;;;;;;;;1;2;;79;44;44;1;1;7911;11;11;2517.9752958
6,018,952;1;2;1;70;11;80;48;908,526;1;;2;80;1;;6;2;2;;2;;;;;;;;;;;1;2;;61;39;39;1;2;6120;11;11;3515.4149691
6,018,968;1;1;1;70;11;12;48;2,200,000;1;;2;624;1;;6;2;1;;1;1;;;1;;;;;;;;2;;74;19;19;1;1;7490;11;11;3696.8758544
6,018,982;1;2;1;70;11;90;48;1,200,000;1;;2;90;1;;9;2;7;;2;;;;;;;;;;;1;2;;61;45;44;1;2;6120;11;11;4621.8045409
6,019,001;1;2;1;70;11;60;60;1,300,000;1;;2;60;1;;9;2;1;;2;;;;;;;;;;;1;2;;82;39;39;1;2;8220;11;11;2525.9445275
6,019,001;1;3;1;70;11;55;48;1,300,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;2;;11;11;2525.9445275
6,019,014;1;5;1;70;11;24;48;1,150,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;;11;11;3567.7434445
6,019,018;1;3;1;70;11;25;48;1,500,000;1;;2;48;1;;6;2;8;;2;;;;;;;;;;;1;2;;74;16;16;1;2;7410;11;11;2860.8039089
6,019,024;1;3;1;70;11;12;40;909,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;38;;1;1;;11;11;4356.6578009
6,019,041;1;3;1;70;11;12;48;908,600;1;;2;16;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;97;97;1;1;4111;11;11;3005.246641
6,019,047;1;1;1;70;11;1;40;908,526;1;;2;1;4;;7;2;5;;2;;;;;;;;;;;1;1;1800000;55;39;39;1;1;5511;11;11;4036.9334533
6,019,051;1;3;1;70;11;40;48;1,300,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;33;;1;2;;11;11;3265.4032629
6,019,054;1;3;1;70;11;8;40;900,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;11;3983.9057138
6,019,165;1;3;1;70;17;48;48;908,526;1;;2;48;1;;2;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5611;11;17;280.45282504
6,019,166;1;1;1;70;17;48;24;908,526;1;;2;48;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;34;34;1;2;8412;11;17;186.22411238
6,019,172;1;2;1;70;17;48;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;55;;1;2;;11;17;358.42980169
6,019,174;1;2;1;70;17;96;48;908,526;1;;2;96;1;;5;2;1;;2;;;;;;;;;;;1;2;;73;37;37;1;2;7310;11;17;235.96781397
6,019,203;1;2;1;70;17;60;48;908,526;1;;2;60;1;;7;2;2;;2;;;;;;1;;;;;;2;;47;97;97;1;2;4773;11;17;323.85500222
6,019,211;1;1;1;70;17;24;48;908,526;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;4111;11;17;134.30671193
6,019,222;1;2;1;70;17;60;48;908,526;1;;2;60;1;;3;2;1;;2;;;;;;;;;;;1;2;;45;93;93;1;2;4520;11;17;195.02656504
6,019,245;1;2;1;70;17;24;48;908,526;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;93;17;17;1;2;9329;11;17;168.91249497
6,020,153;1;2;1;70;50;4;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;1;;11;50;276.98277011
6,020,180;1;1;1;70;50;78;48;1,000,000;1;;2;104;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;45;43;1;2;4759;11;50;427.64967012
6,020,187;1;2;1;70;50;8;48;1,200,000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4773;11;50;222.86549257
6,020,189;1;3;1;70;50;52;48;1,200,000;1;;2;52;1;;5;2;1;;2;;;;;;;;;;;1;2;;55;33;39;1;2;5511;11;50;289.99702696
6,020,201;1;3;1;70;50;8;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;58;;1;1;;11;50;305.02559867
6,020,201;1;5;1;70;50;20;48;1,200,000;1;;2;25;1;;6;2;1;;2;;;;;;;;;;;1;2;;80;33;58;1;2;8010;11;50;305.02559867
6,020,205;1;1;1;70;50;24;48;930,000;1;;2;24;1;;9;2;1;;2;;;;;;;;;;;1;2;;86;34;34;1;2;8621;11;50;225.60721156
6,020,207;1;3;1;70;50;36;48;900,000;1;;2;36;8;;1;2;4;;2;;;;;;;;;;;1;2;;01;62;62;1;2;0123;11;50;205.9662515
6,020,207;1;4;1;70;50;4;48;1,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;50;205.9662515
6,020,209;1;1;1;70;50;16;48;1,200,000;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4752;11;50;240.91635362
6,020,209;1;2;1;70;50;4;48;900,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;34;;1;1;;11;50;240.91635362
6,020,218;1;2;1;70;50;8;48;1,000,000;1;;2;8;1;;2;2;1;;2;;;;;;;;;;;1;2;;43;85;85;1;1;4321;11;50;289.66817745
6,020,237;1;2;1;70;52;8;30;350,000;1;;2;16;1;;3;2;8;;2;;;;;;;;;;;1;2;;56;53;53;1;1;5611;11;52;285.31585423
6,020,253;1;1;1;70;52;48;48;600,000;1;;2;20;1;;9;2;3;;2;;;;;;;;;;;1;2;;86;55;55;1;2;8610;11;52;201.95718854
6,020,254;1;3;1;70;52;16;48;900,000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;1;70000;49;45;98;1;2;4921;11;52;219.78001546
6,020,260;1;4;1;70;52;4;48;600,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;52;238.93582892
6,020,272;1;4;1;70;52;24;48;908,526;1;;2;24;4;;1;2;3;;2;;;;;;;;;;;1;2;;81;45;55;1;2;8121;11;52;184.6652432
6,020,296;1;2;1;70;52;17;48;908,526;3;;2;17;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;54;45;1;2;4722;11;52;235.14687251
6,020,296;1;3;1;70;52;20;20;450,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;52;235.14687251
6,020,298;1;4;1;70;52;10;20;500,000;3;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;53;1;1;5611;11;52;301.44181847
6,020,307;1;2;1;70;52;12;48;600,000;1;;2;20;1;;5;2;1;;2;;;;;;;;;;;1;2;;31;81;81;1;1;3110;11;52;176.99993364
6,020,314;1;3;1;70;52;16;40;1,500,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;32;;1;2;;11;52;196.74965023
6,020,316;1;5;1;70;52;156;48;908,526;1;;2;156;5;;3;2;8;;2;;;;;;;;;;;1;2;;56;45;51;1;2;5611;11;52;167.12533307
6,020,316;1;7;1;70;52;104;40;12,000,000;2;;2;26;1;;4;2;4;;2;;;;;;;;;;;1;2;;47;13;39;1;2;4773;11;52;167.12533307
6,020,338;1;2;1;70;52;4;40;700,000;4;;2;8;1;;3;2;1;;2;;;;;;;;;;;1;2;;47;55;77;1;1;4723;11;52;261.97450266
6,020,338;1;4;1;70;52;4;48;908,526;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;41;62;95;1;1;4111;11;52;261.97450266
6,020,351;1;2;1;70;52;16;48;1,100,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;;11;52;201.95718854
6,020,354;1;3;1;70;52;2;30;300,000;1;;2;16;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;1;4773;11;52;232.40489853
6,020,356;1;3;1;70;52;4;40;1,100,000;1;;2;104;1;;2;2;2;;2;;;;;;;;;;;1;2;;47;34;45;1;1;4771;11;52;197.79663266
6,020,358;1;1;1;70;52;156;48;800,000;1;;2;260;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;9700;11;52;301.94832486
6,020,364;1;1;1;70;52;12;48;900,000;3;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;1;9700;11;52;142.44577377
6,020,364;1;4;1;70;52;12;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;52;142.44577377
6,020,371;1;3;1;70;52;3;25;1,100,000;1;;2;8;1;;6;2;2;;2;;;;;;;;;;;1;1;300000;93;77;18;1;1;9319;11;52;219.78001546
6,020,374;1;2;1;70;52;104;40;1,500,000;4;;2;52;4;;9;2;8;;2;;;;;;;;;;;1;2;;84;12;34;1;2;8415;11;52;329.65406087
6,020,385;1;1;1;70;54;99;48;908,526;3;;2;99;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;9700;11;54;505.50246023
6,020,394;1;1;1;70;54;12;48;1,014,980;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;39;39;1;1;8530;11;54;411.19494359
6,020,398;1;1;1;70;54;24;48;900,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4731;11;54;483.94985307
6,020,401;1;2;1;70;54;8;48;1,500,000;1;;2;10;4;;9;2;1;;2;;;;;;;;;;;1;2;;94;19;19;1;1;9499;11;54;414.9137399
6,020,417;1;2;1;70;54;8;48;300,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;54;77;1;1;5619;11;54;428.28208939
6,020,419;1;3;1;70;54;13;48;908,526;1;;2;13;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;45;39;1;1;8413;11;54;355.2206214
6,020,420;1;4;1;70;54;3;48;1,014,980;1;;2;3;1;;6;2;1;;2;;;;;;;;;;;1;2;;10;02;77;1;1;1081;11;54;304.30732969
6,020,420;1;5;1;70;54;6;24;800,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;;11;54;304.30732969
6,020,422;1;1;1;70;54;20;48;908,000;1;;2;20;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;33;55;1;2;8121;11;54;340.23567862
6,020,429;1;3;1;70;54;52;48;908,526;4;;2;74;4;;1;2;7;;2;;;;;;;;;;;1;2;;45;84;84;1;2;4520;11;54;530.77386371
6,020,429;1;4;1;70;54;16;48;908,526;1;;2;13;1;;6;2;1;;2;;;;;;;;;;;1;2;;25;39;39;1;2;2511;11;54;530.77386371
6,020,443;1;2;1;70;54;52;48;900,000;2;;2;200;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;8412;11;54;436.46634707
6,020,449;1;1;1;70;54;3;24;1,014,980;3;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;55;1;1;8121;11;54;449.81911455
6,020,449;1;4;1;70;54;5;48;1,014,980;1;;2;25;4;;1;2;1;;2;;;;;;;;;;;1;2;;10;45;45;1;1;1081;11;54;449.81911455
6,020,450;1;2;1;70;54;8;48;500,000;1;;2;24;4;;1;2;7;;2;;;;;;;;;;;1;2;;14;53;79;1;1;1410;11;54;436.46634707
6,020,477;1;2;1;70;54;24;48;908,000;1;;2;40;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;11;54;464.82570158
6,020,488;1;1;1;70;54;2;48;900,000;4;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;4111;11;54;443.9597935
6,020,492;1;1;1;70;54;52;48;908,526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;44;45;1;2;4791;11;54;464.82570158
6,020,496;1;2;1;70;54;4;54;900,000;4;;2;8;4;;1;2;7;;2;;;;;;;;;;;1;2;;15;79;80;1;1;1522;11;54;564.04401751
6,020,499;1;3;1;70;54;2;48;1,014,980;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;97;99;1;1;4520;11;54;435.31478584
6,020,583;1;1;1;70;68;24;48;1,000,000;1;;2;150;1;;4;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;8530;11;68;418.15166496
6,020,583;1;2;1;70;68;28;48;1,000,000;1;;2;8;1;;8;2;1;;2;;;;;;1;;;;;;2;;82;03;33;1;2;8230;11;68;418.15166496
6,020,587;1;2;1;70;68;40;48;1,200,000;1;;2;5;1;;4;2;1;;2;;;;;;;;;;;1;2;;74;02;02;1;2;7490;11;68;666.23072394
6,020,785;1;1;1;70;73;16;48;908,000;1;;2;16;1;;2;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;2;4721;11;73;325.80783788
6,020,800;1;4;1;70;73;32;48;908,526;1;;2;32;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;97;97;1;2;4711;11;73;228.15236961
6,020,819;1;1;1;70;73;36;48;908,526;1;;2;36;1;;7;2;2;;2;;;;;;;;;;;1;2;;86;34;34;1;2;8691;11;73;202.93710833
6,020,821;1;3;1;70;73;28;48;1,200,000;2;;1;;;;;;;;;;.;.;;;;;;;;;;.;;19;;1;2;;11;73;161.45269995
6,020,832;1;3;1;70;73;24;48;908,600;4;;2;24;4;;1;2;4;;2;;;;;;;;;;;1;2;;49;98;98;1;2;4921;11;73;236.59363377
6,020,832;1;4;1;70;73;8;48;908,600;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;15;;1;1;;11;73;236.59363377
6,020,833;1;4;1;70;73;26;48;908,000;1;;2;26;1;;9;2;1;;2;;;;1;;;;;;;;2;;47;45;45;1;2;4771;11;73;228.36052493
6,020,835;1;2;1;70;73;26;48;908,000;1;;2;104;1;;3;2;2;;2;;;;;;;;;;;1;2;;56;53;53;1;2;5613;11;73;486.40159248
6,020,841;1;1;1;70;73;52;48;910,000;1;;2;52;1;;6;2;4;;2;;;;;;;;;;;1;2;;56;50;50;1;2;5611;11;73;161.45269995
6,020,847;1;3;1;70;76;52;48;908,526;1;;2;52;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;2;9700;11;76;1458.841963
6,020,849;1;3;1;70;76;12;48;600,000;3;;2;87;4;;1;2;4;;2;;;;;;;;;;;1;2;;81;54;55;1;1;8121;11;76;843.88972542
6,020,852;1;1;1;70;76;52;48;800,000;1;;2;52;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;53;54;1;2;9700;11;76;1880.6732122
