DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P6016;P6020;P6030S1;P6030S3;P6040;P6050;P6080;P6080S1;P6070;P6081;P6081S1;P6083;P6083S1;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210S1;P6220;P6269;clase;MES;ESC;DPTO;fex_c_2011
5182443;1;4;1;10;4;1;11;1994;25;5;6; ;2;2; ;2; ;1;3; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;1074,12786871493
5182443;1;5;1;10;3;2;1;2008;12;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;70;1074,12786871493
5182443;1;6;1;10;1;1;4;2006;14;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;70;1074,12786871493
5182444;1;1;1;10;1;1;1;1940;80;1;1;800_02;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;70;1326,17769129102
5182445;1;1;1;10;1;2;4;1958;62;1;6; ;5;2; ;2; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;70;704,583226501394
5182445;1;2;1;10;2;2;6;1981;39;3;6; ;4;3; ;1;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;70;704,583226501394
5182445;1;3;1;10;2;2;10;2009;10;4;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;70;704,583226501394
5183503;1;1;1;10;1;1;7;1988;32;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;1973,47592140283
5183503;1;2;1;10;2;2;6;1995;25;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1973,47592140283
5183503;1;3;1;10;2;2;6;2012;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;68;1973,47592140283
5183503;1;4;1;10;2;2;1;2015;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;68;1973,47592140283
5183504;1;1;1;10;1;1;5;1984;36;1;6; ;3;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1356,5360522664
5183504;1;2;1;10;2;2;9;1990;29;2;6; ;3;2; ;2; ;1;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1356,5360522664
5183504;1;3;1;10;2;2;3;2008;12;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;68;1356,5360522664
5183504;1;4;1;10;2;2;6;2012;8;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;68;1356,5360522664
5183507;1;1;1;10;1;1;1;1986;34;1;6; ;6;2; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1;1;99;2;1;2; ;5;11;2; ;2;07;11;68;1155,91383370942
5183509;1;1;1;10;1;1;11;1940;79;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;5; ;2;1;2; ;4;9; ; ;2;07;9;68;1428,89724304011
5183509;1;2;1;10;2;2;10;1983;36;4;6; ;2;2; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1428,89724304011
5183509;1;3;1;10;3;1;1;1986;34;5;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1428,89724304011
5183509;1;4;1;10;2;2;12;2013;6;3;6; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;68;1428,89724304011
5183509;1;5;1;10;2;1;1;2008;12;5;6; ;6;2; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;4;7; ; ;2;07;7;68;1428,89724304011
5183512;1;1;1;10;1;2;7;1989;31;1;6; ;4;2; ;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1476,87718702411
5183512;1;2;1;10;1;1;12;2012;7;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;68;1476,87718702411
5183512;1;3;1;10;1;2;3;2014;6;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;3;0; ; ;2;07;0;68;1476,87718702411
5183580;1;1;1;10;1;1;3;1986;34;1;6; ;2;2; ;2; ;1;2; ; ;1;1; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;68;1481,39122182003
5183580;1;2;1;10;2;2;10;1980;39;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;110000;2;1;2; ;5;11;2; ;2;07;11;68;1481,39122182003
5183580;1;3;1;10;3;2;7;1997;23;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;68;1481,39122182003
5183580;1;4;1;10;3;2;2;2018;2;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;68;1481,39122182003
5183580;1;5;1;10;5;1;12;1998;21;3;6; ;1;2; ;1;2;1;6; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;2;6;2;2;2;2;07;13;68;1481,39122182003
5183580;1;6;1;10;6;2;10;2000;19;5;6; ;1;2; ;2; ;1;5; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;6;3;3; ;2;07;14;68;1481,39122182003
5183581;1;1;1;10;1;1;5;1970;50;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183581;1;2;1;10;2;2;10;1982;37;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;68;731,075208003372
5183582;1;1;1;10;1;1;4;1985;35;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;967,88326210291
5183582;1;2;1;10;2;2;1;1987;33;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;68;967,88326210291
5183582;1;3;1;10;2;1;1;2014;6;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;0; ; ;2;07;0;68;967,88326210291
5183583;1;1;1;10;1;2;7;1974;46;1;6; ;2;2; ;2; ;1;2; ; ;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1821,55697353427
5183583;1;2;1;10;2;1;3;1965;55;2;6; ;2;2; ;2; ;1;1; ; ; ;1; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;1821,55697353427
5183583;1;3;1;10;1;2;4;2003;17;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;07;10;68;1821,55697353427
5183583;1;4;1;10;1;2;11;2011;8;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;2; ; ;2;07;2;68;1821,55697353427
5183583;1;5;1;10;1;2;8;2014;5;4;6; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;68;1821,55697353427
5183584;1;1;1;10;1;1;9;1990;29;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;48000;2;1;2; ;5;11;2; ;2;07;11;68;967,88326210291
5183584;1;2;1;10;2;2;6;1991;29;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;68;967,88326210291
5183584;1;3;1;10;2;1;8;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2; ; ; ; ; ; ; ;2;07; ;68;967,88326210291
5183585;1;1;1;10;1;1;3;1969;51;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;68;731,075208003372
5183585;1;2;1;10;2;2;3;1972;48;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183586;1;1;1;10;1;1;10;1965;54;1;6; ;2;2; ;2; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183586;1;2;1;10;2;2;10;1965;54;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183587;1;1;1;10;1;1;3;1950;70;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;2;75000;2;1;2; ;3;5; ; ;2;07;5;68;521,853700965443
5183587;1;2;1;10;2;2;10;1966;53;2;6; ;3;2; ;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;2;5; ;2;1;2; ;3;5; ; ;2;07;5;68;521,853700965443
5183587;1;3;1;10;3;2;11;1983;36;3;6; ;6;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;3;106000;2;1;2; ;5;11;2; ;2;07;11;68;521,853700965443
5183587;1;4;1;10;3;1;9;2013;6;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;5; ;2;1;1;1;3;0; ; ;2;07;0;68;521,853700965443
5183588;1;1;1;10;1;2;9;1991;28;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;1;12; ; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1252,85059561446
5183588;1;2;1;10;1;2;6;2008;12;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1;24; ; ; ;2;1;1;1;4;6; ; ;2;07;6;68;1252,85059561446
5183588;1;3;1;10;1;2;1;2010;10;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;2;1;12; ; ; ;2;1;1;1;3;4; ; ;2;07;4;68;1252,85059561446
5183588;1;4;1;10;1;2;7;2012;8;3;6; ; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;12; ; ; ;1;1;1;1;3;2; ; ;2;07;2;68;1252,85059561446
5183588;1;5;1;10;5;2;11;2002;17;5;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;12; ; ; ;2;1;2; ;5;11;2; ;2;07;11;68;1252,85059561446
5183589;1;1;1;10;1;1;4;1986;34;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;68;1352,2755647031
5183589;1;2;1;10;2;2;5;1989;31;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;68;1352,2755647031
5183589;1;3;1;10;2;2;1;2018;2;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;68;1352,2755647031
5183590;1;1;1;10;1;1;9;1958;61;1;6; ;2;3; ;3; ;1;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;68;574,895772571513
5183590;1;2;1;10;2;2;8;1970;49;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;68;574,895772571513
5183592;1;1;1;10;1;1;6;1973;47;1;6; ;1;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183592;1;2;1;10;2;2;8;1984;35;2;6; ;1;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2;1;12; ; ; ;2;1;2; ;3;5; ; ;2;07;5;68;731,075208003372
5183593;1;1;1;10;1;1;5;1964;56;1;6; ;2;2; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;68;1196,09612927124
5183593;1;2;1;10;2;2;9;1984;35;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;68;1196,09612927124
5183593;1;3;1;10;2;2;1;2011;9;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;68;1196,09612927124
5183594;1;1;1;10;1;1;7;1951;69;1;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;999,734398277556
5183595;1;1;1;10;1;1;7;1968;52;1;6; ;6;2; ;3; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;1;12; ; ; ;1;1;2; ;5;11;2; ;2;07;11;68;1709,9318480256
5183595;1;2;1;10;2;1;12;1976;43;8;6; ;2;3; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;68;1709,9318480256
5183595;1;3;1;10;3;2;1;1977;43;9;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;68;1709,9318480256
5183595;1;4;1;10;4;1;7;2000;20;9;6; ;6;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;68;1709,9318480256
5183595;1;5;1;10;5;2;7;2003;17;9;6; ;6;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;7; ; ;2;07;7;68;1709,9318480256
5183595;1;6;1;10;5;2;7;2019;1;9;6; ; ;2; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;68;1709,9318480256
5183595;1;7;1;10;7;1;5;2006;14;9;6; ;6;1;2;1;3; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;1;1;1;1;4;8; ; ;2;07;8;68;1709,9318480256
5184246;1;1;1;10;1;1;3;1977;43;1;6; ;4;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;23;1533,52682212451
5184246;1;2;1;10;2;1;8;1950;70;5;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1533,52682212451
5184246;1;3;1;10;3;2;11;2002;17;5;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;4;9; ; ;2;07;9;23;1533,52682212451
5184247;1;1;1;10;1;1;8;1977;42;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1277,37997496485
5184247;1;2;1;10;2;2;12;1978;41;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1277,37997496485
5184247;1;3;1;10;3;2;5;2001;19;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;5;10;1; ;2;07;10;23;1277,37997496485
5184248;1;1;1;10;1;1;1;1998;22;1;6; ;2;2; ;2; ;1;2; ; ;1;1;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1884,74544040307
5184248;1;2;1;10;2;2;7;2000;20;2;6; ;2;2; ;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1884,74544040307
5184248;1;3;1;10;2;2;9;2018;1;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;23;1884,74544040307
5184249;1;1;1;10;1;1;6;1988;32;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1420,04433775048
5184249;1;2;1;10;2;2;12;1994;25;2;6; ;2;2; ;2; ;1;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1420,04433775048
5184249;1;3;1;10;2;1;2;2013;7;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;1;1;3;1; ; ;2;07;1;23;1420,04433775048
5184249;1;4;1;10;2;1;10;2014;5;3;6; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;2;1;1;2;0; ; ;2;07;0;23;1420,04433775048
5184250;1;1;1;10;1;2;10;1952;67;1;6; ;2;3; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;975,31607752377
5184252;1;1;1;10;1;1;7;1969;51;1;6; ;2;3; ;3; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;1;1;38400;2;1;2; ;3;4; ; ;2;07;4;23;1203,17031583568
5184252;1;2;1;10;2;2;3;1975;45;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;23;1203,17031583568
5184252;1;3;1;10;3;2;2;1993;27;3;6; ;6;1;1;1;2; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;23;1203,17031583568
5184252;1;4;1;10;3;2;12;2018;1;4;6; ; ;2; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2; ; ; ; ; ; ; ;2;07; ;23;1203,17031583568
5184253;1;1;1;10;1;2;3;1958;62;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;1037,78404394458
5184253;1;2;1;10;2;2;8;1998;21;5;6; ;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;1037,78404394458
5184254;1;1;1;10;1;1;9;1983;36;1;5; ;3;2; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;875,776399672618
5184254;1;2;1;10;2;2;3;1994;26;2;6; ;3;2; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;875,776399672618
5184254;1;3;1;10;3;2;2;1992;28;5;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;875,776399672618
5184255;1;1;1;10;1;2;5;1969;51;1;6; ;2;2; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;5;10;1; ;2;07;10;23;1214,91200854405
5184255;1;2;1;10;2;1;2;1970;50;2;6; ;2;2; ;2; ;1;1; ; ; ; ; ; ;1; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1214,91200854405
5184256;1;1;1;10;1;2;5;1989;31;1;6; ;2;3; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;1218,21591536858
5184256;1;2;1;10;2;1;6;2006;14;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;4;6; ; ;2;07;6;23;1218,21591536858
5184256;1;3;1;10;3;2;7;2008;12;3;6; ;6;2; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;4; ; ;2;07;4;23;1218,21591536858
5184257;1;1;1;10;1;1;7;1959;61;1;6; ;6;3; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;1;0; ; ;2;07;0;23;4741,22447148833
5184257;1;2;1;10;2;1;12;1960;59;5;6; ;6;3; ;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;4741,22447148833
5184258;1;1;1;10;1;1;8;1954;65;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;4;9; ; ;2;07;9;23;3955,66442997596
5184258;1;2;1;10;2;2;9;1958;61;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;6;3;3; ;2;07;14;23;3955,66442997596
5184258;1;3;1;10;3;1;5;1985;35;3;6; ;4;1;1;1;2; ; ; ; ;1; ;1; ;1; ; ; ; ;1; ; ;3; ; ;2;1;2; ;6;5;4; ;2;07;16;23;3955,66442997596
5184260;1;1;1;10;1;2;2;1957;63;1;6; ;2;3; ;3; ;1;2; ;1; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;3730,0268937043
5184260;1;2;1;10;2;1;5;1963;57;2;6; ;2;3; ;2; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;4;6; ; ;2;07;6;23;3730,0268937043
5184260;1;3;1;10;3;1;7;2009;11;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;3; ; ;2;1;1;1;3;3; ; ;2;07;3;23;3730,0268937043
5184261;1;1;1;10;1;1;4;1951;69;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;23;2687,11147292731
5184261;1;2;1;10;2;2;11;1944;75;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;4; ; ;2;07;4;23;2687,11147292731
5184261;1;3;1;10;3;2;12;1976;43;3;6; ;4;1;1;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;5; ; ;2;07;5;23;2687,11147292731
5184261;1;4;1;10;4;1;4;2000;20;4;6; ;6;2; ;1;3; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;5; ;2;1;2; ;4;8; ; ;2;07;8;23;2687,11147292731
5184262;1;1;1;10;1;1;5;1955;65;1;6; ;2;3; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;2853,60515128043
5184262;1;2;1;10;2;2;3;1953;67;2;6; ;2;3; ;3; ;1;1; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;2853,60515128043
5184262;2;1;2;10;1;2;1;1941;79;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;2853,60515128043
5184262;2;2;2;10;2;1;6;1978;42;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;1;2; ;3;3; ; ;2;07;3;23;2853,60515128043
5184262;2;3;2;10;3;1;3;1980;40;3;6; ;6;3; ;1;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;3; ; ;2;1;2; ;3;2; ; ;2;07;2;23;2853,60515128043
5184263;1;1;1;10;1;2;10;1945;74;1;6; ;5;3; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ; ;2;2;2; ;1;0; ; ;2;07;0;23;4046,52613088744
5184263;1;2;1;10;1;1;7;2007;13;4;6; ;6;2; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;5; ;2;1;1;1;4;0; ; ;2;07;5;23;4046,52613088744
5184264;1;1;1;10;1;1;7;1937;83;1;6; ;3;3; ;3; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;5;11;2; ;2;07;11;23;3403,12241015308
5184264;1;2;1;10;2;2;11;1946;73;2;6; ;3;3; ;2; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;5; ;2;1;2; ;3;5; ; ;2;07;5;23;3403,12241015308
5184265;1;1;1;10;1;2;2;1965;55;1;6; ;2;3; ;3; ;1;2; ;1; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;4;8; ; ;2;07;8;23;3955,66442997596
5184265;1;2;1;10;2;1;5;1963;57;2;6; ;2;3; ;3; ;1;1; ; ; ; ;1; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;3;1; ; ;2;07;1;23;3955,66442997596
5184265;1;3;1;10;3;1;11;1987;32;3;6; ;4;1;2;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;3; ; ;2;1;2; ;5;11;2; ;2;07;11;23;3955,66442997596
