Directorio;Secuencia_p;Orden;Regis;P7480;P7480s1;P7480s2;P7480s3;P7480s4;P7480s5;P7480s6;P7480s7;P7480s8;P7480s9;P7480s10;P7480s11;P7480s12;P7480s1a1;P7480s2a1;P7480s3a1;P7480s4a1;P7480s5a1;P7480s6a1;P7480s7a1;P7480s8a1;P7480s9a1;P7480s10a1;P7480s11a1;P7480s12a1;Clase;Dpto;Fex_c_2011
307594;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;2;5;35; ;15; ; ; ; ; ; ; ;2;50;494,393795215354
307595;2;1;90; ;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ;2; ; ; ; ; ; ; ; ;2;50;724,99813477318
307595;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;24; ;25; ; ; ; ; ; ; ;2;50;724,99813477318
307595;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;50;724,99813477318
307596;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;4; ; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307596;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;42; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307596;2;3;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;12; ; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307596;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307596;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307596;2;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;339,46734955987
307597;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;50;829,747884563376
307597;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;63; ;28; ; ; ; ; ; ; ;2;50;829,747884563376
307597;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;50;829,747884563376
307597;3;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;829,747884563376
307597;3;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;56; ;49; ; ; ; ; ; ; ;2;50;829,747884563376
307598;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;20; ; ; ; ; ; ; ;2;50;458,847549699993
307598;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;50;458,847549699993
307599;2;1;90; ;2;2;1;2;1;1;2;2;2;2;2;2; ; ;4; ;15;15; ; ; ; ; ; ;2;50;597,433230591549
307599;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;70; ; ; ; ; ; ; ;2;50;597,433230591549
307599;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;597,433230591549
307599;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;50;597,433230591549
307599;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;50;597,433230591549
307599;2;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;50;597,433230591549
307599;2;7;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;597,433230591549
307600;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ; ; ;2;50;723,090575719411
307600;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;42; ;25; ; ; ; ; ; ; ;2;50;723,090575719411
307600;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;723,090575719411
307600;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;723,090575719411
307600;2;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;723,090575719411
307601;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307601;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307601;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;1; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307601;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307601;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;6; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307601;2;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;3; ; ; ; ; ; ; ; ; ;2;50;531,220371528341
307602;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;632,026107960225
307602;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;28; ; ; ; ; ; ; ; ; ;2;50;632,026107960225
307603;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;50;389,006720550415
307606;2;1;90; ;2;1;1;2;2;2;2;2;2;1;1;1; ;3;1; ; ; ; ; ; ;1;1;2;2;50;563,309899537334
307606;2;2;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;1;10; ; ; ; ; ; ; ; ; ;2;50;563,309899537334
307606;2;3;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;8;8; ; ; ; ; ; ; ; ; ;2;50;563,309899537334
307606;2;4;90; ;2;2;1;2;2;2;1;2;2;2;2;2; ; ;10; ; ; ;8; ; ; ; ; ;2;50;563,309899537334
307606;2;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;563,309899537334
307606;2;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;50;563,309899537334
307606;2;7;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;563,309899537334
307607;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;20; ;20; ; ; ; ; ; ; ;2;50;673,211626679696
307607;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;40; ;30; ; ; ; ; ; ; ;2;50;673,211626679696
307608;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;632,026107960225
307608;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ; ; ; ;2;50;632,026107960225
307609;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ; ; ;2;50;688,309330236622
307609;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;12; ;50; ; ; ; ; ; ; ; ; ;2;50;688,309330236622
307610;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;615,038845141132
307610;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;20;20;20; ;10; ; ; ; ; ; ; ;2;50;615,038845141132
307610;2;3;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ; ; ;2;50;615,038845141132
307610;2;4;90; ;1;1;1;2;1;2;2;2;2;2;2;2;10;10;20; ;30; ; ; ; ; ; ; ;2;50;615,038845141132
307610;2;5;90; ;1;1;2;2;2;2;2;2;2;2;2;2;20;15; ; ; ; ; ; ; ; ; ; ;2;50;615,038845141132
307611;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;735,505623571395
307611;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;20;20;20; ;30; ; ; ; ; ; ; ;2;50;735,505623571395
307611;2;3;90; ;1;1;1;2;1;2;2;2;2;2;2;2;20;10;30; ;12; ; ; ; ; ; ; ;2;50;735,505623571395
307611;2;4;90; ;1;1;1;2;2;2;2;2;2;2;2;2;15;8;20; ; ; ; ; ; ; ; ; ;2;50;735,505623571395
307611;2;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;735,505623571395
307612;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;20;20; ; ; ; ; ; ; ; ; ; ;2;50;597,231424318808
307612;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;20;20;30; ;20; ; ; ; ; ; ; ;2;50;597,231424318808
307613;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;445,60142446578
307613;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;10; ;30; ; ; ; ; ; ; ; ; ;2;50;445,60142446578
307613;2;4;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ; ; ;2;50;445,60142446578
307614;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;489,643308752732
307614;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;10; ;30; ; ; ; ; ; ; ; ; ;2;50;489,643308752732
307615;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;497,236722624208
307615;2;2;90; ;1;2;2;2;2;2;2;2;2;2;2;2;20; ; ; ; ; ; ; ; ; ; ; ;2;50;497,236722624208
307615;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;497,236722624208
307615;2;4;90; ;2;2;1;2;2;2;2;1;2;2;2;2; ; ;15; ; ; ; ;15; ; ; ; ;2;50;497,236722624208
307616;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;482,290229002339
307616;2;2;90; ;1;2;2;2;2;1;2;2;2;2;2;2;10; ; ; ; ;30; ; ; ; ; ; ;2;50;482,290229002339
307616;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;50;482,290229002339
307616;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;50;482,290229002339
308866;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;2; ;8; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308866;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;9; ;20; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308866;2;3;90; ;1;2;1;2;2;2;2;2;2;2;2;2;5; ;4; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308866;2;4;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308866;2;5;90; ;1;1;1;2;2;2;2;2;2;2;2;2;1;6;5; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308866;2;6;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3558,27639359204
308867;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3129,5203569557
308867;2;2;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;12; ; ; ; ; ; ; ;2;25;3129,5203569557
308867;2;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;4; ;3; ; ; ; ; ; ; ;2;25;3129,5203569557
308867;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;2; ; ; ; ; ; ; ; ; ;2;25;3129,5203569557
308868;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;3; ;3; ; ; ; ; ; ; ;2;25;3278,84720898488
308868;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;2; ;14; ;20; ; ; ; ; ; ; ;2;25;3278,84720898488
308879;2;1;90; ;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ;7; ; ; ; ; ; ; ;2;25;3687,55330580195
308879;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;14; ;70; ;20; ; ; ; ; ; ; ;2;25;3687,55330580195
308880;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;4476,28284658627
308880;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;1;2;42; ;42; ; ; ; ; ; ; ;2;25;4476,28284658627
308899;2;1;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;28; ;14; ; ; ; ; ; ; ;2;25;4508,09400176976
308899;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;42; ;42; ; ; ; ; ; ; ;2;25;4508,09400176976
308900;2;1;90; ;2;1;1;2;1;2;2;2;2;2;2;2; ;4;5; ;7; ; ; ; ; ; ; ;2;25;4444,47169140278
308900;2;2;90; ;1;1;1;2;1;2;2;2;2;2;2;2;2;2;42; ;14; ; ; ; ; ; ; ;2;25;4444,47169140278
308901;2;1;90; ;1;1;1;2;2;2;2;2;2;2;2;2;3;2;21; ; ; ; ; ; ; ; ; ;2;25;3091,66388107982
308901;2;2;90; ;2;2;1;2;2;1;2;2;2;2;2;2; ; ;7; ; ;7; ; ; ; ; ; ;2;25;3091,66388107982
308901;2;3;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;3091,66388107982
308901;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;25;3091,66388107982
310205;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1810,15973268896
310205;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;49; ; ; ; ; ; ; ; ; ;2;25;1810,15973268896
310205;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;25;1810,15973268896
311749;2;1;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ; ; ;2;23;1265,72395739171
311749;2;2;90; ;1;2;1;2;2;1;2;2;2;2;2;2;7; ;35; ; ;14; ; ; ; ; ; ;2;23;1265,72395739171
311749;2;3;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;4;5; ; ; ; ; ; ; ; ; ;2;23;1265,72395739171
311749;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1265,72395739171
311749;2;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1265,72395739171
311750;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;3; ; ; ; ; ; ; ; ; ;2;23;1233,0472885738
311750;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;35; ;7; ; ; ; ; ; ; ;2;23;1233,0472885738
311752;2;1;90; ;1;1;1;2;2;2;2;2;2;2;2;2;7;7;21; ; ; ; ; ; ; ; ; ;2;23;1058,75737723294
311752;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;35; ; ; ; ; ; ; ; ; ;2;23;1058,75737723294
311767;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;28; ; ; ; ; ; ; ; ; ;2;23;1086,83068859783
311767;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;5; ;21; ; ; ; ; ; ; ; ; ;2;23;1086,83068859783
311768;2;1;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;28; ;30; ; ; ; ; ; ; ;2;23;1244,52489021901
311769;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;10; ; ; ; ; ; ; ; ; ;2;23;1614,73931235512
311769;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;30; ; ; ; ; ; ; ; ; ;2;23;1614,73931235512
311769;2;3;90; ;1;2;1;2;2;2;2;2;2;2;2;2;3; ;7; ; ; ; ; ; ; ; ; ;2;23;1614,73931235512
311769;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ; ; ; ;2;23;1614,73931235512
311769;2;5;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;14; ;18; ; ; ; ; ; ; ;2;23;1614,73931235512
311769;2;6;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;21; ;42; ; ; ; ; ; ; ;2;23;1614,73931235512
311779;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;7; ; ; ; ; ; ; ; ; ;2;23;1208,96389659628
311779;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;7; ;21; ;14; ; ; ; ; ; ; ;2;23;1208,96389659628
311779;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1208,96389659628
311781;2;1;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;14;7; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311781;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;21; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311781;2;3;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;14;7; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311781;2;4;90; ;2;1;1;2;2;2;2;2;2;2;2;2; ;14;14; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311781;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311781;2;6;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;1480,4485829004
311782;2;1;90; ;1;1;1;2;2;2;2;2;2;2;2;2;7;7;14; ; ; ; ; ; ; ; ; ;2;23;859,950622995884
311782;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;21; ; ; ; ; ; ; ; ; ;2;23;859,950622995884
311782;2;3;90; ;1;2;1;2;2;2;2;2;2;2;2;2;4; ;7; ; ; ; ; ; ; ; ; ;2;23;859,950622995884
311792;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311792;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;4; ;42; ;7; ; ; ; ; ; ; ;2;23;1406,89838233355
311792;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311792;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311792;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;5; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311794;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311794;2;2;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311794;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311794;2;4;90; ;1;2;1;2;2;2;2;2;2;2;2;2;5; ;45; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311794;2;5;90; ;1;2;1;2;2;2;2;2;2;2;2;2;3; ;7; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311794;2;6;90; ;1;2;1;2;2;2;2;2;2;2;2;2;3; ;30; ; ; ; ; ; ; ; ; ;2;23;662,594177922495
311795;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1548,58154573417
311795;2;2;90; ;1;2;1;2;1;2;2;2;2;2;2;2;4; ;42; ;10; ; ; ; ; ; ; ;2;23;1548,58154573417
311795;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;23;1548,58154573417
311795;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;4; ; ; ; ; ; ; ; ; ;2;23;1548,58154573417
311795;2;5;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1548,58154573417
311806;2;1;90; ;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1058,75737723294
311806;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;36; ; ; ; ; ; ; ; ; ;2;23;1058,75737723294
311807;2;1;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;21; ; ; ; ; ; ; ; ; ;2;23;716,492423515879
311807;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;36; ; ; ; ; ; ; ; ; ;2;23;716,492423515879
311807;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;32; ; ; ; ; ; ; ; ; ;2;23;716,492423515879
311807;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;716,492423515879
311807;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;716,492423515879
311809;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;36; ; ; ; ; ; ; ; ; ;2;23;943,703321792648
311809;2;2;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;14; ; ; ; ; ; ; ; ; ;2;23;943,703321792648
311809;2;3;90; ;2;2;1;2;1;2;2;2;2;2;2;2; ; ;32; ;14; ; ; ; ; ; ; ;2;23;943,703321792648
311810;2;1;90; ;1;2;1;2;2;2;2;2;2;2;2;2;7; ;14; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311810;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;14; ;21; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311810;2;3;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;20; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311810;2;4;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311810;2;5;90; ;2;2;1;2;2;2;2;2;2;2;2;2; ; ;7; ; ; ; ; ; ; ; ; ;2;23;1406,89838233355
311822;2;1;90; ;1;1;2;2;2;2;2;2;2;2;2;2;3;20; ; ; ; ; ; ; ; ; ; ;2;23;1547,74197460057
311822;2;2;90; ;1;2;1;2;2;2;2;2;2;2;2;2;2; ;45; ; ; ; ; ; ; ; ; ;2;23;1547,74197460057
311822;2;3;90; ;2;1;2;2;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ; ; ;2;23;1547,74197460057
