Directorio;Secuencia_p;Orden;Hogar;Regis;P7495;P7500;P7500s1;P7500s2;P7500s3a1;P7500s2a1;P7500s1a1;P7500s3;P7505;P7510s3;P7510s6;P7510s2a1;P7510s6a1;P7510s5a1;P7510s3a1;P7510s1a1;P7510s5;P7510s1;P7510s2;P7510s7a1;P7510s7;P750s1;P750s1a1;P750s2;P750s2a1;P750s3;P750s3a1;P750s4;Area;Mes;Dpto;Fex_c_2011
3428325;1;1;1;95;1; ;1;2; ; ;2500000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;03;66;254,884871048318
3428326;1;1;1;95;1; ;2;1; ;616000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;03;66;309,048072733275
3428326;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;03;66;309,048072733275
3428327;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1200,91218672066
3428327;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1200,91218672066
3428327;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1200,91218672066
3428327;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1200,91218672066
3428328;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1168,77277186157
3428328;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1168,77277186157
3428328;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1168,77277186157
3428329;1;1;1;95;1; ;2;1; ;1500000; ;2;1;2;2; ; ; ; ;98;2;1;2; ;2; ; ; ; ; ; ; ;76;03;76;865,612807192137
3428330;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;978,455298942236
3428330;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;978,455298942236
3428331;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1054,14199592021
3428331;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1054,14199592021
3428331;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1054,14199592021
3428332;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1181,11919803509
3428332;1;2;1;95;1; ;1;2; ; ;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1181,11919803509
3428333;1;1;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;908,189929672621
3428333;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;908,189929672621
3428334;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;890,223940895905
3428334;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;890,223940895905
3428334;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;890,223940895905
3428334;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;890,223940895905
3428334;1;5;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;7800000;2;1;2; ;2; ; ; ; ; ; ; ;76;03;76;890,223940895905
3428335;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;751,948164706184
3428335;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;751,948164706184
3428335;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;751,948164706184
3428336;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428336;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428336;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428336;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428336;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428336;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;482,360198109521
3428337;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1222,62089387522
3428337;1;2;1;95;1; ;1;2; ; ;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1222,62089387522
3428337;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1222,62089387522
3428337;1;5;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;1222,62089387522
3428337;1;6;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000; ;2;2;2; ;2; ; ;1;900000; ; ; ;76;03;76;1222,62089387522
3428338;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;1200000; ; ; ;2;2;2;800000;1; ; ; ; ; ; ; ;76;03;76;805,069695934937
3428338;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;805,069695934937
3428338;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;805,069695934937
3428339;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;10800000;2;1;2; ;2; ; ; ; ; ; ; ;76;03;76;791,334793211743
3428340;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;15600000;2;1;2; ;2; ; ; ; ; ; ; ;76;03;76;996,859811078134
3428341;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2;25000000; ; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;03;76;1178,2373461107
3428342;1;1;1;95;1; ;2;1; ;1650000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;996,859811078134
3428343;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2;98; ; ; ;8400000;2;1;1; ;2; ; ; ; ; ; ; ;76;03;76;815,788471065185
3428343;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;815,788471065185
3428343;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;815,788471065185
3428344;1;1;1;95;1; ;2;1; ;2037000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;996,859811078134
3428345;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;03;76;984,088594779427
3428346;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;98; ; ; ;2;2;2;140000000;1; ; ; ; ; ; ; ;76;03;76;978,455298942236
3428346;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1;200000;98; ; ; ;2;2;1; ;2; ; ; ; ; ; ; ;76;03;76;978,455298942236
3428360;1;1;1;95;1; ;2;1; ;1000000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;302,334850933019
3428360;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;302,334850933019
3428360;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;302,334850933019
3428360;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;302,334850933019
3428361;1;1;1;95;1; ;1;2;150000; ;450000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;169,248335108477
3428361;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;169,248335108477
3428362;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1800000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;253,548879293895
3428363;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;281,28491786237
3428363;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;281,28491786237
3428363;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;281,28491786237
3428364;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;300000; ;2;2;2; ;2; ; ;1;300000; ; ; ;73;03;73;219,090467379557
3428364;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;219,090467379557
3428364;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;219,090467379557
3428365;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ;1600000; ; ;1;2;2; ;2; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428365;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428366;1;1;1;95;1; ;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;298,011057182183
3428366;1;2;1;95;2; ; ; ; ; ; ; ;1;2;1; ;5600000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;03;73;298,011057182183
3428366;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1500000;1; ; ; ; ; ; ; ;73;03;73;298,011057182183
3428367;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;9600000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;179,771538651055
3428367;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3600000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;179,771538651055
3428368;1;1;1;95;1; ;2;1; ;1600000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428368;1;2;1;95;1; ;2;1; ;1200000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428368;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428368;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428369;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;12000000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428369;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428370;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;233,536557761231
3428370;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2000000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;233,536557761231
3428370;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;233,536557761231
3428370;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;600000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;233,536557761231
3428371;1;1;1;95;1; ;2;1; ;2500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;290,569298625028
3428371;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;290,569298625028
3428372;1;1;1;95;1; ;2;1; ;1500000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428372;1;2;1;95;1; ;2;1; ;950000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428373;1;1;1;95;1; ;2;1; ;780000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428373;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428373;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428373;1;4;1;95;1; ;2;1; ;700000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428374;1;1;1;95;1; ;2;1; ;2400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428374;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428375;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428375;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428376;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428376;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,033334368906
3428377;1;1;1;95;1; ;1;2; ; ;700000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428377;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428378;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;290,021709586197
3428380;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;218,861104667418
3428381;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,48273896937
3428381;1;2;1;95;1; ;1;2; ; ;300000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;250,48273896937
3428382;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428382;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1200000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428383;1;1;1;95;1; ;1;2; ; ;650000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;272,13942807151
3428384;1;1;1;95;1; ;1;2; ; ;1000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;237,074260125681
3428384;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;237,074260125681
3428384;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;237,074260125681
3428384;1;5;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;73;03;73;237,074260125681
3428384;1;6;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;237,074260125681
3428385;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;240,408940027256
3428385;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;240,408940027256
3428386;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;240,408940027256
3428386;1;2;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;680000; ;2;2;2; ;2; ; ;1;680000; ; ; ;73;03;73;240,408940027256
3428388;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;1000000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;235,816606699369
3428388;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;500000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;235,816606699369
3428388;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;235,816606699369
3428390;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428390;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;350000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;254,466519141213
3428391;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;256,221537577544
3428391;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;256,221537577544
3428391;1;4;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;3500000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;256,221537577544
3428392;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;670000;2;1;2; ;2; ; ; ; ; ; ; ;73;03;73;297,861048262021
3428393;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;222,526658512569
3428393;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;222,526658512569
3428394;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;300000;5000000;2;1;2; ;2; ; ;1;300000; ; ; ;73;03;73;295,462468666995
3428394;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;295,462468666995
3428394;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;295,462468666995
3428394;1;5;1;95;1; ;2;2;160000; ; ;1;1;1;2; ; ; ;600000; ;2;2;2; ;2; ; ;1;600000; ; ; ;73;03;73;295,462468666995
3428394;1;7;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;295,462468666995
3428394;1;9;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;295,462468666995
3428396;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;720000;3000000;2;1;2; ;2; ; ;1;7200000; ; ; ;73;03;73;263,173273635545
3428397;1;1;1;95;2; ; ; ; ; ; ; ;1;1;2; ; ; ;900000;3800000;2;1;2; ;2; ; ;1;900000; ; ; ;73;03;73;215,87431813487
3428397;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;215,87431813487
3428398;1;1;1;95;2; ; ; ; ; ; ; ;1;2;1; ;80000; ; ; ;2;2;2; ;2; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428398;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428398;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428398;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;266,988836400857
3428400;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428400;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428400;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428400;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;03;73;201,41755844926
3428401;1;1;1;95;1; ;1;1; ;542000;1050000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;576,239121643021
3428401;1;2;1;95;1; ;2;1; ;542000; ;2;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;68;03;68;576,239121643021
3428402;1;1;1;95;1; ;1;2; ; ;250000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;545,526600034345
3428402;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;800000;1; ; ; ; ; ; ; ;68;03;68;545,526600034345
3428402;1;3;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;68;03;68;545,526600034345
3428403;1;1;1;95;1; ;1;1; ;3080000;350000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;604,686329251498
3428404;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;481,272854636223
3428404;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;481,272854636223
3428404;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;481,272854636223
3428405;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;535,200913833828
3428405;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;535,200913833828
3428406;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;2;2;2;1200000;1; ; ; ; ; ; ; ;68;03;68;541,792261616236
3428407;1;1;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;36000000;2;1;2; ;2; ; ; ; ; ; ; ;68;03;68;493,565524378892
3428408;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;541,792261616236
3428409;1;1;1;95;1; ;1;2; ; ;1000000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;570,51961663278
3428409;1;2;1;95;2; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2400000;2;1;2; ;2; ; ; ; ; ; ; ;68;03;68;570,51961663278
3428409;1;3;1;95;1; ;1;2; ; ;600000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;570,51961663278
3428409;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;570,51961663278
3428410;1;1;1;95;1; ;1;2; ; ;700000;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;356,762674984225
3428410;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;356,762674984225
3428410;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;356,762674984225
3428410;1;4;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;356,762674984225
3428411;1;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;532,150993869455
3428411;1;2;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;532,150993869455
3428411;1;3;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;03;68;532,150993869455
