DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4519682;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2681,32183905493
4519682;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2681,32183905493
4519682;1;7;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2681,32183905493
4519683;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2143,2766967245
4519693;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1810,63295425134
4519693;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1810,63295425134
4519693;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1810,63295425134
4519694;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1779,99958084297
4519695;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2189,3727625585
4519696;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2295,1640824617
4519697;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2343,7066041508
4519698;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2343,25770920152
4519698;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2343,25770920152
4519698;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2343,25770920152
4519701;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2451,63313702984
4519701;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2451,63313702984
4519703;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2567,71893350841
4519703;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2567,71893350841
4519703;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2567,71893350841
4519705;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1595,82039763258
4519705;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1595,82039763258
4519706;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1136,05253690741
4519706;1;5;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;23;1136,05253690741
4519707;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2379,37054133941
4519708;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1793,31725423523
4519710;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;1441,1928707338
4519710;1;3;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;1441,1928707338
4519711;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2529,43445331774
4519711;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;2529,43445331774
4519711;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2529,43445331774
4519714;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1662,39174742728
4519716;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;23;1358,80988561495
4519717;1;2;1;80;2;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;23;1955,10239170246
4519718;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1511,43985160791
4519719;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;2237,9152842476
4519720;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;23;1066,84182159553
4519720;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1066,84182159553
4523926;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1489,28649747362
4523935;1;1;1;80;2;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;76;825,063648221009
4523938;1;3;1;80;2;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;76;1765,0163068658
4523938;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;76;1765,0163068658
4523940;1;2;1;80;2;1;4;7; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;76;825,063648221009
4523940;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;76;825,063648221009
4523941;1;2;1;80;2;1;1;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;76;1528,70846563905
4523942;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;76;1305,01833305262
4523943;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;76;1101,04159758449
4523944;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;01;76;1988,70643945223
4523944;1;3;1;80;2;2; ; ; ; ;1;1;8; ;2; ;2; ; ; ;98;2;1;01;76;1988,70643945223
4523946;1;3;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;48;600000;2;1;01;76;2395,17239752099
4523947;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;01;76;1350,52142255167
4523949;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;76;1032,7065436258
4523949;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;76;1032,7065436258
4523950;1;4;1;80;2;1;2;2; ;2; ; ;2; ;2; ;1;12000;1;48;781242;2;1;01;76;1358,21320022584
4523950;1;6;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;76;1358,21320022584
4523951;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;76;898,215226412661
4523951;1;5;1;80;2;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;76;898,215226412661
4523952;1;1;1;80;2;1;4;4; ;2; ; ;4; ;9; ;2; ; ; ; ;2;1;01;76;1112,02825175097
4524845;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;23;1834,19649867851
4524845;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1834,19649867851
4524845;1;8;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;23;1834,19649867851
4524846;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;986,360342506806
4524847;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;2389,93069059796
4524847;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;2389,93069059796
4524847;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;2389,93069059796
4524847;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;2389,93069059796
4524848;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;2585,87100650535
4524849;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1021,96715847009
4524849;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1021,96715847009
4524850;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1584,84400247545
4524851;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;1321,0020441984
4524852;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1987,38734653671
4524854;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;843,969286148181
4524869;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;475,797641719639
4524870;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524871;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;637,221135370295
4524872;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1247,36495747541
4524872;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1247,36495747541
4524873;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1152,84783608588
4524873;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1152,84783608588
4524874;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;669,975332711873
4524874;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;669,975332711873
4524874;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;669,975332711873
4524875;1;1;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;669,975332711873
4524875;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;669,975332711873
4524876;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1152,84783608588
4524876;1;3;1;80;2;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;54;1152,84783608588
4524877;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4524877;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4524877;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4524878;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524879;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1441,54264846765
4524880;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4524881;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;458,621729089758
4524882;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;958,670145093644
4524883;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524883;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524884;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1135,671923456
4524884;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1135,671923456
4524885;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;458,621729089758
4524886;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;54;458,621729089758
4524887;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4524887;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4524888;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4524888;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4524889;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1628,4458274653
4524889;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1628,4458274653
4524890;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524892;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1152,84783608588
4524892;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1152,84783608588
4524892;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1152,84783608588
4524893;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;958,670145093644
4524893;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;958,670145093644
4524893;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;958,670145093644
4524894;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524894;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524895;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4524896;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;1219,754208347
4524898;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524899;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;407,111456866324
4524902;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;1247,36495747541
4524902;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1247,36495747541
4524902;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;1247,36495747541
4524903;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;831,39882636253
4524904;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4524904;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;54;764,49245410141
4524905;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4524905;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;54;764,49245410141
4526206;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1495,91601826353
4526208;1;1;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;959,316708878431
4526208;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;959,316708878431
4526208;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;737717;2;1;01;05;959,316708878431
4526209;1;1;1;80;2;1;1;2; ;2; ; ;2; ;2; ;2; ;1;48;787000;2;1;01;05;1128,19388494179
4526216;1;1;1;80;2;1;1;9;RENUNCIO PORQUE EMPEZO EMBARAZO;2; ; ;9; ;1; ;2; ;1;48;737717;2;1;01;05;1324,59503185099
4526219;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;665,677413534663
4526219;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;665,677413534663
4526220;1;4;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;930,384922102362
4526224;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;787000;2;1;01;05;1392,90139350949
4526225;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;864,058175215468
4526277;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;3421,27903560076
4526278;1;2;1;80;2;1;2;7; ;2; ; ;1; ;2; ;2; ;1;24;737717;2;1;01;05;5258,17224261897
4526279;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;9416,77656922231
4526279;1;6;1;80;2;1;1;9;CAMBIO DE RESIDENCIA;2; ; ;1; ;2; ;2; ; ; ;737717;2;1;01;05;9416,77656922231
4526279;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;9416,77656922231
4526280;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;4959,81168941959
4526281;1;1;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;4162,29559426522
4526281;1;2;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;4162,29559426522
4526282;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;2910,43173024123
4526283;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;4301,97622436341
4526284;1;1;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;3863,93504106583
4526284;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;3863,93504106583
4526284;1;3;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;3863,93504106583
4526287;1;1;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;5658,97477811688
4526287;1;3;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;01;05;5658,97477811688
4526287;1;5;1;80;2;1;1;2; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;05;5658,97477811688
4526288;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;4213,55201673214
4526289;1;2;1;80;2;1;2;4; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;05;3509,44263504887
4526289;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;3509,44263504887
4526290;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;3924,83952055275
4526291;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;5258,17224261897
4526292;1;2;1;80;2;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;4360,80078461195
4526294;1;2;1;80;2;1;4;3; ;1; ;4;1; ;2; ;2; ; ; ; ;2;1;01;05;3302,19899691171
4526294;1;3;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;3302,19899691171
4526294;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;3302,19899691171
4526295;1;2;1;80;2;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;4228,11171695663
4526295;1;3;1;80;2;1;2;6; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;05;4228,11171695663
4526295;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;4228,11171695663
4526295;1;6;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;4228,11171695663
4526295;1;9;1;80;2;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;4228,11171695663
4526296;1;2;1;80;2;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;4020,28994040839
4526297;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;4419,67578843177
4526304;1;2;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;99;2;1;01;68;3113,13328463523
4526306;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;68;5977,32578873766
4526306;1;5;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;68;5977,32578873766
4526309;1;4;1;80;2;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;68;3113,13328463523
4526312;1;3;1;80;2;1;3;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;68;3113,13328463523
4526313;1;2;1;80;2;1;1;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;68;3113,13328463523
4529272;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2076,84647748995
4529273;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1810,81930005816
4529274;1;2;1;80;2;1;1;8; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;01;19;1354,65179525514
4529274;1;3;1;80;2;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1354,65179525514
4529275;1;2;1;80;2;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;1489,58972577541
4529277;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529277;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;724,358998718823
4529281;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;1;500000;1;40;600000;2;1;01;19;1656,18285379084
4529284;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ;1;16;200000;2;1;01;19;798,153903939731
4529284;1;5;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;798,153903939731
4529284;1;6;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;798,153903939731
4529284;1;7;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;798,153903939731
4529284;1;8;1;80;2;1;4;9;POR LA EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;19;798,153903939731
4529285;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;1;100000; ; ; ;2;1;01;19;1018,98466556257
4529285;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;1018,98466556257
4529287;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;1661,53341449458
4529288;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;2897,43599487529
4529288;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2897,43599487529
4529288;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2897,43599487529
4529290;1;2;1;80;2;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;19;724,358998718823
4529290;1;3;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;724,358998718823
4529291;1;2;1;80;2;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;19;906,657661532049
4529293;1;2;1;80;2;2; ; ; ; ;1;1;1; ;2; ;2; ;1;40;640000;2;1;01;19;2013,03686745973
4529294;1;1;1;80;2;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;19;2553,6754082164
4529294;1;2;1;80;2;1;1;8; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;01;19;2553,6754082164
4529294;1;4;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2553,6754082164
4529294;1;5;1;80;2;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;19;2553,6754082164
