DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011;AREA
4513870;1;2;1;80;1;1;1;4; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;01;05;1107,93401715762;05
4513870;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1107,93401715762;05
4513870;1;4;1;80;1;1;3;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1107,93401715762;05
4513873;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073;05
4513873;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073;05
4513874;1;3;1;80;1;1;3;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1022,2588049166;05
4513876;1;1;1;80;1;1;4;6; ;1; ;4;8; ;2; ;1;20000;1;48;781200;2;1;01;05;1267,91115983471;05
4513877;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1387,0744537118;05
4513878;1;1;1;80;1;1;4;8; ;1; ;4;5; ;2; ;2; ;1;48;781242;2;1;01;05;1296,318649877;05
4513878;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877;05
4513878;2;1;2;80;1;1;2;7; ;1; ;2;8; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877;05
4513878;2;2;2;80;1;1;2;6; ;2; ; ;11; ;1; ;2; ; ; ; ;2;1;01;05;1296,318649877;05
4513878;3;1;3;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1296,318649877;05
4513879;1;1;1;80;1;1;4;8; ;1; ;4;8; ;2; ;2; ;2; ;781200;2;1;01;05;1185,00838716073;05
4513879;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073;05
4513881;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1282,24010402252;05
4513883;1;1;1;80;1;1;3;2; ;2; ; ;2; ;2; ;2; ;2; ;1200000;2;1;01;05;1265,41441952375;05
4513889;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1324,95430571861;05
4513890;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1105,8722536245;05
4513890;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1105,8722536245;05
4513890;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1105,8722536245;05
4513891;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1163,43273136613;05
4513891;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1163,43273136613;05
4513892;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1102,10561448675;05
4513894;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1120,36260844934;05
4513895;1;1;1;80;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088;05
4513895;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088;05
4513896;1;2;1;80;1;1;4;6; ;2; ; ;9; ;2; ;2; ;2; ;800000;2;1;01;05;1100,338929277;05
4513896;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1100,338929277;05
4513897;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1390,39311554381;05
4513897;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1390,39311554381;05
4513897;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;48;98;2;1;01;05;1390,39311554381;05
4513898;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;983,665997171477;05
4513898;1;3;1;80;1;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;983,665997171477;05
4513898;1;4;1;80;1;1;2;9;CAMBIO DE RESIDENCIA;2; ; ;2; ;2; ;2; ;1;48;781242;2;1;01;05;983,665997171477;05
4513899;1;2;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1205,24595598403;05
4513899;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1205,24595598403;05
4513900;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1042,77845153537;05
4513900;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1042,77845153537;05
4513901;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1100,338929277;05
4513903;1;1;1;80;1;1;1;8; ;2; ; ;12;ESPERANDO QUE LO LLAMEN;3; ;2; ;1;48;4000000;3;1;01;05;1267,91115983471;05
4513904;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1017,43615660302;05
4513907;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1062,7209420353;05
4513907;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1062,7209420353;05
4513909;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1017,43615660302;05
4513909;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1017,43615660302;05
4513911;1;4;1;80;1;1;1;9;PORQUE EN EL COLEGIO NO LE DEJARON VENDER MAS;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;05;1042,77845153537;05
4513912;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1224,75984824551;05
4513912;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1224,75984824551;05
4513917;1;1;1;80;1;1;1;8; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1223,05497264088;05
4513917;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1223,05497264088;05
4513925;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1181,09971645324;05
4513926;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;781200;2;1;01;05;1223,05497264088;05
4513927;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1287,70075135227;05
4513927;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1287,70075135227;05
4513927;1;3;1;80;1;1;3;4; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1287,70075135227;05
4513928;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1164,98470798839;05
4513929;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1287,70075135227;05
4513930;1;1;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ;1;24;700000;2;1;01;05;880,383624104458;05
4513930;1;2;1;80;1;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;01;05;880,383624104458;05
4513930;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;880,383624104458;05
4513931;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073;05
4513931;1;2;1;80;1;1;4;7; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073;05
4513932;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1325,74733683242;05
4513933;1;1;1;80;1;1;2;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073;05
4513933;1;2;1;80;1;1;3;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;01;05;1185,00838716073;05
4513934;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;916,295769033742;05
4513934;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;916,295769033742;05
4513935;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;787,743778052122;05
4513935;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;787,743778052122;05
4513935;1;7;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;787,743778052122;05
4513940;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;963,286396778437;05
4513940;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;963,286396778437;05
4513942;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781200;2;1;01;05;1141,70417658916;05
4513942;1;2;1;80;1;1;2;8; ;1; ;1;6; ;1; ;2; ;1;48;850000;2;1;01;05;1141,70417658916;05
4513943;1;1;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;914,74379241148;05
4513943;1;2;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;01;05;914,74379241148;05
4513943;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;914,74379241148;05
4513945;1;2;1;80;1;2; ; ; ; ;1;2;2; ;2; ;2; ;2; ;737717;2;1;01;05;936,319448206078;05
4513949;1;1;1;80;1;1;1;1; ;2; ; ;4; ;2; ;1;120000;2; ;200000;2;1;01;05;1223,05497264088;05
4513952;1;2;1;80;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1284,38208952026;05
4513953;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;936,319448206078;05
4513953;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;936,319448206078;05
4513954;1;3;1;80;1;2; ; ; ; ;1;2;8; ;2; ;2; ;1;24;800000;2;1;01;05;1370,32144623078;05
4513955;1;4;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1304,17168103782;05
4513956;1;2;1;80;1;1;4;4; ;2; ; ;4; ;1;4;2; ; ; ; ;1;1;01;05;1287,70075135227;05
4513957;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1303,81575981712;05
4513957;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;05;1303,81575981712;05
4513959;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;831,8410197375;05
4513959;1;4;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;831,8410197375;05
4513960;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1080,52995869215;05
4513960;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1080,52995869215;05
4513963;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1017,43615660302;05
4513963;1;4;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;01;05;1017,43615660302;05
4513964;1;2;1;80;1;1;1;8; ;1; ;1;5; ;2; ;2; ;1;24;781200;2;1;01;05;1427,88192397241;05
4513966;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1226,82161177863;05
4513967;1;2;1;80;1;1;2;9;PROCESO INVESTIGATIVO;2; ; ;12;PROCESO INVESTIGATIVO;1; ;2; ; ; ;2000000;2;1;01;05;1100,338929277;05
4513968;1;1;1;80;1;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1185,00838716073;05
4513968;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1185,00838716073;05
4513969;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1201,47931684628;05
4513971;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1385,78662155905;05
4513972;1;1;1;80;1;1;4;8; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;01;05;1098,19694377926;05
4513972;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1098,19694377926;05
4513973;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1169,261134037;05
4513973;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1169,261134037;05
4513974;1;1;1;80;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;01;05;1019,20284181277;05
4513974;1;2;1;80;1;2; ; ; ; ;1;4;8; ;2; ;2; ; ; ; ;2;1;01;05;1019,20284181277;05
4513974;1;3;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ;1;48;780000;2;1;01;05;1019,20284181277;05
4513976;1;2;1;80;1;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;737717;2;1;01;05;1332,83263780218;05
4513976;1;3;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ;2; ;98;2;1;01;05;1332,83263780218;05
4513978;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1120,36260844934;05
4513979;1;1;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1098,78695265474;05
4513981;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1042,77845153537;05
4513982;1;2;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;1000000;2;1;01;05;1269,53581347472;05
4513985;1;3;1;80;1;1;1;7; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;1190,8367898316;05
4513987;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1308,55721945829;05
4513987;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1308,55721945829;05
4513987;1;5;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;1308,55721945829;05
4513988;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;894,36419201844;05
4513989;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;939,496078468351;05
4513989;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;939,496078468351;05
4513989;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;939,496078468351;05
4513993;1;1;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1314,29994458351;05
4513993;1;2;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1314,29994458351;05
4513995;1;1;1;80;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;48;781242;2;1;01;05;1184,72630936526;05
4513995;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1184,72630936526;05
4513995;1;4;1;80;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1184,72630936526;05
4513996;1;2;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;995,504579587719;05
4513998;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1496,8521188731;05
4513999;1;1;1;80;1;1;4;8; ;1; ;4;3; ;2; ;2; ;1;48;737717;2;1;01;05;1246,33550404011;05
4514001;1;1;1;80;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;2;1;01;05;1204,79797867829;05
4514001;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1204,79797867829;05
4514002;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1327,9182127374;05
4514002;1;2;1;80;1;1;2;6; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1327,9182127374;05
4514002;1;4;1;80;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;01;05;1327,9182127374;05
4514003;1;1;1;80;1;1;1;8; ;2; ; ;12;ESTA ESPERANDO QUE LO LLAMEN;2; ;1;1440000;1;48;1668000;2;1;01;05;1392,09799114844;05
4514003;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1392,09799114844;05
4514003;1;5;1;80;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1392,09799114844;05
4514005;1;2;1;80;1;1;3;8; ;2; ; ;9; ;2; ;2; ;1;24;781242;2;1;01;05;979,38957112287;05
4514005;1;4;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;979,38957112287;05
4514006;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1246,61120329619;05
4514006;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1246,61120329619;05
4514006;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1246,61120329619;05
4514009;1;1;1;80;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;01;05;1222,61786274777;05
4514009;1;2;1;80;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;01;05;1222,61786274777;05
4514009;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1222,61786274777;05
4514010;1;2;1;80;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1287,70075135227;05
4514010;1;3;1;80;1;1;1;8; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;01;05;1287,70075135227;05
4514012;1;2;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;98;2;1;01;05;1267,62908203924;05
4514013;1;1;1;80;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;01;05;1038,57470250451;05
4514013;1;2;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;01;05;1038,57470250451;05
4514013;1;3;1;80;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;01;05;1038,57470250451;05
4514013;1;4;1;80;1;1;1;8; ;2; ; ;9; ;1; ;2; ;1;24;300000;2;1;01;05;1038,57470250451;05
4514013;1;6;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;1038,57470250451;05
4514014;1;1;1;80;1;1;2;8; ;2; ; ;1; ;3; ;2; ; ; ; ;3;1;01;05;1188,77502629848;05
4514014;1;2;1;80;1;1;4;8; ;2; ; ;7; ;2; ;2; ; ; ; ;2;1;01;05;1188,77502629848;05
4514018;1;1;1;80;1;1;1;6; ;2; ; ;9; ;2; ;1;800000;1;48;781242;2;1;01;05;963,286396778437;05
4514018;1;5;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;963,286396778437;05
4514020;1;4;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;985,217973793739;05
4514021;1;4;1;80;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;01;05;1123,53923871161;05
4514023;1;1;1;80;1;1;4;4; ;2; ; ;4; ;3; ;2; ;2; ;98;3;1;01;05;1107,42423024676;05
4514023;1;3;1;80;1;1;1;1; ;2; ; ;12;DESEA DESCANSAR UNOS DIAS;1; ;1;98;1;48;781242;2;1;01;05;1107,42423024676;05
4514023;1;5;1;80;1;1;4;9;EDAD;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1107,42423024676;05
4514025;1;2;1;80;1;1;1;7; ;2; ; ;9; ;2; ;1;700000; ; ; ;2;1;01;05;1203,29543793805;05
4514025;1;3;1;80;1;1;2;2; ;1; ;1;2; ;2; ;2; ; ; ; ;2;1;01;05;1203,29543793805;05
4514025;1;4;1;80;1;1;1;8; ;2; ; ;2; ; ; ;2; ; ; ; ; ;1;01;05;1203,29543793805;05
4514028;1;2;1;80;1;2; ; ; ; ;1;1;7; ;2; ;2; ; ; ;781200;2;1;01;05;940,086087343829;05
4514028;1;3;1;80;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;01;05;940,086087343829;05
4514029;1;3;1;80;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;01;05;1324,5995509054;05
4514030;1;1;1;80;1;1;3;6; ;1; ;1;8; ;3; ;2; ;1;48;781242;3;1;01;05;1246,33550404011;05
4514031;1;1;1;80;1;1;2;4; ;2; ; ;4; ;2; ;2; ;2; ;781200;2;1;01;05;1332,5569385461;05
4514031;1;2;1;80;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;01;05;1332,5569385461;05
4514033;1;2;1;80;1;1;2;8; ;2; ; ;6; ;2; ;2; ;1;24;781200;2;1;01;05;1042,77845153537;05
4514033;1;3;1;80;1;1;2;8; ;2; ; ;2; ;1; ;2; ; ; ; ;2;1;01;05;1042,77845153537;05
4514033;1;4;1;80;1;2; ; ; ; ;1;1;2; ; ; ;2; ; ; ; ; ;1;01;05;1042,77845153537;05
